,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0,DM_p_vs_M1,CW_stat_vs_M1,CW_p_vs_M1
M0_RW,4.1517846708743695,3.01136186770428,,0.0,,,,,
M1_Flat_Ridge,4.33223697176346,3.0809779948649414,0.490272373540856,-0.043463790922251,1.3577773937002158,0.9121350448847914,,,
M1_Flat_XGB,4.771177922387276,3.405954281592332,0.5252918287937743,-0.1491872292554279,2.1517379666343857,0.9838232384381296,,,
M2_Flat_Ridge,4.360672838677176,3.0985292175669255,0.4747081712062256,-0.0503128616636119,1.3229670304396974,0.9064865877053078,0.6708422296087551,1.5454579414321834,0.0611177672999412
M2_Flat_XGB,4.530739273330566,3.32132140579382,0.5136186770428015,-0.091275109982134,2.3418919069122337,0.990023291308706,0.0601009474959243,2.666586629479978,0.0038312927675927
Naive_DirPersist,,,0.5097276264591439,,,,,,
