,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0,DM_p_vs_M1,CW_stat_vs_M1,CW_p_vs_M1
M0_RW,4.1517846708743695,3.01136186770428,,0.0,,,,,
M1_Flat_Ridge,4.556461182824052,3.2155477655368707,0.4941634241245136,-0.0974704961913301,2.3202847041466113,0.9894439472375958,,,
M1_Flat_XGB,5.221876617822442,3.681566278081681,0.5252918287937743,-0.2577426412441352,3.307495063332826,0.9994618294247688,,,
M2_Flat_Ridge,4.450876745637102,3.219138811358103,0.5097276264591439,-0.072039399552902,2.0287542076326917,0.9782408164877272,0.2190197919089811,2.1718968330506447,0.0149317227069185
M2_Flat_XGB,4.866604275613015,3.4880330391642542,0.4785992217898833,-0.1721716469915342,2.8261818496229205,0.9974588598943422,0.0011383626036562,4.06681855318977,2.382966103509077e-05
Naive_DirPersist,,,0.5097276264591439,,,,,,
