,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0,DM_p_vs_M1,CW_stat_vs_M1,CW_p_vs_M1
M0_RW,4.1517846708743695,3.01136186770428,,0.0,,,,,
M1_Flat_Ridge,4.256348943170461,3.090131492098012,0.4980544747081712,-0.0251853794416727,1.5850618259454587,0.9429066209831216,,,
M1_Flat_XGB,4.368428737773503,3.2651414540476664,0.5525291828793775,-0.0521809496573695,2.120562374879635,0.9825397846770564,,,
M2_Flat_Ridge,4.2522246707023035,3.0924709038087776,0.5369649805447471,-0.0241920060384011,1.2042881540167307,0.885204761337742,0.4578133812877872,1.133381938527632,0.128526947767568
M2_Flat_XGB,4.321592057275716,3.1968030308284936,0.5019455252918288,-0.0408998538851448,1.3931001872635331,0.917601009866388,0.3192026172382791,2.018934129511202,0.0217470331661039
Naive_DirPersist,,,0.5097276264591439,,,,,,
