,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0,DM_p_vs_M1,CW_stat_vs_M1,CW_p_vs_M1
M0_RW,4.1517846708743695,3.01136186770428,,0.0,,,,,
M1_Flat_Ridge,4.256348943170461,3.090131492098012,0.4980544747081712,-0.0251853794416727,1.5850618259454587,0.9429066209831216,,,
M1_Flat_XGB,4.368428737773503,3.2651414540476664,0.5525291828793775,-0.0521809496573695,2.120562374879635,0.9825397846770564,,,
M2_Flat_Ridge,4.358415814951024,3.178041946548469,0.5214007782101168,-0.0497692343069269,2.034964618969053,0.978557630439516,0.8696196292568247,0.553899034071203,0.2898239731092865
M2_Flat_XGB,4.413647757631285,3.263509422748984,0.4980544747081712,-0.0630724152420378,2.423656652472187,0.9919705868776162,0.687208031911922,1.9095679890126285,0.0280944299947475
Naive_DirPersist,,,0.5097276264591439,,,,,,
