,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0,DM_p_vs_M1,CW_stat_vs_M1,CW_p_vs_M1
M0_RW,4.1517846708743695,3.01136186770428,,0.0,,,,,
M1_Flat_Ridge,4.256348943170461,3.090131492098012,0.4980544747081712,-0.0251853794416727,1.5850618259454587,0.9429066209831216,,,
M1_Flat_XGB,4.368428737773503,3.2651414540476664,0.5525291828793775,-0.0521809496573695,2.120562374879635,0.9825397846770564,,,
M2_Flat_Ridge,4.413588772342179,3.200966253793274,0.5058365758754864,-0.0630582080290482,2.0662636906141265,0.9800952374381456,0.9560576300691846,0.0656718613890477,0.4738195376977991
M2_Flat_XGB,4.440163806219409,3.274799342815578,0.4785992217898833,-0.0694590780124215,2.7223909735689946,0.9965367565485552,0.8215103716503945,1.3704483326502823,0.0852734966864094
Naive_DirPersist,,,0.5097276264591439,,,,,,
