week_ending_friday,opt_NDVI_P001,opt_NDVI_P002,opt_NDVI_P003,opt_NDVI_P004,opt_NDVI_P005,opt_NDVI_P006,opt_NDVI_P007,opt_NDVI_P008,opt_NDVI_P009,opt_NDVI_P010,opt_NDVI_P011,opt_NDWI_P001,opt_NDWI_P002,opt_NDWI_P003,opt_NDWI_P004,opt_NDWI_P005,opt_NDWI_P006,opt_NDWI_P007,opt_NDWI_P008,opt_NDWI_P009,opt_NDWI_P010,opt_NDWI_P011,opt_NDBI_P001,opt_NDBI_P002,opt_NDBI_P003,opt_NDBI_P004,opt_NDBI_P005,opt_NDBI_P006,opt_NDBI_P007,opt_NDBI_P008,opt_NDBI_P009,opt_NDBI_P010,opt_NDBI_P011,opt_BSI_P001,opt_BSI_P002,opt_BSI_P003,opt_BSI_P004,opt_BSI_P005,opt_BSI_P006,opt_BSI_P007,opt_BSI_P008,opt_BSI_P009,opt_BSI_P010,opt_BSI_P011,opt_valid_obs_count_P001,opt_valid_obs_count_P002,opt_valid_obs_count_P003,opt_valid_obs_count_P004,opt_valid_obs_count_P005,opt_valid_obs_count_P006,opt_valid_obs_count_P007,opt_valid_obs_count_P008,opt_valid_obs_count_P009,opt_valid_obs_count_P010,opt_valid_obs_count_P011,opt_sensor_flag_P001,opt_sensor_flag_P002,opt_sensor_flag_P003,opt_sensor_flag_P004,opt_sensor_flag_P005,opt_sensor_flag_P006,opt_sensor_flag_P007,opt_sensor_flag_P008,opt_sensor_flag_P009,opt_sensor_flag_P010,opt_sensor_flag_P011,ntl_ntl_avg_rad_mean_P001,ntl_ntl_avg_rad_mean_P002,ntl_ntl_avg_rad_mean_P003,ntl_ntl_avg_rad_mean_P004,ntl_ntl_avg_rad_mean_P005,ntl_ntl_avg_rad_mean_P006,ntl_ntl_avg_rad_mean_P007,ntl_ntl_avg_rad_mean_P008,ntl_ntl_avg_rad_mean_P009,ntl_ntl_avg_rad_mean_P010,ntl_ntl_avg_rad_mean_P011,ntl_ntl_avg_rad_max_P001,ntl_ntl_avg_rad_max_P002,ntl_ntl_avg_rad_max_P003,ntl_ntl_avg_rad_max_P004,ntl_ntl_avg_rad_max_P005,ntl_ntl_avg_rad_max_P006,ntl_ntl_avg_rad_max_P007,ntl_ntl_avg_rad_max_P008,ntl_ntl_avg_rad_max_P009,ntl_ntl_avg_rad_max_P010,ntl_ntl_avg_rad_max_P011,ntl_ntl_avg_rad_stddev_P001,ntl_ntl_avg_rad_stddev_P002,ntl_ntl_avg_rad_stddev_P003,ntl_ntl_avg_rad_stddev_P004,ntl_ntl_avg_rad_stddev_P005,ntl_ntl_avg_rad_stddev_P006,ntl_ntl_avg_rad_stddev_P007,ntl_ntl_avg_rad_stddev_P008,ntl_ntl_avg_rad_stddev_P009,ntl_ntl_avg_rad_stddev_P010,ntl_ntl_avg_rad_stddev_P011,ntl_ntl_cf_cvg_mean_P001,ntl_ntl_cf_cvg_mean_P002,ntl_ntl_cf_cvg_mean_P003,ntl_ntl_cf_cvg_mean_P004,ntl_ntl_cf_cvg_mean_P005,ntl_ntl_cf_cvg_mean_P006,ntl_ntl_cf_cvg_mean_P007,ntl_ntl_cf_cvg_mean_P008,ntl_ntl_cf_cvg_mean_P009,ntl_ntl_cf_cvg_mean_P010,ntl_ntl_cf_cvg_mean_P011
2008-10-17,0.1213105390354889,0.0129160674258743,-0.0288615379903449,-0.0084601545251979,0.0972646014162419,0.1943401965185618,-0.0271710596423424,-0.0807422230722352,0.1164321469079234,-0.0031920495659309,0.004878187511919,-0.1030355060493289,-0.0274656952017044,0.0738145750025918,0.0480352240627197,-0.1045961953725777,-0.1790693506576831,0.0867576977109105,0.1589208220932349,-0.1040026998434841,0.0170017730010023,-0.0363702715282777,-0.0610260378351792,0.0277970535503367,-0.0255747376085708,-0.0344480097435167,-0.0244419433239375,-0.0987274343656276,-0.0271812216513922,-0.0340042569928037,-0.0504056639750405,-0.0029742891174164,0.0216030913050767,-0.0388267910349167,0.0406024730862945,-0.0376754402150914,-0.0368701494995537,0.0081287681290701,-0.052836465278466,-0.0438597534142456,-0.0494414307312565,-0.0280399069722503,-0.0131282882713453,0.0431429531554697,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-24,0.1213105390354889,0.0129160674258743,-0.0288615379903449,-0.0084601545251979,0.0972646014162419,0.1943401965185618,-0.0271710596423424,-0.0807422230722352,0.1164321469079234,-0.0031920495659309,0.004878187511919,-0.1030355060493289,-0.0274656952017044,0.0738145750025918,0.0480352240627197,-0.1045961953725777,-0.1790693506576831,0.0867576977109105,0.1589208220932349,-0.1040026998434841,0.0170017730010023,-0.0363702715282777,-0.0610260378351792,0.0277970535503367,-0.0255747376085708,-0.0344480097435167,-0.0244419433239375,-0.0987274343656276,-0.0271812216513922,-0.0340042569928037,-0.0504056639750405,-0.0029742891174164,0.0216030913050767,-0.0388267910349167,0.0406024730862945,-0.0376754402150914,-0.0368701494995537,0.0081287681290701,-0.052836465278466,-0.0438597534142456,-0.0494414307312565,-0.0280399069722503,-0.0131282882713453,0.0431429531554697,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-31,0.1213105390354889,0.0129160674258743,-0.0288615379903449,-0.0084601545251979,0.0972646014162419,0.1943401965185618,-0.0271710596423424,-0.0807422230722352,0.1164321469079234,-0.0031920495659309,0.004878187511919,-0.1030355060493289,-0.0274656952017044,0.0738145750025918,0.0480352240627197,-0.1045961953725777,-0.1790693506576831,0.0867576977109105,0.1589208220932349,-0.1040026998434841,0.0170017730010023,-0.0363702715282777,-0.0610260378351792,0.0277970535503367,-0.0255747376085708,-0.0344480097435167,-0.0244419433239375,-0.0987274343656276,-0.0271812216513922,-0.0340042569928037,-0.0504056639750405,-0.0029742891174164,0.0216030913050767,-0.0388267910349167,0.0406024730862945,-0.0376754402150914,-0.0368701494995537,0.0081287681290701,-0.052836465278466,-0.0438597534142456,-0.0494414307312565,-0.0280399069722503,-0.0131282882713453,0.0431429531554697,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-07,0.1213105390354889,0.0141217011197456,-0.0383507794093501,-0.0051846534130875,0.0840500109215986,0.2121999104907461,-0.0311684646733877,-0.0807422230722352,0.0728235189844463,-0.0151852799705596,0.00043167433623646256,-0.1030355060493289,-0.0232343645677459,0.0991107850685057,0.0330984525757159,-0.1006995451556454,-0.1969236234454852,0.0819458541349922,0.1589208220932349,-0.0672294860769507,0.0601466763386603,-0.0257100988076722,-0.0610260378351792,0.0270511877781682,-0.0290705197217453,-0.0423644918141052,-0.0238052647933812,-0.1017346717412166,-0.0571140824199537,-0.0340042569928037,-0.0214340399517403,-0.0039428159213338,0.027163403737539,-0.0388267910349167,0.0398162002941514,-0.0452648429053094,-0.0349041302926446,0.0167972601384744,-0.0601113772585043,-0.0475147453277998,-0.0494414307312565,-0.006319067628879,-0.0297173547932989,0.0437572888730183,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-14,0.1213105390354889,0.0141217011197456,-0.0383507794093501,-0.0051846534130875,0.0840500109215986,0.2121999104907461,-0.0311684646733877,-0.0807422230722352,0.0728235189844463,-0.0151852799705596,0.00043167433623646256,-0.1030355060493289,-0.0232343645677459,0.0991107850685057,0.0330984525757159,-0.1006995451556454,-0.1969236234454852,0.0819458541349922,0.1589208220932349,-0.0672294860769507,0.0601466763386603,-0.0257100988076722,-0.0610260378351792,0.0270511877781682,-0.0290705197217453,-0.0423644918141052,-0.0238052647933812,-0.1017346717412166,-0.0571140824199537,-0.0340042569928037,-0.0214340399517403,-0.0039428159213338,0.027163403737539,-0.0388267910349167,0.0398162002941514,-0.0452648429053094,-0.0349041302926446,0.0167972601384744,-0.0601113772585043,-0.0475147453277998,-0.0494414307312565,-0.006319067628879,-0.0297173547932989,0.0437572888730183,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-21,0.1213105390354889,0.0141217011197456,-0.0383507794093501,-0.0051846534130875,0.0840500109215986,0.2121999104907461,-0.0311684646733877,-0.0807422230722352,0.0728235189844463,-0.0151852799705596,0.00043167433623646256,-0.1030355060493289,-0.0232343645677459,0.0991107850685057,0.0330984525757159,-0.1006995451556454,-0.1969236234454852,0.0819458541349922,0.1589208220932349,-0.0672294860769507,0.0601466763386603,-0.0257100988076722,-0.0610260378351792,0.0270511877781682,-0.0290705197217453,-0.0423644918141052,-0.0238052647933812,-0.1017346717412166,-0.0571140824199537,-0.0340042569928037,-0.0214340399517403,-0.0039428159213338,0.027163403737539,-0.0388267910349167,0.0398162002941514,-0.0452648429053094,-0.0349041302926446,0.0167972601384744,-0.0601113772585043,-0.0475147453277998,-0.0494414307312565,-0.006319067628879,-0.0297173547932989,0.0437572888730183,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-28,0.1213105390354889,0.0141217011197456,-0.0383507794093501,-0.0051846534130875,0.0840500109215986,0.2121999104907461,-0.0311684646733877,-0.0807422230722352,0.0728235189844463,-0.0151852799705596,0.00043167433623646256,-0.1030355060493289,-0.0232343645677459,0.0991107850685057,0.0330984525757159,-0.1006995451556454,-0.1969236234454852,0.0819458541349922,0.1589208220932349,-0.0672294860769507,0.0601466763386603,-0.0257100988076722,-0.0610260378351792,0.0270511877781682,-0.0290705197217453,-0.0423644918141052,-0.0238052647933812,-0.1017346717412166,-0.0571140824199537,-0.0340042569928037,-0.0214340399517403,-0.0039428159213338,0.027163403737539,-0.0388267910349167,0.0398162002941514,-0.0452648429053094,-0.0349041302926446,0.0167972601384744,-0.0601113772585043,-0.0475147453277998,-0.0494414307312565,-0.006319067628879,-0.0297173547932989,0.0437572888730183,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-05,0.1213105390354889,0.0166659484639878,-0.0253839032190211,-0.0051846534130875,0.0473882727923007,0.2121999104907461,-0.027876098096899,-0.0466091704546931,0.0562673660920481,-0.0100419054145373,-0.0015202463062168,-0.1030355060493289,-0.0276418937991577,0.0930128463616048,0.0330984525757159,-0.0425359448750054,-0.1969236234454852,0.0801837596957581,0.1187260638294718,-0.0489264516927956,0.0419133019114594,-0.0165710137519753,-0.0610260378351792,0.0357042737363354,-0.0120384413197245,-0.0423644918141052,-0.0323267864083175,-0.1017346717412166,-0.0526211756042731,-0.0168738953513946,-0.0185659845836611,-0.0068823022898139,0.0226430927868565,-0.0388267910349167,0.0455101862464372,-0.0512737501737045,-0.0349041302926446,-0.0089048051831148,-0.0601113772585043,-0.0500911053051471,-0.0467868916420539,-0.0076613720392365,-0.0246620326421912,0.0407157205752584,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-12,0.1213105390354889,0.0166659484639878,-0.0253839032190211,-0.0051846534130875,0.0473882727923007,0.2121999104907461,-0.027876098096899,-0.0466091704546931,0.0562673660920481,-0.0100419054145373,-0.0015202463062168,-0.1030355060493289,-0.0276418937991577,0.0930128463616048,0.0330984525757159,-0.0425359448750054,-0.1969236234454852,0.0801837596957581,0.1187260638294718,-0.0489264516927956,0.0419133019114594,-0.0165710137519753,-0.0610260378351792,0.0357042737363354,-0.0120384413197245,-0.0423644918141052,-0.0323267864083175,-0.1017346717412166,-0.0526211756042731,-0.0168738953513946,-0.0185659845836611,-0.0068823022898139,0.0226430927868565,-0.0388267910349167,0.0455101862464372,-0.0512737501737045,-0.0349041302926446,-0.0089048051831148,-0.0601113772585043,-0.0500911053051471,-0.0467868916420539,-0.0076613720392365,-0.0246620326421912,0.0407157205752584,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-19,0.1213105390354889,0.0166659484639878,-0.0253839032190211,-0.0051846534130875,0.0473882727923007,0.2121999104907461,-0.027876098096899,-0.0466091704546931,0.0562673660920481,-0.0100419054145373,-0.0015202463062168,-0.1030355060493289,-0.0276418937991577,0.0930128463616048,0.0330984525757159,-0.0425359448750054,-0.1969236234454852,0.0801837596957581,0.1187260638294718,-0.0489264516927956,0.0419133019114594,-0.0165710137519753,-0.0610260378351792,0.0357042737363354,-0.0120384413197245,-0.0423644918141052,-0.0323267864083175,-0.1017346717412166,-0.0526211756042731,-0.0168738953513946,-0.0185659845836611,-0.0068823022898139,0.0226430927868565,-0.0388267910349167,0.0455101862464372,-0.0512737501737045,-0.0349041302926446,-0.0089048051831148,-0.0601113772585043,-0.0500911053051471,-0.0467868916420539,-0.0076613720392365,-0.0246620326421912,0.0407157205752584,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
