week_ending_friday,gdelt_oil_geo_event_count,gdelt_oil_geo_total_mentions,gdelt_negative_event_count,gdelt_conflict_event_count,gdelt_sanction_event_count,gdelt_key_oil_region_event_count,gdelt_oil_geo_avg_tone,gdelt_oil_geo_avg_goldstein,gdelt_transport_disruption_event_count,gdelt_transport_disruption_total_mentions,gdelt_transport_negative_event_count,gdelt_transport_unrest_conflict_event_count,gdelt_transport_sanction_event_count,gdelt_chokepoint_event_count,gdelt_transport_disruption_avg_tone,gdelt_transport_disruption_avg_goldstein,gdelt_oil_geo_event_count_4w_ma,gdelt_oil_geo_event_count_wow_pct,gdelt_oil_geo_negative_share,gdelt_oil_geo_conflict_share,gdelt_oil_geo_avg_tone_4w_ma,gdelt_transport_event_count_4w_ma,gdelt_transport_event_count_wow_pct,gdelt_transport_negative_share,gdelt_transport_avg_tone_4w_ma,gdelt_combined_event_count
2006-09-01,39176,107926,15985,6681,604,42337,5.048848611209861,-0.6726697530387791,13,37,13,6,0,0,2.0213562458922323,-4.8078157349896475,34438.25,8.916011009480385,0.4080304267919134,0.17053808454155606,5.001066026645568,22.0,-40.90909090909091,1.0,2.0507495358142585,39189
2006-09-08,44460,121353,15779,5586,669,48002,5.108695590382853,-0.059443736107528185,24,39,24,13,2,5,4.414731117024977,-7.922132505175982,37268.0,13.487849703900356,0.3549032838506523,0.12564102564102564,5.043462943629862,20.5,84.61538461538463,1.0,2.5204112698668464,44484
2006-09-15,43933,116810,15559,5310,720,47222,5.1533594783269185,-0.09692777899752826,10,26,10,7,0,6,0.9463972691272995,-2.5916977225672873,40884.5,-1.1853351327035577,0.3541529146655134,0.12086586392916486,5.071435578373164,17.25,-58.33333333333333,1.0,2.071653725836079,43943
2006-09-22,43985,133337,15725,5170,557,47535,5.414259370312303,-0.0891760377392684,17,119,17,15,0,0,0.5965047180236811,-2.3964596273291923,42888.5,0.11836205130539845,0.3575082414459475,0.11754007047857223,5.181290762557984,16.0,70.0,1.0,1.9947473375170475,44002
2006-09-29,42643,118089,16006,4731,813,45922,5.2939775680261345,-0.09834285633363808,20,41,20,18,0,0,1.836964561330435,-6.8798550724637675,43755.25,-3.051040127316129,0.37534882630208943,0.11094435194521961,5.242573001762052,17.75,17.647058823529417,1.0,1.9486494163765984,42663
2006-10-06,38331,107457,14594,4466,999,41236,5.047479778063938,-0.2064179231028677,44,69,44,32,2,18,2.7513233549688505,-6.652561730884712,42223.0,-10.111858921745654,0.38073621872635727,0.11651143982677206,5.227269048682324,22.75,120.00000000000001,1.0,1.5327974758625666,38375
2006-10-13,19577,47585,9148,3906,342,21026,4.838756342244117,-1.178810590289451,5,10,5,3,0,2,1.338214826964956,-3.3208799171842647,36134.0,-48.92645639299783,0.46728303621596773,0.19951984471573786,5.148618264661623,21.5,-88.63636363636364,1.0,1.6307518653219808,19582
2006-10-20,21282,51040,8631,3506,366,22820,4.949581294197309,-0.634028746208888,21,41,21,16,2,3,1.0595230882463489,-3.46611801242236,30458.25,8.709199570925064,0.40555398928672115,0.1647401560003759,5.032448745632875,22.5,320.0,1.0,1.7465064578776477,21303
2006-10-27,31661,83379,12382,4352,543,34116,5.392756214554501,-0.3671534671524825,6,15,6,1,1,7,1.9576801301938462,-1.660269151138716,27712.75,48.76891269617518,0.39108050914374154,0.13745617636840277,5.057143407264967,19.0,-71.42857142857143,1.0,1.7766853500935005,31667
2006-11-03,41803,112010,15746,5342,638,45113,5.181700874672117,-0.20367549460713832,20,57,20,16,0,6,2.766761827699487,-6.990399290150842,28580.75,32.03310066011813,0.3766715307513815,0.12778987154032007,5.090698681417011,13.0,233.33333333333334,1.0,1.7805449682761596,41823
2006-11-10,48773,135358,19782,5437,573,52665,5.329076303415528,-0.3348916335688629,19,23,19,10,0,4,2.3171814140194633,-7.617950310559006,35879.75,16.67344448962993,0.40559325856518974,0.11147561150636623,5.213278671709864,16.5,-5.000000000000004,1.0,2.025286615039786,48792
2006-11-17,50087,145630,17823,6066,697,54102,5.3990270781802385,0.0013728481457182609,13,48,13,8,0,4,1.8894673480286903,-5.918530020703933,43081.0,2.6941135464293664,0.35584083694371793,0.12110926987042546,5.325640117705596,14.5,-31.57894736842105,1.0,2.2327726799853718,50100
2006-11-24,49773,141635,18621,6946,559,53700,5.1930844009945725,-0.1571797778986918,11,44,11,8,1,3,1.9451886892893075,-2.901832298136646,47609.0,-0.6269091780302327,0.37411849798083296,0.13955357322242984,5.275722164315614,15.75,-15.384615384615385,1.0,2.2296498197592367,49784
2006-12-01,56655,154678,19259,6403,689,61057,5.114820019927243,0.1658965992249046,12,31,12,7,0,6,2.77893036188229,-6.4554347826086955,51322.0,13.826773551925742,0.3399346924366781,0.11301738593239785,5.259001950629395,13.75,9.090909090909083,1.0,2.2326919533049376,56667
2006-12-08,49859,134310,17312,5644,577,53720,5.604368684667002,0.1357427579693749,7,14,7,4,0,5,0.7250769290908012,-2.105983436853002,51593.5,-11.995410819874685,0.3472191580256323,0.11319922180549148,5.327825045942264,10.75,-41.666666666666664,1.0,1.8346658320727722,49866
2006-12-15,49626,135485,17330,5203,609,53039,5.488912592398194,0.16934167538974743,15,23,15,15,0,0,3.318987939332754,-5.19768115942029,51478.25,-0.4673178362983643,0.3492121065570467,0.10484423487687905,5.350296424496753,11.25,114.28571428571428,1.0,2.192045979898788,49641
2006-12-22,45156,123382,14535,4091,538,48791,5.658632225010399,0.4301914208069638,9,24,9,5,0,4,3.0821857627261773,-6.3798550724637675,50324.0,-9.007375166243502,0.32188413499867125,0.09059704136770308,5.46668338050071,10.75,-40.0,1.0,2.4762952482580056,45165
2006-12-29,38856,112939,16415,4648,942,42009,5.2607476042697385,-0.5214869990675948,22,34,22,14,0,3,2.899926811034566,-6.407815734989647,45874.25,-13.95163433430774,0.42245727815523987,0.11962116532839201,5.5031652765863335,13.25,144.44444444444446,1.0,2.5065443605460747,38878
2007-01-05,40295,113433,17122,5701,439,43542,5.1811780401233145,-0.5919736387624608,16,19,16,13,0,8,2.1250669297860028,-6.461387163561076,43483.25,3.703417747580806,0.42491624271001366,0.14148157339620301,5.3973676154504115,15.5,-27.27272727272727,1.0,2.856541860719875,40311
2007-01-12,55484,158670,22171,6767,980,59903,5.319232090580852,-0.33423943890792807,10,15,10,3,1,2,2.4171794693933313,-4.340538302277432,44947.75,37.69450304007942,0.39959267536587123,0.12196308845793381,5.354947489996076,14.25,-37.5,1.0,2.6310897432350195,55494
2007-01-19,62839,161896,23175,6981,535,67742,5.483051196723382,0.03763474445748789,9,74,9,9,0,4,1.4065901145810495,-2.5559834368530017,49368.5,13.256073823084137,0.3687996308025271,0.11109342923980331,5.311052232924322,14.25,-9.999999999999998,1.0,2.2121908311987375,62848
2007-01-26,53215,145563,20812,7170,635,57484,5.289722380443839,-0.21532647985467163,11,31,11,2,0,7,2.150160253960367,-2.778022774327122,52958.25,-15.315329651967724,0.3910927370102415,0.13473644649065114,5.318295926967847,11.5,22.222222222222232,1.0,2.0247491919301877,53226
2007-02-02,59786,162737,24398,10637,637,64610,5.197998208539334,-0.6670727868285918,53,109,53,46,0,49,1.9847345906758485,-4.792291549030679,57831.0,12.348022174199013,0.4080888502324959,0.17791790720235506,5.322500969071852,20.75,381.8181818181818,1.0,1.9896661071526491,59839
2007-02-09,65185,172041,24236,8553,786,70390,5.40242597719012,-0.1674414759241187,9,31,9,9,0,7,0.9461447551815547,-2.802922212363206,60256.25,9.030542267420461,0.3718033289867301,0.13121116821354606,5.343299440724169,20.5,-83.01886792452831,1.0,1.6219074285997048,65194
2007-02-16,61275,162625,21204,6175,895,66116,5.746549795818254,0.23346493219858608,12,47,12,5,0,1,2.5197825927865005,-3.633395445134575,59865.25,-5.998312495205949,0.34604651162790695,0.10077519379844961,5.409174090497887,21.25,33.33333333333333,1.0,1.9002055481510676,61287
2007-02-23,60202,163514,22088,6940,771,65011,5.373936797395714,0.059173944090597064,26,78,26,24,0,3,1.3471881612371124,-5.5389510006901315,61612.0,-1.7511219910240738,0.36689810969735226,0.11527856217401415,5.430227694735855,25.0,116.66666666666666,1.0,1.6994625249702542,60228
2007-03-02,60509,155369,19694,7423,614,65372,5.557240014717303,0.1850604862721108,26,61,26,19,2,7,2.2535132692763087,-6.4516252587991705,61792.75,0.5099498355536358,0.3254722437984432,0.12267596555884248,5.520038146280348,18.25,0.0,1.0,1.766657194620369,60535
2007-03-09,60514,168510,21771,7567,759,65362,5.407045002362699,-0.0474184503483861,23,32,22,15,0,21,1.0970204486834283,-4.38815734989648,60625.0,0.008263233568550632,0.35976798757312356,0.12504544402948078,5.5211929025734925,21.75,-11.538461538461542,0.9565217391304348,1.8043761179958375,60537
2007-03-16,63948,164994,20267,6342,721,68787,5.57939680395946,0.4050736728806457,31,59,31,13,2,14,2.351688892750571,-5.44028326745718,61293.25,5.674719899527392,0.3169293801213486,0.09917432914242823,5.4794046546087944,26.5,34.78260869565217,1.0,1.7623526929868552,63979
2007-03-23,65692,175748,24813,8069,836,70890,5.333370130680356,-0.253650333706354,45,125,45,29,0,21,3.129893738826241,-6.8699850911864635,62665.75,2.727215862888599,0.3777172258418072,0.1228307860926749,5.469262987929954,31.25,45.16129032258065,1.0,2.208029087384137,65737
2007-03-30,99536,325200,37473,10195,1757,107620,5.442221169821446,-0.019917470340671546,38,87,38,33,1,16,2.5065110524524963,-7.25142794403664,72422.5,51.51921086281435,0.37647685259604563,0.10242525317473075,5.44050827670599,34.25,-15.555555555555555,1.0,2.271278533178184,99574
2007-04-06,86142,272022,32489,9573,928,93089,5.332239680603195,-0.16319359881178727,15,32,15,11,0,3,1.6551482662838395,-6.253053830227742,78829.5,-13.456437871724802,0.3771563232801653,0.11113045900954238,5.4218069462661145,32.25,-60.526315789473685,1.0,2.4108104875782868,86157
2007-04-13,75728,238278,30567,10553,697,81746,4.95763018303409,-0.41860320195851414,13,32,13,8,1,4,2.258897242174025,-6.481045548654244,81774.5,-12.089340855796248,0.40364198182970634,0.13935400380308471,5.266365291034772,27.75,-13.33333333333333,1.0,2.3876125749341504,75741
2007-04-20,73697,241861,29443,10124,868,79671,4.943627356313359,-0.5424327078867115,45,83,45,36,0,7,2.7288775011140785,-8.105172084644135,83775.75,-2.681967039932387,0.39951422717342633,0.1373732987774265,5.1689295974430225,27.75,246.15384615384616,1.0,2.28735851550611,73742
2007-04-27,75732,242422,28494,9643,1096,81879,5.092738284647835,-0.13228024195076613,27,79,27,15,2,2,2.462864609416031,-5.146863354037266,77824.75,2.7613064303838586,0.3762478212644589,0.12733058680610573,5.08155887614962,25.0,-40.0,1.0,2.2764469047469937,75759
2007-05-04,84797,267991,30134,10231,987,91590,5.144899214102173,0.027087258959095393,47,184,47,34,0,3,2.9037337062097817,-6.302773718182925,77488.5,11.969841018327788,0.3553663455075062,0.12065285328490395,5.034723759524364,33.0,74.07407407407408,1.0,2.588593264728479,84844
2007-05-11,65369,199439,23872,8762,789,70652,5.244676308120764,-0.23532843804994136,31,136,31,29,0,4,1.9921296861279807,-5.226252587991717,74898.75,-22.9111878957982,0.3651883920512781,0.13403907050742705,5.106485290796033,37.5,-34.04255319148937,1.0,2.521901375716968,65400
2007-05-18,76247,226973,26765,8695,835,82398,5.286002831022115,0.14000611531589596,41,101,41,38,0,3,2.775161699279874,-8.044480922803904,75536.25,16.640915418623514,0.351030204467061,0.11403727359764974,5.192079159473222,36.5,32.258064516129025,1.0,2.5334724252584166,76288
2007-05-25,77982,243721,30766,11046,739,84279,5.006456735314467,-0.3643231637832873,67,217,67,51,0,2,1.5225167063907705,-4.790894397794817,76098.75,2.2754993639094057,0.394526942114847,0.14164807263214588,5.17050877213988,46.5,63.414634146341456,1.0,2.298385449502102,78049
2007-06-01,82801,258756,33345,10615,1225,89495,5.058308271337687,-0.2899199882558701,12,29,12,9,0,10,1.7163426526436538,-3.3923084886128363,75599.75,6.179631196942892,0.40271252762647797,0.12819893479547348,5.148861036448758,37.75,-82.08955223880598,1.0,2.00153768611057,82813
2007-06-08,69662,211168,28051,10585,602,75242,4.995494835989194,-0.5632371088221625,30,65,30,21,0,16,2.702430170069828,-6.204397197005892,76673.0,-15.868165843407688,0.4026729063190836,0.15194797737647497,5.086565668415866,37.5,150.0,1.0,2.1791128070960317,69692
2007-06-15,65312,190462,25689,7920,605,70548,5.114416438093609,-0.23093840009947328,17,49,17,15,0,2,3.647939457405043,-8.963799171842648,73939.25,-6.2444374264304825,0.39332741303282703,0.1212640862322391,5.043669070183739,31.5,-43.333333333333336,1.0,2.397307246627324,65329
2007-06-22,62336,174936,23661,9498,898,67238,5.031682481009684,-0.26997520685064386,25,69,25,23,0,0,1.9742133400103103,-6.776863354037267,70027.75,-4.556589906908382,0.3795719969199179,0.15236781314168377,5.049975506607543,21.0,47.058823529411775,1.0,2.5102314050322088,62361
2007-06-29,62537,185248,23339,8590,671,67507,5.054800424120661,-0.17380609757129672,57,188,57,46,7,6,2.7459100718268474,-7.332236024844719,64961.75,0.3224460985626232,0.3732030637862385,0.1373586836592737,5.049098544803288,32.25,127.99999999999999,1.0,2.767623259828007,62594
2007-07-06,57573,166811,22988,8398,541,62234,5.109290631540326,-0.4005862707348205,26,80,26,22,1,14,1.9992523293222961,-6.6039608597062,61939.5,-7.937700881078403,0.3992843867785247,0.14586698626092093,5.07754749369107,31.25,-54.385964912280706,1.0,2.5918287996411244,57599
2007-07-13,62938,185614,26594,10115,521,67840,4.892082399287433,-0.6810218254586635,23,51,23,12,0,13,2.9563047797014073,-4.8078157349896475,61346.0,9.318604206833058,0.42254281991801457,0.16071371826241698,5.021963983989526,32.75,-11.538461538461542,1.0,2.4189201302152155,62961
