week_ending_friday,gdelt_oil_geo_event_count,gdelt_oil_geo_total_mentions,gdelt_negative_event_count,gdelt_conflict_event_count,gdelt_sanction_event_count,gdelt_key_oil_region_event_count,gdelt_oil_geo_avg_tone,gdelt_oil_geo_avg_goldstein,gdelt_transport_disruption_event_count,gdelt_transport_disruption_total_mentions,gdelt_transport_negative_event_count,gdelt_transport_unrest_conflict_event_count,gdelt_transport_sanction_event_count,gdelt_chokepoint_event_count,gdelt_transport_disruption_avg_tone,gdelt_transport_disruption_avg_goldstein,gdelt_oil_geo_event_count_4w_ma,gdelt_oil_geo_event_count_wow_pct,gdelt_oil_geo_negative_share,gdelt_oil_geo_conflict_share,gdelt_oil_geo_avg_tone_4w_ma,gdelt_transport_event_count_4w_ma,gdelt_transport_event_count_wow_pct,gdelt_transport_negative_share,gdelt_transport_avg_tone_4w_ma,gdelt_combined_event_count
2011-02-18,91059,501286,37234,11123,1075,98422,5.28446591329801,-0.6582988753465353,232,1168,232,160,18,229,5.2722351569078425,-7.389535794629064,88358.0,13.744129109623259,0.40889972435453936,0.12215157205767689,5.334315550839611,439.0,-35.37604456824512,1.0,4.359836575818152,91291
2011-02-25,103704,534124,40095,10748,1506,111634,4.996054741003719,-0.3472814731688514,337,1198,338,230,33,217,4.380221981286604,-7.679357209123696,88601.75,13.88660099495931,0.38662925248785,0.10364113245390727,5.271433716825879,371.25,45.25862068965518,1.002967359050445,4.624743886267212,104041
2011-03-04,97576,473275,37785,9111,1362,105249,5.303424021438677,-0.24122670705133759,221,673,220,160,9,154,4.161812732146069,-8.035996612981267,93098.75,-5.909125973925788,0.3872366155612036,0.09337337050094285,5.267278452534061,287.25,-34.42136498516321,0.995475113122172,4.580023553443396,97797
2011-03-11,92474,445495,34077,8735,760,99049,5.384222810601202,-0.0949184244341503,147,770,147,108,5,55,3.943498523169844,-8.321976589409454,96203.25,-5.228744773304916,0.36850357938447564,0.0944589830655103,5.242041871585402,234.25,-33.484162895927604,1.0,4.439442098377589,92621
2011-03-18,99811,474418,39233,11551,1086,107828,5.133039563600808,-0.3249810507866787,154,623,156,94,11,60,3.3400207457168904,-7.89371259175607,98391.25,7.934122023487689,0.39307290779573395,0.11572872729458678,5.204185284161101,214.75,4.761904761904767,1.0129870129870129,3.9563884955798514,99965
2011-03-25,100063,486613,39040,10207,1267,108142,5.365419120540041,-0.2106516611237977,93,467,93,73,3,30,4.169683434926381,-8.183721749265226,97481.0,0.2524771818737337,0.3901542028522031,0.10200573638607677,5.296526379045182,153.75,-39.6103896103896,1.0,3.9037538589897958,100156
2011-04-01,81352,309892,29845,9245,715,87843,5.406435882671073,-0.1328417440566988,57,140,57,33,4,21,3.4219680641507244,-7.068074063617542,93425.0,-18.69921949172022,0.3668625233552955,0.113641951027633,5.322279344353281,112.75,-38.70967741935484,1.0,3.7187926919909593,81409
2011-04-08,86952,352941,32017,9996,893,93908,5.251827206301116,-0.10591743323799381,256,737,256,189,17,177,2.7533024741312526,-7.198862721606375,92044.5,6.883666043858794,0.3682146471616524,0.11495997791885178,5.28918044327826,140.0,349.12280701754383,1.0,3.4212436797313117,87208
2011-04-15,87727,356091,32710,9522,990,94755,5.284467992623832,-0.11653567558056444,249,1177,250,122,14,206,4.295530166552175,-7.007279549901422,89023.5,0.8912963474100755,0.3728612627811278,0.10854127007648728,5.3270375505340155,163.75,-2.734375,1.0040160642570282,3.6601210349401327,87976
2011-04-22,87049,393641,29660,8805,966,93912,5.390000852239611,0.11992932173425366,275,1223,277,170,10,171,3.480026088234158,-7.720372222680134,85770.0,-0.7728521435817926,0.34072763615894497,0.10114992705257958,5.333182983458908,209.25,10.441767068273089,1.0072727272727273,3.4877066982670772,87324
2011-04-29,88587,431706,30520,9099,813,95745,5.458854385926044,0.19369107670120586,137,1255,137,72,1,69,3.5887621787648207,-7.826440221269414,87578.75,1.7668209858815231,0.344520076309165,0.10271258762572387,5.346287609272651,229.25,-50.18181818181818,1.0,3.529405226920601,88724
2011-05-06,82382,391074,31342,11255,949,88976,5.452674755740402,-0.30909680773236303,71,156,71,40,5,27,4.179498608870506,-7.4742583555161195,86436.25,-7.004413740165038,0.3804471850646986,0.136619649923527,5.3964994966324715,183.0,-48.17518248175182,1.0,3.885954260605414,82453
2011-05-13,72273,317561,26785,8766,509,78053,5.422633427541721,-0.21448546149802225,108,418,109,42,2,87,3.72039015536972,-6.900027052149477,82572.75,-12.27088441649875,0.37060866436982,0.12129010833921382,5.431040855361944,147.75,52.112676056338024,1.0092592592592593,3.7421692578098007,72381
2011-05-20,63387,264704,21502,5723,623,68251,5.494321309042703,0.12454941325369255,132,1099,132,93,4,50,4.01107449688548,-7.285996185894171,76657.25,-12.295047943215309,0.33921782068878475,0.09028665183712749,5.457120969562718,112.0,22.222222222222232,1.0,3.874931359972631,63519
2011-05-27,73948,364203,26229,7710,1162,79744,5.577839189121227,0.14815066250938957,143,783,143,100,2,52,4.003858593907556,-7.425287283068875,72997.5,16.661145029737966,0.3546951912154487,0.10426245469789581,5.4868671703615135,113.5,8.333333333333325,1.0,3.978705463758315,74091
2011-06-03,76837,373484,30647,10554,1363,82890,5.19576507860558,-0.3485277387083423,79,498,79,31,7,54,3.969753851733878,-7.038517590678715,71611.25,3.906799372532044,0.39885732134258234,0.13735570102945197,5.422639751077808,115.5,-44.75524475524476,1.0,3.926269274474158,76916
2011-06-10,103566,596758,36355,13927,1346,110340,5.274553254394285,-0.11801694100883087,163,349,165,137,0,92,3.8441023149559896,-8.467533446138818,79434.5,34.7866262347567,0.3510321920321341,0.1344746345325686,5.385619707790949,129.25,106.32911392405062,1.0122699386503067,3.9571973143707257,103729
2011-06-17,76352,371713,26863,9284,815,82390,5.337461073574744,0.028754874913024135,82,205,82,56,2,50,3.4393060465954357,-7.964069097994929,82675.75,-26.27696348222389,0.35183099329421624,0.12159471919530596,5.346404648923959,116.75,-49.693251533742334,1.0,3.8142552017982143,76434
2011-06-24,90435,390831,29620,9114,913,97570,5.432552271698662,0.34963597594286056,140,561,137,96,5,74,3.2834575237318044,-7.5424091327352185,86797.5,18.444834450963967,0.32752805882678165,0.10077956543373694,5.310082919568318,116.0,70.73170731707317,0.9785714285714285,3.6341549342542763,90575
2011-07-01,85663,403446,30249,8430,1287,92447,5.4471998334990825,0.09414788377623975,120,635,120,67,4,82,3.690635131562226,-7.457472527472526,89004.0,-5.276718084812293,0.35311628124160954,0.0984088813139862,5.372941608291693,126.25,-14.28571428571429,1.0,3.5643752542113636,85783
2011-07-08,87622,372530,29556,9646,1065,94684,5.500921682541448,0.11964938213539668,272,1684,272,194,5,175,3.232540709910284,-8.025188347483098,85018.0,2.286868309538548,0.33731254707721803,0.11008650795462327,5.429533715328485,153.5,126.66666666666666,1.0,3.411484852949937,87894
2011-07-15,79750,347120,25403,8138,612,86157,5.334177056826381,0.29785094665815165,293,1715,294,219,0,270,3.419606614523699,-7.674346813404442,85867.5,-8.984045102828054,0.31853291536050155,0.10204388714733542,5.428712711141393,206.25,7.720588235294112,1.0034129692832765,3.406559994932003,80043
2011-07-22,73481,305913,25133,8875,559,79398,5.357444314782646,0.13764869472312175,141,550,142,101,9,107,3.7190411548633024,-7.503136150653312,81629.0,-7.860815047021941,0.3420339951824281,0.1207795212367823,5.409935721912389,206.5,-51.877133105802045,1.0070921985815602,3.5154559027148773,73622
2011-07-29,75476,421492,28783,9661,625,81553,5.43974564170689,-0.13401828611987687,108,592,108,76,1,56,3.4620042298101836,-7.844728982363349,79082.25,2.714987547801462,0.38135301287826595,0.1280009539456251,5.408072173964341,203.5,-23.404255319148938,1.0,3.4582981772768666,75584
2011-08-05,71614,364651,27325,8682,615,77361,5.231352563752935,-0.09071962509317665,182,1307,183,121,4,112,3.602291915927048,-8.139825119579124,75080.25,-5.11685833907467,0.381559471611696,0.12123327840924959,5.340679894267213,181.0,68.5185185185185,1.0054945054945055,3.550735978781058,71796
2011-08-12,73846,325103,26779,6972,1128,79719,5.37215320355591,0.19274879118489555,51,118,51,39,0,9,3.360068589094118,-7.982449965493442,73604.25,3.116709023375308,0.3626330471521816,0.09441269669311811,5.3501739309495955,120.5,-71.97802197802197,1.0,3.5358514724236625,73897
2011-08-19,73936,333012,27288,9775,861,79875,5.179904271769024,-0.05818759348681749,227,987,229,191,2,122,2.834619854469229,-8.835999365949512,73718.0,0.1218752539067891,0.36907595758493833,0.13220893745942436,5.305788920196189,142.0,345.0980392156863,1.0088105726872247,3.3147461473251445,74163
2011-08-26,82617,418443,27038,8529,711,89212,5.3342613928679965,0.2715170739659321,189,835,191,143,3,41,2.8911066604051547,-8.433051964486177,75503.25,11.741235663276338,0.32726920609559773,0.10323541159809724,5.279417857986466,162.25,-16.74008810572687,1.0105820105820107,3.172021754973887,82806
2011-09-02,67934,316436,24002,8391,557,73396,5.340355131063449,-0.03782019226999768,109,447,109,84,16,61,3.4950752902813322,-8.744817002860481,74583.25,-17.772371303726832,0.3533135101716372,0.12351694291518238,5.306668499814095,144.0,-42.32804232804233,1.0,3.145217598562458,68043
2011-09-09,81349,338338,28643,9096,778,87906,5.274518726037438,0.014821048607992358,108,430,108,79,0,29,3.0787498923226737,-7.61061720762995,76459.0,19.74710748667825,0.35210021020541127,0.11181452752953325,5.282259880434477,158.25,-0.917431192660545,1.0,3.0748879243695972,81457
2011-09-16,95134,482207,29862,9641,807,102703,5.525039910497601,0.5560957958442954,74,388,74,50,4,12,3.3356915048047813,-8.153026908391814,81758.5,16.9455063983577,0.31389408623625625,0.10134126600374209,5.368543790116621,120.0,-31.481481481481477,1.0,3.200155836953485,95208
2011-09-23,104524,558866,34649,11714,757,112787,5.679075523385857,0.2955151162149005,65,363,65,46,2,21,3.1979073271022567,-8.25287901430595,87235.25,9.870288225029956,0.33149324557039533,0.11206995522559413,5.454747322746086,89.0,-12.16216216216216,1.0,3.2768560036277607,104589
2011-09-30,101086,533259,32412,9777,703,109280,5.510542337239791,0.2969590385959657,63,141,63,45,2,23,2.4855681844839177,-8.5067696933846,95523.25,-3.289196739504807,0.32063787270245137,0.09671962487386977,5.497294124290172,77.5,-3.076923076923077,1.0,3.024479227178407,101149
2011-10-07,60357,213148,22342,7264,487,65182,5.483827690544381,-0.229312594865747,42,431,42,36,0,19,2.7502177785195387,-7.794862287470983,90275.25,-40.291435015729185,0.3701641897377272,0.12035058071143363,5.5496213654169075,61.0,-33.333333333333336,1.0,2.9423461987276234,60399
2011-10-14,93152,402141,36646,10252,1348,100571,5.630035388444548,0.024311389107513078,122,581,122,83,0,20,3.697499767199974,-8.012621500307835,89779.75,54.335039846248165,0.3934000343524562,0.11005668155273102,5.575870234903644,73.0,190.47619047619045,1.0,3.0327982643264213,93274
2011-10-21,89551,367992,32893,11386,1174,96792,5.641260456894163,-0.07904129517647258,59,191,59,49,2,34,3.2452162109853018,-8.853656933128983,86036.5,-3.8657248368258346,0.36731024779176114,0.1271454255117196,5.566416468280721,71.5,-51.63934426229508,1.0,3.044625485297183,89610
2011-10-28,93564,410939,30547,10210,851,101084,6.070837344204598,0.35506862316625304,58,158,58,34,1,19,3.248798319261677,-6.083505866114561,84156.0,4.481245323893646,0.32648240776366977,0.1091231670300543,5.706490220021923,70.25,-1.6949152542372836,1.0,3.2354330189916225,93622
2011-11-04,82682,360433,26933,7182,871,89260,5.688192794501253,0.46675637912364937,56,180,56,32,2,31,3.853672636764675,-7.554513457556935,89737.25,-11.630541661322734,0.32574199946784066,0.08686292058731042,5.757581496011141,73.75,-3.4482758620689613,1.0,3.5112967335529066,82738
2011-11-11,85820,366477,30302,7303,1022,92621,5.388928774733684,0.20890820122873888,65,322,65,56,0,20,2.7714417168810654,-9.190705598749076,87904.25,3.795263781717906,0.3530878583080867,0.08509671405266837,5.697304842583425,59.5,16.07142857142858,1.0,3.2797822209731793,85885
2011-11-18,85126,341621,28884,7017,1077,91924,5.5987678736141,0.35054110755309936,38,72,38,17,1,24,2.667177546130565,-6.696180124223602,86798.0,-0.8086693078536489,0.3393087893240608,0.08243074971219135,5.68668169676341,54.25,-41.53846153846153,1.0,3.1352725547594953,85164
2011-11-25,87364,380452,30206,7289,1696,94328,5.722525796162695,0.34517980208987276,172,1297,172,127,10,164,4.16177092314259,-8.102367316491813,85248.0,2.629044005356773,0.34574882102467835,0.0834325351403324,5.599603809752933,82.75,352.6315789473684,1.0,3.3635157057297236,87536
2011-12-02,95875,428311,36427,8420,3193,103529,5.466614041290754,-0.06552503952993516,50,170,50,22,11,18,4.189681841580973,-7.02116878635512,88546.25,9.741998992720124,0.3799426336375489,0.08782268578878748,5.544209121450308,81.25,-70.93023255813952,1.0,3.447518006933798,95925
2011-12-09,79448,348436,30243,6842,1461,85701,5.563963014412644,-0.12897685222577812,42,110,42,24,2,12,3.3324763492258747,-7.750002016616922,86953.25,-17.133767926988263,0.38066408216695197,0.08611922263618971,5.587967681370047,75.5,-16.000000000000004,1.0,3.5877766650200007,79490
2011-12-16,84074,331905,29809,6690,1189,90175,5.467946921436922,0.23487883029537995,135,740,135,79,0,96,4.189204076455069,-7.504317357949071,86690.25,5.82267646762662,0.354556700049956,0.07957275733282584,5.555262443325753,99.75,221.42857142857144,1.0,3.9682832976011264,84209
2011-12-23,92911,452267,32529,8509,1266,100417,5.260309458117298,0.3513431781639455,66,192,66,35,0,19,4.2075527278044556,-7.393460581861203,88077.0,10.510978423769535,0.3501092443305959,0.09158226690058227,5.439708358814404,73.25,-51.11111111111111,1.0,3.9797287487665924,92977
2011-12-30,82556,456346,31678,8082,1156,89205,5.300838083613287,-0.02085752619842507,44,132,44,33,0,3,3.1633469413687574,-7.362593167701862,84747.25,-11.145074318433768,0.3837152962837347,0.09789718494113087,5.398264369395038,71.75,-33.333333333333336,1.0,3.7231450237135384,82600
2012-01-06,73486,400294,29176,7498,1653,79363,5.232975385968406,-0.15048514501292012,123,592,123,67,4,16,3.7241105615229584,-8.316406881593215,83256.75,-10.98648190319298,0.3970280053343494,0.10203304030699725,5.315517462283979,92.0,179.54545454545453,1.0,3.8210535767878095,73609
2012-01-13,105807,787609,39328,10446,1807,114347,5.381057305527738,0.10432814660487529,89,307,90,46,8,65,4.010519176718867,-6.997019998634904,88690.0,43.98252728410854,0.37169563450433335,0.09872692732994981,5.293795058306682,80.5,-27.642276422764223,1.0112359550561798,3.776382351853759,105896
2012-01-20,99644,434250,36883,9969,1581,107680,5.442344225312344,-0.028618517518615914,64,286,64,40,1,24,3.593906767893682,-7.610751029508792,90373.25,-5.824756396079655,0.370147725904219,0.10004616434506844,5.339303750105444,80.0,-28.08988764044944,1.0,3.622970861876065,99708
2012-01-27,98940,525185,35742,8868,2214,106950,5.413721546231083,0.1309595510505733,108,322,108,66,4,40,4.003086724331121,-7.0851194771531025,94469.25,-0.706515194090962,0.36124924196482716,0.08963007883565798,5.367524615759893,96.0,68.75,1.0,3.8329058076166564,99048
2012-02-03,98342,561686,32259,7321,1757,106263,5.584424510428296,0.434303101316815,71,387,71,27,9,24,4.608223503967528,-7.224888222847667,100683.25,-0.6044067111380613,0.32802871611315615,0.07444428626629518,5.455386896874865,83.0,-34.25925925925925,1.0,4.053934043227798,98413
2012-02-10,120006,594762,43227,8118,2615,129668,5.59412040757321,0.22894097591992302,73,312,73,37,8,32,4.214593949578399,-7.10007368164657,104233.0,22.029244880112266,0.36020698965051745,0.06764661766911655,5.5086526723862335,79.0,2.8169014084507005,1.0,4.104952736442682,120079
2012-02-17,116906,610495,45645,10301,2546,126397,5.51131342728104,-0.0564120928207009,108,350,108,61,10,38,4.039037780515729,-7.645840019550663,108548.5,-2.5832041731246758,0.3904418934870751,0.08811352710724855,5.525894972878407,90.0,47.94520547945205,1.0,4.216235489598194,117014
2012-02-24,121257,686857,42586,9967,2414,131075,5.44033764045468,0.2369764443690669,180,630,181,85,3,37,3.5643259845870436,-7.044057450934439,114127.75,3.721793577746224,0.35120446654626125,0.08219731644358676,5.532548996434307,108.0,66.66666666666667,1.0055555555555555,4.106545304662174,121437
2012-03-02,100326,509452,36052,8225,1458,108415,5.611104766364792,0.09471767730250658,70,295,70,48,1,12,3.239833311242053,-7.9947495776459965,114623.75,-17.26168386155026,0.35934852381237165,0.08198273627972809,5.539219060418431,107.75,-61.111111111111114,1.0,3.7644477564808057,100396
2012-03-09,120021,715764,43171,11820,1601,129737,5.612032770553305,0.038949880613009524,92,267,92,53,3,45,4.262886169600169,-7.487683883622098,114627.5,19.63100293044675,0.3596953866406712,0.09848276551603469,5.543697151163455,112.5,31.428571428571427,1.0,3.7765208114862485,120113
2012-03-16,104909,560160,36515,9826,1267,113331,5.4577871667190125,0.23782716091733508,94,236,94,72,7,30,3.0458762717926136,-8.256894409937887,111628.25,-12.591129885603358,0.3480635598471056,0.09366212622367957,5.530315586022947,109.0,2.1739130434782705,1.0,3.5282304343054696,105003
2012-03-23,98708,550282,36130,10881,1199,106588,5.344678560481776,-0.022541926203152225,70,295,70,48,0,16,4.106505668147436,-8.352666494995686,105991.0,-5.910837011123926,0.36602909591927707,0.11023422620253677,5.506400816029721,81.5,-25.531914893617024,1.0,3.663775355195568,98778
2012-03-30,99030,486706,28995,7039,1074,107049,5.597706541278861,0.7170638322436576,194,605,194,139,2,70,3.3477019971107667,-8.085996793011066,105667.0,0.3262146938444621,0.2927900636170857,0.07107947086741391,5.503051259758238,112.5,177.14285714285714,1.0,3.690742526662746,99224
2012-04-06,88952,395484,28698,6812,1100,96062,5.3476637464982515,0.5337075813909588,103,780,101,75,0,31,3.507883561100073,-7.993066333252669,97899.75,-10.176714127032216,0.3226234373594748,0.07658062775429444,5.436959003744476,115.25,-46.90721649484536,0.9805825242718447,3.5019918745377216,89055
2012-04-13,101860,510448,33857,8942,1173,109955,4.893025208618752,0.4918052607452328,99,301,99,53,3,13,3.2005744296342913,-7.742483800939042,97137.5,14.511197050094427,0.33238759081091696,0.08778715884547418,5.29576851421941,116.5,-3.8834951456310662,1.0,3.5406664139981414,101959
2012-04-20,94936,454731,30129,7952,1238,102457,4.912590137067292,0.5715644478536469,126,627,125,53,4,27,4.250819461822442,-6.5322252886511185,96194.5,-6.797565285686236,0.31736116963006655,0.08376169208730092,5.18774640836579,130.5,27.27272727272727,0.9920634920634921,3.576744862416893,95062
2012-04-27,103279,456107,33113,8063,1076,111472,4.941044340765935,0.499522761450984,90,314,90,35,5,10,4.437625649773642,-6.928164251207728,97256.75,8.788025617257933,0.32061696956786956,0.07807008201086378,5.023580858237558,104.5,-28.57142857142857,1.0,3.849225775582612,103369
2012-05-04,84659,400240,28447,6520,1524,91168,5.172200814820627,0.3866187239829522,49,237,49,25,3,12,3.063374060124481,-7.907846790890269,96183.5,-18.028834516213365,0.33601861585891635,0.07701484780117884,4.979715125318152,91.0,-45.55555555555556,1.0,3.738098400338714,84708
2012-05-11,83632,437970,28396,7075,787,90264,5.1533964188492565,0.26691109862318113,85,362,85,39,0,21,3.8314744036162454,-7.31875278965341,91626.5,-1.2131019738007787,0.3395351061794528,0.0845968050506983,5.044807927875778,87.5,73.46938775510203,1.0,3.895823393834202,83717
2012-05-18,97851,514355,32193,8992,1135,105587,5.161183816573632,0.31520926248231834,146,535,142,103,7,37,3.3838249372657567,-7.833833384358065,92355.25,17.001865314712063,0.3290002146120121,0.09189481967481171,5.106956347752362,92.5,71.76470588235293,0.9726027397260274,3.6790747626950306,97997
2012-05-25,113450,630488,32167,9613,1737,122471,5.575806737562824,0.8319483945152671,117,323,117,90,6,62,3.158185385277137,-8.4895239372733,94898.0,15.941584654219177,0.2835345967386514,0.08473336271485236,5.265646946951585,99.25,-19.863013698630137,1.0,3.3592146965709047,113567
2012-06-01,79473,358532,26213,6855,787,85705,5.486586842311856,0.4583935680891721,101,271,101,64,3,50,3.6707345962956537,-7.859214785640616,93601.5,-29.94887615689731,0.3298352899726951,0.0862557094862406,5.344243453824392,112.25,-13.675213675213671,1.0,3.511054830613698,79574
2012-06-08,81739,363748,25335,6833,756,88011,5.608190044532634,0.6047073847364476,240,2357,241,187,4,74,4.2776050932466365,-8.048464226181775,93128.25,2.8512828256137324,0.3099499626861107,0.08359534616278642,5.457941860245237,151.0,137.6237623762376,1.0041666666666667,3.6225875030212955,81979
2012-06-15,95118,473069,33040,9356,1040,101303,5.2893545722828454,0.2467667537706971,329,2155,329,260,0,29,3.7507490962657144,-8.713533598804483,92445.0,16.36795165098668,0.34735801846127967,0.0983620345255367,5.489984549172539,196.75,37.083333333333336,1.0,3.714318542771285,95447
2012-06-22,102645,545101,30778,9049,1446,110651,5.636219030807263,0.6073155642756168,217,1053,214,138,6,60,3.9476536410517937,-7.070468665251049,89743.75,7.913328707500167,0.299848994105899,0.08815821520775488,5.50508762248365,221.75,-34.04255319148937,0.9861751152073732,3.9116856067149492,102862
2012-06-29,77420,318996,23062,5410,1251,83384,5.505720923967788,0.7719603984451222,149,1050,145,93,9,22,3.307178426289485,-7.996310676444489,89230.5,-24.574991475473716,0.29788168431929735,0.06987858434513046,5.509871142897632,233.75,-31.336405529953915,0.9731543624161074,3.820796564213407,77569
2012-07-06,83829,419824,27948,7327,1605,90244,5.450685694155714,0.3449198349632186,401,4629,400,336,28,46,3.792478329198655,-9.137467545292507,89753.0,8.278222681477665,0.33339297856350425,0.0874041202925002,5.470495055303402,274.0,169.12751677852347,0.9975062344139651,3.6995148732014114,84230
2012-07-13,85839,444567,26814,5980,1094,92294,5.502078808133857,0.5012350867762005,177,833,168,125,6,55,3.7145942741661355,-7.93722538613868,87433.25,2.397738252871928,0.31237549365672945,0.06966530364985613,5.523676114266156,236.0,-55.860349127182054,0.9491525423728814,3.690476167676517,86016
2012-07-20,92919,511080,36147,10404,990,100125,5.362398037752912,-0.06617130369340499,137,828,134,88,5,60,3.994794592115518,-7.804725388483151,85001.75,8.24799916122043,0.389016239950925,0.11196848868369225,5.455220866002567,216.0,-22.598870056497177,0.9781021897810219,3.702261405442448,93056
2012-07-27,77721,387454,29954,10024,912,83791,5.339340275598765,-0.21317230844871712,92,372,92,60,2,21,4.283478607241148,-8.07356444158691,85077.0,-16.356181190068774,0.3854042022104708,0.12897415113032515,5.413625703910312,201.75,-32.846715328467155,1.0,3.9463364506803638,77813
2012-08-03,80822,446118,29072,7638,1159,86986,5.504197497859185,0.22340283574084724,85,276,83,51,7,27,3.9970570580332274,-7.921979110484772,84325.25,3.9899126362244353,0.3597040409789414,0.09450397169087625,5.427003654836179,122.75,-7.608695652173914,0.9764705882352941,3.997481132889007,80907
2012-08-10,92641,451379,35431,12089,811,99862,5.253201293621723,-0.26104375367995336,114,290,109,83,2,45,3.7674933537420654,-7.8490727688104,86025.75,14.623493603226834,0.3824548526030591,0.13049297827095993,5.364784276208146,107.0,34.11764705882352,0.956140350877193,4.010705902782989,92755
2012-08-17,86247,457980,29737,8270,1083,93059,5.4105856494375075,0.1863186496020763,155,751,143,111,4,45,4.127350867283254,-7.876390486837429,84357.75,-6.9019116805733915,0.3447888042482637,0.09588739318469049,5.3768311791292955,111.5,35.96491228070175,0.9225806451612903,4.043844971574923,86402
2012-08-24,75042,392622,25978,7391,839,80869,5.531333013142925,0.11645117566629534,105,502,105,71,0,46,3.813752700585574,-7.848567776254112,83688.0,-12.991756234999475,0.34617947282854933,0.09849151142027132,5.424829363515336,114.75,-32.25806451612904,1.0,3.9264134949110296,75147
2012-08-31,82067,463048,25712,7112,1018,88482,5.490081198471455,0.4507410083222969,142,866,138,105,1,34,3.47045468321424,-8.369830968992868,83999.25,9.361424269075979,0.3133049825142871,0.0866608990215312,5.4213002886684025,129.0,35.23809523809525,0.971830985915493,3.794762901206283,82209
2012-09-07,90495,434622,29721,8079,1058,97571,4.856309116982509,0.29353467684670675,159,772,156,138,2,14,2.834714667235432,-8.79434041272925,83462.75,10.26965771869326,0.32842698491629374,0.0892756505884303,5.322077244508599,140.25,11.9718309859155,0.9811320754716981,3.5615682295796245,90654
2012-09-14,107493,655508,42304,13383,1673,115900,5.170027268223194,-0.36805021131668264,102,983,95,66,2,13,3.294693756966518,-7.632219446130855,88774.25,18.783358196585453,0.39355120798563625,0.12450113030615947,5.261937649205021,127.0,-35.84905660377359,0.9313725490196079,3.353403952000441,107595
2012-09-21,95732,453577,35975,8636,1187,103196,4.895124122087116,-0.015662560553136026,75,244,68,38,8,6,3.4934694434266094,-7.2190618013699845,93946.75,-10.941177565050753,0.3757886600091923,0.0902101700580788,5.102885426441069,119.5,-26.470588235294112,0.9066666666666666,3.2733331377107,95807
2012-09-28,116256,577469,41488,9488,1683,125497,4.517136658939615,0.026567458953783017,129,515,125,63,9,39,3.8599412294866746,-6.802739847528128,102494.0,21.439017256507743,0.3568676025323424,0.08161299201761629,4.859649291558108,116.25,72.0,0.9689922480620154,3.370704774278808,116385
2012-10-05,96354,443851,34305,9670,1130,103980,4.719725672357508,0.10425184934346417,134,572,128,99,0,103,1.6866806766027456,-4.550990495705229,103958.75,-17.119116432700242,0.3560308861074787,0.10035909251302488,4.825503430401858,110.0,3.875968992248069,0.9552238805970149,3.0836962766206364,96488
2012-10-12,83464,403073,27088,6953,994,89930,5.26360961053457,0.43798109861189843,69,234,69,34,8,21,3.028295380958806,-7.372019723221095,97951.5,-13.37775286962658,0.3245471101313141,0.08330537716859963,4.848899015979702,101.75,-48.50746268656716,1.0,3.0170966826187087,83533
2012-10-19,94320,385831,29368,7416,1344,101567,4.380524355070709,0.5333468516773262,76,253,73,42,3,19,3.269895013586218,-7.330968750998075,97598.5,13.006805329243743,0.31136556403731974,0.07862595419847328,4.720249074225601,102.0,10.144927536231885,0.9605263157894737,2.9612030751586107,94396
2012-10-26,98152,457077,33403,9495,1130,105594,4.614764398373791,0.24113206035367998,124,573,121,97,3,77,3.8285377242802134,-7.901023455495505,93072.5,4.0627650551314565,0.34031909691091367,0.09673771293503954,4.744656009084144,100.75,63.1578947368421,0.9758064516129032,2.953352198856995,98276
2012-11-02,82319,377113,27969,7177,1007,88736,4.218797760994098,0.2643217014741888,110,652,109,88,2,28,3.4367395091435315,-8.244613911531628,89563.75,-16.131102779362617,0.339763602570488,0.0871852184793304,4.619424031243292,94.75,-11.290322580645162,0.990909090909091,3.390866906992192,82429
2012-11-09,84892,393147,26737,7179,991,91269,2.2994071225668296,0.46204624105086284,56,167,54,41,2,10,1.3055682498553856,-8.412320095363572,89920.75,3.1256453552642727,0.3149531169014748,0.08456627244027706,3.878373409251357,91.5,-49.09090909090909,0.9642857142857143,2.9601851242163364,84948
2012-11-16,88100,377970,27719,7390,1102,94841,2.085636966059032,0.5406539628700685,51,310,50,28,4,13,0.9958130553962968,-6.713108434009055,88365.75,3.7789190972058684,0.3146311010215664,0.08388195232690125,3.304651561998438,85.25,-8.92857142857143,0.9803921568627451,2.3916646346688566,88151
2012-11-23,65709,266860,20323,5843,720,70761,2.350346996377095,0.5540629056640297,102,555,101,80,7,78,2.302075625564015,-8.91933975285493,80255.0,-25.415437003405216,0.3092879209849488,0.0889223698427917,2.738547211499264,79.75,100.0,0.9901960784313726,2.010049109989807,65811
2012-11-30,90915,356530,29486,8594,875,97829,1.9336206954473456,0.4322167271327058,96,323,84,53,3,31,1.9950744850603033,-6.142116806588855,82404.0,38.360042003378524,0.32432491888027276,0.09452785568938019,2.1672529451125757,76.25,-5.882352941176472,0.875,1.6496328539689997,91011
2012-12-07,93608,387275,29951,6827,1204,101008,1.8359265715748683,0.5191279132911921,65,279,65,36,14,14,1.5222747702263126,-7.925481457810649,84583.0,2.962107463014907,0.3199619690624733,0.0729318007007948,2.0513828073645852,78.5,-32.291666666666664,1.0,1.7038094840617315,93673
