date,P_t,P_next_actual,P_hat_M0,r_hat_intact,P_hat_intact,r_hat_gfw,P_hat_gfw,r_hat_portwatch,P_hat_portwatch,r_hat_shipping,P_hat_shipping
2023-05-05,75.85,74.54,75.85,-0.007124001664279123,75.31156465809403,-0.006977485772340752,75.32259980755582,-0.007222097547287365,75.30417726600045,-0.007441918544212722,75.28762564594466
2023-05-12,74.54,75.42,74.54,-0.007311622278810104,73.99697927569737,-0.007206917469535334,74.00472752093154,-0.007417233873981521,73.98916474933777,-0.007573228728498083,73.97762372054085
2023-05-19,75.42,76.33,75.42,-0.006303525996972759,74.94608331162458,-0.0061810278852421074,74.95526462764732,-0.006386235737825097,74.93988479683829,-0.006584097548189394,74.92505852238901
2023-05-26,76.33,76.0,76.33,-0.006930123765723051,75.8028523619078,-0.006783779594121242,75.81394647930166,-0.007014697312974605,75.79644171688109,-0.007098385090848314,75.79009874652132
2023-06-02,76.0,74.74,76.0,-0.006860029062132733,75.48042198901572,-0.006787712758725528,75.48588065148635,-0.006845101182606339,75.4815487600719,-0.007069018350306211,75.46464903759956
2023-06-09,74.74,76.76,74.74,-0.006333632929055144,74.26812020902382,-0.006224439298922857,74.27623025744731,-0.006398071626097346,74.26333462231592,-0.006660318823309808,74.24386182441052
2023-06-16,76.76,73.56,76.76,-0.010087977201610587,75.989539597453,-0.009979444822923567,75.99778737050795,-0.010127962922726441,75.98650116166236,-0.010347231851584704,75.96984150948374
2023-06-23,73.56,74.51,73.56,-0.00822138329436406,72.95771424830336,-0.008086422386983205,72.96756135209083,-0.008169909226433236,72.96146977529794,-0.008343310884498911,72.94881923230827
2023-06-30,74.51,78.77,74.51,-0.007951390741075648,73.91989107830472,-0.007772729827329017,73.93309885341027,-0.00793869778891465,73.9208293459006,-0.008119879659721607,73.90743744496957
2023-07-07,78.77,79.9,78.77,-0.006274229994957359,78.27732609421005,-0.006129997214598226,78.28861706483617,-0.006255997908596711,78.27875326618961,-0.006403211446439738,78.26723042216348
2023-07-14,79.9,81.06,79.9,-0.009193055898723657,79.16884077681708,-0.009034114630790513,79.18142497279848,-0.009292689575790658,79.16095328703767,-0.009447822240438275,79.14867378991839
2023-07-21,81.06,84.49,81.06,-0.0025326489359550897,80.8549632299277,-0.0026703582739879828,80.84382951309063,-0.002164432835543295,80.88474081114315,-0.0020626459621891913,80.8929742350325
2023-07-28,84.49,87.38,84.49,-0.0023508062268992325,84.29161365717599,-0.00245764222631642,84.28260875942063,-0.002156536152726818,84.30799058593536,-0.0019478741899472962,84.32558429223383
2023-08-04,87.38,87.93,87.38,0.0016676499080009559,87.52584082087759,0.0015399838204480341,87.5146674524655,0.0020440692408370403,87.55879344109786,0.0022294683889109296,87.57502827172361
2023-08-11,87.93,85.92,87.93,-0.005256909538965904,87.4689727951048,-0.005304217970849678,87.46483487304346,-0.004991580595409106,87.49218392440658,-0.004901009046339444,87.50010858590511
2023-08-18,85.92,85.42,85.92,-0.0029269661364778043,85.66888275467001,-0.003051891788934502,85.65818118206104,-0.0026475367253367965,85.69282450499007,-0.0025768559766089494,85.69888155204248
2023-08-25,85.42,89.98,85.42,-0.004140772533965442,85.0670265059634,-0.004353663233789162,85.04891845474486,-0.0037084575902500694,85.10381020323747,-0.003645461035063191,85.10917161898715
2023-09-01,89.98,91.85,89.98,-0.0020573653030004357,89.79506857101947,-0.0021554205840303986,89.78626412200404,-0.0018929494708830041,89.80983351570069,-0.0017039931320601553,89.8268052564406
2023-09-08,91.85,95.55,91.85,-0.0022743759894608417,91.64133594557352,-0.002237685506351117,91.64469837214634,-0.0019670084983990643,91.66950784242148,-0.0017196852645948724,91.69218264542954
2023-09-15,95.55,93.99,95.55,-0.0038291214295017584,95.18482703940114,-0.0039238801198376305,95.17580787717979,-0.0035990206018237103,95.20673166692512,-0.0035974685280353857,95.20687943491248
2023-09-22,93.99,95.86,93.99,-0.0028584759316727104,93.72171547229152,-0.0030560187917265114,93.70320324510733,-0.002536217402667962,93.75192296150452,-0.0025113802128231555,93.75425152473079
2023-09-29,95.86,87.86,95.86,-0.0017504027443316084,95.69235316047693,-0.0018559209594328774,95.68225640687767,-0.0013651065655159444,95.72923016231927,-0.0012703942319206019,95.73829733048078
2023-10-06,87.86,94.33,87.86,-0.0019133694897977838,87.6920520810762,-0.002002750547655252,87.6842144229698,-0.0015980940399556165,87.71970359093571,-0.001482569283901336,87.72983797366898
