date,P_next_actual,P_hat_M0,P_hat_intact,P_hat_hormuz,P_hat_suez,P_hat_malacca,P_hat_mandeb,P_hat_panama,P_hat_cape,P_hat_joint4
2024-01-19,83.34,80.71,80.44564915787556,80.4582752715731,80.44722293625126,80.45700410624104,80.44734760212135,80.4444987382182,80.44884380175824,80.4656405200588
2024-01-26,79.54,83.34,83.33277145185862,83.34360106564182,83.32828427961489,83.34134607676886,83.33292910338402,83.32762216201127,83.32051089743956,83.33186325216363
2024-02-02,83.58,79.54,79.22936660329052,79.2437797253723,79.2308620221987,79.23946965142437,79.22130049248449,79.22834610668973,79.22849974050555,79.23608590495112
2024-02-09,84.88,83.58,83.40197483818224,83.41465153616272,83.4017076552201,83.41281609219743,83.40489235231266,83.39122950948544,83.39489465813587,83.40971174203914
2024-02-16,84.18,84.88,84.65206222144685,84.66605285247324,84.64954770185827,84.663871085739,84.65113324993735,84.64967103617866,84.65188561026422,84.66288275933522
2024-02-23,84.82,84.18,83.64272527377591,83.65497930388412,83.63664282752922,83.65175278085162,83.63892838041536,83.63462062364066,83.64231656118282,83.64624835821427
2024-03-01,84.29,84.82,84.55118895831235,84.56134373997847,84.54459146249849,84.5604474731256,84.54287791727515,84.54770112351467,84.55026664323329,84.54171403034941
2024-03-08,85.39,84.29,83.84161864612932,83.84909803578347,83.83349444079894,83.85465425273287,83.84498303046591,83.83964004039925,83.84707109971248,83.85138983961178
2024-03-15,84.87,85.39,84.8993863330788,84.91209493310997,84.89703896700384,84.91022563808946,84.89884151350758,84.89426290555156,84.89876415654123,84.90718340909253
2024-03-22,86.17,84.87,84.32614640613393,84.34162922094549,84.31997348691536,84.33594972876513,84.32443814295452,84.3233238999804,84.32603607772344,84.32764539732548
2024-03-29,92.81,86.17,85.50402296307628,85.51485291964919,85.49961076970781,85.51651868695816,85.50434516122847,85.5000060694439,85.50578169778429,85.51332543764784
2024-04-05,93.12,92.81,92.14700408212344,92.15992101709217,92.14217243244447,92.16171213352088,92.14188303067422,92.14255673165185,92.14645966950121,92.14927133157221
2024-04-12,87.96,93.12,92.39225999215293,92.40200542658991,92.38216238638246,92.40688923242406,92.39114455087791,92.38853622945321,92.39263980529911,92.39336305089738
2024-04-19,89.95,87.96,87.43732193650582,87.45295261719507,87.42887872116236,87.45408656065308,87.42118947182341,87.4357226912063,87.43823495701817,87.4286595176529
2024-04-26,83.6,89.95,89.53615776272429,89.55081427837641,89.52604328963082,89.55006949216569,89.53499830889179,89.53015098893803,89.53553054249065,89.53882702204004
2024-05-03,83.39,83.6,83.08638288936675,83.10165804155027,83.07611015248068,83.0966736048623,83.07095438592968,83.0790381677427,83.09104257254148,83.08076366488902
2024-05-10,82.24,83.39,82.94142782658236,82.95784996999332,82.93368964743249,82.95386120133902,82.93047262279717,82.94219910788189,82.94585320410904,82.94535498923793
2024-05-17,78.92,82.24,81.92733776498945,81.93823362148471,81.91247416826825,81.93748741306405,81.92596428284087,81.92547549627946,81.92828229986414,81.92644825473053
2024-05-24,79.41,78.92,78.62619980639876,78.63649620335738,78.61842980464203,78.63444695908248,78.61096700542979,78.62243053427417,78.63136538077356,78.62037625041059
2024-05-31,78.12,79.41,79.1799879574029,79.19104013531347,79.16789011868184,79.18987265529164,79.16707445629258,79.17341158487788,79.17920513812659,79.16607217843263
2024-06-07,81.49,78.12,77.79838806847498,77.81302953117859,77.79397874659773,77.80794616487688,77.79940601440337,77.78932675628775,77.80290714761392,77.81359629311393
2024-06-14,86.42,81.49,81.11901553093378,81.12665541050607,81.10761492842022,81.12743286112627,81.10623788047833,81.11487614478027,81.12182255707083,81.10550721068763
2024-06-21,87.26,86.42,85.98865620803114,86.0014327140249,85.98108175894838,85.99992351640162,85.97832876167124,85.98336718999082,85.99553094566751,85.98910297200192
2024-06-28,88.66,87.26,86.66450916077898,86.67819568595851,86.65155188035044,86.67448053948665,86.65834132962236,86.66124050080545,86.66871494618852,86.66520422001962
2024-07-05,87.35,88.66,88.20992615058194,88.22415052253659,88.20268741689686,88.2210865670029,88.20944279131776,88.20158647266396,88.21742903751164,88.22402459013101
2024-07-12,85.19,87.35,86.75199872991054,86.76728437509526,86.74178939284685,86.7615514488197,86.74795929637452,86.74527409660723,86.75977674276912,86.76108141602978
2024-07-19,81.35,85.19,85.09246158743572,85.11890954456766,85.08041637347847,85.10500157664015,85.09100319992866,85.0868218538084,85.09390317348554,85.10685082278275
2024-07-26,78.35,81.35,81.38225837248604,81.40234195104188,81.37247102321864,81.39533730240338,81.37775714831605,81.37644207689702,81.38651399462539,81.39274553949811
2024-08-02,81.07,78.35,78.11915033594518,78.13365198197816,78.10864555418446,78.12562362747094,78.11951393043196,78.11448798777158,78.11766289508022,78.11926134502436
2024-08-09,81.56,81.07,81.243547594606,81.2529023684728,81.24421609802697,81.25505187962256,81.24723683134368,81.2471627732885,81.25133796072673,81.25990809930487
2024-08-16,80.34,81.56,81.29131998631652,81.3094384543737,81.27944060214273,81.30193422823517,81.29154484047642,81.28644181640715,81.29456452794622,81.30113498867266
2024-08-23,80.2,80.34,80.20268455237857,80.21985276958405,80.19469001234106,80.21247772118292,80.1981727191024,80.19252374764072,80.2018906019782,80.2067291403417
2024-08-30,72.82,80.2,80.16180447746859,80.17058361395729,80.15414354634835,80.17242524654685,80.16573527366832,80.16300349353448,80.16712291133753,80.17254242629419
2024-09-06,73.68,72.82,72.82763003242235,72.84552512417709,72.82366474155972,72.83742811929957,72.82311587426872,72.81232702794384,72.83246613000829,72.84166636855473
2024-09-13,75.96,73.68,73.68178151599255,73.69648327420319,73.673618229788,73.68815634592997,73.6804364142658,73.67982047517873,73.67572929276375,73.68033274371152
2024-09-20,71.63,75.96,76.11392125661752,76.12775256955979,76.11036179279472,76.12088501468247,76.10974817750207,76.10861340733425,76.11651352644398,76.122084805678
2024-09-27,79.32,71.63,72.00850688077293,72.022004518602,71.99264012810372,72.02041662945334,72.00689766260987,72.0066658151137,72.00845543251874,72.00328644722974
2024-10-04,80.27,79.32,79.40579358895279,79.41345395532542,79.4043662667268,79.4156930910278,79.407271014648,79.39908640568596,79.40560880273436,79.41337633748157
2024-10-11,72.75,80.27,80.18534044324623,80.20122716805452,80.17992490560047,80.19698818372184,80.18642016168424,80.18066544606599,80.1871598272228,80.1981242738771
2024-10-18,75.62,72.75,72.35326571364956,72.3646686984187,72.35257403535519,72.35790742513709,72.352369867127,72.35277226139881,72.34925802651688,72.35841353756243
2024-10-25,73.63,75.62,75.32757024150484,75.34041994784593,75.32576492381513,75.32985939775152,75.32368907342929,75.32393570612402,75.32493863846634,75.33236805199563
2024-11-01,74.04,73.63,73.50372225123316,73.51719838730462,73.50359352394183,73.5063778561838,73.50322207841113,73.49782026509169,73.49876119492708,73.51146076502506
2024-11-08,73.45,74.04,73.80127246045765,73.8092518465377,73.79858685278664,73.80533434520578,73.8028974169912,73.80079752338796,73.80242635656933,73.80982959111545
2024-11-15,76.1,73.45,73.16492704855325,73.17701145593783,73.16487136763232,73.16637911328694,73.16006412495813,73.15688773940094,73.16227532569113,73.16943062100974
2024-11-22,74.16,76.1,75.92898218084702,75.94032767213234,75.92794863846467,75.9324707347055,75.93170243396897,75.92702345317853,75.92350189066666,75.93544124533898
2024-11-29,73.78,74.16,73.55775204230991,73.56687944774764,73.5577080093569,73.56004424991981,73.55296147985992,73.55649783028198,73.5542889481099,73.55826385052072
2024-12-06,74.89,73.78,73.77423182962082,73.78704728343389,73.76958426938111,73.77803032649236,73.77252325065672,73.76981655785349,73.77229541259291,73.77892236727399
2024-12-13,73.19,74.89,74.95575256710521,74.9665497919554,74.95517184413788,74.95816465514277,74.95251196557714,74.94826177482912,74.94826839159902,74.95464281215271
2024-12-20,73.77,73.19,73.21644412034092,73.22499262521939,73.21354957531112,73.22025078879429,73.21650718776156,73.21559165799779,73.21501037681863,73.22141976738307
