date,gate_finance,gate_shipping
2021-01-22,0.5082764029502869,0.49172359704971313
2021-01-29,0.5325298309326172,0.4674701690673828
2021-02-05,0.5104763507843018,0.48952358961105347
2021-02-12,0.5010032653808594,0.49899670481681824
2021-02-19,0.49870604276657104,0.5012940168380737
2021-02-26,0.49435538053512573,0.5056446194648743
2021-03-05,0.47816506028175354,0.5218349099159241
2021-03-12,0.48007577657699585,0.5199242234230042
2021-03-19,0.49196067452430725,0.5080392956733704
2021-03-26,0.5094662308692932,0.4905337989330292
2021-04-02,0.48971623182296753,0.5102837681770325
2021-04-09,0.5009727478027344,0.4990272521972656
2021-04-16,0.48752644658088684,0.5124735832214355
2021-04-23,0.5508130788803101,0.44918689131736755
2021-04-30,0.5635584592819214,0.4364415109157562
2021-05-07,0.547548234462738,0.45245179533958435
2021-05-14,0.5583142042160034,0.4416857659816742
2021-05-21,0.5443732142448425,0.45562681555747986
2021-05-28,0.5589392781257629,0.44106075167655945
2021-06-04,0.5537680983543396,0.44623181223869324
2021-06-11,0.5509406924247742,0.44905930757522583
2021-06-18,0.5511702299118042,0.4488297998905182
2021-06-25,0.5415236353874207,0.45847636461257935
2021-07-02,0.5466374158859253,0.45336252450942993
2021-07-09,0.5464436411857605,0.4535564184188843
2021-07-16,0.540871262550354,0.45912879705429077
2021-07-23,0.508826732635498,0.49117329716682434
2021-07-30,0.5133514404296875,0.4866484999656677
2021-08-06,0.510124683380127,0.4898752272129059
2021-08-13,0.5076779723167419,0.49232202768325806
2021-08-20,0.5192951560020447,0.48070481419563293
2021-08-27,0.5065719485282898,0.4934280216693878
2021-09-03,0.5072623491287231,0.49273765087127686
2021-09-10,0.5121671557426453,0.48783281445503235
2021-09-17,0.5201444625854492,0.47985556721687317
2021-09-24,0.5209750533103943,0.4790249168872833
2021-10-01,0.5094049572944641,0.4905950427055359
2021-10-08,0.49985411763191223,0.5001459121704102
2021-10-15,0.501020073890686,0.49897992610931396
2021-10-22,0.5220736861228943,0.4779263436794281
2021-10-29,0.5318558216094971,0.46814414858818054
2021-11-05,0.5305978059768677,0.46940216422080994
2021-11-12,0.5258632898330688,0.47413673996925354
2021-11-19,0.5217543840408325,0.4782456159591675
2021-11-26,0.5291151404380798,0.47088494896888733
2021-12-03,0.534046471118927,0.465953528881073
2021-12-10,0.5108217000961304,0.48917827010154724
2021-12-17,0.5297045707702637,0.4702954888343811
2021-12-24,0.5246668457984924,0.4753331243991852
2021-12-31,0.5276803374290466,0.47231966257095337
2022-01-07,0.5094100832939148,0.4905898869037628
2022-01-14,0.525190532207489,0.4748094975948334
2022-01-21,0.5237104892730713,0.4762894809246063
2022-01-28,0.5362494587898254,0.46375054121017456
2022-02-04,0.5400522351264954,0.45994770526885986
2022-02-11,0.5349270105361938,0.46507301926612854
2022-02-18,0.538908064365387,0.46109193563461304
2022-02-25,0.5420007705688477,0.45799925923347473
2022-03-04,0.543756902217865,0.4562431871891022
2022-03-11,0.5440810322761536,0.4559189975261688
2022-03-18,0.5424879193305969,0.4575120508670807
2022-03-25,0.5371496677398682,0.4628503620624542
2022-04-01,0.5458381175994873,0.4541618824005127
2022-04-08,0.5432448983192444,0.456755131483078
2022-04-15,0.5431830883026123,0.4568168520927429
2022-04-22,0.5216990113258362,0.4783010482788086
2022-04-29,0.5329099893569946,0.467089980840683
2022-05-06,0.5219839215278625,0.47801604866981506
2022-05-13,0.5291936993598938,0.470806360244751
2022-05-20,0.5176231861114502,0.4823768138885498
2022-05-27,0.5177202820777893,0.4822796881198883
2022-06-03,0.5033552646636963,0.4966447651386261
2022-06-10,0.5251343250274658,0.4748656749725342
2022-06-17,0.5323724746704102,0.46762752532958984
2022-06-24,0.5338401794433594,0.4661598205566406
2022-07-01,0.5195179581642151,0.48048198223114014
2022-07-08,0.5302291512489319,0.4697708785533905
2022-07-15,0.5240435600280762,0.47595643997192383
2022-07-22,0.49164649844169617,0.5083534717559814
2022-07-29,0.48180487751960754,0.5181950330734253
2022-08-05,0.503843367099762,0.4961566925048828
2022-08-12,0.4947185218334198,0.5052815079689026
2022-08-19,0.47547927498817444,0.5245206952095032
2022-08-26,0.503824770450592,0.49617519974708557
2022-09-02,0.4997510313987732,0.5002490282058716
2022-09-09,0.5060791969299316,0.49392083287239075
2022-09-16,0.5039287209510803,0.49607130885124207
2022-09-23,0.5089943408966064,0.49100565910339355
2022-09-30,0.5027318000793457,0.4972681999206543
2022-10-07,0.49154430627822876,0.5084556341171265
2022-10-14,0.5125366449356079,0.48746341466903687
2022-10-21,0.5230438709259033,0.47695615887641907
2022-10-28,0.5202603936195374,0.47973963618278503
2022-11-04,0.5221626162528992,0.47783735394477844
2022-11-11,0.5101580023765564,0.489842027425766
2022-11-18,0.5147758722305298,0.485224187374115
2022-11-25,0.5086591839790344,0.4913407862186432
2022-12-02,0.49382856488227844,0.5061714053153992
2022-12-09,0.5220012068748474,0.47799885272979736
2022-12-16,0.5057587027549744,0.4942413568496704
2022-12-23,0.5063862204551697,0.4936138093471527
2022-12-30,0.5160989761352539,0.4839009940624237
2023-01-06,0.5106606483459473,0.4893394112586975
2023-01-13,0.5039981007575989,0.4960019588470459
2023-01-20,0.4817303419113159,0.5182697176933289
2023-01-27,0.4812939167022705,0.5187060832977295
2023-02-03,0.5006901621818542,0.499309778213501
2023-02-10,0.4769245684146881,0.5230754017829895
2023-02-17,0.49852249026298523,0.5014774799346924
2023-02-24,0.48855292797088623,0.5114470720291138
2023-03-03,0.4683056175708771,0.5316943526268005
2023-03-10,0.5044482946395874,0.4955517649650574
2023-03-17,0.4910728335380554,0.5089271068572998
