date,f_x,e_f_bg,sum_phi,residual,abs_residual,rel_residual,checkpoint_week
2023-12-08,-0.00019968103151768446,0.0014336392050608993,-0.0016513960435986519,1.807580702006817e-05,1.807580702006817e-05,0.01106684160695662,2023-10-20
2023-12-15,-0.0031222247052937746,0.0014751601265743375,-0.004598686937242746,1.302105374634266e-06,1.302105374634266e-06,0.00028322678870397705,2023-10-20
2023-12-22,-0.005193475633859634,0.0014471816830337048,-0.006620472297072411,-2.0185019820928574e-05,2.0185019820928574e-05,0.003039607144537938,2023-10-20
2023-12-29,-0.0065675824880599976,0.0014869048027321696,-0.00807553343474865,2.104614395648241e-05,2.104614395648241e-05,0.002612968034708036,2023-10-20
2024-01-05,-1.9299914129078388e-05,0.0013992280000820756,-0.0014238425064831972,5.314592272043228e-06,5.314592272043228e-06,0.0037465281814470655,2023-10-20
2024-01-12,-0.007004360668361187,0.001416926272213459,-0.008431966416537762,1.0679475963115692e-05,1.0679475963115692e-05,0.0012681509794127926,2023-10-20
2024-01-19,-0.003280692733824253,0.0008015796192921698,-0.004082432948052883,1.6059493646025658e-07,1.6059493646025658e-07,3.933949750870566e-05,2024-01-19
2024-01-26,-8.673942647874355e-05,0.0008189918589778244,-0.0009297756478190422,2.4044362362474203e-05,2.4044362362474203e-05,0.026546611873117684,2024-01-19
2024-02-02,-0.003913019318133593,0.0008336081518791616,-0.004778876900672913,3.2249430660158396e-05,3.2249430660158396e-05,0.006794163418608783,2024-01-19
2024-02-09,-0.0021322688553482294,0.0007904596859589219,-0.002951987786218524,2.925924491137266e-05,2.925924491137266e-05,0.010010900563923484,2024-01-19
2024-02-16,-0.0026890242006629705,0.0007897316245362163,-0.003499011043459177,2.0255218259990215e-05,2.0255218259990215e-05,0.00582252996544556,2024-01-19
2024-02-23,-0.006402906030416489,0.0007894418085925281,-0.007163463160395622,-2.88846786133945e-05,2.88846786133945e-05,0.004016023571120637,2024-01-19
2024-03-01,-0.0031742267310619354,0.0008320810156874359,-0.004037509672343731,3.1201925594359636e-05,3.1201925594359636e-05,0.007788180460642723,2024-01-19
2024-03-08,-0.0053337072022259235,0.0007673322688788176,-0.006091731134802103,-9.308336302638054e-06,9.308336302638054e-06,0.0015256942837004331,2024-01-19
2024-03-15,-0.005762132816016674,0.0008076723315753043,-0.006579577457159758,9.772309567779303e-06,9.772309567779303e-06,0.0014874557880614234,2024-01-19
2024-03-22,-0.00642869807779789,0.0008330863201990724,-0.0072595104575157166,-2.2739404812455177e-06,2.2739404812455177e-06,0.00031313754653708513,2024-01-19
2024-03-29,-0.007758662104606628,0.0007667288882657886,-0.008513242937624454,-1.2148055247962475e-05,1.2148055247962475e-05,0.0014249247933462302,2024-01-19
2024-04-05,-0.007169220596551895,0.0008185107726603746,-0.007990946993231773,3.2156240195035934e-06,3.2156240195035934e-06,0.00040256987186613303,2024-01-19
2024-04-12,-0.007845775224268436,0.0007900542113929987,-0.008628017269074917,-7.812166586518288e-06,7.812166586518288e-06,0.0009046215651321844,2024-01-19
2024-04-19,-0.0059599494561553,-0.0012699515791609883,-0.004715282004326582,2.5284127332270145e-05,2.5284127332270145e-05,0.005391062871406945,2024-04-19
2024-04-26,-0.0046114190481603146,-0.001292868284508586,-0.0033196548465639353,1.1040829122066498e-06,1.1040829122066498e-06,0.00033269932083199893,2024-04-19
2024-05-03,-0.006162695586681366,-0.0012787884334102273,-0.00488604512065649,2.137967385351658e-06,2.137967385351658e-06,0.0004377566855161937,2024-04-19
2024-05-10,-0.005393728148192167,-0.001253819209523499,-0.004134288523346186,-5.620415322482586e-06,5.620415322482586e-06,0.0013576148242868788,2024-04-19
2024-05-17,-0.0038090720772743225,-0.001256382092833519,-0.0025643769185990095,1.1686934158205986e-05,1.1686934158205986e-05,0.004578263888996002,2024-04-19
2024-05-24,-0.0037297061644494534,-0.0012816023081541061,-0.00243107951246202,-1.7024343833327293e-05,1.7024343833327293e-05,0.006954065387746995,2024-04-19
2024-05-31,-0.002900714986026287,-0.0012794460635632277,-0.0016225980361923575,1.3291137292981148e-06,1.3291137292981148e-06,0.000819793380943308,2024-04-19
2024-06-07,-0.0041253939270973206,-0.001281230477616191,-0.0028418421279639006,-2.32132151722908e-06,2.32132151722908e-06,0.0008161673535249987,2024-04-19
2024-06-14,-0.004562909249216318,-0.0012975543504580855,-0.003274071030318737,8.716131560504436e-06,8.716131560504436e-06,0.0026692672429409177,2024-04-19
