date,node_id,node_attention
2021-05-07,P001,0.038569897413253784
2021-05-07,P002,0.02615167573094368
2021-05-07,P003,0.0359499417245388
2021-05-07,P004,0.024773571640253067
2021-05-07,P005,0.03628887981176376
2021-05-07,P006,0.03144451975822449
2021-05-07,P007,0.02989572286605835
2021-05-07,P008,0.02947569265961647
2021-05-07,P009,0.03278485685586929
2021-05-07,P010,0.03279491886496544
2021-05-07,P011,0.03310977667570114
2021-05-07,hormuz,0.12722989916801453
2021-05-07,suez,0.06616377830505371
2021-05-07,malacca,0.07911203801631927
2021-05-07,mandeb,0.15574252605438232
2021-05-07,panama,0.10151678323745728
2021-05-07,cape,0.1189955323934555
2021-05-14,P001,0.030340062454342842
2021-05-14,P002,0.021025361493229866
2021-05-14,P003,0.028464842587709427
2021-05-14,P004,0.019593022763729095
2021-05-14,P005,0.028668392449617386
2021-05-14,P006,0.025312157347798347
2021-05-14,P007,0.028360316529870033
2021-05-14,P008,0.02576909027993679
2021-05-14,P009,0.024295853450894356
2021-05-14,P010,0.02819475159049034
2021-05-14,P011,0.037531014531850815
2021-05-14,hormuz,0.15157227218151093
2021-05-14,suez,0.11437883228063583
2021-05-14,malacca,0.05641505867242813
2021-05-14,mandeb,0.12509307265281677
2021-05-14,panama,0.07353080809116364
2021-05-14,cape,0.1814550757408142
2021-05-21,P001,0.03081257827579975
2021-05-21,P002,0.021375585347414017
2021-05-21,P003,0.02879209630191326
2021-05-21,P004,0.019908998161554337
2021-05-21,P005,0.028997432440519333
2021-05-21,P006,0.02912275306880474
2021-05-21,P007,0.031763043254613876
2021-05-21,P008,0.028454752638936043
2021-05-21,P009,0.023661412298679352
2021-05-21,P010,0.030339153483510017
2021-05-21,P011,0.042158093303442
2021-05-21,hormuz,0.14859500527381897
2021-05-21,suez,0.06562063097953796
2021-05-21,malacca,0.054960642009973526
2021-05-21,mandeb,0.13215334713459015
2021-05-21,panama,0.1371626853942871
2021-05-21,cape,0.1461217701435089
2021-05-28,P001,0.03208788484334946
2021-05-28,P002,0.023779448121786118
2021-05-28,P003,0.031621236354112625
2021-05-28,P004,0.02274804189801216
2021-05-28,P005,0.031319063156843185
2021-05-28,P006,0.02702638879418373
2021-05-28,P007,0.03910079598426819
2021-05-28,P008,0.027346385642886162
2021-05-28,P009,0.028407344594597816
2021-05-28,P010,0.028504105284810066
2021-05-28,P011,0.03455861285328865
2021-05-28,hormuz,0.1315586417913437
2021-05-28,suez,0.12218078225851059
2021-05-28,malacca,0.05890687182545662
2021-05-28,mandeb,0.1288626492023468
2021-05-28,panama,0.09533236920833588
2021-05-28,cape,0.13665935397148132
2021-06-04,P001,0.028038112446665764
2021-06-04,P002,0.021841276437044144
2021-06-04,P003,0.02803613431751728
2021-06-04,P004,0.01988275907933712
2021-06-04,P005,0.028892165049910545
2021-06-04,P006,0.02473180554807186
2021-06-04,P007,0.028121503069996834
2021-06-04,P008,0.024970583617687225
2021-06-04,P009,0.02479001320898533
2021-06-04,P010,0.02634674310684204
2021-06-04,P011,0.030431045219302177
2021-06-04,hormuz,0.16066578030586243
2021-06-04,suez,0.07801597565412521
2021-06-04,malacca,0.06972237676382065
2021-06-04,mandeb,0.10788483172655106
2021-06-04,panama,0.11889383941888809
2021-06-04,cape,0.17873501777648926
2021-06-11,P001,0.02953069657087326
2021-06-11,P002,0.02566169574856758
2021-06-11,P003,0.03287147358059883
2021-06-11,P004,0.023840250447392464
2021-06-11,P005,0.03387395665049553
2021-06-11,P006,0.031908657401800156
2021-06-11,P007,0.030682634562253952
2021-06-11,P008,0.02474484220147133
2021-06-11,P009,0.030786488205194473
2021-06-11,P010,0.038267236202955246
2021-06-11,P011,0.025120887905359268
2021-06-11,hormuz,0.16793181002140045
2021-06-11,suez,0.10039662569761276
2021-06-11,malacca,0.06810057908296585
2021-06-11,mandeb,0.13256198167800903
2021-06-11,panama,0.09698119759559631
2021-06-11,cape,0.10673889517784119
2021-06-18,P001,0.026830429211258888
2021-06-18,P002,0.02072584629058838
2021-06-18,P003,0.02752237394452095
2021-06-18,P004,0.019949590787291527
2021-06-18,P005,0.02850663661956787
2021-06-18,P006,0.023476015776395798
2021-06-18,P007,0.03383488580584526
2021-06-18,P008,0.022756431251764297
2021-06-18,P009,0.024459945037961006
2021-06-18,P010,0.031058914959430695
2021-06-18,P011,0.019764872267842293
2021-06-18,hormuz,0.12471337616443634
2021-06-18,suez,0.10610868036746979
2021-06-18,malacca,0.0572085902094841
2021-06-18,mandeb,0.11327436566352844
2021-06-18,panama,0.10349207371473312
2021-06-18,cape,0.21631699800491333
2021-06-25,P001,0.02889205329120159
2021-06-25,P002,0.02238282561302185
2021-06-25,P003,0.028375370427966118
2021-06-25,P004,0.022413993254303932
2021-06-25,P005,0.028417259454727173
2021-06-25,P006,0.02946634218096733
2021-06-25,P007,0.043144118040800095
2021-06-25,P008,0.021075788885354996
2021-06-25,P009,0.026952262967824936
2021-06-25,P010,0.028959324583411217
2021-06-25,P011,0.031317126005887985
2021-06-25,hormuz,0.1443089097738266
2021-06-25,suez,0.10188797116279602
2021-06-25,malacca,0.0597015842795372
2021-06-25,mandeb,0.11381437629461288
2021-06-25,panama,0.1378498524427414
2021-06-25,cape,0.1310407966375351
2021-07-02,P001,0.02602391317486763
2021-07-02,P002,0.020059654489159584
2021-07-02,P003,0.03241122141480446
2021-07-02,P004,0.018436815589666367
2021-07-02,P005,0.029092589393258095
2021-07-02,P006,0.027036836370825768
2021-07-02,P007,0.02570989914238453
2021-07-02,P008,0.020192908123135567
2021-07-02,P009,0.02640567719936371
2021-07-02,P010,0.03281739726662636
2021-07-02,P011,0.02956617809832096
2021-07-02,hormuz,0.14522112905979156
2021-07-02,suez,0.09218998998403549
2021-07-02,malacca,0.06249813735485077
2021-07-02,mandeb,0.166097030043602
2021-07-02,panama,0.08215778321027756
2021-07-02,cape,0.164082869887352
2021-07-09,P001,0.028358466923236847
2021-07-09,P002,0.022179363295435905
2021-07-09,P003,0.035835083574056625
2021-07-09,P004,0.02002733200788498
2021-07-09,P005,0.028728291392326355
2021-07-09,P006,0.026985568925738335
2021-07-09,P007,0.0337022989988327
2021-07-09,P008,0.025022853165864944
2021-07-09,P009,0.02817797102034092
2021-07-09,P010,0.02283678948879242
2021-07-09,P011,0.025400444865226746
2021-07-09,hormuz,0.14594025909900665
2021-07-09,suez,0.15524424612522125
2021-07-09,malacca,0.06533287465572357
2021-07-09,mandeb,0.09118287265300751
2021-07-09,panama,0.12369151413440704
2021-07-09,cape,0.12135381996631622
2021-07-16,P001,0.027155190706253052
2021-07-16,P002,0.022668587043881416
2021-07-16,P003,0.031545162200927734
2021-07-16,P004,0.019577130675315857
2021-07-16,P005,0.027230747044086456
2021-07-16,P006,0.025481298565864563
2021-07-16,P007,0.023871619254350662
2021-07-16,P008,0.02656249888241291
2021-07-16,P009,0.028183983638882637
2021-07-16,P010,0.0436955951154232
2021-07-16,P011,0.025460220873355865
2021-07-16,hormuz,0.13861660659313202
2021-07-16,suez,0.09301037341356277
2021-07-16,malacca,0.05677436292171478
2021-07-16,mandeb,0.1361956000328064
2021-07-16,panama,0.08392488956451416
2021-07-16,cape,0.19004614651203156
2021-07-23,P001,0.0763668343424797
2021-07-23,P002,0.060059282928705215
2021-07-23,P003,0.07130523771047592
2021-07-23,P004,0.05660859867930412
2021-07-23,P005,0.06718195974826813
2021-07-23,P006,0.05589296296238899
2021-07-23,P007,0.040582697838544846
2021-07-23,P008,0.052085816860198975
2021-07-23,P009,0.06735830008983612
2021-07-23,P010,0.06360575556755066
2021-07-23,P011,0.03863250091671944
2021-07-23,hormuz,0.08384108543395996
2021-07-23,suez,0.06217528134584427
2021-07-23,malacca,0.054408662021160126
2021-07-23,mandeb,0.03981820493936539
2021-07-23,panama,0.05594366043806076
2021-07-23,cape,0.054133158177137375
2021-07-30,P001,0.061552420258522034
2021-07-30,P002,0.061274200677871704
2021-07-30,P003,0.07091844081878662
2021-07-30,P004,0.05695844069123268
2021-07-30,P005,0.0659765750169754
2021-07-30,P006,0.06148752197623253
2021-07-30,P007,0.06253915280103683
2021-07-30,P008,0.05711330473423004
2021-07-30,P009,0.06284984946250916
2021-07-30,P010,0.03473849594593048
2021-07-30,P011,0.036832381039857864
2021-07-30,hormuz,0.08376733213663101
2021-07-30,suez,0.04960126057267189
2021-07-30,malacca,0.04604753851890564
2021-07-30,mandeb,0.04268501326441765
2021-07-30,panama,0.09683851897716522
2021-07-30,cape,0.048819612711668015
2021-08-06,P001,0.07125630974769592
2021-08-06,P002,0.05896702781319618
2021-08-06,P003,0.07179611176252365
2021-08-06,P004,0.05893930792808533
2021-08-06,P005,0.06197206303477287
2021-08-06,P006,0.05968926101922989
2021-08-06,P007,0.056875549256801605
2021-08-06,P008,0.0536222904920578
2021-08-06,P009,0.06595925986766815
2021-08-06,P010,0.06452076882123947
2021-08-06,P011,0.03704700618982315
2021-08-06,hormuz,0.07167728245258331
2021-08-06,suez,0.0593111515045166
2021-08-06,malacca,0.057511184364557266
2021-08-06,mandeb,0.03474602848291397
2021-08-06,panama,0.05515662953257561
2021-08-06,cape,0.06095278263092041
2021-08-13,P001,0.07407939434051514
2021-08-13,P002,0.06101805344223976
2021-08-13,P003,0.0744759812951088
2021-08-13,P004,0.05852421745657921
2021-08-13,P005,0.06900015473365784
2021-08-13,P006,0.06211058050394058
2021-08-13,P007,0.04661467298865318
2021-08-13,P008,0.05944289639592171
2021-08-13,P009,0.0733528882265091
2021-08-13,P010,0.03918229043483734
2021-08-13,P011,0.03891768679022789
2021-08-13,hormuz,0.08354001492261887
2021-08-13,suez,0.050064411014318466
2021-08-13,malacca,0.05764135345816612
2021-08-13,mandeb,0.04658689349889755
2021-08-13,panama,0.057024937123060226
2021-08-13,cape,0.048423536121845245
2021-08-20,P001,0.07358918339014053
2021-08-20,P002,0.058614082634449005
2021-08-20,P003,0.0682884007692337
2021-08-20,P004,0.06029954180121422
2021-08-20,P005,0.07054290175437927
2021-08-20,P006,0.06429170072078705
2021-08-20,P007,0.04392227157950401
2021-08-20,P008,0.05461866036057472
2021-08-20,P009,0.0673738569021225
2021-08-20,P010,0.0407305583357811
2021-08-20,P011,0.03539321944117546
2021-08-20,hormuz,0.07116931676864624
2021-08-20,suez,0.07606074213981628
2021-08-20,malacca,0.05772994086146355
2021-08-20,mandeb,0.043241068720817566
2021-08-20,panama,0.06584738194942474
2021-08-20,cape,0.048287101089954376
2021-08-27,P001,0.07127024978399277
2021-08-27,P002,0.05951881408691406
2021-08-27,P003,0.07391275465488434
2021-08-27,P004,0.059716060757637024
2021-08-27,P005,0.0652928501367569
2021-08-27,P006,0.06123870611190796
2021-08-27,P007,0.041536781936883926
2021-08-27,P008,0.060006506741046906
2021-08-27,P009,0.0671270564198494
2021-08-27,P010,0.03470972925424576
2021-08-27,P011,0.05311466380953789
2021-08-27,hormuz,0.07317888736724854
2021-08-27,suez,0.051879528909921646
2021-08-27,malacca,0.05472216010093689
2021-08-27,mandeb,0.0413157157599926
2021-08-27,panama,0.05376402661204338
2021-08-27,cape,0.07769548892974854
2021-09-03,P001,0.06757405400276184
2021-09-03,P002,0.05810351297259331
2021-09-03,P003,0.07316649705171585
2021-09-03,P004,0.058345865458250046
2021-09-03,P005,0.06325338035821915
2021-09-03,P006,0.05888000875711441
2021-09-03,P007,0.04181423410773277
2021-09-03,P008,0.05296729505062103
2021-09-03,P009,0.07159268110990524
2021-09-03,P010,0.06766647100448608
2021-09-03,P011,0.03512876480817795
2021-09-03,hormuz,0.09732261300086975
2021-09-03,suez,0.04568535462021828
2021-09-03,malacca,0.055019035935401917
2021-09-03,mandeb,0.04023152217268944
2021-09-03,panama,0.05792859569191933
2021-09-03,cape,0.05532009154558182
2021-09-10,P001,0.07849888503551483
2021-09-10,P002,0.06288548558950424
2021-09-10,P003,0.07315824925899506
2021-09-10,P004,0.06250970810651779
2021-09-10,P005,0.06941936165094376
2021-09-10,P006,0.0645272508263588
2021-09-10,P007,0.048366986215114594
2021-09-10,P008,0.053427230566740036
2021-09-10,P009,0.07041700929403305
2021-09-10,P010,0.03638168424367905
2021-09-10,P011,0.03539719432592392
2021-09-10,hormuz,0.08581575006246567
2021-09-10,suez,0.05926861613988876
2021-09-10,malacca,0.05105655640363693
2021-09-10,mandeb,0.04021086171269417
2021-09-10,panama,0.054304737597703934
2021-09-10,cape,0.05435442551970482
2021-09-17,P001,0.07052851468324661
2021-09-17,P002,0.057496439665555954
2021-09-17,P003,0.06964379549026489
2021-09-17,P004,0.05845062434673309
2021-09-17,P005,0.06505829840898514
2021-09-17,P006,0.06158509850502014
2021-09-17,P007,0.06135314702987671
2021-09-17,P008,0.05276165530085564
2021-09-17,P009,0.07078062742948532
2021-09-17,P010,0.03823896870017052
2021-09-17,P011,0.040849070996046066
2021-09-17,hormuz,0.08911090344190598
2021-09-17,suez,0.055348046123981476
2021-09-17,malacca,0.04965277761220932
2021-09-17,mandeb,0.052321337163448334
2021-09-17,panama,0.046441853046417236
2021-09-17,cape,0.0603787824511528
2021-09-24,P001,0.06996987015008926
2021-09-24,P002,0.057655204087495804
2021-09-24,P003,0.0676337480545044
2021-09-24,P004,0.05899280309677124
2021-09-24,P005,0.06817207485437393
2021-09-24,P006,0.06299750506877899
2021-09-24,P007,0.0656701922416687
2021-09-24,P008,0.05634193867444992
2021-09-24,P009,0.06632176786661148
2021-09-24,P010,0.03975260257720947
2021-09-24,P011,0.03787435591220856
2021-09-24,hormuz,0.08504574745893478
2021-09-24,suez,0.05362126976251602
2021-09-24,malacca,0.057316359132528305
2021-09-24,mandeb,0.03478622809052467
2021-09-24,panama,0.06562899798154831
2021-09-24,cape,0.05221928283572197
2021-10-01,P001,0.06974921375513077
2021-10-01,P002,0.06253660470247269
2021-10-01,P003,0.06968101114034653
2021-10-01,P004,0.05498141795396805
2021-10-01,P005,0.0652729719877243
2021-10-01,P006,0.054778050631284714
2021-10-01,P007,0.06639119237661362
2021-10-01,P008,0.05499120056629181
2021-10-01,P009,0.07280219346284866
2021-10-01,P010,0.03923562541604042
2021-10-01,P011,0.03350050747394562
2021-10-01,hormuz,0.08001068234443665
2021-10-01,suez,0.05771408602595329
2021-10-01,malacca,0.05246872082352638
2021-10-01,mandeb,0.05355878174304962
2021-10-01,panama,0.060257893055677414
2021-10-01,cape,0.05206983536481857
2021-10-08,P001,0.07412262260913849
2021-10-08,P002,0.06406974792480469
2021-10-08,P003,0.06751125305891037
2021-10-08,P004,0.054182205349206924
2021-10-08,P005,0.06807099282741547
2021-10-08,P006,0.059807855635881424
2021-10-08,P007,0.05769007280468941
2021-10-08,P008,0.0614805705845356
2021-10-08,P009,0.06761054694652557
2021-10-08,P010,0.037031710147857666
2021-10-08,P011,0.05105327069759369
2021-10-08,hormuz,0.07652600854635239
2021-10-08,suez,0.061322327703237534
2021-10-08,malacca,0.05396467074751854
2021-10-08,mandeb,0.03763717785477638
2021-10-08,panama,0.04573330655694008
2021-10-08,cape,0.06218566372990608
2021-10-15,P001,0.07449091225862503
2021-10-15,P002,0.06193769723176956
2021-10-15,P003,0.06887287646532059
2021-10-15,P004,0.05751264467835426
2021-10-15,P005,0.06500572711229324
2021-10-15,P006,0.062315359711647034
2021-10-15,P007,0.04610994830727577
2021-10-15,P008,0.05449122563004494
2021-10-15,P009,0.07195185869932175
2021-10-15,P010,0.052771978080272675
2021-10-15,P011,0.038587745279073715
2021-10-15,hormuz,0.0788789913058281
2021-10-15,suez,0.04612584412097931
2021-10-15,malacca,0.056749988347291946
2021-10-15,mandeb,0.04582756757736206
2021-10-15,panama,0.07456597685813904
2021-10-15,cape,0.043803729116916656
2021-10-22,P001,0.05208161100745201
2021-10-22,P002,0.04309381917119026
2021-10-22,P003,0.047979630529880524
2021-10-22,P004,0.03944266214966774
2021-10-22,P005,0.049235664308071136
2021-10-22,P006,0.0481957383453846
2021-10-22,P007,0.034808263182640076
2021-10-22,P008,0.03731045126914978
2021-10-22,P009,0.05156116560101509
2021-10-22,P010,0.037912383675575256
2021-10-22,P011,0.021580487489700317
2021-10-22,hormuz,0.12137660384178162
2021-10-22,suez,0.08252909779548645
2021-10-22,malacca,0.06390604376792908
2021-10-22,mandeb,0.07070312649011612
2021-10-22,panama,0.08096586167812347
2021-10-22,cape,0.11731746047735214
2021-10-29,P001,0.05021747946739197
2021-10-29,P002,0.03988613933324814
2021-10-29,P003,0.04790830984711647
2021-10-29,P004,0.04297897219657898
2021-10-29,P005,0.04454614222049713
2021-10-29,P006,0.047017719596624374
2021-10-29,P007,0.025169549509882927
2021-10-29,P008,0.03409156575798988
2021-10-29,P009,0.04775657132267952
2021-10-29,P010,0.02787681482732296
2021-10-29,P011,0.0235438272356987
2021-10-29,hormuz,0.12182112038135529
2021-10-29,suez,0.10125023126602173
2021-10-29,malacca,0.07227242738008499
2021-10-29,mandeb,0.06418227404356003
2021-10-29,panama,0.1090920940041542
2021-10-29,cape,0.10038871318101883
2021-11-05,P001,0.05117150768637657
2021-11-05,P002,0.039284978061914444
2021-11-05,P003,0.045868098735809326
2021-11-05,P004,0.044332537800073624
2021-11-05,P005,0.04615422710776329
2021-11-05,P006,0.04658576846122742
2021-11-05,P007,0.03947264328598976
2021-11-05,P008,0.03091299906373024
2021-11-05,P009,0.046710386872291565
2021-11-05,P010,0.037396036088466644
2021-11-05,P011,0.03663730248808861
2021-11-05,hormuz,0.11867059767246246
2021-11-05,suez,0.07615996152162552
2021-11-05,malacca,0.0632784515619278
2021-11-05,mandeb,0.0876132920384407
2021-11-05,panama,0.07321500033140182
2021-11-05,cape,0.11653627455234528
2021-11-12,P001,0.05009004846215248
2021-11-12,P002,0.03849278762936592
2021-11-12,P003,0.04851960018277168
2021-11-12,P004,0.04377058148384094
2021-11-12,P005,0.044339537620544434
2021-11-12,P006,0.04451031610369682
2021-11-12,P007,0.04024779424071312
2021-11-12,P008,0.03252129629254341
2021-11-12,P009,0.04442891851067543
2021-11-12,P010,0.021421169862151146
