date,node_id,node_attention
2021-01-22,P001,0.08316093683242798
2021-01-22,P002,0.06547527015209198
2021-01-22,P003,0.07580678164958954
2021-01-22,P004,0.07103244215250015
2021-01-22,P005,0.06418298184871674
2021-01-22,P006,0.06567356735467911
2021-01-22,P007,0.055821556597948074
2021-01-22,P008,0.047544196248054504
2021-01-22,P009,0.08322198688983917
2021-01-22,P010,0.025853408500552177
2021-01-22,P011,0.047619227319955826
2021-01-22,hormuz,0.08265267312526703
2021-01-22,suez,0.04414123669266701
2021-01-22,malacca,0.062445126473903656
2021-01-22,mandeb,0.03073052130639553
2021-01-22,panama,0.05362040549516678
2021-01-22,cape,0.041017670184373856
2021-01-29,P001,0.08881854265928268
2021-01-29,P002,0.0724848136305809
2021-01-29,P003,0.06477309763431549
2021-01-29,P004,0.07566679269075394
2021-01-29,P005,0.07097429037094116
2021-01-29,P006,0.06465040147304535
2021-01-29,P007,0.05256715416908264
2021-01-29,P008,0.04733697697520256
2021-01-29,P009,0.08631038665771484
2021-01-29,P010,0.02659350074827671
2021-01-29,P011,0.03430847451090813
2021-01-29,hormuz,0.09646493941545486
2021-01-29,suez,0.03986469656229019
2021-01-29,malacca,0.06105298176407814
2021-01-29,mandeb,0.029269590973854065
2021-01-29,panama,0.046360284090042114
2021-01-29,cape,0.04250306636095047
2021-02-05,P001,0.08739340305328369
2021-02-05,P002,0.07408370822668076
2021-02-05,P003,0.07045664638280869
2021-02-05,P004,0.07437550276517868
2021-02-05,P005,0.07091593742370605
2021-02-05,P006,0.06428293883800507
2021-02-05,P007,0.033280037343502045
2021-02-05,P008,0.05100667104125023
2021-02-05,P009,0.08710762113332748
2021-02-05,P010,0.029691915959119797
2021-02-05,P011,0.04330611601471901
2021-02-05,hormuz,0.08135437965393066
2021-02-05,suez,0.03635743632912636
2021-02-05,malacca,0.05728953331708908
2021-02-05,mandeb,0.031502898782491684
2021-02-05,panama,0.058833543211221695
2021-02-05,cape,0.04876168817281723
2021-02-12,P001,0.08781178295612335
2021-02-12,P002,0.074567049741745
2021-02-12,P003,0.07185795158147812
2021-02-12,P004,0.07218324393033981
2021-02-12,P005,0.07177212089300156
2021-02-12,P006,0.060826998203992844
2021-02-12,P007,0.03975266218185425
2021-02-12,P008,0.047128912061452866
2021-02-12,P009,0.08630307018756866
2021-02-12,P010,0.027971040457487106
2021-02-12,P011,0.02878386527299881
2021-02-12,hormuz,0.08936657011508942
2021-02-12,suez,0.045473188161849976
2021-02-12,malacca,0.06213715672492981
2021-02-12,mandeb,0.026622366160154343
2021-02-12,panama,0.04264836758375168
2021-02-12,cape,0.06479362398386002
2021-02-19,P001,0.09096524864435196
2021-02-19,P002,0.07079672068357468
2021-02-19,P003,0.06969920545816422
2021-02-19,P004,0.07489291578531265
2021-02-19,P005,0.07026227563619614
2021-02-19,P006,0.06774551421403885
2021-02-19,P007,0.0328420028090477
2021-02-19,P008,0.05144934728741646
2021-02-19,P009,0.09055643528699875
2021-02-19,P010,0.02643461711704731
2021-02-19,P011,0.043684881180524826
2021-02-19,hormuz,0.08236705511808395
2021-02-19,suez,0.034878313541412354
2021-02-19,malacca,0.05733666941523552
2021-02-19,mandeb,0.038066305220127106
2021-02-19,panama,0.05232460796833038
2021-02-19,cape,0.0456978864967823
2021-02-26,P001,0.08404213935136795
2021-02-26,P002,0.07586824893951416
2021-02-26,P003,0.07878678292036057
2021-02-26,P004,0.07272250205278397
2021-02-26,P005,0.07066106051206589
2021-02-26,P006,0.06452710926532745
2021-02-26,P007,0.04584634676575661
2021-02-26,P008,0.052904289215803146
2021-02-26,P009,0.08570294082164764
2021-02-26,P010,0.028239192441105843
2021-02-26,P011,0.02638588659465313
2021-02-26,hormuz,0.09391649812459946
2021-02-26,suez,0.04156498238444328
2021-02-26,malacca,0.06256333738565445
2021-02-26,mandeb,0.03109152987599373
2021-02-26,panama,0.0409189909696579
2021-02-26,cape,0.04425821825861931
2021-03-05,P001,0.08202283084392548
2021-03-05,P002,0.07065081596374512
2021-03-05,P003,0.07604902982711792
2021-03-05,P004,0.06506028771400452
2021-03-05,P005,0.07280068099498749
2021-03-05,P006,0.06428699940443039
2021-03-05,P007,0.05857650190591812
2021-03-05,P008,0.05374877527356148
2021-03-05,P009,0.08280511200428009
2021-03-05,P010,0.02885138802230358
2021-03-05,P011,0.04764991253614426
2021-03-05,hormuz,0.06228084862232208
2021-03-05,suez,0.04950720816850662
2021-03-05,malacca,0.05733434483408928
2021-03-05,mandeb,0.025751998648047447
2021-03-05,panama,0.04167069494724274
2021-03-05,cape,0.06095259264111519
2021-03-12,P001,0.08634082973003387
2021-03-12,P002,0.07130598276853561
2021-03-12,P003,0.07531238347291946
2021-03-12,P004,0.06401880830526352
2021-03-12,P005,0.08082231134176254
2021-03-12,P006,0.06630413979291916
2021-03-12,P007,0.06774234026670456
2021-03-12,P008,0.05312269181013107
2021-03-12,P009,0.09550683200359344
2021-03-12,P010,0.02702932059764862
2021-03-12,P011,0.027689671143889427
2021-03-12,hormuz,0.07085587829351425
2021-03-12,suez,0.0352957658469677
2021-03-12,malacca,0.06274796277284622
2021-03-12,mandeb,0.03166768699884415
2021-03-12,panama,0.04407445341348648
2021-03-12,cape,0.040162958204746246
2021-03-19,P001,0.08744241297245026
2021-03-19,P002,0.07271239161491394
2021-03-19,P003,0.07562689483165741
2021-03-19,P004,0.0679868534207344
2021-03-19,P005,0.0815739631652832
2021-03-19,P006,0.07124167680740356
2021-03-19,P007,0.05269734188914299
2021-03-19,P008,0.05144313722848892
2021-03-19,P009,0.09368310123682022
2021-03-19,P010,0.02829842083156109
2021-03-19,P011,0.03220649063587189
2021-03-19,hormuz,0.07183629274368286
2021-03-19,suez,0.0418364554643631
2021-03-19,malacca,0.05412862449884415
2021-03-19,mandeb,0.02459019422531128
2021-03-19,panama,0.0446002259850502
2021-03-19,cape,0.04809559881687164
2021-03-26,P001,0.08950731158256531
2021-03-26,P002,0.0742393285036087
2021-03-26,P003,0.07818233221769333
2021-03-26,P004,0.06488056480884552
2021-03-26,P005,0.07835230231285095
2021-03-26,P006,0.07254569232463837
2021-03-26,P007,0.045894552022218704
2021-03-26,P008,0.049875304102897644
2021-03-26,P009,0.08410893380641937
2021-03-26,P010,0.027393296360969543
2021-03-26,P011,0.02809923328459263
2021-03-26,hormuz,0.07091140002012253
2021-03-26,suez,0.04092293232679367
2021-03-26,malacca,0.061690736562013626
2021-03-26,mandeb,0.04391845315694809
2021-03-26,panama,0.04803891479969025
2021-03-26,cape,0.041438717395067215
2021-04-02,P001,0.08199254423379898
2021-04-02,P002,0.07318039983510971
2021-04-02,P003,0.07975312322378159
2021-04-02,P004,0.07435065507888794
2021-04-02,P005,0.07511413097381592
2021-04-02,P006,0.07734575867652893
2021-04-02,P007,0.06031225621700287
2021-04-02,P008,0.05204635486006737
2021-04-02,P009,0.08566127717494965
2021-04-02,P010,0.02633599564433098
2021-04-02,P011,0.029415681958198547
2021-04-02,hormuz,0.07018337398767471
2021-04-02,suez,0.03220607712864876
2021-04-02,malacca,0.05420399457216263
2021-04-02,mandeb,0.026114800944924355
2021-04-02,panama,0.04815108701586723
2021-04-02,cape,0.05363253131508827
2021-04-09,P001,0.07883719354867935
2021-04-09,P002,0.07054965943098068
2021-04-09,P003,0.082541324198246
2021-04-09,P004,0.07067254185676575
2021-04-09,P005,0.07190245389938354
2021-04-09,P006,0.0750277191400528
2021-04-09,P007,0.03907908499240875
2021-04-09,P008,0.047879718244075775
2021-04-09,P009,0.07940972596406937
2021-04-09,P010,0.042756594717502594
2021-04-09,P011,0.024010995402932167
2021-04-09,hormuz,0.06974974274635315
2021-04-09,suez,0.07185211032629013
2021-04-09,malacca,0.06077026203274727
2021-04-09,mandeb,0.027478542178869247
2021-04-09,panama,0.04997020959854126
2021-04-09,cape,0.03751214221119881
2021-04-16,P001,0.08365514129400253
2021-04-16,P002,0.06923481822013855
2021-04-16,P003,0.0774063691496849
2021-04-16,P004,0.06437468528747559
2021-04-16,P005,0.07316957414150238
2021-04-16,P006,0.06808136403560638
2021-04-16,P007,0.042720720171928406
2021-04-16,P008,0.04728066548705101
2021-04-16,P009,0.07715162634849548
2021-04-16,P010,0.02725106105208397
2021-04-16,P011,0.026816682890057564
2021-04-16,hormuz,0.07171130180358887
2021-04-16,suez,0.07030987739562988
2021-04-16,malacca,0.053359705954790115
2021-04-16,mandeb,0.04724978283047676
2021-04-16,panama,0.046921756118535995
2021-04-16,cape,0.05330494046211243
2021-04-23,P001,0.02950732782483101
2021-04-23,P002,0.023782670497894287
2021-04-23,P003,0.03011804074048996
2021-04-23,P004,0.023129556328058243
2021-04-23,P005,0.029678000137209892
2021-04-23,P006,0.03131493180990219
2021-04-23,P007,0.03682112693786621
2021-04-23,P008,0.028253037482500076
2021-04-23,P009,0.027041560038924217
2021-04-23,P010,0.03952006250619888
2021-04-23,P011,0.032373301684856415
2021-04-23,hormuz,0.12134215980768204
2021-04-23,suez,0.08416047692298889
2021-04-23,malacca,0.06890252977609634
2021-04-23,mandeb,0.12297143787145615
2021-04-23,panama,0.133212149143219
2021-04-23,cape,0.1378716230392456
2021-04-30,P001,0.029260864481329918
2021-04-30,P002,0.019950225949287415
2021-04-30,P003,0.030553031712770462
2021-04-30,P004,0.01877094991505146
2021-04-30,P005,0.02805285155773163
2021-04-30,P006,0.026400776579976082
2021-04-30,P007,0.023137953132390976
2021-04-30,P008,0.025045931339263916
2021-04-30,P009,0.02385162189602852
2021-04-30,P010,0.02741001918911934
2021-04-30,P011,0.03932087495923042
2021-04-30,hormuz,0.1568039506673813
2021-04-30,suez,0.11786537617444992
2021-04-30,malacca,0.05225316807627678
2021-04-30,mandeb,0.13465158641338348
2021-04-30,panama,0.09655777364969254
2021-04-30,cape,0.1501130908727646
