group,config,seed,epochs,lookback,d,gat,tcn,rs_kind,lr,wd,dropout,RMSE,skill_vs_M0,DirAcc,DM_p_vs_M0,DM_p_vs_Flat_S1,n_test
seed,m3_deep_gated,1,80,4,32,2,2,meanpool,0.001,0.0001,0.1,4.209675539201984,-0.013943610499294712,0.48249027237354086,0.9944081968007055,0.2457451475370983,257
seed,m3_deep_gated,2,80,4,32,2,2,meanpool,0.001,0.0001,0.1,4.163788508221195,-0.002891247571444433,0.4669260700389105,0.6651531174700029,0.059575105608375645,257
