group,config,seed,epochs,lookback,d,gat,tcn,rs_kind,lr,wd,dropout,RMSE,skill_vs_M0,DirAcc,DM_p_vs_M0,DM_p_vs_Flat_S1,n_test
seed,m4_deep_gated,1,80,4,32,2,2,meanpool,0.001,0.0001,0.1,4.187621159148733,-0.008631586441793182,0.490272373540856,0.8526456369058789,0.16878859177418326,257
seed,m4_deep_gated,2,80,4,32,2,2,meanpool,0.001,0.0001,0.1,4.201142010991485,-0.011888222542794091,0.490272373540856,0.7832835407532435,0.26537223255314757,257
seed,m4_deep_xattn,1,80,4,32,2,2,meanpool,0.001,0.0001,0.1,4.187866999047357,-0.008690799507525826,0.5291828793774319,0.8116714383280212,0.1984053044654196,257
seed,m4_deep_xattn,2,80,4,32,2,2,meanpool,0.001,0.0001,0.1,4.359908516023676,-0.050128766698653404,0.43190661478599224,0.9999611274231689,0.9469566259889268,257
