model,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0,DM_p_vs_M1,CW_stat_vs_M1,CW_p_vs_M1
M0_RW,4.1517846708743695,3.01136186770428,,0.0,,,,,
M1_Ridge,4.33223697176346,3.0809779948649414,0.490272373540856,-0.043463790922251055,1.3577773937002158,0.9121350448847914,,,
M1_XGB,4.771177922387276,3.405954281592332,0.5252918287937743,-0.14918722925542793,2.1517379666343857,0.9838232384381296,,,
M4_Ridge,4.560477400006421,3.3129459294318964,0.48249027237354086,-0.0984378433686881,1.795137293427614,0.9630943510642701,0.9316866332628717,0.7438391981434327,0.22848688144122664
M4_XGB,4.469914633243683,3.2838114399358536,0.5019455252918288,-0.07662487040839605,2.3001081576770726,0.9888765568637832,0.08210631380305496,3.5879965481027503,0.00016661435038345385
Naive_DirPersist,,,0.5097276264591439,,,,,,
