date,rs:P001,rs:P002,rs:P003,rs:P004,rs:P005,rs:P006,rs:P007,rs:P008,rs:P009,rs:P010,rs:P011,sh:P001,sh:P002,sh:P003,sh:P004,sh:P005,sh:P006,sh:P007,sh:P008,sh:P009,sh:P010,sh:P011,sh:hormuz,sh:suez,sh:malacca,sh:mandeb,sh:panama,sh:cape
2022-09-23,0.03458735,0.041565277,0.04095492,0.037623137,0.03703348,0.037173398,0.04137529,0.040376514,0.037263148,0.041423768,0.038008362,0.03357952,0.032953616,0.033085234,0.033272043,0.033156015,0.033691373,0.03356635,0.03368582,0.033111453,0.03472037,0.03390643,0.03412084,0.0334999,0.034464657,0.034265656,0.03396905,0.033567045
2022-09-30,0.03524531,0.03997559,0.039529305,0.038410902,0.037176967,0.03688157,0.040015507,0.03837764,0.037086938,0.0396699,0.03862152,0.033860933,0.033515662,0.033628855,0.03368859,0.033858884,0.03381709,0.034008007,0.03425381,0.03348531,0.034777835,0.034457482,0.034354694,0.03398135,0.034353763,0.034579787,0.034231555,0.03415523
2022-10-07,0.035025068,0.038484853,0.03834094,0.037664186,0.036597654,0.035770923,0.03841192,0.037591748,0.03628152,0.037861425,0.038325462,0.035333913,0.034851093,0.0346923,0.035000894,0.034909658,0.035483107,0.034772977,0.035174567,0.03491956,0.03550318,0.034944613,0.034250982,0.033586077,0.034575947,0.034035742,0.033660363,0.03394935
2022-10-14,0.034296744,0.040219538,0.04020735,0.03928278,0.036864463,0.035757296,0.040264733,0.038299758,0.036396056,0.040082745,0.038569264,0.033716585,0.03306557,0.033385806,0.03302579,0.033736583,0.033797625,0.0343452,0.03357629,0.033318877,0.03451813,0.034521256,0.03447445,0.03476814,0.034515798,0.034849957,0.03493791,0.0352053
2022-10-21,0.036301438,0.03672247,0.040872186,0.037261732,0.034731023,0.038336266,0.03850811,0.04385113,0.035224203,0.037341237,0.035339154,0.034200743,0.033428565,0.033861514,0.034138612,0.034199927,0.034234162,0.034690503,0.034312338,0.033738043,0.034676656,0.035263065,0.03538165,0.034478135,0.034611456,0.03492018,0.034454167,0.034921322
2022-10-28,0.036536686,0.034941547,0.03857112,0.035661764,0.034921184,0.036823664,0.035992093,0.040678076,0.034824334,0.035963155,0.0345399,0.03519962,0.034644093,0.035206754,0.03422411,0.035295613,0.035194695,0.03565823,0.035378292,0.035115626,0.036138147,0.036143254,0.03554021,0.03512729,0.034481782,0.03595686,0.035412714,0.03582919
2022-11-04,0.035679046,0.037671216,0.042307485,0.037700333,0.034197886,0.03871389,0.038536385,0.044322915,0.035314865,0.03910425,0.03627094,0.034322675,0.03374826,0.033793956,0.034577064,0.03412764,0.03446018,0.03443819,0.03477458,0.033718187,0.035522785,0.034496732,0.034201358,0.033236317,0.033821434,0.033986375,0.033377565,0.03357752
2022-11-11,0.03544868,0.033872597,0.037350886,0.034956813,0.034785636,0.03477356,0.034273855,0.03820553,0.033825576,0.035435397,0.032507796,0.03593463,0.035287976,0.03583288,0.03425529,0.03603704,0.035923366,0.03561307,0.035519354,0.035961784,0.036663562,0.036841437,0.036573477,0.0366585,0.035728507,0.03657172,0.03704662,0.03811447
2022-11-18,0.03733581,0.03781277,0.041728463,0.037775807,0.03567526,0.037942216,0.0362843,0.043091938,0.035607107,0.038958423,0.03598956,0.0331861,0.032481886,0.033098612,0.033070203,0.033317596,0.033040382,0.035384998,0.034064263,0.032755576,0.03499407,0.03489489,0.03598034,0.03496365,0.034654077,0.03591443,0.034969974,0.035027295
2022-11-25,0.036232132,0.037077677,0.04011018,0.03746129,0.03534703,0.03725714,0.035826053,0.04133313,0.035661876,0.037732173,0.03412789,0.03386531,0.033165038,0.03373627,0.03319866,0.034130834,0.03388576,0.03534304,0.034154043,0.033489004,0.03539309,0.035376653,0.036213793,0.03589739,0.035443693,0.03627873,0.036021773,0.03624037
2022-12-02,0.03468657,0.03572179,0.03804868,0.03477632,0.03425785,0.03680222,0.033488665,0.038206887,0.034089793,0.036721736,0.03353092,0.03615991,0.035449855,0.03584456,0.036163785,0.035844587,0.036099482,0.036101922,0.03639669,0.035670504,0.036892045,0.036371075,0.035960916,0.035185724,0.03527528,0.03562376,0.035175685,0.03545275
2022-12-09,0.036169223,0.03842193,0.040102176,0.04012181,0.03543149,0.038719386,0.036611166,0.04340911,0.035973225,0.038832396,0.035275295,0.033318773,0.032297462,0.032800075,0.03296824,0.033222906,0.033335187,0.033973433,0.033436365,0.03249778,0.03510525,0.03440582,0.03606826,0.035182312,0.035457175,0.036016867,0.03543267,0.03541423
2022-12-16,0.03514008,0.03604469,0.038359202,0.037140913,0.034580566,0.037264958,0.03443263,0.040174503,0.03496902,0.036511306,0.033539653,0.035552435,0.03461937,0.03535431,0.03476593,0.03546904,0.035676744,0.03573913,0.035520177,0.035203245,0.03626484,0.035910033,0.035576224,0.035035476,0.03490022,0.035335265,0.03509928,0.03582081
2022-12-23,0.03650681,0.037068587,0.03939794,0.036772307,0.03552978,0.038977537,0.035178244,0.042038232,0.03619154,0.03764385,0.035153534,0.03531217,0.034347735,0.034553725,0.03538899,0.035032976,0.03525511,0.03490839,0.03543336,0.03455231,0.03662187,0.035515103,0.034664206,0.033345506,0.033874016,0.034182798,0.033131592,0.033421792
