emb_row,site_id,site_name,site_type,month,year,obs_month_start,mean_cloud,n_scenes,patch_px,filename,sensor,emb_model,emb_dim,emb_ok
161,P002,Fujairah,terminal,2025_07,2025,2025-07-01,31.89720422222222,9,320,S2_P002_Fujairah_2025_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
162,P002,Fujairah,terminal,2025_08,2025,2025-08-01,31.628328,5,320,S2_P002_Fujairah_2025_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
163,P002,Fujairah,terminal,2025_09,2025,2025-09-01,23.3169854,5,320,S2_P002_Fujairah_2025_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
164,P002,Fujairah,terminal,2025_10,2025,2025-10-01,2.89778725,8,320,S2_P002_Fujairah_2025_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
165,P002,Fujairah,terminal,2025_11,2025,2025-11-01,0.6188465714285715,7,320,S2_P002_Fujairah_2025_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
166,P002,Fujairah,terminal,2025_12,2025,2025-12-01,0.8936208333333333,6,320,S2_P002_Fujairah_2025_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
167,P002,Fujairah,terminal,2026_01,2026,2026-01-01,20.559737428571427,7,320,S2_P002_Fujairah_2026_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
168,P002,Fujairah,terminal,2026_02,2026,2026-02-01,9.073269714285717,7,320,S2_P002_Fujairah_2026_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
169,P002,Fujairah,terminal,2026_03,2026,2026-03-01,23.031488999999997,4,320,S2_P002_Fujairah_2026_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
170,P002,Fujairah,terminal,2026_04,2026,2026-04-01,19.1026106,5,320,S2_P002_Fujairah_2026_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
171,P002,Fujairah,terminal,2026_05,2026,2026-05-01,21.8206355,8,320,S2_P002_Fujairah_2026_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
172,P002,Fujairah,terminal,2026_06,2026,2026-06-01,23.96388083333333,6,320,S2_P002_Fujairah_2026_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
173,P003,RasTanura,terminal,2019_01,2019,2019-01-01,30.810437249999996,8,256,S2_P003_RasTanura_2019_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
174,P003,RasTanura,terminal,2019_02,2019,2019-02-01,28.3419465,10,256,S2_P003_RasTanura_2019_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
175,P003,RasTanura,terminal,2019_03,2019,2019-03-01,18.956537,9,256,S2_P003_RasTanura_2019_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
176,P003,RasTanura,terminal,2019_04,2019,2019-04-01,18.834230333333338,9,256,S2_P003_RasTanura_2019_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
177,P003,RasTanura,terminal,2019_05,2019,2019-05-01,17.7538162,5,256,S2_P003_RasTanura_2019_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
178,P003,RasTanura,terminal,2019_06,2019,2019-06-01,7.5192906666666675,9,256,S2_P003_RasTanura_2019_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
179,P003,RasTanura,terminal,2019_07,2019,2019-07-01,22.61156366666667,12,256,S2_P003_RasTanura_2019_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
180,P003,RasTanura,terminal,2019_08,2019,2019-08-01,15.817683416666668,12,256,S2_P003_RasTanura_2019_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
181,P003,RasTanura,terminal,2019_09,2019,2019-09-01,6.563775,12,256,S2_P003_RasTanura_2019_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
182,P003,RasTanura,terminal,2019_10,2019,2019-10-01,4.827270400000001,10,256,S2_P003_RasTanura_2019_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
183,P003,RasTanura,terminal,2019_11,2019,2019-11-01,21.196187,11,256,S2_P003_RasTanura_2019_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
184,P003,RasTanura,terminal,2019_12,2019,2019-12-01,12.31639533333333,12,256,S2_P003_RasTanura_2019_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
185,P003,RasTanura,terminal,2020_01,2020,2020-01-01,10.1278675,10,256,S2_P003_RasTanura_2020_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
186,P003,RasTanura,terminal,2020_02,2020,2020-02-01,16.2906752,10,256,S2_P003_RasTanura_2020_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
187,P003,RasTanura,terminal,2020_03,2020,2020-03-01,13.5496126,10,256,S2_P003_RasTanura_2020_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
188,P003,RasTanura,terminal,2020_04,2020,2020-04-01,18.065528555555556,9,256,S2_P003_RasTanura_2020_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
189,P003,RasTanura,terminal,2020_05,2020,2020-05-01,17.522891125,8,256,S2_P003_RasTanura_2020_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
190,P003,RasTanura,terminal,2020_06,2020,2020-06-01,7.4127409,10,256,S2_P003_RasTanura_2020_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
191,P003,RasTanura,terminal,2020_07,2020,2020-07-01,19.744947375,8,256,S2_P003_RasTanura_2020_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
192,P003,RasTanura,terminal,2020_08,2020,2020-08-01,19.47324372727273,11,256,S2_P003_RasTanura_2020_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
193,P003,RasTanura,terminal,2020_09,2020,2020-09-01,4.171084166666668,12,256,S2_P003_RasTanura_2020_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
194,P003,RasTanura,terminal,2020_10,2020,2020-10-01,0.7548522307692308,13,256,S2_P003_RasTanura_2020_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
195,P003,RasTanura,terminal,2020_11,2020,2020-11-01,4.0558109,10,256,S2_P003_RasTanura_2020_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
196,P003,RasTanura,terminal,2020_12,2020,2020-12-01,15.2844041,10,256,S2_P003_RasTanura_2020_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
197,P003,RasTanura,terminal,2021_01,2021,2021-01-01,10.5358656,10,256,S2_P003_RasTanura_2021_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
198,P003,RasTanura,terminal,2021_02,2021,2021-02-01,9.64762472727273,11,256,S2_P003_RasTanura_2021_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
199,P003,RasTanura,terminal,2021_03,2021,2021-03-01,15.358993250000005,12,256,S2_P003_RasTanura_2021_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
200,P003,RasTanura,terminal,2021_04,2021,2021-04-01,14.744229545454544,11,256,S2_P003_RasTanura_2021_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
201,P003,RasTanura,terminal,2021_05,2021,2021-05-01,13.010294857142858,7,256,S2_P003_RasTanura_2021_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
202,P003,RasTanura,terminal,2021_06,2021,2021-06-01,13.4814193,10,256,S2_P003_RasTanura_2021_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
203,P003,RasTanura,terminal,2021_07,2021,2021-07-01,22.991469624999997,8,256,S2_P003_RasTanura_2021_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
204,P003,RasTanura,terminal,2021_08,2021,2021-08-01,8.113824583333335,12,256,S2_P003_RasTanura_2021_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
205,P003,RasTanura,terminal,2021_09,2021,2021-09-01,3.1650640833333323,12,256,S2_P003_RasTanura_2021_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
206,P003,RasTanura,terminal,2021_10,2021,2021-10-01,6.553513230769231,13,256,S2_P003_RasTanura_2021_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
207,P003,RasTanura,terminal,2021_11,2021,2021-11-01,11.579523,12,256,S2_P003_RasTanura_2021_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
208,P003,RasTanura,terminal,2021_12,2021,2021-12-01,11.091347428571428,7,256,S2_P003_RasTanura_2021_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
209,P003,RasTanura,terminal,2022_01,2022,2022-01-01,21.39407888888889,9,256,S2_P003_RasTanura_2022_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
210,P003,RasTanura,terminal,2022_02,2022,2022-02-01,3.8689429230769226,13,256,S2_P003_RasTanura_2022_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
211,P003,RasTanura,terminal,2022_03,2022,2022-03-01,2.9980257999999997,10,256,S2_P003_RasTanura_2022_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
212,P003,RasTanura,terminal,2022_04,2022,2022-04-01,16.865159124999998,8,256,S2_P003_RasTanura_2022_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
213,P003,RasTanura,terminal,2022_05,2022,2022-05-01,9.204350700000004,10,256,S2_P003_RasTanura_2022_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
214,P003,RasTanura,terminal,2022_06,2022,2022-06-01,10.820375750000002,12,256,S2_P003_RasTanura_2022_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
215,P003,RasTanura,terminal,2022_07,2022,2022-07-01,22.370069333333333,9,256,S2_P003_RasTanura_2022_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
216,P003,RasTanura,terminal,2022_08,2022,2022-08-01,7.702571545454544,11,256,S2_P003_RasTanura_2022_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
217,P003,RasTanura,terminal,2022_09,2022,2022-09-01,0.1808691666666666,12,256,S2_P003_RasTanura_2022_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
218,P003,RasTanura,terminal,2022_10,2022,2022-10-01,3.2145597692307692,13,256,S2_P003_RasTanura_2022_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
219,P003,RasTanura,terminal,2022_11,2022,2022-11-01,15.9003232,10,256,S2_P003_RasTanura_2022_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
220,P003,RasTanura,terminal,2022_12,2022,2022-12-01,25.5889556,10,256,S2_P003_RasTanura_2022_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
221,P003,RasTanura,terminal,2023_01,2023,2023-01-01,11.17657525,4,256,S2_P003_RasTanura_2023_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
222,P003,RasTanura,terminal,2023_02,2023,2023-02-01,14.844421,9,256,S2_P003_RasTanura_2023_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
223,P003,RasTanura,terminal,2023_03,2023,2023-03-01,10.6411647,10,256,S2_P003_RasTanura_2023_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
224,P003,RasTanura,terminal,2023_04,2023,2023-04-01,10.29338742857143,7,256,S2_P003_RasTanura_2023_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
225,P003,RasTanura,terminal,2023_05,2023,2023-05-01,21.41600190909091,11,256,S2_P003_RasTanura_2023_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
226,P003,RasTanura,terminal,2023_06,2023,2023-06-01,21.116878583333335,12,256,S2_P003_RasTanura_2023_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
227,P003,RasTanura,terminal,2023_07,2023,2023-07-01,21.386445499999997,12,256,S2_P003_RasTanura_2023_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
228,P003,RasTanura,terminal,2023_08,2023,2023-08-01,11.28975566666667,12,256,S2_P003_RasTanura_2023_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
229,P003,RasTanura,terminal,2023_09,2023,2023-09-01,2.522673583333334,12,256,S2_P003_RasTanura_2023_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
230,P003,RasTanura,terminal,2023_10,2023,2023-10-01,4.250910166666666,12,256,S2_P003_RasTanura_2023_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
231,P003,RasTanura,terminal,2023_11,2023,2023-11-01,10.047436375,8,256,S2_P003_RasTanura_2023_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
232,P003,RasTanura,terminal,2023_12,2023,2023-12-01,22.98109672727273,11,256,S2_P003_RasTanura_2023_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
233,P003,RasTanura,terminal,2024_01,2024,2024-01-01,18.787974833333333,12,256,S2_P003_RasTanura_2024_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
234,P003,RasTanura,terminal,2024_02,2024,2024-02-01,6.1280185000000005,10,256,S2_P003_RasTanura_2024_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
235,P003,RasTanura,terminal,2024_03,2024,2024-03-01,19.328720333333333,6,256,S2_P003_RasTanura_2024_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
236,P003,RasTanura,terminal,2024_04,2024,2024-04-01,24.072810125,8,256,S2_P003_RasTanura_2024_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
237,P003,RasTanura,terminal,2024_05,2024,2024-05-01,11.695030636363638,11,256,S2_P003_RasTanura_2024_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
238,P003,RasTanura,terminal,2024_06,2024,2024-06-01,17.041964916666668,12,256,S2_P003_RasTanura_2024_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
239,P003,RasTanura,terminal,2024_07,2024,2024-07-01,21.631352,11,256,S2_P003_RasTanura_2024_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
240,P003,RasTanura,terminal,2024_08,2024,2024-08-01,9.632540818181816,11,256,S2_P003_RasTanura_2024_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
241,P003,RasTanura,terminal,2024_09,2024,2024-09-01,0.206365,12,256,S2_P003_RasTanura_2024_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
242,P003,RasTanura,terminal,2024_10,2024,2024-10-01,5.0418385,10,256,S2_P003_RasTanura_2024_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
243,P003,RasTanura,terminal,2024_11,2024,2024-11-01,6.9073294999999995,12,256,S2_P003_RasTanura_2024_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
244,P003,RasTanura,terminal,2024_12,2024,2024-12-01,15.304128090909092,11,256,S2_P003_RasTanura_2024_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
245,P003,RasTanura,terminal,2025_01,2025,2025-01-01,10.308974545454545,11,256,S2_P003_RasTanura_2025_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
246,P003,RasTanura,terminal,2025_02,2025,2025-02-01,29.659111000000003,7,256,S2_P003_RasTanura_2025_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
247,P003,RasTanura,terminal,2025_03,2025,2025-03-01,3.5640262,10,256,S2_P003_RasTanura_2025_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
248,P003,RasTanura,terminal,2025_04,2025,2025-04-01,6.760707666666668,12,256,S2_P003_RasTanura_2025_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
249,P003,RasTanura,terminal,2025_05,2025,2025-05-01,16.523771357142856,14,256,S2_P003_RasTanura_2025_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
250,P003,RasTanura,terminal,2025_06,2025,2025-06-01,12.102081428571427,14,256,S2_P003_RasTanura_2025_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
251,P003,RasTanura,terminal,2025_07,2025,2025-07-01,11.866549214285715,14,256,S2_P003_RasTanura_2025_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
252,P003,RasTanura,terminal,2025_08,2025,2025-08-01,16.29423175,16,256,S2_P003_RasTanura_2025_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
253,P003,RasTanura,terminal,2025_09,2025,2025-09-01,1.9764686428571427,14,256,S2_P003_RasTanura_2025_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
254,P003,RasTanura,terminal,2025_10,2025,2025-10-01,0.3743900625,16,256,S2_P003_RasTanura_2025_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
255,P003,RasTanura,terminal,2025_11,2025,2025-11-01,8.726830166666666,12,256,S2_P003_RasTanura_2025_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
256,P003,RasTanura,terminal,2025_12,2025,2025-12-01,19.493373,12,256,S2_P003_RasTanura_2025_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
257,P003,RasTanura,terminal,2026_01,2026,2026-01-01,11.879228076923075,13,256,S2_P003_RasTanura_2026_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
258,P003,RasTanura,terminal,2026_02,2026,2026-02-01,4.792447999999999,12,256,S2_P003_RasTanura_2026_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
259,P003,RasTanura,terminal,2026_03,2026,2026-03-01,17.308383000000006,9,256,S2_P003_RasTanura_2026_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
260,P003,RasTanura,terminal,2026_04,2026,2026-04-01,16.0681764,5,256,S2_P003_RasTanura_2026_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
261,P003,RasTanura,terminal,2026_05,2026,2026-05-01,14.16459333333333,15,256,S2_P003_RasTanura_2026_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
262,P003,RasTanura,terminal,2026_06,2026,2026-06-01,9.620063636363636,11,256,S2_P003_RasTanura_2026_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
263,P004,Jurong,refinery,2019_01,2019,2019-01-01,25.920509,3,512,S2_P004_Jurong_2019_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
264,P004,Jurong,refinery,2019_02,2019,2019-02-01,39.8851916,5,512,S2_P004_Jurong_2019_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
265,P004,Jurong,refinery,2019_03,2019,2019-03-01,27.2127684,5,512,S2_P004_Jurong_2019_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
266,P004,Jurong,refinery,2019_04,2019,2019-04-01,26.642179,2,512,S2_P004_Jurong_2019_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
267,P004,Jurong,refinery,2019_05,2019,2019-05-01,27.862869666666665,3,512,S2_P004_Jurong_2019_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
268,P004,Jurong,refinery,2019_06,2019,2019-06-01,32.733331,4,512,S2_P004_Jurong_2019_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
269,P004,Jurong,refinery,2019_07,2019,2019-07-01,35.22327225,4,512,S2_P004_Jurong_2019_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
270,P004,Jurong,refinery,2019_08,2019,2019-08-01,28.457246999999995,3,512,S2_P004_Jurong_2019_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
271,P004,Jurong,refinery,2019_09,2019,2019-09-01,38.2542505,2,512,S2_P004_Jurong_2019_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
272,P004,Jurong,refinery,2019_10,2019,2019-10-01,36.137608,2,512,S2_P004_Jurong_2019_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
273,P004,Jurong,refinery,2019_11,2019,2019-11-01,33.34104275,4,512,S2_P004_Jurong_2019_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
274,P004,Jurong,refinery,2019_12,2019,2019-12-01,23.728875,2,512,S2_P004_Jurong_2019_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
275,P004,Jurong,refinery,2020_01,2020,2020-01-01,22.425459666666665,3,512,S2_P004_Jurong_2020_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
276,P004,Jurong,refinery,2020_02,2020,2020-02-01,24.95912875,4,512,S2_P004_Jurong_2020_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
277,P004,Jurong,refinery,2020_03,2020,2020-03-01,45.96418833333334,6,512,S2_P004_Jurong_2020_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
278,P004,Jurong,refinery,2020_04,2020,2020-04-01,24.1581965,4,512,S2_P004_Jurong_2020_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
279,P004,Jurong,refinery,2020_05,2020,2020-05-01,27.1733685,4,512,S2_P004_Jurong_2020_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
280,P004,Jurong,refinery,2020_06,2020,2020-06-01,43.768363,2,512,S2_P004_Jurong_2020_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
281,P004,Jurong,refinery,2020_07,2020,2020-07-01,49.236147,1,512,S2_P004_Jurong_2020_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
282,P004,Jurong,refinery,2020_08,2020,2020-08-01,47.122419,1,512,S2_P004_Jurong_2020_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
283,P004,Jurong,refinery,2020_09,2020,2020-09-01,43.778097333333335,3,512,S2_P004_Jurong_2020_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
284,P004,Jurong,refinery,2020_10,2020,2020-10-01,40.58378,2,512,S2_P004_Jurong_2020_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
285,P004,Jurong,refinery,2020_11,2020,2020-11-01,33.87228,1,512,S2_P004_Jurong_2020_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
286,P004,Jurong,refinery,2020_12,2020,2020-12-01,37.5421655,2,512,S2_P004_Jurong_2020_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
287,P004,Jurong,refinery,2021_01,2021,2021-01-01,55.214234,3,512,S2_P004_Jurong_2021_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
288,P004,Jurong,refinery,2021_02,2021,2021-02-01,55.302878,1,512,S2_P004_Jurong_2021_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
289,P004,Jurong,refinery,2021_03,2021,2021-03-01,47.29594666666666,6,512,S2_P004_Jurong_2021_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
290,P004,Jurong,refinery,2021_04,2021,2021-04-01,23.47628575,4,512,S2_P004_Jurong_2021_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
291,P004,Jurong,refinery,2021_05,2021,2021-05-01,22.76680433333333,3,512,S2_P004_Jurong_2021_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
292,P004,Jurong,refinery,2021_06,2021,2021-06-01,38.5935605,2,512,S2_P004_Jurong_2021_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
293,P004,Jurong,refinery,2021_07,2021,2021-07-01,25.472198,1,512,S2_P004_Jurong_2021_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
294,P004,Jurong,refinery,2021_08,2021,2021-08-01,41.23412175,4,512,S2_P004_Jurong_2021_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
295,P004,Jurong,refinery,2021_09,2021,2021-09-01,35.424973666666666,3,512,S2_P004_Jurong_2021_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
296,P004,Jurong,refinery,2021_10,2021,2021-10-01,14.854043,1,512,S2_P004_Jurong_2021_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
297,P004,Jurong,refinery,2021_11,2021,2021-11-01,33.83792533333334,3,512,S2_P004_Jurong_2021_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
298,P004,Jurong,refinery,2021_12,2021,2021-12-01,19.376225,2,512,S2_P004_Jurong_2021_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
299,P004,Jurong,refinery,2022_01,2022,2022-01-01,34.60448925,4,512,S2_P004_Jurong_2022_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
300,P004,Jurong,refinery,2022_03,2022,2022-03-01,41.330541499999995,2,512,S2_P004_Jurong_2022_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
301,P004,Jurong,refinery,2022_04,2022,2022-04-01,41.030163,1,512,S2_P004_Jurong_2022_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
302,P004,Jurong,refinery,2022_05,2022,2022-05-01,28.917697249999996,4,512,S2_P004_Jurong_2022_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
303,P004,Jurong,refinery,2022_06,2022,2022-06-01,39.24275933333333,3,512,S2_P004_Jurong_2022_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
304,P004,Jurong,refinery,2022_07,2022,2022-07-01,38.760856,3,512,S2_P004_Jurong_2022_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
305,P004,Jurong,refinery,2022_08,2022,2022-08-01,32.396835,1,512,S2_P004_Jurong_2022_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
306,P004,Jurong,refinery,2022_11,2022,2022-11-01,40.2308445,2,512,S2_P004_Jurong_2022_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
307,P004,Jurong,refinery,2022_12,2022,2022-12-01,44.3708625,2,512,S2_P004_Jurong_2022_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
308,P004,Jurong,refinery,2023_02,2023,2023-02-01,32.698002,1,512,S2_P004_Jurong_2023_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
309,P004,Jurong,refinery,2023_03,2023,2023-03-01,34.935402,3,512,S2_P004_Jurong_2023_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
310,P004,Jurong,refinery,2023_04,2023,2023-04-01,51.0371045,2,512,S2_P004_Jurong_2023_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
311,P004,Jurong,refinery,2023_05,2023,2023-05-01,46.820971500000006,6,512,S2_P004_Jurong_2023_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
312,P004,Jurong,refinery,2023_06,2023,2023-06-01,42.1107855,2,512,S2_P004_Jurong_2023_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
313,P004,Jurong,refinery,2023_07,2023,2023-07-01,21.682675,1,512,S2_P004_Jurong_2023_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
314,P004,Jurong,refinery,2023_08,2023,2023-08-01,37.275234,1,512,S2_P004_Jurong_2023_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
315,P004,Jurong,refinery,2023_09,2023,2023-09-01,26.9613415,2,512,S2_P004_Jurong_2023_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
316,P004,Jurong,refinery,2023_10,2023,2023-10-01,29.6644415,4,512,S2_P004_Jurong_2023_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
317,P004,Jurong,refinery,2023_11,2023,2023-11-01,48.95195699999999,3,512,S2_P004_Jurong_2023_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
318,P004,Jurong,refinery,2023_12,2023,2023-12-01,45.462948,1,512,S2_P004_Jurong_2023_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
319,P004,Jurong,refinery,2024_01,2024,2024-01-01,56.660712,1,512,S2_P004_Jurong_2024_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
320,P004,Jurong,refinery,2024_02,2024,2024-02-01,28.1782445,2,512,S2_P004_Jurong_2024_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
321,P004,Jurong,refinery,2024_03,2024,2024-03-01,42.1817225,2,512,S2_P004_Jurong_2024_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
322,P004,Jurong,refinery,2024_04,2024,2024-04-01,41.4098515,4,512,S2_P004_Jurong_2024_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
323,P004,Jurong,refinery,2024_05,2024,2024-05-01,33.2134715,4,512,S2_P004_Jurong_2024_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
324,P004,Jurong,refinery,2024_06,2024,2024-06-01,35.31205933333333,3,512,S2_P004_Jurong_2024_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
325,P004,Jurong,refinery,2024_07,2024,2024-07-01,34.299717333333334,3,512,S2_P004_Jurong_2024_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
