emb_row,site_id,site_name,site_type,month,year,obs_month_start,mean_cloud,n_scenes,patch_px,filename,sensor,emb_model,emb_dim,emb_ok
326,P004,Jurong,refinery,2024_08,2024,2024-08-01,41.504066,3,512,S2_P004_Jurong_2024_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
327,P004,Jurong,refinery,2024_09,2024,2024-09-01,39.066696,1,512,S2_P004_Jurong_2024_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
328,P004,Jurong,refinery,2024_10,2024,2024-10-01,54.160208,1,512,S2_P004_Jurong_2024_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
329,P004,Jurong,refinery,2024_11,2024,2024-11-01,45.2464375,2,512,S2_P004_Jurong_2024_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
330,P004,Jurong,refinery,2025_01,2025,2025-01-01,36.784801,1,512,S2_P004_Jurong_2025_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
331,P004,Jurong,refinery,2025_02,2025,2025-02-01,52.720483,2,512,S2_P004_Jurong_2025_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
332,P004,Jurong,refinery,2025_03,2025,2025-03-01,36.317179,1,512,S2_P004_Jurong_2025_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
333,P004,Jurong,refinery,2025_04,2025,2025-04-01,50.27123675,4,512,S2_P004_Jurong_2025_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
334,P004,Jurong,refinery,2025_05,2025,2025-05-01,36.8495475,2,512,S2_P004_Jurong_2025_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
335,P004,Jurong,refinery,2025_06,2025,2025-06-01,32.994028666666665,3,512,S2_P004_Jurong_2025_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
336,P004,Jurong,refinery,2025_07,2025,2025-07-01,33.762236599999994,5,512,S2_P004_Jurong_2025_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
337,P004,Jurong,refinery,2025_08,2025,2025-08-01,34.58279116666667,6,512,S2_P004_Jurong_2025_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
338,P004,Jurong,refinery,2025_09,2025,2025-09-01,22.8949965,2,512,S2_P004_Jurong_2025_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
339,P004,Jurong,refinery,2025_10,2025,2025-10-01,40.76471625,4,512,S2_P004_Jurong_2025_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
340,P004,Jurong,refinery,2025_12,2025,2025-12-01,25.7731755,2,512,S2_P004_Jurong_2025_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
341,P004,Jurong,refinery,2026_01,2026,2026-01-01,57.365656,1,512,S2_P004_Jurong_2026_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
342,P004,Jurong,refinery,2026_02,2026,2026-02-01,27.3099105,2,512,S2_P004_Jurong_2026_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
343,P004,Jurong,refinery,2026_03,2026,2026-03-01,10.7909245,2,512,S2_P004_Jurong_2026_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
344,P004,Jurong,refinery,2026_04,2026,2026-04-01,41.251862,3,512,S2_P004_Jurong_2026_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
345,P004,Jurong,refinery,2026_05,2026,2026-05-01,38.230224,2,512,S2_P004_Jurong_2026_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
346,P004,Jurong,refinery,2026_06,2026,2026-06-01,35.198147,2,512,S2_P004_Jurong_2026_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
347,P005,Houston,port,2019_01,2019,2019-01-01,11.7507825,14,640,S2_P005_Houston_2019_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
348,P005,Houston,port,2019_02,2019,2019-02-01,0.2577985,2,640,S2_P005_Houston_2019_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
349,P005,Houston,port,2019_03,2019,2019-03-01,18.2255105,2,640,S2_P005_Houston_2019_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
350,P005,Houston,port,2019_04,2019,2019-04-01,13.884022181818182,11,640,S2_P005_Houston_2019_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
351,P005,Houston,port,2019_05,2019,2019-05-01,34.902150846153845,13,640,S2_P005_Houston_2019_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
352,P005,Houston,port,2019_06,2019,2019-06-01,24.205755533333335,15,640,S2_P005_Houston_2019_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
353,P005,Houston,port,2019_07,2019,2019-07-01,29.937679374999995,16,640,S2_P005_Houston_2019_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
354,P005,Houston,port,2019_08,2019,2019-08-01,39.715435052631584,19,640,S2_P005_Houston_2019_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
355,P005,Houston,port,2019_09,2019,2019-09-01,26.28641415,20,640,S2_P005_Houston_2019_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
356,P005,Houston,port,2019_10,2019,2019-10-01,34.401643,15,640,S2_P005_Houston_2019_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
357,P005,Houston,port,2019_11,2019,2019-11-01,10.556017,11,640,S2_P005_Houston_2019_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
358,P005,Houston,port,2019_12,2019,2019-12-01,22.435310733333328,15,640,S2_P005_Houston_2019_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
359,P005,Houston,port,2020_01,2020,2020-01-01,1.7391992500000002,8,640,S2_P005_Houston_2020_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
360,P005,Houston,port,2020_02,2020,2020-02-01,7.9920066363636355,11,640,S2_P005_Houston_2020_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
361,P005,Houston,port,2020_03,2020,2020-03-01,37.519775833333334,6,640,S2_P005_Houston_2020_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
362,P005,Houston,port,2020_04,2020,2020-04-01,6.61982509090909,11,640,S2_P005_Houston_2020_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
363,P005,Houston,port,2020_05,2020,2020-05-01,17.7629709375,16,640,S2_P005_Houston_2020_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
364,P005,Houston,port,2020_06,2020,2020-06-01,20.611434812499997,16,640,S2_P005_Houston_2020_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
365,P005,Houston,port,2020_07,2020,2020-07-01,36.382164583333335,12,640,S2_P005_Houston_2020_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
366,P005,Houston,port,2020_08,2020,2020-08-01,21.19915890909091,22,640,S2_P005_Houston_2020_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
367,P005,Houston,port,2020_09,2020,2020-09-01,30.931140600000003,10,640,S2_P005_Houston_2020_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
368,P005,Houston,port,2020_10,2020,2020-10-01,19.48054013333334,15,640,S2_P005_Houston_2020_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
369,P005,Houston,port,2020_11,2020,2020-11-01,12.636308666666668,15,640,S2_P005_Houston_2020_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
370,P005,Houston,port,2020_12,2020,2020-12-01,4.270469384615385,13,640,S2_P005_Houston_2020_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
371,P005,Houston,port,2021_01,2021,2021-01-01,17.1780125,14,640,S2_P005_Houston_2021_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
372,P005,Houston,port,2021_02,2021,2021-02-01,2.93731075,8,640,S2_P005_Houston_2021_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
373,P005,Houston,port,2021_03,2021,2021-03-01,12.4537623,10,640,S2_P005_Houston_2021_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
374,P005,Houston,port,2021_04,2021,2021-04-01,6.646222874999999,8,640,S2_P005_Houston_2021_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
375,P005,Houston,port,2021_05,2021,2021-05-01,34.1650624,5,640,S2_P005_Houston_2021_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
376,P005,Houston,port,2021_06,2021,2021-06-01,38.42845044444445,18,640,S2_P005_Houston_2021_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
377,P005,Houston,port,2021_07,2021,2021-07-01,39.92057578571429,14,640,S2_P005_Houston_2021_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
378,P005,Houston,port,2021_08,2021,2021-08-01,33.492869947368426,19,640,S2_P005_Houston_2021_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
379,P005,Houston,port,2021_09,2021,2021-09-01,18.274813133333332,15,640,S2_P005_Houston_2021_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
380,P005,Houston,port,2021_10,2021,2021-10-01,14.940008705882352,17,640,S2_P005_Houston_2021_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
381,P005,Houston,port,2021_11,2021,2021-11-01,14.045355,16,640,S2_P005_Houston_2021_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
382,P005,Houston,port,2021_12,2021,2021-12-01,24.03071625,8,640,S2_P005_Houston_2021_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
383,P005,Houston,port,2022_01,2022,2022-01-01,18.229853714285714,14,640,S2_P005_Houston_2022_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
384,P005,Houston,port,2022_02,2022,2022-02-01,22.359238444444443,9,640,S2_P005_Houston_2022_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
385,P005,Houston,port,2022_03,2022,2022-03-01,23.46296382352941,17,640,S2_P005_Houston_2022_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
386,P005,Houston,port,2022_04,2022,2022-04-01,22.588863399999997,15,640,S2_P005_Houston_2022_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
387,P005,Houston,port,2022_05,2022,2022-05-01,26.370181100000003,20,640,S2_P005_Houston_2022_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
388,P005,Houston,port,2022_06,2022,2022-06-01,30.979478466666663,15,640,S2_P005_Houston_2022_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
389,P005,Houston,port,2022_07,2022,2022-07-01,28.8813557,20,640,S2_P005_Houston_2022_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
390,P005,Houston,port,2022_08,2022,2022-08-01,38.90196100000001,11,640,S2_P005_Houston_2022_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
391,P005,Houston,port,2022_09,2022,2022-09-01,15.272976421052634,19,640,S2_P005_Houston_2022_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
392,P005,Houston,port,2022_10,2022,2022-10-01,9.470630294117647,17,640,S2_P005_Houston_2022_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
393,P005,Houston,port,2022_11,2022,2022-11-01,30.766056125,8,640,S2_P005_Houston_2022_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
394,P005,Houston,port,2022_12,2022,2022-12-01,28.1626467,10,640,S2_P005_Houston_2022_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
395,P005,Houston,port,2023_01,2023,2023-01-01,10.771039454545456,11,640,S2_P005_Houston_2023_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
396,P005,Houston,port,2023_02,2023,2023-02-01,28.36740683333333,6,640,S2_P005_Houston_2023_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
397,P005,Houston,port,2023_03,2023,2023-03-01,26.049386714285713,7,640,S2_P005_Houston_2023_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
398,P005,Houston,port,2023_04,2023,2023-04-01,22.07364185714286,7,640,S2_P005_Houston_2023_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
399,P005,Houston,port,2023_05,2023,2023-05-01,27.859075,15,640,S2_P005_Houston_2023_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
400,P005,Houston,port,2023_06,2023,2023-06-01,28.83129247826087,23,640,S2_P005_Houston_2023_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
401,P005,Houston,port,2023_07,2023,2023-07-01,22.80875110526316,19,640,S2_P005_Houston_2023_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
402,P005,Houston,port,2023_08,2023,2023-08-01,14.72714386956522,23,640,S2_P005_Houston_2023_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
403,P005,Houston,port,2023_09,2023,2023-09-01,21.471015571428573,21,640,S2_P005_Houston_2023_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
404,P005,Houston,port,2023_10,2023,2023-10-01,23.690144571428572,14,640,S2_P005_Houston_2023_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
405,P005,Houston,port,2023_11,2023,2023-11-01,26.509940666666665,12,640,S2_P005_Houston_2023_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
406,P005,Houston,port,2023_12,2023,2023-12-01,23.04946446153846,13,640,S2_P005_Houston_2023_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
407,P005,Houston,port,2024_01,2024,2024-01-01,25.351179727272733,11,640,S2_P005_Houston_2024_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
408,P005,Houston,port,2024_02,2024,2024-02-01,20.825222125,8,640,S2_P005_Houston_2024_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
409,P005,Houston,port,2024_03,2024,2024-03-01,19.354049727272727,11,640,S2_P005_Houston_2024_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
410,P005,Houston,port,2024_04,2024,2024-04-01,20.8802033,10,640,S2_P005_Houston_2024_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
411,P005,Houston,port,2024_05,2024,2024-05-01,34.382435,9,640,S2_P005_Houston_2024_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
412,P005,Houston,port,2024_06,2024,2024-06-01,35.2280995,18,640,S2_P005_Houston_2024_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
413,P005,Houston,port,2024_07,2024,2024-07-01,30.782607428571428,14,640,S2_P005_Houston_2024_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
414,P005,Houston,port,2024_08,2024,2024-08-01,30.807943411764708,17,640,S2_P005_Houston_2024_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
415,P005,Houston,port,2024_09,2024,2024-09-01,19.501976944444444,18,640,S2_P005_Houston_2024_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
416,P005,Houston,port,2024_10,2024,2024-10-01,10.66935063636364,22,640,S2_P005_Houston_2024_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
417,P005,Houston,port,2024_11,2024,2024-11-01,8.212967454545455,11,640,S2_P005_Houston_2024_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
418,P005,Houston,port,2024_12,2024,2024-12-01,8.757911428571427,14,640,S2_P005_Houston_2024_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
419,P005,Houston,port,2025_01,2025,2025-01-01,4.1098765,4,640,S2_P005_Houston_2025_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
420,P005,Houston,port,2025_02,2025,2025-02-01,25.59869416666667,12,640,S2_P005_Houston_2025_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
421,P005,Houston,port,2025_03,2025,2025-03-01,11.081129933333331,15,640,S2_P005_Houston_2025_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
422,P005,Houston,port,2025_04,2025,2025-04-01,26.1500485,18,640,S2_P005_Houston_2025_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
423,P005,Houston,port,2025_05,2025,2025-05-01,31.645165352941177,17,640,S2_P005_Houston_2025_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
424,P005,Houston,port,2025_06,2025,2025-06-01,38.48282054545455,22,640,S2_P005_Houston_2025_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
425,P005,Houston,port,2025_07,2025,2025-07-01,33.490355650000005,20,640,S2_P005_Houston_2025_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
426,P005,Houston,port,2025_08,2025,2025-08-01,34.392358782608696,23,640,S2_P005_Houston_2025_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
427,P005,Houston,port,2025_09,2025,2025-09-01,27.037226083333337,24,640,S2_P005_Houston_2025_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
428,P005,Houston,port,2025_10,2025,2025-10-01,14.562825137931036,29,640,S2_P005_Houston_2025_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
429,P005,Houston,port,2025_11,2025,2025-11-01,24.225882045454547,22,640,S2_P005_Houston_2025_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
430,P005,Houston,port,2025_12,2025,2025-12-01,17.740728187499997,16,640,S2_P005_Houston_2025_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
431,P005,Houston,port,2026_01,2026,2026-01-01,14.78863035714286,14,640,S2_P005_Houston_2026_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
432,P005,Houston,port,2026_02,2026,2026-02-01,11.017100999999997,15,640,S2_P005_Houston_2026_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
433,P005,Houston,port,2026_03,2026,2026-03-01,19.156723052631577,19,640,S2_P005_Houston_2026_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
434,P005,Houston,port,2026_04,2026,2026-04-01,17.21513566666667,3,640,S2_P005_Houston_2026_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
435,P005,Houston,port,2026_05,2026,2026-05-01,22.888477833333333,18,640,S2_P005_Houston_2026_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
436,P005,Houston,port,2026_06,2026,2026-06-01,47.292606727272734,11,640,S2_P005_Houston_2026_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
437,P006,NingboZhoushan,port,2019_01,2019,2019-01-01,44.81185,2,640,S2_P006_NingboZhoushan_2019_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
438,P006,NingboZhoushan,port,2019_03,2019,2019-03-01,0.33615375,4,640,S2_P006_NingboZhoushan_2019_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
439,P006,NingboZhoushan,port,2019_04,2019,2019-04-01,30.3439,4,640,S2_P006_NingboZhoushan_2019_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
440,P006,NingboZhoushan,port,2019_05,2019,2019-05-01,21.329777333333332,3,640,S2_P006_NingboZhoushan_2019_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
441,P006,NingboZhoushan,port,2019_06,2019,2019-06-01,10.473199333333334,3,640,S2_P006_NingboZhoushan_2019_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
442,P006,NingboZhoushan,port,2019_07,2019,2019-07-01,23.81757875,4,640,S2_P006_NingboZhoushan_2019_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
443,P006,NingboZhoushan,port,2019_08,2019,2019-08-01,27.362464166666665,6,640,S2_P006_NingboZhoushan_2019_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
444,P006,NingboZhoushan,port,2019_09,2019,2019-09-01,22.2698125,8,640,S2_P006_NingboZhoushan_2019_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
445,P006,NingboZhoushan,port,2019_10,2019,2019-10-01,27.9248475,4,640,S2_P006_NingboZhoushan_2019_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
446,P006,NingboZhoushan,port,2019_11,2019,2019-11-01,35.351629200000005,5,640,S2_P006_NingboZhoushan_2019_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
447,P006,NingboZhoushan,port,2019_12,2019,2019-12-01,28.843086375,8,640,S2_P006_NingboZhoushan_2019_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
448,P006,NingboZhoushan,port,2020_01,2020,2020-01-01,9.876125666666669,6,640,S2_P006_NingboZhoushan_2020_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
449,P006,NingboZhoushan,port,2020_02,2020,2020-02-01,12.052215875000002,8,640,S2_P006_NingboZhoushan_2020_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
450,P006,NingboZhoushan,port,2020_03,2020,2020-03-01,12.947956,8,640,S2_P006_NingboZhoushan_2020_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
451,P006,NingboZhoushan,port,2020_04,2020,2020-04-01,26.383182714285716,7,640,S2_P006_NingboZhoushan_2020_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
452,P006,NingboZhoushan,port,2020_05,2020,2020-05-01,55.750393,2,640,S2_P006_NingboZhoushan_2020_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
453,P006,NingboZhoushan,port,2020_06,2020,2020-06-01,49.361561,1,640,S2_P006_NingboZhoushan_2020_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
454,P006,NingboZhoushan,port,2020_07,2020,2020-07-01,33.079651999999996,2,640,S2_P006_NingboZhoushan_2020_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
455,P006,NingboZhoushan,port,2020_08,2020,2020-08-01,23.448478,10,640,S2_P006_NingboZhoushan_2020_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
456,P006,NingboZhoushan,port,2020_09,2020,2020-09-01,21.8716785,4,640,S2_P006_NingboZhoushan_2020_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
457,P006,NingboZhoushan,port,2020_10,2020,2020-10-01,39.55256083333333,6,640,S2_P006_NingboZhoushan_2020_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
458,P006,NingboZhoushan,port,2020_11,2020,2020-11-01,25.8140002,5,640,S2_P006_NingboZhoushan_2020_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
459,P006,NingboZhoushan,port,2020_12,2020,2020-12-01,21.756798,7,640,S2_P006_NingboZhoushan_2020_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
460,P006,NingboZhoushan,port,2021_01,2021,2021-01-01,16.454690375000002,8,640,S2_P006_NingboZhoushan_2021_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
461,P006,NingboZhoushan,port,2021_02,2021,2021-02-01,32.98387,6,640,S2_P006_NingboZhoushan_2021_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
462,P006,NingboZhoushan,port,2021_03,2021,2021-03-01,38.4449525,2,640,S2_P006_NingboZhoushan_2021_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
463,P006,NingboZhoushan,port,2021_04,2021,2021-04-01,17.395674111111113,9,640,S2_P006_NingboZhoushan_2021_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
464,P006,NingboZhoushan,port,2021_05,2021,2021-05-01,21.7998395,6,640,S2_P006_NingboZhoushan_2021_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
465,P006,NingboZhoushan,port,2021_06,2021,2021-06-01,58.735418,1,640,S2_P006_NingboZhoushan_2021_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
466,P006,NingboZhoushan,port,2021_07,2021,2021-07-01,34.3976252,5,640,S2_P006_NingboZhoushan_2021_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
467,P006,NingboZhoushan,port,2021_08,2021,2021-08-01,19.1125746,5,640,S2_P006_NingboZhoushan_2021_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
468,P006,NingboZhoushan,port,2021_09,2021,2021-09-01,7.400531833333333,6,640,S2_P006_NingboZhoushan_2021_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
469,P006,NingboZhoushan,port,2021_10,2021,2021-10-01,32.126179666666665,3,640,S2_P006_NingboZhoushan_2021_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
470,P006,NingboZhoushan,port,2021_11,2021,2021-11-01,11.3913192,5,640,S2_P006_NingboZhoushan_2021_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
471,P006,NingboZhoushan,port,2021_12,2021,2021-12-01,12.103422749999998,8,640,S2_P006_NingboZhoushan_2021_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
472,P006,NingboZhoushan,port,2022_01,2022,2022-01-01,18.641051333333333,3,640,S2_P006_NingboZhoushan_2022_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
473,P006,NingboZhoushan,port,2022_02,2022,2022-02-01,28.041913000000005,6,640,S2_P006_NingboZhoushan_2022_02.tif,S2,Prithvi-EO-2.0-300M,1024,1
474,P006,NingboZhoushan,port,2022_03,2022,2022-03-01,3.154278,2,640,S2_P006_NingboZhoushan_2022_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
475,P006,NingboZhoushan,port,2022_04,2022,2022-04-01,18.083942,2,640,S2_P006_NingboZhoushan_2022_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
476,P006,NingboZhoushan,port,2022_05,2022,2022-05-01,20.717760333333334,3,640,S2_P006_NingboZhoushan_2022_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
477,P006,NingboZhoushan,port,2022_06,2022,2022-06-01,21.14101975,4,640,S2_P006_NingboZhoushan_2022_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
478,P006,NingboZhoushan,port,2022_07,2022,2022-07-01,27.736957571428572,7,640,S2_P006_NingboZhoushan_2022_07.tif,S2,Prithvi-EO-2.0-300M,1024,1
479,P006,NingboZhoushan,port,2022_08,2022,2022-08-01,19.7927777,10,640,S2_P006_NingboZhoushan_2022_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
480,P006,NingboZhoushan,port,2022_09,2022,2022-09-01,37.05334259999999,5,640,S2_P006_NingboZhoushan_2022_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
481,P006,NingboZhoushan,port,2022_10,2022,2022-10-01,16.303952,3,640,S2_P006_NingboZhoushan_2022_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
482,P006,NingboZhoushan,port,2022_11,2022,2022-11-01,6.20061175,4,640,S2_P006_NingboZhoushan_2022_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
483,P006,NingboZhoushan,port,2022_12,2022,2022-12-01,20.133573375,8,640,S2_P006_NingboZhoushan_2022_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
484,P006,NingboZhoushan,port,2023_01,2023,2023-01-01,7.899154166666668,6,640,S2_P006_NingboZhoushan_2023_01.tif,S2,Prithvi-EO-2.0-300M,1024,1
485,P006,NingboZhoushan,port,2023_03,2023,2023-03-01,9.972677666666668,3,640,S2_P006_NingboZhoushan_2023_03.tif,S2,Prithvi-EO-2.0-300M,1024,1
486,P006,NingboZhoushan,port,2023_04,2023,2023-04-01,14.0510065,4,640,S2_P006_NingboZhoushan_2023_04.tif,S2,Prithvi-EO-2.0-300M,1024,1
487,P006,NingboZhoushan,port,2023_05,2023,2023-05-01,20.976333833333335,6,640,S2_P006_NingboZhoushan_2023_05.tif,S2,Prithvi-EO-2.0-300M,1024,1
488,P006,NingboZhoushan,port,2023_06,2023,2023-06-01,41.166946,4,640,S2_P006_NingboZhoushan_2023_06.tif,S2,Prithvi-EO-2.0-300M,1024,1
489,P006,NingboZhoushan,port,2023_08,2023,2023-08-01,40.514402375,8,640,S2_P006_NingboZhoushan_2023_08.tif,S2,Prithvi-EO-2.0-300M,1024,1
490,P006,NingboZhoushan,port,2023_09,2023,2023-09-01,15.686916833333337,6,640,S2_P006_NingboZhoushan_2023_09.tif,S2,Prithvi-EO-2.0-300M,1024,1
491,P006,NingboZhoushan,port,2023_10,2023,2023-10-01,27.511891285714285,7,640,S2_P006_NingboZhoushan_2023_10.tif,S2,Prithvi-EO-2.0-300M,1024,1
492,P006,NingboZhoushan,port,2023_11,2023,2023-11-01,0.6385586666666667,6,640,S2_P006_NingboZhoushan_2023_11.tif,S2,Prithvi-EO-2.0-300M,1024,1
493,P006,NingboZhoushan,port,2023_12,2023,2023-12-01,23.831820777777786,9,640,S2_P006_NingboZhoushan_2023_12.tif,S2,Prithvi-EO-2.0-300M,1024,1
