model,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0
M0_RW,4.1717189185248165,3.028853754940711,,0.0,,
M1_Ridge,4.279053945128159,3.1106080428899623,0.4901185770750988,-0.025729208678636928,1.6106290127477838,0.9457437826632114
M1_XGB,4.383295239273076,3.2735074734727214,0.5533596837944664,-0.05071682078309259,2.0533351874215695,0.9794638225920905
Mfin_TCN,4.204539699604087,3.0594548548375538,0.5059288537549407,-0.007867447860287813,0.7326464960932604,0.7677725156729984
Mship_GNN,4.187779627053834,3.0407130300147007,0.5217391304347826,-0.00384990188521539,0.4985960647499522,0.6907505549602788
Mrs_RS,4.30735591510782,3.0542951033700216,0.466403162055336,-0.03251345530033145,0.8826609327318654,0.810869650337825
Mfusion_Fusion,4.174228093745629,3.029416908825078,0.5573122529644269,-0.0006014727429670685,0.07994384781431206,0.5318273174592822
Mfull_M4rep,4.184487904739437,3.042332788524067,0.5019762845849802,-0.003060845292792491,0.7100811854308722,0.7608448211353684
Naive_DirPersist,,,0.5019762845849802,,,
