date,gate_finance,gate_rs,gate_shipping
2021-01-22,0.45595553517341614,0.3355410695075989,0.2085033357143402
2021-01-29,0.46480247378349304,0.31309160590171814,0.22210592031478882
2021-02-05,0.4659731388092041,0.31787264347076416,0.21615421772003174
2021-02-12,0.4638887047767639,0.3177230656147003,0.21838824450969696
2021-02-19,0.46112707257270813,0.3184971213340759,0.2203758805990219
2021-02-26,0.5021935105323792,0.29041650891304016,0.20738999545574188
2021-03-05,0.4853072166442871,0.3089772164821625,0.20571553707122803
2021-03-12,0.47932279109954834,0.31274569034576416,0.20793156325817108
2021-03-19,0.4861764907836914,0.3094272315502167,0.2043963074684143
2021-03-26,0.48044833540916443,0.3017246723175049,0.2178269326686859
2021-04-02,0.4721182882785797,0.3098186254501343,0.2180631011724472
2021-04-09,0.4756365716457367,0.3123663663864136,0.2119971364736557
2021-04-16,0.4715825319290161,0.30601727962493896,0.2224002331495285
2021-04-23,0.5039449334144592,0.37032851576805115,0.12572650611400604
2021-04-30,0.53785240650177,0.3454688489437103,0.11667876690626144
2021-05-07,0.5394670963287354,0.3445452153682709,0.11598771065473557
2021-05-14,0.5421562194824219,0.3363609313964844,0.12148287892341614
2021-05-21,0.5299842357635498,0.3489939868450165,0.1210218220949173
2021-05-28,0.5277265906333923,0.356380432844162,0.11589298397302628
2021-06-04,0.5361318588256836,0.3466871678829193,0.11718099564313889
2021-06-11,0.5438055396080017,0.33413100242614746,0.12206343561410904
2021-06-18,0.5097672343254089,0.36011964082717896,0.1301131546497345
2021-06-25,0.5419250726699829,0.3413129448890686,0.11676198244094849
2021-07-02,0.5145485997200012,0.3639379143714905,0.12151346355676651
2021-07-09,0.516714334487915,0.36050039529800415,0.12278531491756439
2021-07-16,0.5100434422492981,0.3679860532283783,0.12197044491767883
2021-07-23,0.35969769954681396,0.5281004905700684,0.11220179498195648
2021-07-30,0.3420001268386841,0.5532093644142151,0.10479050874710083
2021-08-06,0.36257556080818176,0.5239303708076477,0.11349402368068695
2021-08-13,0.3556852340698242,0.5349137187004089,0.10940109193325043
2021-08-20,0.34532609581947327,0.5438932180404663,0.11078064888715744
2021-08-27,0.35716569423675537,0.5378627181053162,0.10497152805328369
2021-09-03,0.3643624484539032,0.5296255946159363,0.10601194947957993
2021-09-10,0.3767801821231842,0.5075645446777344,0.11565526574850082
2021-09-17,0.36709460616111755,0.5205445289611816,0.11236082017421722
2021-09-24,0.3613317608833313,0.5332912802696228,0.10537692159414291
2021-10-01,0.367827832698822,0.5211775302886963,0.11099453270435333
2021-10-08,0.37049904465675354,0.518027663230896,0.11147329211235046
2021-10-15,0.37057554721832275,0.5171672105789185,0.1122572049498558
2021-10-22,0.38971588015556335,0.30433523654937744,0.30594882369041443
2021-10-29,0.39307108521461487,0.29683712124824524,0.3100917935371399
2021-11-05,0.3926636576652527,0.2950975298881531,0.31223878264427185
2021-11-12,0.3917531669139862,0.29969993233680725,0.30854690074920654
2021-11-19,0.38330379128456116,0.30787545442581177,0.3088207244873047
2021-11-26,0.38882172107696533,0.2935636043548584,0.3176146447658539
2021-12-03,0.39049315452575684,0.3016456067562103,0.3078612685203552
2021-12-10,0.3954896032810211,0.3053956925868988,0.29911473393440247
2021-12-17,0.4002033472061157,0.29775598645210266,0.302040696144104
