combo,fusion,config,RMSE,skill_vs_M0,DirAcc,CW_p_vs_M0,DM_p_vs_M1,n_test
M3_Deep,concat,m3_deep_concat,4.1491941666074545,0.0006239495716354,0.5252918287937743,0.1952891787750166,0.0427008063071652,257
M3_Deep,gated,m3_deep_gated,4.147268403326599,0.0010877894461754,0.5291828793774319,0.1658688915135169,0.0607757765620446,257
M3_Deep,xattn,m3_deep_xattn,4.121052976364444,0.0074020444088814,0.5486381322957199,0.040742132126723,0.0553763803932676,257
M2_Deep,concat,m2_deep_concat,4.231711930029118,-0.0192513016668363,0.5330739299610895,0.9709595495921144,0.3725776373060329,257
M2_Deep,gated,m2_deep_gated,4.252854074526352,-0.0243436044169162,0.4747081712062256,0.768963467223124,0.4851151915899936,257
M2_Deep,xattn,m2_deep_xattn,4.396171812238786,-0.0588631542186768,0.4552529182879377,0.8983603042551367,0.913222183369618,257
M4_Deep,concat,m4_deep_concat,4.320439963692605,-0.0406223603072162,0.4941634241245136,0.6374368985471914,0.6497723845310719,257
M4_Deep,gated,m4_deep_gated,4.204943374355334,-0.0128038199702129,0.5019455252918288,0.8944291166651891,0.2389903562791369,257
M4_Deep,xattn,m4_deep_xattn,4.146707092423534,0.0012229869449771,0.5642023346303502,0.0178179472625328,0.0878051692851434,257
