feature_index,channel,slot,lag,node_id,node_type,feature,group
443,aoi,2,2,P008,aoi,pw_portcalls_tanker,PortWatch_directional
444,aoi,2,2,P008,aoi,pw_portcalls_cargo,PortWatch_directional
445,aoi,2,2,P008,aoi,pw_import_tanker,PortWatch_directional
446,aoi,2,2,P008,aoi,pw_export_tanker,PortWatch_directional
447,aoi,2,2,P008,aoi,gfw_n_visits,GFW
448,aoi,2,2,P008,aoi,gfw_dwell_hrs_mean,GFW
449,aoi,2,2,P008,aoi,gfw_dwell_hrs_median,GFW
450,aoi,2,2,P008,aoi,gfw_self_loops,GFW
451,aoi,2,2,P008,aoi,sar_detections_total,SAR
452,aoi,2,2,P008,aoi,sar_detections_dark,SAR
453,aoi,2,2,P008,aoi,sar_dark_share,SAR
454,aoi,2,2,P009,aoi,pw_portcalls_tanker,PortWatch_directional
455,aoi,2,2,P009,aoi,pw_portcalls_cargo,PortWatch_directional
456,aoi,2,2,P009,aoi,pw_import_tanker,PortWatch_directional
457,aoi,2,2,P009,aoi,pw_export_tanker,PortWatch_directional
458,aoi,2,2,P009,aoi,gfw_n_visits,GFW
459,aoi,2,2,P009,aoi,gfw_dwell_hrs_mean,GFW
460,aoi,2,2,P009,aoi,gfw_dwell_hrs_median,GFW
461,aoi,2,2,P009,aoi,gfw_self_loops,GFW
462,aoi,2,2,P009,aoi,sar_detections_total,SAR
463,aoi,2,2,P009,aoi,sar_detections_dark,SAR
464,aoi,2,2,P009,aoi,sar_dark_share,SAR
465,aoi,2,2,P010,aoi,pw_portcalls_tanker,PortWatch_directional
466,aoi,2,2,P010,aoi,pw_portcalls_cargo,PortWatch_directional
467,aoi,2,2,P010,aoi,pw_import_tanker,PortWatch_directional
468,aoi,2,2,P010,aoi,pw_export_tanker,PortWatch_directional
469,aoi,2,2,P010,aoi,gfw_n_visits,GFW
470,aoi,2,2,P010,aoi,gfw_dwell_hrs_mean,GFW
471,aoi,2,2,P010,aoi,gfw_dwell_hrs_median,GFW
472,aoi,2,2,P010,aoi,gfw_self_loops,GFW
473,aoi,2,2,P010,aoi,sar_detections_total,SAR
474,aoi,2,2,P010,aoi,sar_detections_dark,SAR
475,aoi,2,2,P010,aoi,sar_dark_share,SAR
476,aoi,2,2,P011,aoi,pw_portcalls_tanker,PortWatch_directional
477,aoi,2,2,P011,aoi,pw_portcalls_cargo,PortWatch_directional
478,aoi,2,2,P011,aoi,pw_import_tanker,PortWatch_directional
479,aoi,2,2,P011,aoi,pw_export_tanker,PortWatch_directional
480,aoi,2,2,P011,aoi,gfw_n_visits,GFW
481,aoi,2,2,P011,aoi,gfw_dwell_hrs_mean,GFW
482,aoi,2,2,P011,aoi,gfw_dwell_hrs_median,GFW
483,aoi,2,2,P011,aoi,gfw_self_loops,GFW
484,aoi,2,2,P011,aoi,sar_detections_total,SAR
485,aoi,2,2,P011,aoi,sar_detections_dark,SAR
486,aoi,2,2,P011,aoi,sar_dark_share,SAR
487,aoi,3,1,P001,aoi,pw_portcalls_tanker,PortWatch_directional
488,aoi,3,1,P001,aoi,pw_portcalls_cargo,PortWatch_directional
489,aoi,3,1,P001,aoi,pw_import_tanker,PortWatch_directional
490,aoi,3,1,P001,aoi,pw_export_tanker,PortWatch_directional
491,aoi,3,1,P001,aoi,gfw_n_visits,GFW
492,aoi,3,1,P001,aoi,gfw_dwell_hrs_mean,GFW
493,aoi,3,1,P001,aoi,gfw_dwell_hrs_median,GFW
494,aoi,3,1,P001,aoi,gfw_self_loops,GFW
495,aoi,3,1,P001,aoi,sar_detections_total,SAR
496,aoi,3,1,P001,aoi,sar_detections_dark,SAR
497,aoi,3,1,P001,aoi,sar_dark_share,SAR
498,aoi,3,1,P002,aoi,pw_portcalls_tanker,PortWatch_directional
499,aoi,3,1,P002,aoi,pw_portcalls_cargo,PortWatch_directional
500,aoi,3,1,P002,aoi,pw_import_tanker,PortWatch_directional
501,aoi,3,1,P002,aoi,pw_export_tanker,PortWatch_directional
502,aoi,3,1,P002,aoi,gfw_n_visits,GFW
503,aoi,3,1,P002,aoi,gfw_dwell_hrs_mean,GFW
504,aoi,3,1,P002,aoi,gfw_dwell_hrs_median,GFW
505,aoi,3,1,P002,aoi,gfw_self_loops,GFW
506,aoi,3,1,P002,aoi,sar_detections_total,SAR
507,aoi,3,1,P002,aoi,sar_detections_dark,SAR
508,aoi,3,1,P002,aoi,sar_dark_share,SAR
509,aoi,3,1,P003,aoi,pw_portcalls_tanker,PortWatch_directional
510,aoi,3,1,P003,aoi,pw_portcalls_cargo,PortWatch_directional
511,aoi,3,1,P003,aoi,pw_import_tanker,PortWatch_directional
512,aoi,3,1,P003,aoi,pw_export_tanker,PortWatch_directional
513,aoi,3,1,P003,aoi,gfw_n_visits,GFW
514,aoi,3,1,P003,aoi,gfw_dwell_hrs_mean,GFW
515,aoi,3,1,P003,aoi,gfw_dwell_hrs_median,GFW
516,aoi,3,1,P003,aoi,gfw_self_loops,GFW
517,aoi,3,1,P003,aoi,sar_detections_total,SAR
518,aoi,3,1,P003,aoi,sar_detections_dark,SAR
519,aoi,3,1,P003,aoi,sar_dark_share,SAR
520,aoi,3,1,P004,aoi,pw_portcalls_tanker,PortWatch_directional
521,aoi,3,1,P004,aoi,pw_portcalls_cargo,PortWatch_directional
522,aoi,3,1,P004,aoi,pw_import_tanker,PortWatch_directional
523,aoi,3,1,P004,aoi,pw_export_tanker,PortWatch_directional
524,aoi,3,1,P004,aoi,gfw_n_visits,GFW
525,aoi,3,1,P004,aoi,gfw_dwell_hrs_mean,GFW
526,aoi,3,1,P004,aoi,gfw_dwell_hrs_median,GFW
527,aoi,3,1,P004,aoi,gfw_self_loops,GFW
528,aoi,3,1,P004,aoi,sar_detections_total,SAR
529,aoi,3,1,P004,aoi,sar_detections_dark,SAR
530,aoi,3,1,P004,aoi,sar_dark_share,SAR
531,aoi,3,1,P005,aoi,pw_portcalls_tanker,PortWatch_directional
532,aoi,3,1,P005,aoi,pw_portcalls_cargo,PortWatch_directional
533,aoi,3,1,P005,aoi,pw_import_tanker,PortWatch_directional
534,aoi,3,1,P005,aoi,pw_export_tanker,PortWatch_directional
535,aoi,3,1,P005,aoi,gfw_n_visits,GFW
536,aoi,3,1,P005,aoi,gfw_dwell_hrs_mean,GFW
537,aoi,3,1,P005,aoi,gfw_dwell_hrs_median,GFW
538,aoi,3,1,P005,aoi,gfw_self_loops,GFW
539,aoi,3,1,P005,aoi,sar_detections_total,SAR
540,aoi,3,1,P005,aoi,sar_detections_dark,SAR
541,aoi,3,1,P005,aoi,sar_dark_share,SAR
542,aoi,3,1,P006,aoi,pw_portcalls_tanker,PortWatch_directional
543,aoi,3,1,P006,aoi,pw_portcalls_cargo,PortWatch_directional
544,aoi,3,1,P006,aoi,pw_import_tanker,PortWatch_directional
545,aoi,3,1,P006,aoi,pw_export_tanker,PortWatch_directional
546,aoi,3,1,P006,aoi,gfw_n_visits,GFW
547,aoi,3,1,P006,aoi,gfw_dwell_hrs_mean,GFW
548,aoi,3,1,P006,aoi,gfw_dwell_hrs_median,GFW
549,aoi,3,1,P006,aoi,gfw_self_loops,GFW
550,aoi,3,1,P006,aoi,sar_detections_total,SAR
551,aoi,3,1,P006,aoi,sar_detections_dark,SAR
552,aoi,3,1,P006,aoi,sar_dark_share,SAR
553,aoi,3,1,P007,aoi,pw_portcalls_tanker,PortWatch_directional
554,aoi,3,1,P007,aoi,pw_portcalls_cargo,PortWatch_directional
555,aoi,3,1,P007,aoi,pw_import_tanker,PortWatch_directional
556,aoi,3,1,P007,aoi,pw_export_tanker,PortWatch_directional
557,aoi,3,1,P007,aoi,gfw_n_visits,GFW
558,aoi,3,1,P007,aoi,gfw_dwell_hrs_mean,GFW
559,aoi,3,1,P007,aoi,gfw_dwell_hrs_median,GFW
560,aoi,3,1,P007,aoi,gfw_self_loops,GFW
561,aoi,3,1,P007,aoi,sar_detections_total,SAR
562,aoi,3,1,P007,aoi,sar_detections_dark,SAR
563,aoi,3,1,P007,aoi,sar_dark_share,SAR
564,aoi,3,1,P008,aoi,pw_portcalls_tanker,PortWatch_directional
565,aoi,3,1,P008,aoi,pw_portcalls_cargo,PortWatch_directional
566,aoi,3,1,P008,aoi,pw_import_tanker,PortWatch_directional
567,aoi,3,1,P008,aoi,pw_export_tanker,PortWatch_directional
568,aoi,3,1,P008,aoi,gfw_n_visits,GFW
569,aoi,3,1,P008,aoi,gfw_dwell_hrs_mean,GFW
570,aoi,3,1,P008,aoi,gfw_dwell_hrs_median,GFW
571,aoi,3,1,P008,aoi,gfw_self_loops,GFW
572,aoi,3,1,P008,aoi,sar_detections_total,SAR
573,aoi,3,1,P008,aoi,sar_detections_dark,SAR
574,aoi,3,1,P008,aoi,sar_dark_share,SAR
575,aoi,3,1,P009,aoi,pw_portcalls_tanker,PortWatch_directional
576,aoi,3,1,P009,aoi,pw_portcalls_cargo,PortWatch_directional
577,aoi,3,1,P009,aoi,pw_import_tanker,PortWatch_directional
578,aoi,3,1,P009,aoi,pw_export_tanker,PortWatch_directional
579,aoi,3,1,P009,aoi,gfw_n_visits,GFW
580,aoi,3,1,P009,aoi,gfw_dwell_hrs_mean,GFW
581,aoi,3,1,P009,aoi,gfw_dwell_hrs_median,GFW
582,aoi,3,1,P009,aoi,gfw_self_loops,GFW
583,aoi,3,1,P009,aoi,sar_detections_total,SAR
584,aoi,3,1,P009,aoi,sar_detections_dark,SAR
585,aoi,3,1,P009,aoi,sar_dark_share,SAR
586,aoi,3,1,P010,aoi,pw_portcalls_tanker,PortWatch_directional
587,aoi,3,1,P010,aoi,pw_portcalls_cargo,PortWatch_directional
588,aoi,3,1,P010,aoi,pw_import_tanker,PortWatch_directional
589,aoi,3,1,P010,aoi,pw_export_tanker,PortWatch_directional
590,aoi,3,1,P010,aoi,gfw_n_visits,GFW
591,aoi,3,1,P010,aoi,gfw_dwell_hrs_mean,GFW
592,aoi,3,1,P010,aoi,gfw_dwell_hrs_median,GFW
593,aoi,3,1,P010,aoi,gfw_self_loops,GFW
594,aoi,3,1,P010,aoi,sar_detections_total,SAR
595,aoi,3,1,P010,aoi,sar_detections_dark,SAR
596,aoi,3,1,P010,aoi,sar_dark_share,SAR
597,aoi,3,1,P011,aoi,pw_portcalls_tanker,PortWatch_directional
598,aoi,3,1,P011,aoi,pw_portcalls_cargo,PortWatch_directional
599,aoi,3,1,P011,aoi,pw_import_tanker,PortWatch_directional
600,aoi,3,1,P011,aoi,pw_export_tanker,PortWatch_directional
601,aoi,3,1,P011,aoi,gfw_n_visits,GFW
602,aoi,3,1,P011,aoi,gfw_dwell_hrs_mean,GFW
603,aoi,3,1,P011,aoi,gfw_dwell_hrs_median,GFW
604,aoi,3,1,P011,aoi,gfw_self_loops,GFW
605,aoi,3,1,P011,aoi,sar_detections_total,SAR
606,aoi,3,1,P011,aoi,sar_detections_dark,SAR
607,aoi,3,1,P011,aoi,sar_dark_share,SAR
608,choke,0,4,hormuz,choke,gfw_total_hours,GFW
609,choke,0,4,hormuz,choke,gfw_total_vessels,GFW
610,choke,0,4,hormuz,choke,gfw_cargo_hours,GFW
611,choke,0,4,hormuz,choke,gfw_bunker_hours,GFW
612,choke,0,4,hormuz,choke,gfw_other_hours,GFW
613,choke,0,4,hormuz,choke,gfw_other_share,GFW
614,choke,0,4,hormuz,choke,gfw_total_hours_mom_pct,GFW
615,choke,0,4,hormuz,choke,gfw_mean_presence_hours_per_vessel,GFW
616,choke,0,4,hormuz,choke,pw_n_tanker,PortWatch_chokepoint
617,choke,0,4,hormuz,choke,pw_n_total,PortWatch_chokepoint
618,choke,0,4,hormuz,choke,pw_capacity_tanker,PortWatch_chokepoint
619,choke,0,4,hormuz,choke,pw_capacity,PortWatch_chokepoint
620,choke,0,4,hormuz,choke,pw_tanker_share,PortWatch_chokepoint
621,choke,0,4,hormuz,choke,pw_tanker_cap_share,PortWatch_chokepoint
622,choke,0,4,hormuz,choke,pw_avg_tanker_size,PortWatch_chokepoint
623,choke,0,4,hormuz,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
624,choke,0,4,hormuz,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
625,choke,0,4,hormuz,choke,sar_detections_total,SAR
626,choke,0,4,hormuz,choke,sar_detections_dark,SAR
627,choke,0,4,hormuz,choke,sar_dark_share,SAR
628,choke,0,4,suez,choke,gfw_total_hours,GFW
629,choke,0,4,suez,choke,gfw_total_vessels,GFW
630,choke,0,4,suez,choke,gfw_cargo_hours,GFW
631,choke,0,4,suez,choke,gfw_bunker_hours,GFW
632,choke,0,4,suez,choke,gfw_other_hours,GFW
633,choke,0,4,suez,choke,gfw_other_share,GFW
634,choke,0,4,suez,choke,gfw_total_hours_mom_pct,GFW
635,choke,0,4,suez,choke,gfw_mean_presence_hours_per_vessel,GFW
636,choke,0,4,suez,choke,pw_n_tanker,PortWatch_chokepoint
637,choke,0,4,suez,choke,pw_n_total,PortWatch_chokepoint
638,choke,0,4,suez,choke,pw_capacity_tanker,PortWatch_chokepoint
639,choke,0,4,suez,choke,pw_capacity,PortWatch_chokepoint
640,choke,0,4,suez,choke,pw_tanker_share,PortWatch_chokepoint
641,choke,0,4,suez,choke,pw_tanker_cap_share,PortWatch_chokepoint
642,choke,0,4,suez,choke,pw_avg_tanker_size,PortWatch_chokepoint
643,choke,0,4,suez,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
644,choke,0,4,suez,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
645,choke,0,4,suez,choke,sar_detections_total,SAR
646,choke,0,4,suez,choke,sar_detections_dark,SAR
647,choke,0,4,suez,choke,sar_dark_share,SAR
648,choke,0,4,malacca,choke,gfw_total_hours,GFW
649,choke,0,4,malacca,choke,gfw_total_vessels,GFW
650,choke,0,4,malacca,choke,gfw_cargo_hours,GFW
651,choke,0,4,malacca,choke,gfw_bunker_hours,GFW
652,choke,0,4,malacca,choke,gfw_other_hours,GFW
653,choke,0,4,malacca,choke,gfw_other_share,GFW
654,choke,0,4,malacca,choke,gfw_total_hours_mom_pct,GFW
655,choke,0,4,malacca,choke,gfw_mean_presence_hours_per_vessel,GFW
656,choke,0,4,malacca,choke,pw_n_tanker,PortWatch_chokepoint
657,choke,0,4,malacca,choke,pw_n_total,PortWatch_chokepoint
658,choke,0,4,malacca,choke,pw_capacity_tanker,PortWatch_chokepoint
659,choke,0,4,malacca,choke,pw_capacity,PortWatch_chokepoint
660,choke,0,4,malacca,choke,pw_tanker_share,PortWatch_chokepoint
661,choke,0,4,malacca,choke,pw_tanker_cap_share,PortWatch_chokepoint
662,choke,0,4,malacca,choke,pw_avg_tanker_size,PortWatch_chokepoint
663,choke,0,4,malacca,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
664,choke,0,4,malacca,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
665,choke,0,4,malacca,choke,sar_detections_total,SAR
666,choke,0,4,malacca,choke,sar_detections_dark,SAR
667,choke,0,4,malacca,choke,sar_dark_share,SAR
668,choke,0,4,mandeb,choke,gfw_total_hours,GFW
669,choke,0,4,mandeb,choke,gfw_total_vessels,GFW
670,choke,0,4,mandeb,choke,gfw_cargo_hours,GFW
671,choke,0,4,mandeb,choke,gfw_bunker_hours,GFW
672,choke,0,4,mandeb,choke,gfw_other_hours,GFW
673,choke,0,4,mandeb,choke,gfw_other_share,GFW
674,choke,0,4,mandeb,choke,gfw_total_hours_mom_pct,GFW
675,choke,0,4,mandeb,choke,gfw_mean_presence_hours_per_vessel,GFW
676,choke,0,4,mandeb,choke,pw_n_tanker,PortWatch_chokepoint
677,choke,0,4,mandeb,choke,pw_n_total,PortWatch_chokepoint
678,choke,0,4,mandeb,choke,pw_capacity_tanker,PortWatch_chokepoint
679,choke,0,4,mandeb,choke,pw_capacity,PortWatch_chokepoint
680,choke,0,4,mandeb,choke,pw_tanker_share,PortWatch_chokepoint
681,choke,0,4,mandeb,choke,pw_tanker_cap_share,PortWatch_chokepoint
682,choke,0,4,mandeb,choke,pw_avg_tanker_size,PortWatch_chokepoint
683,choke,0,4,mandeb,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
684,choke,0,4,mandeb,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
685,choke,0,4,mandeb,choke,sar_detections_total,SAR
686,choke,0,4,mandeb,choke,sar_detections_dark,SAR
687,choke,0,4,mandeb,choke,sar_dark_share,SAR
688,choke,0,4,panama,choke,gfw_total_hours,GFW
689,choke,0,4,panama,choke,gfw_total_vessels,GFW
690,choke,0,4,panama,choke,gfw_cargo_hours,GFW
691,choke,0,4,panama,choke,gfw_bunker_hours,GFW
692,choke,0,4,panama,choke,gfw_other_hours,GFW
693,choke,0,4,panama,choke,gfw_other_share,GFW
694,choke,0,4,panama,choke,gfw_total_hours_mom_pct,GFW
695,choke,0,4,panama,choke,gfw_mean_presence_hours_per_vessel,GFW
696,choke,0,4,panama,choke,pw_n_tanker,PortWatch_chokepoint
697,choke,0,4,panama,choke,pw_n_total,PortWatch_chokepoint
698,choke,0,4,panama,choke,pw_capacity_tanker,PortWatch_chokepoint
699,choke,0,4,panama,choke,pw_capacity,PortWatch_chokepoint
700,choke,0,4,panama,choke,pw_tanker_share,PortWatch_chokepoint
701,choke,0,4,panama,choke,pw_tanker_cap_share,PortWatch_chokepoint
702,choke,0,4,panama,choke,pw_avg_tanker_size,PortWatch_chokepoint
703,choke,0,4,panama,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
704,choke,0,4,panama,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
705,choke,0,4,panama,choke,sar_detections_total,SAR
706,choke,0,4,panama,choke,sar_detections_dark,SAR
707,choke,0,4,panama,choke,sar_dark_share,SAR
708,choke,0,4,cape,choke,gfw_total_hours,GFW
709,choke,0,4,cape,choke,gfw_total_vessels,GFW
710,choke,0,4,cape,choke,gfw_cargo_hours,GFW
711,choke,0,4,cape,choke,gfw_bunker_hours,GFW
712,choke,0,4,cape,choke,gfw_other_hours,GFW
713,choke,0,4,cape,choke,gfw_other_share,GFW
714,choke,0,4,cape,choke,gfw_total_hours_mom_pct,GFW
715,choke,0,4,cape,choke,gfw_mean_presence_hours_per_vessel,GFW
716,choke,0,4,cape,choke,pw_n_tanker,PortWatch_chokepoint
717,choke,0,4,cape,choke,pw_n_total,PortWatch_chokepoint
718,choke,0,4,cape,choke,pw_capacity_tanker,PortWatch_chokepoint
719,choke,0,4,cape,choke,pw_capacity,PortWatch_chokepoint
720,choke,0,4,cape,choke,pw_tanker_share,PortWatch_chokepoint
721,choke,0,4,cape,choke,pw_tanker_cap_share,PortWatch_chokepoint
722,choke,0,4,cape,choke,pw_avg_tanker_size,PortWatch_chokepoint
723,choke,0,4,cape,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
724,choke,0,4,cape,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
725,choke,0,4,cape,choke,sar_detections_total,SAR
726,choke,0,4,cape,choke,sar_detections_dark,SAR
727,choke,0,4,cape,choke,sar_dark_share,SAR
728,choke,1,3,hormuz,choke,gfw_total_hours,GFW
729,choke,1,3,hormuz,choke,gfw_total_vessels,GFW
730,choke,1,3,hormuz,choke,gfw_cargo_hours,GFW
731,choke,1,3,hormuz,choke,gfw_bunker_hours,GFW
732,choke,1,3,hormuz,choke,gfw_other_hours,GFW
733,choke,1,3,hormuz,choke,gfw_other_share,GFW
734,choke,1,3,hormuz,choke,gfw_total_hours_mom_pct,GFW
735,choke,1,3,hormuz,choke,gfw_mean_presence_hours_per_vessel,GFW
736,choke,1,3,hormuz,choke,pw_n_tanker,PortWatch_chokepoint
737,choke,1,3,hormuz,choke,pw_n_total,PortWatch_chokepoint
738,choke,1,3,hormuz,choke,pw_capacity_tanker,PortWatch_chokepoint
739,choke,1,3,hormuz,choke,pw_capacity,PortWatch_chokepoint
740,choke,1,3,hormuz,choke,pw_tanker_share,PortWatch_chokepoint
741,choke,1,3,hormuz,choke,pw_tanker_cap_share,PortWatch_chokepoint
742,choke,1,3,hormuz,choke,pw_avg_tanker_size,PortWatch_chokepoint
743,choke,1,3,hormuz,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
744,choke,1,3,hormuz,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
745,choke,1,3,hormuz,choke,sar_detections_total,SAR
746,choke,1,3,hormuz,choke,sar_detections_dark,SAR
747,choke,1,3,hormuz,choke,sar_dark_share,SAR
748,choke,1,3,suez,choke,gfw_total_hours,GFW
749,choke,1,3,suez,choke,gfw_total_vessels,GFW
750,choke,1,3,suez,choke,gfw_cargo_hours,GFW
751,choke,1,3,suez,choke,gfw_bunker_hours,GFW
752,choke,1,3,suez,choke,gfw_other_hours,GFW
753,choke,1,3,suez,choke,gfw_other_share,GFW
754,choke,1,3,suez,choke,gfw_total_hours_mom_pct,GFW
755,choke,1,3,suez,choke,gfw_mean_presence_hours_per_vessel,GFW
756,choke,1,3,suez,choke,pw_n_tanker,PortWatch_chokepoint
757,choke,1,3,suez,choke,pw_n_total,PortWatch_chokepoint
758,choke,1,3,suez,choke,pw_capacity_tanker,PortWatch_chokepoint
759,choke,1,3,suez,choke,pw_capacity,PortWatch_chokepoint
760,choke,1,3,suez,choke,pw_tanker_share,PortWatch_chokepoint
761,choke,1,3,suez,choke,pw_tanker_cap_share,PortWatch_chokepoint
762,choke,1,3,suez,choke,pw_avg_tanker_size,PortWatch_chokepoint
763,choke,1,3,suez,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
764,choke,1,3,suez,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
765,choke,1,3,suez,choke,sar_detections_total,SAR
766,choke,1,3,suez,choke,sar_detections_dark,SAR
767,choke,1,3,suez,choke,sar_dark_share,SAR
768,choke,1,3,malacca,choke,gfw_total_hours,GFW
769,choke,1,3,malacca,choke,gfw_total_vessels,GFW
770,choke,1,3,malacca,choke,gfw_cargo_hours,GFW
771,choke,1,3,malacca,choke,gfw_bunker_hours,GFW
772,choke,1,3,malacca,choke,gfw_other_hours,GFW
773,choke,1,3,malacca,choke,gfw_other_share,GFW
774,choke,1,3,malacca,choke,gfw_total_hours_mom_pct,GFW
775,choke,1,3,malacca,choke,gfw_mean_presence_hours_per_vessel,GFW
776,choke,1,3,malacca,choke,pw_n_tanker,PortWatch_chokepoint
777,choke,1,3,malacca,choke,pw_n_total,PortWatch_chokepoint
778,choke,1,3,malacca,choke,pw_capacity_tanker,PortWatch_chokepoint
779,choke,1,3,malacca,choke,pw_capacity,PortWatch_chokepoint
780,choke,1,3,malacca,choke,pw_tanker_share,PortWatch_chokepoint
781,choke,1,3,malacca,choke,pw_tanker_cap_share,PortWatch_chokepoint
782,choke,1,3,malacca,choke,pw_avg_tanker_size,PortWatch_chokepoint
783,choke,1,3,malacca,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
784,choke,1,3,malacca,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
785,choke,1,3,malacca,choke,sar_detections_total,SAR
786,choke,1,3,malacca,choke,sar_detections_dark,SAR
787,choke,1,3,malacca,choke,sar_dark_share,SAR
788,choke,1,3,mandeb,choke,gfw_total_hours,GFW
789,choke,1,3,mandeb,choke,gfw_total_vessels,GFW
790,choke,1,3,mandeb,choke,gfw_cargo_hours,GFW
791,choke,1,3,mandeb,choke,gfw_bunker_hours,GFW
792,choke,1,3,mandeb,choke,gfw_other_hours,GFW
793,choke,1,3,mandeb,choke,gfw_other_share,GFW
794,choke,1,3,mandeb,choke,gfw_total_hours_mom_pct,GFW
795,choke,1,3,mandeb,choke,gfw_mean_presence_hours_per_vessel,GFW
796,choke,1,3,mandeb,choke,pw_n_tanker,PortWatch_chokepoint
797,choke,1,3,mandeb,choke,pw_n_total,PortWatch_chokepoint
798,choke,1,3,mandeb,choke,pw_capacity_tanker,PortWatch_chokepoint
799,choke,1,3,mandeb,choke,pw_capacity,PortWatch_chokepoint
800,choke,1,3,mandeb,choke,pw_tanker_share,PortWatch_chokepoint
801,choke,1,3,mandeb,choke,pw_tanker_cap_share,PortWatch_chokepoint
802,choke,1,3,mandeb,choke,pw_avg_tanker_size,PortWatch_chokepoint
803,choke,1,3,mandeb,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
804,choke,1,3,mandeb,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
805,choke,1,3,mandeb,choke,sar_detections_total,SAR
806,choke,1,3,mandeb,choke,sar_detections_dark,SAR
807,choke,1,3,mandeb,choke,sar_dark_share,SAR
808,choke,1,3,panama,choke,gfw_total_hours,GFW
809,choke,1,3,panama,choke,gfw_total_vessels,GFW
810,choke,1,3,panama,choke,gfw_cargo_hours,GFW
811,choke,1,3,panama,choke,gfw_bunker_hours,GFW
812,choke,1,3,panama,choke,gfw_other_hours,GFW
813,choke,1,3,panama,choke,gfw_other_share,GFW
814,choke,1,3,panama,choke,gfw_total_hours_mom_pct,GFW
815,choke,1,3,panama,choke,gfw_mean_presence_hours_per_vessel,GFW
816,choke,1,3,panama,choke,pw_n_tanker,PortWatch_chokepoint
817,choke,1,3,panama,choke,pw_n_total,PortWatch_chokepoint
818,choke,1,3,panama,choke,pw_capacity_tanker,PortWatch_chokepoint
819,choke,1,3,panama,choke,pw_capacity,PortWatch_chokepoint
820,choke,1,3,panama,choke,pw_tanker_share,PortWatch_chokepoint
821,choke,1,3,panama,choke,pw_tanker_cap_share,PortWatch_chokepoint
822,choke,1,3,panama,choke,pw_avg_tanker_size,PortWatch_chokepoint
823,choke,1,3,panama,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
824,choke,1,3,panama,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
825,choke,1,3,panama,choke,sar_detections_total,SAR
826,choke,1,3,panama,choke,sar_detections_dark,SAR
827,choke,1,3,panama,choke,sar_dark_share,SAR
828,choke,1,3,cape,choke,gfw_total_hours,GFW
829,choke,1,3,cape,choke,gfw_total_vessels,GFW
830,choke,1,3,cape,choke,gfw_cargo_hours,GFW
831,choke,1,3,cape,choke,gfw_bunker_hours,GFW
832,choke,1,3,cape,choke,gfw_other_hours,GFW
833,choke,1,3,cape,choke,gfw_other_share,GFW
834,choke,1,3,cape,choke,gfw_total_hours_mom_pct,GFW
835,choke,1,3,cape,choke,gfw_mean_presence_hours_per_vessel,GFW
836,choke,1,3,cape,choke,pw_n_tanker,PortWatch_chokepoint
837,choke,1,3,cape,choke,pw_n_total,PortWatch_chokepoint
838,choke,1,3,cape,choke,pw_capacity_tanker,PortWatch_chokepoint
839,choke,1,3,cape,choke,pw_capacity,PortWatch_chokepoint
840,choke,1,3,cape,choke,pw_tanker_share,PortWatch_chokepoint
841,choke,1,3,cape,choke,pw_tanker_cap_share,PortWatch_chokepoint
842,choke,1,3,cape,choke,pw_avg_tanker_size,PortWatch_chokepoint
843,choke,1,3,cape,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
844,choke,1,3,cape,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
845,choke,1,3,cape,choke,sar_detections_total,SAR
846,choke,1,3,cape,choke,sar_detections_dark,SAR
847,choke,1,3,cape,choke,sar_dark_share,SAR
848,choke,2,2,hormuz,choke,gfw_total_hours,GFW
849,choke,2,2,hormuz,choke,gfw_total_vessels,GFW
850,choke,2,2,hormuz,choke,gfw_cargo_hours,GFW
851,choke,2,2,hormuz,choke,gfw_bunker_hours,GFW
852,choke,2,2,hormuz,choke,gfw_other_hours,GFW
853,choke,2,2,hormuz,choke,gfw_other_share,GFW
854,choke,2,2,hormuz,choke,gfw_total_hours_mom_pct,GFW
855,choke,2,2,hormuz,choke,gfw_mean_presence_hours_per_vessel,GFW
