model,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0,DM_p_vs_M1,CW_stat_vs_M1,CW_p_vs_M1
M0_RW,4.1517846708743695,3.01136186770428,,0.0,,,,,
M1_Flat_Ridge,4.256348943170461,3.090131492098012,0.4980544747081712,-0.02518537944167276,-1.5850618259454587,0.9429066209831216,,,
M1_Flat_XGB,4.368428737773503,3.2651414540476664,0.5525291828793775,-0.052180949657369524,-2.120562374879635,0.9825397846770563,,,
M3_Flat_Ridge,4.447107712921947,3.210627656221778,0.49416342412451364,-0.07113158929443775,-1.6233294334247015,0.9471251469155979,0.8473964799506511,0.5317333222912866,0.2974553547276133
M3_Flat_XGB,4.4080070771629805,3.283416404523102,0.5058365758754864,-0.06171379938995014,-2.3550596292791286,0.9903624945946057,0.6326258075114058,,
Naive_DirPersist,,,0.5097276264591439,,,,,,
