lookback,model,test_weeks,M0_RMSE,M1_RMSE,M3_RMSE,skill_vs_M0,CW_p_vs_M1,DM_p_vs_M1
1,Ridge,260,4.13664431077246,4.188317765507916,4.305742902848153,-0.04087820449907542,0.5206742404901736,0.9485226033163439
1,XGB,260,4.13664431077246,4.47937331770215,4.546052125534122,-0.09897099774701479,,0.6691182999741137
4,Ridge,257,4.1517846708743695,4.256348943170461,4.447107712921947,-0.07113158929443775,0.2974553547276133,0.8473964799506511
4,XGB,257,4.1517846708743695,4.368428737773503,4.4080070771629805,-0.06171379938995014,,0.6326258075114058
8,Ridge,253,4.1717189185248165,4.339442586697888,4.548644117913653,-0.09035249180261729,0.22037101851483598,0.9025604352495812
8,XGB,253,4.1717189185248165,4.645899801753014,4.541470543303718,-0.08863291894786895,,0.24001547607671436
