lookback,model,test_weeks,M0_RMSE,M1_RMSE,M4_RMSE,skill_vs_M0,CW_p_vs_M1,DM_p_vs_M1
1,Ridge,260,4.13664431077246,4.188317765507916,4.3689453160910405,-0.056156872060194596,0.5967724527274907,0.9817506038300386
1,XGB,260,4.13664431077246,4.47937331770215,4.581420048540338,-0.1075209044707115,0.03455147571980188,0.7381743662178165
4,Ridge,257,4.1517846708743695,4.256348943170461,4.536062411735474,-0.09255724256532205,0.3498542538674272,0.9382960515210027
4,XGB,257,4.1517846708743695,4.368428737773503,4.506073736788279,-0.08533416205308542,0.0164983607160768,0.8465006538754124
8,Ridge,253,4.1717189185248165,4.339442586697888,4.576537186576322,-0.0970387209583754,0.07500099860468568,0.9383797921958285
8,XGB,253,4.1717189185248165,4.645899801753014,4.551295547078599,-0.09098806414503269,0.0004977203816440845,0.2762173605452001
