,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0,DM_p_vs_M1,CW_stat_vs_M1,CW_p_vs_M1
M0_RW,4.1517846708743695,3.01136186770428,,0.0,,,,,
M1_Flat_Ridge,4.256348943170461,3.090131492098012,0.4980544747081712,-0.0251853794416727,1.5850618259454587,0.9429066209831216,,,
M1_Flat_XGB,4.368428737773503,3.2651414540476664,0.5525291828793775,-0.0521809496573695,2.120562374879635,0.9825397846770564,,,
M4_Flat_Ridge,4.525221586556121,3.327348956769731,0.4863813229571984,-0.0899461184250447,2.081222452263894,0.9807962271930548,0.9411503971970931,0.4833467420033064,0.314424778306154
M4_Flat_XGB,4.50738885667583,3.3832568870263584,0.4863813229571984,-0.0856509221916292,3.0619436877568464,0.9987832866251471,0.8732114591861595,2.366172045520416,0.0089865450160407
Naive_DirPersist,,,0.5097276264591439,,,,,,
