lookback,model,test_weeks,M0_RMSE,M1_RMSE,M3_RMSE,skill_vs_M0,CW_p_vs_M1,DM_p_vs_M1
1,Ridge,260,4.13664431077246,4.188317765507916,4.2781906168711785,-0.03421766423816286,0.5599235003986627,0.9283135394900738
1,XGB,260,4.13664431077246,4.47937331770215,4.441075679355925,-0.07359379867171056,0.006784610708423844,0.39903890992619884
4,Ridge,257,4.1517846708743695,4.256348943170461,4.430243432157846,-0.06706965398203879,0.2639149368372862,0.8417522184417363
4,XGB,257,4.1517846708743695,4.368428737773503,4.429198134964165,-0.06681788341189954,0.00018519893600976722,0.7046045250776587
8,Ridge,253,4.1717189185248165,4.339442586697888,4.553238875404075,-0.09145389810063476,0.22585658057272262,0.9056583662972062
8,XGB,253,4.1717189185248165,4.645899801753014,4.615481117487236,-0.10637394504022346,0.0018324452805239533,0.42311426059161017
