date,gate_finance,gate_shipping
2021-01-22,0.7960700988769531,0.20392991602420807
2021-01-29,0.7896600961685181,0.21033987402915955
2021-02-05,0.7816156148910522,0.21838437020778656
2021-02-12,0.7839080691337585,0.21609196066856384
2021-02-19,0.7743324041366577,0.22566752135753632
2021-02-26,0.7964873313903809,0.20351259410381317
2021-03-05,0.7986266016960144,0.2013734132051468
2021-03-12,0.7971861362457275,0.20281387865543365
2021-03-19,0.7840949296951294,0.21590514481067657
2021-03-26,0.7762352228164673,0.2237647920846939
2021-04-02,0.7762370109558105,0.22376298904418945
2021-04-09,0.7801934480667114,0.21980656683444977
2021-04-16,0.7796283960342407,0.22037167847156525
2021-04-23,0.5482937097549438,0.45170629024505615
2021-04-30,0.5444017648696899,0.4555983245372772
2021-05-07,0.5625078678131104,0.4374921917915344
2021-05-14,0.5481981635093689,0.4518018364906311
2021-05-21,0.560594916343689,0.4394051134586334
2021-05-28,0.5569270849227905,0.44307300448417664
2021-06-04,0.5574561357498169,0.4425438344478607
2021-06-11,0.5557945966720581,0.4442053437232971
2021-06-18,0.5554869174957275,0.44451308250427246
2021-06-25,0.5544618964195251,0.44553816318511963
2021-07-02,0.5699361562728882,0.4300638437271118
2021-07-09,0.5554038286209106,0.44459620118141174
2021-07-16,0.5547601580619812,0.4452398419380188
2021-07-23,0.550105094909668,0.44989490509033203
2021-07-30,0.5451535582542419,0.4548463821411133
2021-08-06,0.5382053256034851,0.4617946147918701
2021-08-13,0.5469832420349121,0.4530167281627655
2021-08-20,0.562498927116394,0.43750107288360596
2021-08-27,0.5283080339431763,0.47169193625450134
2021-09-03,0.5465479493141174,0.4534520208835602
2021-09-10,0.5202783942222595,0.47972163558006287
2021-09-17,0.5280489921569824,0.47195103764533997
2021-09-24,0.5342311859130859,0.4657687544822693
2021-10-01,0.535251796245575,0.46474820375442505
2021-10-08,0.5319646596908569,0.46803534030914307
2021-10-15,0.5374495387077332,0.46255046129226685
2021-10-22,0.5006425976753235,0.4993574023246765
2021-10-29,0.4991178512573242,0.5008822083473206
2021-11-05,0.494688481092453,0.5053114891052246
2021-11-12,0.5007911324501038,0.49920880794525146
2021-11-19,0.5126436948776245,0.4873563051223755
2021-11-26,0.5041717290878296,0.495828241109848
2021-12-03,0.5179490447044373,0.48205095529556274
2021-12-10,0.49517184495925903,0.5048282146453857
2021-12-17,0.5244677066802979,0.47553232312202454
2021-12-24,0.5060459971427917,0.4939539432525635
2021-12-31,0.4957093894481659,0.5042905807495117
2022-01-07,0.497659832239151,0.5023401975631714
2022-01-14,0.5014556050300598,0.4985444247722626
2022-01-21,0.5411996841430664,0.4588002860546112
2022-01-28,0.515933096408844,0.4840669333934784
2022-02-04,0.5310212969779968,0.46897873282432556
2022-02-11,0.5303623676300049,0.46963760256767273
2022-02-18,0.5041017532348633,0.4958982467651367
2022-02-25,0.5201904773712158,0.47980958223342896
2022-03-04,0.5226832032203674,0.4773167669773102
2022-03-11,0.5257655382156372,0.474234402179718
2022-03-18,0.5207317471504211,0.47926831245422363
2022-03-25,0.5186170935630798,0.4813828766345978
2022-04-01,0.5315207839012146,0.4684792459011078
2022-04-08,0.5225663185119629,0.47743362188339233
2022-04-15,0.5119403004646301,0.4880596399307251
2022-04-22,0.4921301305294037,0.5078698396682739
2022-04-29,0.4828786551952362,0.5171212553977966
2022-05-06,0.4819764792919159,0.5180234909057617
2022-05-13,0.49343428015708923,0.5065656900405884
2022-05-20,0.5008200407028198,0.49918001890182495
2022-05-27,0.4837130904197693,0.5162869095802307
2022-06-03,0.4881013333797455,0.5118986964225769
2022-06-10,0.48648515343666077,0.5135148167610168
2022-06-17,0.491373211145401,0.5086268186569214
2022-06-24,0.4916268587112427,0.5083731412887573
2022-07-01,0.5030559301376343,0.49694404006004333
2022-07-08,0.4902394413948059,0.5097604990005493
2022-07-15,0.4899676740169525,0.5100323557853699
2022-07-22,0.6136279106140137,0.38637205958366394
2022-07-29,0.5971120595932007,0.4028879404067993
2022-08-05,0.6110470294952393,0.38895291090011597
2022-08-12,0.5936112403869629,0.4063887596130371
2022-08-19,0.6069669127464294,0.39303308725357056
2022-08-26,0.5943014621734619,0.4056985676288605
2022-09-02,0.6079830527305603,0.3920169174671173
2022-09-09,0.6041468381881714,0.39585310220718384
2022-09-16,0.6095436215400696,0.3904564082622528
2022-09-23,0.608636736869812,0.3913632333278656
2022-09-30,0.6195304989814758,0.38046953082084656
2022-10-07,0.6112942099571228,0.3887057900428772
2022-10-14,0.6087839603424072,0.39121609926223755
2022-10-21,0.8584274649620056,0.141572505235672
2022-10-28,0.8650762438774109,0.1349237561225891
2022-11-04,0.8639784455299377,0.13602152466773987
2022-11-11,0.9000625610351562,0.09993744641542435
2022-11-18,0.8486476540565491,0.15135236084461212
2022-11-25,0.8745457530021667,0.12545426189899445
2022-12-02,0.8619928359985352,0.1380072385072708
2022-12-09,0.8568311333656311,0.1431688517332077
2022-12-16,0.8614501953125,0.1385498195886612
2022-12-23,0.8520016670227051,0.1479983776807785
2022-12-30,0.8679280281066895,0.13207197189331055
2023-01-06,0.8780639171600342,0.12193616479635239
2023-01-13,0.8840355277061462,0.11596442759037018
2023-01-20,0.6591078639030457,0.34089210629463196
2023-01-27,0.6609078645706177,0.3390921354293823
2023-02-03,0.642115592956543,0.35788440704345703
2023-02-10,0.6413545608520508,0.3586454391479492
2023-02-17,0.6423689126968384,0.357631117105484
2023-02-24,0.6450780034065247,0.35492199659347534
2023-03-03,0.6529764533042908,0.34702348709106445
2023-03-10,0.6630107760429382,0.33698922395706177
2023-03-17,0.6785744428634644,0.32142558693885803
2023-03-24,0.6464614868164062,0.3535386025905609
2023-03-31,0.636767566204071,0.36323240399360657
2023-04-07,0.6691424250602722,0.3308575451374054
2023-04-14,0.6547039747238159,0.34529608488082886
2023-04-21,0.8842148184776306,0.11578520387411118
2023-04-28,0.8753912448883057,0.1246088296175003
2023-05-05,0.8854409456253052,0.11455907672643661
2023-05-12,0.857946515083313,0.1420534998178482
2023-05-19,0.8582852482795715,0.14171478152275085
2023-05-26,0.8624326586723328,0.13756731152534485
2023-06-02,0.8848538994789124,0.11514604836702347
2023-06-09,0.8737496137619019,0.12625035643577576
2023-06-16,0.8682423830032349,0.13175766170024872
2023-06-23,0.8708204030990601,0.12917955219745636
2023-06-30,0.8672587275505066,0.13274119794368744
2023-07-07,0.8547802567481995,0.1452198028564453
2023-07-14,0.8849562406539917,0.11504380404949188
2023-07-21,0.6730541586875916,0.32694581151008606
