model,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0,DM_p_vs_M1,CW_stat_vs_M1,CW_p_vs_M1
M0_RW,4.1517846708743695,3.01136186770428,,0.0,,,,,
M1_Flat_Ridge,4.256348943170461,3.090131492098012,0.4980544747081712,-0.02518537944167276,-1.5850618259454587,0.9429066209831216,,,
M1_Flat_XGB,4.368428737773503,3.2651414540476664,0.5525291828793775,-0.052180949657369524,-2.120562374879635,0.9825397846770563,,,
M4_Flat_Ridge,4.538555984310354,3.347452478461981,0.4980544747081712,-0.09315784514290093,-2.0659163851737206,0.9800787061225325,0.9332411126199373,0.7245652789523496,0.23435938306022686
M4_Flat_XGB,4.4121395116903415,3.3511928159428206,0.5097276264591439,-0.06270913870905082,-1.6120015732556303,0.9459031394922234,0.6088025977870015,,
Naive_DirPersist,,,0.5097276264591439,,,,,,
