week_ending_friday,from_site,to_site,n_voyages,mean_transit_days
2021-01-01,P004,P006,34.0,28.475181593231163
2021-01-01,P004,P007,0.0,
2021-01-01,P004,P008,0.0,
2021-01-01,P004,P009,9.0,38.93161651234568
2021-01-01,P004,P011,1.0,46.10125
2021-01-01,P005,P001,5.0,32.671539351851855
2021-01-01,P005,P002,2.0,
2021-01-01,P005,P003,0.0,
2021-01-01,P005,P004,9.0,58.28875578703704
2021-01-01,P005,P006,0.0,
2021-01-01,P005,P008,0.0,
2021-01-01,P005,P009,0.0,
2021-01-01,P005,P011,0.0,
2021-01-01,P006,P001,2.0,44.17678240740741
2021-01-01,P006,P002,4.0,22.28564814814815
2021-01-01,P006,P003,1.0,
2021-01-01,P006,P004,36.0,24.306324298088413
2021-01-01,P006,P005,0.0,
2021-01-01,P006,P008,1.0,20.53613425925926
2021-01-01,P006,P009,2.0,33.141168981481485
2021-01-01,P006,P011,0.0,
2021-01-01,P007,P001,0.0,
2021-01-01,P007,P002,0.0,
2021-01-01,P007,P003,0.0,
2021-01-01,P007,P004,0.0,
2021-01-01,P007,P005,0.0,
2021-01-01,P007,P006,0.0,
2021-01-01,P007,P009,0.0,
2021-01-01,P008,P001,1.0,
2021-01-01,P008,P002,4.0,21.54947627314815
2021-01-01,P008,P003,0.0,
2021-01-01,P008,P004,3.0,21.533568672839507
2021-01-01,P008,P005,0.0,
2021-01-01,P008,P006,0.0,
2021-01-01,P008,P007,0.0,
2021-01-01,P008,P009,0.0,
2021-01-01,P008,P010,0.0,
2021-01-01,P008,P011,0.0,
2021-01-01,P009,P001,1.0,48.93233796296296
2021-01-01,P009,P002,1.0,
2021-01-01,P009,P003,0.0,
2021-01-01,P009,P004,21.0,28.95666844729345
2021-01-01,P009,P005,0.0,
2021-01-01,P009,P006,4.0,25.38974826388889
2021-01-01,P009,P007,0.0,
2021-01-01,P009,P008,0.0,
2021-01-01,P009,P011,0.0,
2021-01-01,P010,P002,0.0,
2021-01-01,P010,P008,0.0,
2021-01-01,P011,P001,1.0,
2021-01-01,P011,P002,0.0,
2021-01-01,P011,P003,0.0,
2021-01-01,P011,P004,3.0,29.53134259259259
2021-01-01,P011,P005,0.0,
2021-01-01,P011,P006,0.0,
2021-01-01,P011,P007,0.0,
2021-01-01,P011,P008,0.0,
2021-01-01,P011,P009,0.0,
2021-01-08,P001,P002,2.0,
2021-01-08,P001,P003,1.0,
2021-01-08,P001,P004,17.0,35.960840084876544
2021-01-08,P001,P005,4.0,39.77630787037037
2021-01-08,P001,P006,2.0,30.47195601851852
2021-01-08,P001,P008,1.0,
2021-01-08,P001,P009,2.0,
2021-01-08,P001,P011,2.0,
2021-01-08,P002,P001,2.0,
2021-01-08,P002,P003,4.0,2.4277372685185186
2021-01-08,P002,P004,23.0,40.83042708333333
2021-01-08,P002,P005,1.0,62.95931712962963
2021-01-08,P002,P006,6.0,43.14597800925927
2021-01-08,P002,P007,2.0,41.04096064814814
2021-01-08,P002,P008,2.0,49.68649305555556
2021-01-08,P002,P009,1.0,
2021-01-08,P002,P010,0.0,
2021-01-08,P002,P011,2.0,54.657152777777775
2021-01-08,P003,P001,0.0,
2021-01-08,P003,P002,7.0,11.366741071428573
2021-01-08,P003,P004,10.0,34.79691550925926
2021-01-08,P003,P005,0.0,
2021-01-08,P003,P006,0.0,
2021-01-08,P003,P007,0.0,
2021-01-08,P003,P008,0.0,
2021-01-08,P003,P009,1.0,
2021-01-08,P003,P011,0.0,
2021-01-08,P004,P001,18.0,39.75412946428571
2021-01-08,P004,P002,21.0,36.969352816358025
2021-01-08,P004,P003,13.0,25.805829124579123
2021-01-08,P004,P005,5.0,71.40251736111111
2021-01-08,P004,P006,42.0,36.214695644718795
2021-01-08,P004,P007,0.0,
2021-01-08,P004,P008,0.0,
2021-01-08,P004,P009,10.0,24.03594675925926
2021-01-08,P004,P011,1.0,
2021-01-08,P005,P001,6.0,49.7054369212963
2021-01-08,P005,P002,0.0,
2021-01-08,P005,P003,0.0,
2021-01-08,P005,P004,8.0,56.52412422839507
2021-01-08,P005,P006,2.0,
2021-01-08,P005,P008,0.0,
2021-01-08,P005,P009,0.0,
2021-01-08,P005,P011,0.0,
2021-01-08,P006,P001,0.0,
2021-01-08,P006,P002,5.0,27.75213541666667
2021-01-08,P006,P003,0.0,
2021-01-08,P006,P004,29.0,16.00712824074074
2021-01-08,P006,P005,3.0,46.84025462962963
2021-01-08,P006,P008,1.0,
2021-01-08,P006,P009,3.0,2.451840277777778
2021-01-08,P006,P011,0.0,
2021-01-08,P007,P001,0.0,
2021-01-08,P007,P002,0.0,
2021-01-08,P007,P003,0.0,
2021-01-08,P007,P004,0.0,
2021-01-08,P007,P005,0.0,
2021-01-08,P007,P006,0.0,
2021-01-08,P007,P009,0.0,
2021-01-08,P008,P001,0.0,
2021-01-08,P008,P002,5.0,10.501655092592593
2021-01-08,P008,P003,0.0,
2021-01-08,P008,P004,0.0,
2021-01-08,P008,P005,0.0,
2021-01-08,P008,P006,0.0,
2021-01-08,P008,P007,0.0,
2021-01-08,P008,P009,0.0,
2021-01-08,P008,P010,2.0,14.654583333333331
2021-01-08,P008,P011,0.0,
2021-01-08,P009,P001,2.0,40.99421296296296
2021-01-08,P009,P002,1.0,
2021-01-08,P009,P003,1.0,
2021-01-08,P009,P004,16.0,31.24794212962963
2021-01-08,P009,P005,1.0,38.886064814814816
2021-01-08,P009,P006,5.0,4.470065586419753
2021-01-08,P009,P007,0.0,
2021-01-08,P009,P008,0.0,
2021-01-08,P009,P011,0.0,
2021-01-08,P010,P002,0.0,
2021-01-08,P010,P008,0.0,
2021-01-08,P011,P001,0.0,
2021-01-08,P011,P002,0.0,
2021-01-08,P011,P003,1.0,
2021-01-08,P011,P004,0.0,
2021-01-08,P011,P005,0.0,
2021-01-08,P011,P006,1.0,
2021-01-08,P011,P007,0.0,
2021-01-08,P011,P008,0.0,
2021-01-08,P011,P009,0.0,
2021-01-15,P001,P002,1.0,
2021-01-15,P001,P003,1.0,53.913217592592595
2021-01-15,P001,P004,27.0,43.63874526515151
2021-01-15,P001,P005,4.0,22.284733796296297
2021-01-15,P001,P006,1.0,
2021-01-15,P001,P008,0.0,
2021-01-15,P001,P009,2.0,
2021-01-15,P001,P011,0.0,
2021-01-15,P002,P001,0.0,
2021-01-15,P002,P003,7.0,14.112080439814815
2021-01-15,P002,P004,20.0,48.25690145502646
2021-01-15,P002,P005,0.0,
2021-01-15,P002,P006,1.0,19.927905092592592
2021-01-15,P002,P007,0.0,
2021-01-15,P002,P008,1.0,1.9740625
2021-01-15,P002,P009,3.0,
2021-01-15,P002,P010,0.0,
2021-01-15,P002,P011,1.0,37.00402777777778
2021-01-15,P003,P001,0.0,
2021-01-15,P003,P002,7.0,6.144383267195768
2021-01-15,P003,P004,7.0,30.75184220679012
2021-01-15,P003,P005,0.0,
2021-01-15,P003,P006,1.0,25.983958333333337
2021-01-15,P003,P007,0.0,
2021-01-15,P003,P008,1.0,0.6207638888888889
2021-01-15,P003,P009,2.0,20.693113425925926
2021-01-15,P003,P011,1.0,13.522824074074077
2021-01-15,P004,P001,21.0,36.67502859477124
2021-01-15,P004,P002,23.0,37.844193218954246
2021-01-15,P004,P003,11.0,16.74188425925926
2021-01-15,P004,P005,4.0,40.459334490740744
2021-01-15,P004,P006,25.0,30.8577512254902
2021-01-15,P004,P007,0.0,
2021-01-15,P004,P008,1.0,86.83123842592593
2021-01-15,P004,P009,9.0,39.57461371527778
2021-01-15,P004,P011,2.0,29.266354166666662
2021-01-15,P005,P001,4.0,31.629612268518517
2021-01-15,P005,P002,0.0,
2021-01-15,P005,P003,1.0,57.398159722222225
2021-01-15,P005,P004,8.0,65.44687114197531
2021-01-15,P005,P006,0.0,
2021-01-15,P005,P008,0.0,
2021-01-15,P005,P009,0.0,
2021-01-15,P005,P011,0.0,
2021-01-15,P006,P001,0.0,
2021-01-15,P006,P002,2.0,48.532280092592586
2021-01-15,P006,P003,0.0,
2021-01-15,P006,P004,38.0,19.667606392450143
2021-01-15,P006,P005,2.0,
2021-01-15,P006,P008,0.0,
2021-01-15,P006,P009,3.0,38.40790895061728
2021-01-15,P006,P011,0.0,
2021-01-15,P007,P001,0.0,
2021-01-15,P007,P002,1.0,2.438657407407407
2021-01-15,P007,P003,0.0,
2021-01-15,P007,P004,0.0,
2021-01-15,P007,P005,0.0,
2021-01-15,P007,P006,0.0,
2021-01-15,P007,P009,0.0,
2021-01-15,P008,P001,0.0,
2021-01-15,P008,P002,3.0,10.75299189814815
2021-01-15,P008,P003,0.0,
2021-01-15,P008,P004,2.0,11.68402777777778
2021-01-15,P008,P005,0.0,
2021-01-15,P008,P006,0.0,
2021-01-15,P008,P007,0.0,
2021-01-15,P008,P009,0.0,
2021-01-15,P008,P010,0.0,
2021-01-15,P008,P011,0.0,
2021-01-15,P009,P001,0.0,
2021-01-15,P009,P002,0.0,
2021-01-15,P009,P003,0.0,
2021-01-15,P009,P004,14.0,24.879479166666666
2021-01-15,P009,P005,0.0,
2021-01-15,P009,P006,3.0,4.736157407407408
2021-01-15,P009,P007,0.0,
2021-01-15,P009,P008,0.0,
2021-01-15,P009,P011,0.0,
2021-01-15,P010,P002,0.0,
2021-01-15,P010,P008,1.0,4.979872685185185
2021-01-15,P011,P001,0.0,
2021-01-15,P011,P002,0.0,
2021-01-15,P011,P003,0.0,
2021-01-15,P011,P004,2.0,16.746423611111112
2021-01-15,P011,P005,0.0,
2021-01-15,P011,P006,1.0,74.43697916666666
2021-01-15,P011,P007,0.0,
2021-01-15,P011,P008,0.0,
2021-01-15,P011,P009,0.0,
2021-01-22,P001,P002,0.0,
2021-01-22,P001,P003,2.0,40.82952546296296
2021-01-22,P001,P004,15.0,38.95746990740741
2021-01-22,P001,P005,2.0,20.639976851851852
2021-01-22,P001,P006,2.0,38.920271990740744
2021-01-22,P001,P008,0.0,
2021-01-22,P001,P009,0.0,
2021-01-22,P001,P011,0.0,
2021-01-22,P002,P001,1.0,78.35466435185185
2021-01-22,P002,P003,6.0,21.902270833333333
2021-01-22,P002,P004,19.0,49.818806216931215
2021-01-22,P002,P005,0.0,
2021-01-22,P002,P006,6.0,37.09444155092593
2021-01-22,P002,P007,1.0,6.661377314814815
2021-01-22,P002,P008,1.0,
2021-01-22,P002,P009,0.0,
2021-01-22,P002,P010,0.0,
2021-01-22,P002,P011,0.0,
2021-01-22,P003,P001,0.0,
2021-01-22,P003,P002,8.0,10.549638310185186
2021-01-22,P003,P004,4.0,27.637216435185184
2021-01-22,P003,P005,1.0,
2021-01-22,P003,P006,2.0,
2021-01-22,P003,P007,0.0,
2021-01-22,P003,P008,0.0,
2021-01-22,P003,P009,0.0,
2021-01-22,P003,P011,0.0,
2021-01-22,P004,P001,19.0,30.60900106837607
2021-01-22,P004,P002,12.0,39.95179232804234
2021-01-22,P004,P003,12.0,19.61252083333333
2021-01-22,P004,P005,4.0,52.304475308641976
2021-01-22,P004,P006,34.0,37.936475908779144
2021-01-22,P004,P007,0.0,
2021-01-22,P004,P008,0.0,
2021-01-22,P004,P009,15.0,36.99167013888889
2021-01-22,P004,P011,0.0,
2021-01-22,P005,P001,3.0,23.48387152777778
2021-01-22,P005,P002,0.0,
2021-01-22,P005,P003,0.0,
2021-01-22,P005,P004,2.0,45.97219907407408
2021-01-22,P005,P006,3.0,45.41438078703703
2021-01-22,P005,P008,1.0,
2021-01-22,P005,P009,1.0,
2021-01-22,P005,P011,0.0,
2021-01-22,P006,P001,0.0,
2021-01-22,P006,P002,3.0,19.78159722222222
2021-01-22,P006,P003,0.0,
2021-01-22,P006,P004,25.0,13.718732363315697
2021-01-22,P006,P005,0.0,
2021-01-22,P006,P008,0.0,
2021-01-22,P006,P009,3.0,14.130868055555556
2021-01-22,P006,P011,0.0,
2021-01-22,P007,P001,0.0,
2021-01-22,P007,P002,1.0,10.675289351851852
2021-01-22,P007,P003,0.0,
2021-01-22,P007,P004,0.0,
2021-01-22,P007,P005,0.0,
2021-01-22,P007,P006,0.0,
2021-01-22,P007,P009,0.0,
2021-01-22,P008,P001,0.0,
2021-01-22,P008,P002,4.0,29.129644097222226
2021-01-22,P008,P003,0.0,
2021-01-22,P008,P004,1.0,34.69839120370371
2021-01-22,P008,P005,0.0,
2021-01-22,P008,P006,0.0,
2021-01-22,P008,P007,0.0,
2021-01-22,P008,P009,0.0,
2021-01-22,P008,P010,0.0,
2021-01-22,P008,P011,0.0,
2021-01-22,P009,P001,2.0,41.65284722222222
2021-01-22,P009,P002,1.0,68.50436342592593
2021-01-22,P009,P003,0.0,
2021-01-22,P009,P004,9.0,39.066882716049385
2021-01-22,P009,P005,2.0,
2021-01-22,P009,P006,2.0,18.31519675925926
2021-01-22,P009,P007,0.0,
2021-01-22,P009,P008,0.0,
2021-01-22,P009,P011,0.0,
2021-01-22,P010,P002,0.0,
2021-01-22,P010,P008,0.0,
2021-01-22,P011,P001,0.0,
2021-01-22,P011,P002,1.0,20.886203703703703
2021-01-22,P011,P003,1.0,69.68155092592593
2021-01-22,P011,P004,1.0,
2021-01-22,P011,P005,0.0,
2021-01-22,P011,P006,0.0,
2021-01-22,P011,P007,0.0,
2021-01-22,P011,P008,0.0,
2021-01-22,P011,P009,0.0,
2021-01-29,P001,P002,3.0,75.14268518518519
2021-01-29,P001,P003,2.0,29.90996527777778
2021-01-29,P001,P004,21.0,39.37178240740741
2021-01-29,P001,P005,2.0,43.40360532407407
2021-01-29,P001,P006,3.0,45.283877314814816
2021-01-29,P001,P008,0.0,
2021-01-29,P001,P009,1.0,
2021-01-29,P001,P011,0.0,
2021-01-29,P002,P001,3.0,37.426319444444445
2021-01-29,P002,P003,2.0,13.040428240740741
2021-01-29,P002,P004,27.0,40.70947916666667
2021-01-29,P002,P005,3.0,
2021-01-29,P002,P006,5.0,25.893587962962965
2021-01-29,P002,P007,0.0,
2021-01-29,P002,P008,1.0,7.682962962962963
2021-01-29,P002,P009,0.0,
2021-01-29,P002,P010,0.0,
2021-01-29,P002,P011,0.0,
2021-01-29,P003,P001,0.0,
2021-01-29,P003,P002,5.0,17.974261574074074
2021-01-29,P003,P004,7.0,26.083078703703706
2021-01-29,P003,P005,1.0,72.76366898148149
2021-01-29,P003,P006,0.0,
2021-01-29,P003,P007,0.0,
2021-01-29,P003,P008,0.0,
2021-01-29,P003,P009,0.0,
2021-01-29,P003,P011,0.0,
2021-01-29,P004,P001,27.0,31.00298309178744
2021-01-29,P004,P002,20.0,40.97122395833333
2021-01-29,P004,P003,8.0,15.80964313271605
2021-01-29,P004,P005,6.0,50.2075
2021-01-29,P004,P006,28.0,33.367323082010586
2021-01-29,P004,P007,0.0,
2021-01-29,P004,P008,0.0,
2021-01-29,P004,P009,18.0,32.2698789983165
2021-01-29,P004,P011,0.0,
2021-01-29,P005,P001,6.0,31.11120949074074
2021-01-29,P005,P002,2.0,
2021-01-29,P005,P003,0.0,
2021-01-29,P005,P004,4.0,41.90568287037037
2021-01-29,P005,P006,2.0,32.373958333333334
2021-01-29,P005,P008,0.0,
2021-01-29,P005,P009,0.0,
2021-01-29,P005,P011,0.0,
2021-01-29,P006,P001,2.0,
2021-01-29,P006,P002,0.0,
2021-01-29,P006,P003,0.0,
2021-01-29,P006,P004,28.0,17.09904619107744
2021-01-29,P006,P005,2.0,36.673287037037035
2021-01-29,P006,P008,0.0,
2021-01-29,P006,P009,4.0,16.057978395061728
2021-01-29,P006,P011,0.0,
2021-01-29,P007,P001,0.0,
2021-01-29,P007,P002,1.0,3.262048611111111
2021-01-29,P007,P003,0.0,
2021-01-29,P007,P004,0.0,
2021-01-29,P007,P005,0.0,
2021-01-29,P007,P006,0.0,
2021-01-29,P007,P009,0.0,
2021-01-29,P008,P001,1.0,
2021-01-29,P008,P002,1.0,7.588703703703704
2021-01-29,P008,P003,2.0,18.811840277777776
2021-01-29,P008,P004,1.0,83.96998842592592
2021-01-29,P008,P005,0.0,
2021-01-29,P008,P006,0.0,
2021-01-29,P008,P007,0.0,
2021-01-29,P008,P009,0.0,
2021-01-29,P008,P010,0.0,
2021-01-29,P008,P011,0.0,
2021-01-29,P009,P001,1.0,54.03684027777778
2021-01-29,P009,P002,3.0,
2021-01-29,P009,P003,1.0,76.37376157407408
2021-01-29,P009,P004,12.0,25.28774636243386
2021-01-29,P009,P005,1.0,
2021-01-29,P009,P006,7.0,17.765509259259257
2021-01-29,P009,P007,0.0,
2021-01-29,P009,P008,0.0,
2021-01-29,P009,P011,0.0,
2021-01-29,P010,P002,0.0,
2021-01-29,P010,P008,0.0,
2021-01-29,P011,P001,0.0,
2021-01-29,P011,P002,0.0,
2021-01-29,P011,P003,0.0,
2021-01-29,P011,P004,1.0,16.3078125
2021-01-29,P011,P005,0.0,
2021-01-29,P011,P006,0.0,
2021-01-29,P011,P007,0.0,
2021-01-29,P011,P008,0.0,
2021-01-29,P011,P009,0.0,
2021-02-05,P001,P002,3.0,37.86436342592592
2021-02-05,P001,P003,2.0,32.28975694444444
2021-02-05,P001,P004,22.0,39.0228839869281
2021-02-05,P001,P005,2.0,17.417511574074073
2021-02-05,P001,P006,1.0,
2021-02-05,P001,P008,0.0,
2021-02-05,P001,P009,1.0,50.55778935185185
2021-02-05,P001,P011,0.0,
2021-02-05,P002,P001,1.0,82.011875
2021-02-05,P002,P003,2.0,35.79559027777778
2021-02-05,P002,P004,20.0,42.255363756613754
2021-02-05,P002,P005,1.0,
2021-02-05,P002,P006,3.0,30.454193672839505
2021-02-05,P002,P007,0.0,
2021-02-05,P002,P008,2.0,1.999351851851852
2021-02-05,P002,P009,1.0,
2021-02-05,P002,P010,0.0,
2021-02-05,P002,P011,0.0,
2021-02-05,P003,P001,0.0,
2021-02-05,P003,P002,11.0,7.563616372053872
2021-02-05,P003,P004,7.0,24.097517361111112
2021-02-05,P003,P005,0.0,
2021-02-05,P003,P006,0.0,
2021-02-05,P003,P007,0.0,
2021-02-05,P003,P008,1.0,
2021-02-05,P003,P009,0.0,
2021-02-05,P003,P011,0.0,
2021-02-05,P004,P001,19.0,34.880591104497356
2021-02-05,P004,P002,19.0,42.09840277777778
2021-02-05,P004,P003,11.0,17.174975405092592
2021-02-05,P004,P005,3.0,78.79297453703704
2021-02-05,P004,P006,24.0,17.618030364923747
2021-02-05,P004,P007,0.0,
2021-02-05,P004,P008,1.0,
2021-02-05,P004,P009,16.0,34.02833964646465
2021-02-05,P004,P011,0.0,
2021-02-05,P005,P001,4.0,23.92741898148148
2021-02-05,P005,P002,0.0,
2021-02-05,P005,P003,1.0,59.36915509259259
2021-02-05,P005,P004,14.0,70.12659336419753
2021-02-05,P005,P006,1.0,47.307881944444446
2021-02-05,P005,P008,0.0,
2021-02-05,P005,P009,0.0,
2021-02-05,P005,P011,0.0,
2021-02-05,P006,P001,2.0,60.01366898148148
2021-02-05,P006,P002,0.0,
2021-02-05,P006,P003,0.0,
2021-02-05,P006,P004,33.0,14.794490740740741
2021-02-05,P006,P005,1.0,29.12127314814815
2021-02-05,P006,P008,1.0,19.927094907407408
2021-02-05,P006,P009,5.0,33.989947916666665
2021-02-05,P006,P011,0.0,
2021-02-05,P007,P001,0.0,
2021-02-05,P007,P002,0.0,
2021-02-05,P007,P003,0.0,
2021-02-05,P007,P004,0.0,
2021-02-05,P007,P005,0.0,
2021-02-05,P007,P006,0.0,
2021-02-05,P007,P009,0.0,
2021-02-05,P008,P001,0.0,
2021-02-05,P008,P002,3.0,8.926435185185186
2021-02-05,P008,P003,0.0,
2021-02-05,P008,P004,0.0,
2021-02-05,P008,P005,0.0,
2021-02-05,P008,P006,1.0,
2021-02-05,P008,P007,0.0,
2021-02-05,P008,P009,0.0,
2021-02-05,P008,P010,0.0,
2021-02-05,P008,P011,0.0,
2021-02-05,P009,P001,0.0,
2021-02-05,P009,P002,1.0,
2021-02-05,P009,P003,0.0,
2021-02-05,P009,P004,13.0,36.95493778935185
2021-02-05,P009,P005,1.0,
2021-02-05,P009,P006,3.0,19.445690586419754
2021-02-05,P009,P007,0.0,
2021-02-05,P009,P008,0.0,
2021-02-05,P009,P011,0.0,
2021-02-05,P010,P002,0.0,
2021-02-05,P010,P008,0.0,
2021-02-05,P011,P001,0.0,
2021-02-05,P011,P002,0.0,
2021-02-05,P011,P003,0.0,
2021-02-05,P011,P004,1.0,23.25755787037037
2021-02-05,P011,P005,0.0,
2021-02-05,P011,P006,1.0,77.28518518518518
2021-02-05,P011,P007,0.0,
2021-02-05,P011,P008,0.0,
2021-02-05,P011,P009,0.0,
2021-02-12,P001,P002,1.0,44.43611111111111
2021-02-12,P001,P003,0.0,
2021-02-12,P001,P004,21.0,46.486244212962966
2021-02-12,P001,P005,4.0,28.33697530864198
2021-02-12,P001,P006,0.0,
2021-02-12,P001,P008,0.0,
2021-02-12,P001,P009,1.0,
2021-02-12,P001,P011,0.0,
2021-02-12,P002,P001,4.0,54.12675925925926
2021-02-12,P002,P003,7.0,20.599458333333335
2021-02-12,P002,P004,27.0,47.639413194444444
2021-02-12,P002,P005,6.0,60.964618055555555
2021-02-12,P002,P006,3.0,35.04391203703704
2021-02-12,P002,P007,0.0,
2021-02-12,P002,P008,0.0,
2021-02-12,P002,P009,2.0,
2021-02-12,P002,P010,0.0,
2021-02-12,P002,P011,0.0,
2021-02-12,P003,P001,0.0,
2021-02-12,P003,P002,12.0,18.754916877104378
2021-02-12,P003,P004,10.0,20.194047067901234
2021-02-12,P003,P005,0.0,
2021-02-12,P003,P006,0.0,
2021-02-12,P003,P007,0.0,
2021-02-12,P003,P008,0.0,
2021-02-12,P003,P009,0.0,
2021-02-12,P003,P011,0.0,
2021-02-12,P004,P001,21.0,35.61187731481481
2021-02-12,P004,P002,21.0,40.43694540895061
2021-02-12,P004,P003,8.0,14.056187789351853
2021-02-12,P004,P005,7.0,54.94277777777777
2021-02-12,P004,P006,22.0,18.374206452546296
2021-02-12,P004,P007,1.0,11.505856481481482
2021-02-12,P004,P008,1.0,11.533993055555555
2021-02-12,P004,P009,16.0,31.738430555555556
2021-02-12,P004,P011,0.0,
2021-02-12,P005,P001,5.0,15.520405092592592
2021-02-12,P005,P002,1.0,
2021-02-12,P005,P003,1.0,74.6006712962963
2021-02-12,P005,P004,3.0,58.99180555555556
2021-02-12,P005,P006,3.0,47.34241898148148
2021-02-12,P005,P008,0.0,
2021-02-12,P005,P009,1.0,
2021-02-12,P005,P011,0.0,
2021-02-12,P006,P001,3.0,37.46123842592593
2021-02-12,P006,P002,1.0,20.221215277777777
2021-02-12,P006,P003,0.0,
2021-02-12,P006,P004,31.0,23.063812692901234
2021-02-12,P006,P005,1.0,26.319699074074073
2021-02-12,P006,P008,0.0,
2021-02-12,P006,P009,4.0,21.339074074074077
2021-02-12,P006,P011,0.0,
2021-02-12,P007,P001,0.0,
2021-02-12,P007,P002,0.0,
2021-02-12,P007,P003,0.0,
2021-02-12,P007,P004,0.0,
2021-02-12,P007,P005,0.0,
2021-02-12,P007,P006,0.0,
2021-02-12,P007,P009,0.0,
2021-02-12,P008,P001,0.0,
2021-02-12,P008,P002,2.0,46.03831597222222
2021-02-12,P008,P003,0.0,
2021-02-12,P008,P004,0.0,
2021-02-12,P008,P005,0.0,
2021-02-12,P008,P006,0.0,
2021-02-12,P008,P007,0.0,
2021-02-12,P008,P009,0.0,
2021-02-12,P008,P010,0.0,
2021-02-12,P008,P011,0.0,
2021-02-12,P009,P001,1.0,40.84131944444445
2021-02-12,P009,P002,0.0,
2021-02-12,P009,P003,1.0,63.87716435185185
2021-02-12,P009,P004,18.0,30.77823337542088
2021-02-12,P009,P005,1.0,
2021-02-12,P009,P006,4.0,34.85368827160494
2021-02-12,P009,P007,0.0,
2021-02-12,P009,P008,0.0,
2021-02-12,P009,P011,0.0,
2021-02-12,P010,P002,0.0,
2021-02-12,P010,P008,0.0,
2021-02-12,P011,P001,0.0,
2021-02-12,P011,P002,0.0,
2021-02-12,P011,P003,0.0,
2021-02-12,P011,P004,0.0,
2021-02-12,P011,P005,0.0,
2021-02-12,P011,P006,0.0,
2021-02-12,P011,P007,0.0,
2021-02-12,P011,P008,0.0,
2021-02-12,P011,P009,0.0,
2021-02-19,P001,P002,3.0,
2021-02-19,P001,P003,0.0,
2021-02-19,P001,P004,18.0,33.31011863425926
2021-02-19,P001,P005,5.0,38.678398919753086
2021-02-19,P001,P006,1.0,
2021-02-19,P001,P008,0.0,
2021-02-19,P001,P009,0.0,
2021-02-19,P001,P011,0.0,
2021-02-19,P002,P001,2.0,57.74881944444444
2021-02-19,P002,P003,7.0,10.573526234567902
2021-02-19,P002,P004,26.0,44.37069097222222
2021-02-19,P002,P005,1.0,
2021-02-19,P002,P006,5.0,30.378015046296298
2021-02-19,P002,P007,0.0,
2021-02-19,P002,P008,0.0,
2021-02-19,P002,P009,2.0,
2021-02-19,P002,P010,0.0,
2021-02-19,P002,P011,0.0,
2021-02-19,P003,P001,1.0,45.133090277777775
2021-02-19,P003,P002,4.0,17.686744791666666
2021-02-19,P003,P004,6.0,20.36768287037037
2021-02-19,P003,P005,0.0,
2021-02-19,P003,P006,0.0,
2021-02-19,P003,P007,0.0,
2021-02-19,P003,P008,1.0,0.7248263888888888
2021-02-19,P003,P009,0.0,
2021-02-19,P003,P011,0.0,
2021-02-19,P004,P001,18.0,37.74257161458333
2021-02-19,P004,P002,21.0,42.389123677248676
2021-02-19,P004,P003,10.0,17.82522337962963
2021-02-19,P004,P005,7.0,65.81309895833333
2021-02-19,P004,P006,28.0,24.6239358281893
2021-02-19,P004,P007,0.0,
2021-02-19,P004,P008,1.0,15.267349537037036
2021-02-19,P004,P009,9.0,44.11163580246913
2021-02-19,P004,P011,0.0,
2021-02-19,P005,P001,4.0,24.20111111111111
2021-02-19,P005,P002,4.0,69.49259837962963
2021-02-19,P005,P003,0.0,
2021-02-19,P005,P004,5.0,51.305546875
2021-02-19,P005,P006,0.0,
2021-02-19,P005,P008,0.0,
2021-02-19,P005,P009,1.0,
2021-02-19,P005,P011,0.0,
2021-02-19,P006,P001,1.0,57.61081018518519
2021-02-19,P006,P002,3.0,19.69939814814815
2021-02-19,P006,P003,0.0,
2021-02-19,P006,P004,37.0,20.463493716931218
2021-02-19,P006,P005,2.0,40.402766203703706
2021-02-19,P006,P008,1.0,20.30173611111111
2021-02-19,P006,P009,3.0,13.56958912037037
2021-02-19,P006,P011,0.0,
2021-02-19,P007,P001,0.0,
2021-02-19,P007,P002,0.0,
2021-02-19,P007,P003,0.0,
2021-02-19,P007,P004,0.0,
2021-02-19,P007,P005,0.0,
2021-02-19,P007,P006,0.0,
2021-02-19,P007,P009,0.0,
2021-02-19,P008,P001,0.0,
2021-02-19,P008,P002,2.0,13.751296296296296
2021-02-19,P008,P003,1.0,14.627662037037036
2021-02-19,P008,P004,1.0,17.978368055555556
2021-02-19,P008,P005,0.0,
2021-02-19,P008,P006,0.0,
2021-02-19,P008,P007,0.0,
2021-02-19,P008,P009,0.0,
2021-02-19,P008,P010,0.0,
2021-02-19,P008,P011,0.0,
2021-02-19,P009,P001,0.0,
2021-02-19,P009,P002,2.0,54.656527777777775
2021-02-19,P009,P003,1.0,
2021-02-19,P009,P004,18.0,34.59187692901235
2021-02-19,P009,P005,0.0,
2021-02-19,P009,P006,3.0,26.453721064814815
2021-02-19,P009,P007,0.0,
2021-02-19,P009,P008,0.0,
2021-02-19,P009,P011,0.0,
2021-02-19,P010,P002,0.0,
2021-02-19,P010,P008,0.0,
2021-02-19,P011,P001,1.0,37.85709490740741
2021-02-19,P011,P002,0.0,
2021-02-19,P011,P003,0.0,
2021-02-19,P011,P004,2.0,35.86790509259259
2021-02-19,P011,P005,1.0,
2021-02-19,P011,P006,0.0,
2021-02-19,P011,P007,0.0,
2021-02-19,P011,P008,0.0,
2021-02-19,P011,P009,0.0,
