week_ending_friday,from_site,to_site,n_voyages,mean_transit_days
2022-10-28,P006,P008,1.0,20.99119212962963
2022-10-28,P006,P009,2.0,15.386493055555556
2022-10-28,P006,P011,0.0,
2022-10-28,P007,P002,0.0,
2022-10-28,P007,P003,0.0,
2022-10-28,P007,P004,0.0,
2022-10-28,P007,P005,0.0,
2022-10-28,P007,P009,0.0,
2022-10-28,P007,P011,0.0,
2022-10-28,P008,P001,0.0,
2022-10-28,P008,P002,3.0,19.319058641975307
2022-10-28,P008,P003,1.0,37.9440625
2022-10-28,P008,P004,1.0,
2022-10-28,P008,P005,0.0,
2022-10-28,P008,P006,0.0,
2022-10-28,P008,P007,0.0,
2022-10-28,P008,P009,0.0,
2022-10-28,P008,P010,0.0,
2022-10-28,P008,P011,0.0,
2022-10-28,P009,P001,0.0,
2022-10-28,P009,P002,0.0,
2022-10-28,P009,P003,0.0,
2022-10-28,P009,P004,17.0,22.823984375
2022-10-28,P009,P005,2.0,28.554027777777776
2022-10-28,P009,P006,5.0,12.922332175925925
2022-10-28,P009,P007,0.0,
2022-10-28,P009,P008,0.0,
2022-10-28,P009,P011,0.0,
2022-10-28,P010,P002,0.0,
2022-10-28,P010,P008,0.0,
2022-10-28,P011,P001,0.0,
2022-10-28,P011,P002,0.0,
2022-10-28,P011,P003,1.0,72.12626157407408
2022-10-28,P011,P004,3.0,28.432326388888885
2022-10-28,P011,P005,0.0,
2022-10-28,P011,P006,0.0,
2022-10-28,P011,P007,0.0,
2022-10-28,P011,P008,0.0,
2022-10-28,P011,P009,1.0,34.268553240740744
2022-11-04,P001,P002,3.0,
2022-11-04,P001,P003,0.0,
2022-11-04,P001,P004,23.0,43.32597222222223
2022-11-04,P001,P005,5.0,45.146257716049384
2022-11-04,P001,P006,3.0,62.39748842592592
2022-11-04,P001,P007,0.0,
2022-11-04,P001,P008,0.0,
2022-11-04,P001,P009,1.0,
2022-11-04,P001,P011,0.0,
2022-11-04,P002,P001,0.0,
2022-11-04,P002,P003,5.0,5.876851851851852
2022-11-04,P002,P004,22.0,30.00812079124579
2022-11-04,P002,P005,3.0,45.56633101851852
2022-11-04,P002,P006,3.0,67.77903935185185
2022-11-04,P002,P007,1.0,2.711724537037037
2022-11-04,P002,P008,2.0,5.522123842592593
2022-11-04,P002,P009,1.0,
2022-11-04,P002,P010,0.0,
2022-11-04,P002,P011,1.0,
2022-11-04,P003,P001,0.0,
2022-11-04,P003,P002,7.0,5.598080632716049
2022-11-04,P003,P004,7.0,30.94573379629629
2022-11-04,P003,P005,0.0,
2022-11-04,P003,P006,3.0,51.882974537037036
2022-11-04,P003,P007,0.0,
2022-11-04,P003,P008,1.0,1.320277777777778
2022-11-04,P003,P009,0.0,
2022-11-04,P003,P011,1.0,
2022-11-04,P004,P001,17.0,41.358161375661375
2022-11-04,P004,P002,15.0,44.906174125514404
2022-11-04,P004,P003,11.0,28.141712962962963
2022-11-04,P004,P005,12.0,68.75418981481482
2022-11-04,P004,P006,34.0,27.46679398148148
2022-11-04,P004,P007,0.0,
2022-11-04,P004,P008,3.0,17.207928240740742
2022-11-04,P004,P009,20.0,13.42806712962963
2022-11-04,P004,P011,0.0,
2022-11-04,P005,P001,8.0,26.372531828703703
2022-11-04,P005,P002,1.0,34.72923611111111
2022-11-04,P005,P003,1.0,49.06655092592592
2022-11-04,P005,P004,9.0,
2022-11-04,P005,P006,3.0,57.819652777777776
2022-11-04,P005,P008,1.0,75.85086805555555
2022-11-04,P005,P009,3.0,67.12547453703704
2022-11-04,P005,P011,0.0,
2022-11-04,P006,P001,3.0,
2022-11-04,P006,P002,3.0,18.245416666666667
2022-11-04,P006,P003,2.0,24.89834490740741
2022-11-04,P006,P004,36.0,23.581459297839505
2022-11-04,P006,P005,0.0,
2022-11-04,P006,P007,0.0,
2022-11-04,P006,P008,1.0,21.98960648148148
2022-11-04,P006,P009,6.0,24.47495601851852
2022-11-04,P006,P011,0.0,
2022-11-04,P007,P002,0.0,
2022-11-04,P007,P003,0.0,
2022-11-04,P007,P004,0.0,
2022-11-04,P007,P005,0.0,
2022-11-04,P007,P009,0.0,
2022-11-04,P007,P011,0.0,
2022-11-04,P008,P001,0.0,
2022-11-04,P008,P002,6.0,29.495428240740743
2022-11-04,P008,P003,0.0,
2022-11-04,P008,P004,1.0,
2022-11-04,P008,P005,0.0,
2022-11-04,P008,P006,0.0,
2022-11-04,P008,P007,0.0,
2022-11-04,P008,P009,0.0,
2022-11-04,P008,P010,0.0,
2022-11-04,P008,P011,0.0,
2022-11-04,P009,P001,2.0,74.08454861111112
2022-11-04,P009,P002,1.0,
2022-11-04,P009,P003,0.0,
2022-11-04,P009,P004,11.0,11.001403356481482
2022-11-04,P009,P005,2.0,73.67898148148149
2022-11-04,P009,P006,4.0,9.009693287037038
2022-11-04,P009,P007,0.0,
2022-11-04,P009,P008,0.0,
2022-11-04,P009,P011,0.0,
2022-11-04,P010,P002,0.0,
2022-11-04,P010,P008,0.0,
2022-11-04,P011,P001,2.0,14.476469907407408
2022-11-04,P011,P002,2.0,31.723449074074075
2022-11-04,P011,P003,0.0,
2022-11-04,P011,P004,0.0,
2022-11-04,P011,P005,0.0,
2022-11-04,P011,P006,0.0,
2022-11-04,P011,P007,0.0,
2022-11-04,P011,P008,0.0,
2022-11-04,P011,P009,0.0,
2022-11-11,P001,P002,0.0,
2022-11-11,P001,P003,0.0,
2022-11-11,P001,P004,19.0,43.34145096801347
2022-11-11,P001,P005,2.0,20.482627314814813
2022-11-11,P001,P006,3.0,48.40285879629629
2022-11-11,P001,P007,0.0,
2022-11-11,P001,P008,0.0,
2022-11-11,P001,P009,0.0,
2022-11-11,P001,P011,0.0,
2022-11-11,P002,P001,6.0,25.13023148148148
2022-11-11,P002,P003,6.0,28.629841820987654
2022-11-11,P002,P004,29.0,49.10157889660494
2022-11-11,P002,P005,0.0,
2022-11-11,P002,P006,2.0,29.904189814814817
2022-11-11,P002,P007,0.0,
2022-11-11,P002,P008,3.0,2.6171682098765436
2022-11-11,P002,P009,2.0,25.42326388888889
2022-11-11,P002,P010,0.0,
2022-11-11,P002,P011,0.0,
2022-11-11,P003,P001,1.0,67.78314814814814
2022-11-11,P003,P002,18.0,8.68443070023148
2022-11-11,P003,P004,12.0,34.44746875
2022-11-11,P003,P005,0.0,
2022-11-11,P003,P006,0.0,
2022-11-11,P003,P007,0.0,
2022-11-11,P003,P008,0.0,
2022-11-11,P003,P009,1.0,
2022-11-11,P003,P011,0.0,
2022-11-11,P004,P001,26.0,39.847109375
2022-11-11,P004,P002,28.0,43.57741898148148
2022-11-11,P004,P003,13.0,27.28978298611111
2022-11-11,P004,P005,10.0,83.24386574074074
2022-11-11,P004,P006,40.0,22.921725260416668
2022-11-11,P004,P007,0.0,
2022-11-11,P004,P008,1.0,
2022-11-11,P004,P009,14.0,26.709225694444445
2022-11-11,P004,P011,1.0,55.66943287037037
2022-11-11,P005,P001,5.0,31.041828703703704
2022-11-11,P005,P002,1.0,
2022-11-11,P005,P003,0.0,
2022-11-11,P005,P004,4.0,65.20234182098766
2022-11-11,P005,P006,4.0,38.41010416666667
2022-11-11,P005,P008,0.0,
2022-11-11,P005,P009,3.0,64.33310763888889
2022-11-11,P005,P011,0.0,
2022-11-11,P006,P001,3.0,46.49489583333333
2022-11-11,P006,P002,1.0,17.381666666666668
2022-11-11,P006,P003,0.0,
2022-11-11,P006,P004,34.0,20.787298525377228
2022-11-11,P006,P005,3.0,36.57271604938271
2022-11-11,P006,P007,0.0,
2022-11-11,P006,P008,0.0,
2022-11-11,P006,P009,2.0,2.00212962962963
2022-11-11,P006,P011,0.0,
2022-11-11,P007,P002,0.0,
2022-11-11,P007,P003,1.0,29.38486111111111
2022-11-11,P007,P004,0.0,
2022-11-11,P007,P005,0.0,
2022-11-11,P007,P009,0.0,
2022-11-11,P007,P011,0.0,
2022-11-11,P008,P001,0.0,
2022-11-11,P008,P002,1.0,
2022-11-11,P008,P003,1.0,5.85699074074074
2022-11-11,P008,P004,1.0,31.82144675925926
2022-11-11,P008,P005,0.0,
2022-11-11,P008,P006,0.0,
2022-11-11,P008,P007,0.0,
2022-11-11,P008,P009,0.0,
2022-11-11,P008,P010,0.0,
2022-11-11,P008,P011,0.0,
2022-11-11,P009,P001,2.0,57.702447916666664
2022-11-11,P009,P002,1.0,
2022-11-11,P009,P003,1.0,
2022-11-11,P009,P004,19.0,32.2732705026455
2022-11-11,P009,P005,0.0,
2022-11-11,P009,P006,5.0,5.03869212962963
2022-11-11,P009,P007,0.0,
2022-11-11,P009,P008,0.0,
2022-11-11,P009,P011,0.0,
2022-11-11,P010,P002,0.0,
2022-11-11,P010,P008,1.0,24.3484375
2022-11-11,P011,P001,0.0,
2022-11-11,P011,P002,1.0,
2022-11-11,P011,P003,0.0,
2022-11-11,P011,P004,2.0,33.796724537037036
2022-11-11,P011,P005,0.0,
2022-11-11,P011,P006,0.0,
2022-11-11,P011,P007,0.0,
2022-11-11,P011,P008,0.0,
2022-11-11,P011,P009,0.0,
2022-11-18,P001,P002,3.0,
2022-11-18,P001,P003,0.0,
2022-11-18,P001,P004,22.0,44.94647569444444
2022-11-18,P001,P005,4.0,37.956689814814816
2022-11-18,P001,P006,3.0,71.83568287037038
2022-11-18,P001,P007,0.0,
2022-11-18,P001,P008,0.0,
2022-11-18,P001,P009,0.0,
2022-11-18,P001,P011,0.0,
2022-11-18,P002,P001,2.0,38.4753587962963
2022-11-18,P002,P003,4.0,2.539100115740741
2022-11-18,P002,P004,13.0,29.030263310185187
2022-11-18,P002,P005,3.0,66.22975694444445
2022-11-18,P002,P006,4.0,36.49021604938272
2022-11-18,P002,P007,0.0,
2022-11-18,P002,P008,0.0,
2022-11-18,P002,P009,1.0,
2022-11-18,P002,P010,0.0,
2022-11-18,P002,P011,1.0,
2022-11-18,P003,P001,0.0,
2022-11-18,P003,P002,13.0,15.063992091049384
2022-11-18,P003,P004,11.0,40.9840753600823
2022-11-18,P003,P005,1.0,
2022-11-18,P003,P006,0.0,
2022-11-18,P003,P007,0.0,
2022-11-18,P003,P008,1.0,0.7446527777777778
2022-11-18,P003,P009,1.0,22.152662037037036
2022-11-18,P003,P011,0.0,
2022-11-18,P004,P001,23.0,40.60629561546841
2022-11-18,P004,P002,22.0,46.311720679012346
2022-11-18,P004,P003,16.0,29.412576566951568
2022-11-18,P004,P005,11.0,65.02724768518519
2022-11-18,P004,P006,53.0,24.54941716269841
2022-11-18,P004,P007,0.0,
2022-11-18,P004,P008,2.0,27.385821759259255
2022-11-18,P004,P009,15.0,30.89553472222222
2022-11-18,P004,P011,0.0,
2022-11-18,P005,P001,5.0,28.225262345679013
2022-11-18,P005,P002,0.0,
2022-11-18,P005,P003,1.0,
2022-11-18,P005,P004,7.0,56.11198688271605
2022-11-18,P005,P006,3.0,32.195792824074076
2022-11-18,P005,P008,0.0,
2022-11-18,P005,P009,0.0,
2022-11-18,P005,P011,0.0,
2022-11-18,P006,P001,1.0,
2022-11-18,P006,P002,3.0,19.814398148148147
2022-11-18,P006,P003,2.0,24.071464120370372
2022-11-18,P006,P004,53.0,13.52767361111111
2022-11-18,P006,P005,2.0,43.22630787037037
2022-11-18,P006,P007,0.0,
2022-11-18,P006,P008,0.0,
2022-11-18,P006,P009,3.0,47.70564814814815
2022-11-18,P006,P011,0.0,
2022-11-18,P007,P002,0.0,
2022-11-18,P007,P003,0.0,
2022-11-18,P007,P004,0.0,
2022-11-18,P007,P005,0.0,
2022-11-18,P007,P009,0.0,
2022-11-18,P007,P011,0.0,
2022-11-18,P008,P001,1.0,41.07712962962963
2022-11-18,P008,P002,3.0,25.827932098765434
2022-11-18,P008,P003,1.0,14.288298611111111
2022-11-18,P008,P004,1.0,16.316944444444445
2022-11-18,P008,P005,0.0,
2022-11-18,P008,P006,0.0,
2022-11-18,P008,P007,0.0,
2022-11-18,P008,P009,0.0,
2022-11-18,P008,P010,0.0,
2022-11-18,P008,P011,0.0,
2022-11-18,P009,P001,1.0,
2022-11-18,P009,P002,0.0,
2022-11-18,P009,P003,1.0,59.29975694444445
2022-11-18,P009,P004,12.0,13.889664351851852
2022-11-18,P009,P005,0.0,
2022-11-18,P009,P006,2.0,9.078206018518518
2022-11-18,P009,P007,0.0,
2022-11-18,P009,P008,0.0,
2022-11-18,P009,P011,0.0,
2022-11-18,P010,P002,0.0,
2022-11-18,P010,P008,0.0,
2022-11-18,P011,P001,0.0,
2022-11-18,P011,P002,1.0,22.704305555555557
2022-11-18,P011,P003,1.0,10.302592592592593
2022-11-18,P011,P004,0.0,
2022-11-18,P011,P005,0.0,
2022-11-18,P011,P006,0.0,
2022-11-18,P011,P007,0.0,
2022-11-18,P011,P008,0.0,
2022-11-18,P011,P009,0.0,
2022-11-25,P001,P002,4.0,61.55797453703704
2022-11-25,P001,P003,0.0,
2022-11-25,P001,P004,21.0,52.4179797979798
2022-11-25,P001,P005,7.0,36.72536265432099
2022-11-25,P001,P006,4.0,47.13928819444445
2022-11-25,P001,P007,0.0,
2022-11-25,P001,P008,0.0,
2022-11-25,P001,P009,0.0,
2022-11-25,P001,P011,0.0,
2022-11-25,P002,P001,0.0,
2022-11-25,P002,P003,9.0,13.096002604166667
2022-11-25,P002,P004,19.0,45.84160590277778
2022-11-25,P002,P005,2.0,87.87200231481482
2022-11-25,P002,P006,2.0,37.7121875
2022-11-25,P002,P007,0.0,
2022-11-25,P002,P008,2.0,2.9786689814814813
2022-11-25,P002,P009,1.0,86.59611111111111
2022-11-25,P002,P010,0.0,
2022-11-25,P002,P011,1.0,
2022-11-25,P003,P001,1.0,
2022-11-25,P003,P002,14.0,6.404181547619047
2022-11-25,P003,P004,11.0,25.056431327160496
2022-11-25,P003,P005,0.0,
2022-11-25,P003,P006,1.0,17.158726851851853
2022-11-25,P003,P007,0.0,
2022-11-25,P003,P008,2.0,8.251846064814814
2022-11-25,P003,P009,0.0,
2022-11-25,P003,P011,0.0,
2022-11-25,P004,P001,18.0,37.74054398148148
2022-11-25,P004,P002,23.0,41.8688325617284
2022-11-25,P004,P003,7.0,22.09754794973545
2022-11-25,P004,P005,5.0,56.41815972222222
2022-11-25,P004,P006,49.0,27.189404658564815
2022-11-25,P004,P007,0.0,
2022-11-25,P004,P008,2.0,12.92912037037037
2022-11-25,P004,P009,8.0,8.190642361111113
2022-11-25,P004,P011,2.0,32.15384259259259
2022-11-25,P005,P001,4.0,53.38476273148149
2022-11-25,P005,P002,3.0,71.34747685185185
2022-11-25,P005,P003,1.0,50.55324074074074
2022-11-25,P005,P004,12.0,61.60288657407407
2022-11-25,P005,P006,3.0,38.520185185185184
2022-11-25,P005,P008,0.0,
2022-11-25,P005,P009,3.0,
2022-11-25,P005,P011,0.0,
2022-11-25,P006,P001,5.0,38.06219328703703
2022-11-25,P006,P002,0.0,
2022-11-25,P006,P003,0.0,
2022-11-25,P006,P004,52.0,17.548678240740742
2022-11-25,P006,P005,0.0,
2022-11-25,P006,P007,0.0,
2022-11-25,P006,P008,0.0,
2022-11-25,P006,P009,5.0,5.860104166666666
2022-11-25,P006,P011,0.0,
2022-11-25,P007,P002,0.0,
2022-11-25,P007,P003,0.0,
2022-11-25,P007,P004,0.0,
2022-11-25,P007,P005,0.0,
2022-11-25,P007,P009,0.0,
2022-11-25,P007,P011,0.0,
2022-11-25,P008,P001,0.0,
2022-11-25,P008,P002,7.0,24.036030092592593
2022-11-25,P008,P003,0.0,
2022-11-25,P008,P004,1.0,87.26206018518519
2022-11-25,P008,P005,0.0,
2022-11-25,P008,P006,0.0,
2022-11-25,P008,P007,0.0,
2022-11-25,P008,P009,0.0,
2022-11-25,P008,P010,0.0,
2022-11-25,P008,P011,0.0,
2022-11-25,P009,P001,0.0,
2022-11-25,P009,P002,1.0,
2022-11-25,P009,P003,2.0,77.11535879629629
2022-11-25,P009,P004,18.0,28.076911651234568
2022-11-25,P009,P005,2.0,
2022-11-25,P009,P006,3.0,4.804988425925926
2022-11-25,P009,P007,0.0,
2022-11-25,P009,P008,0.0,
2022-11-25,P009,P011,0.0,
2022-11-25,P010,P002,0.0,
2022-11-25,P010,P008,0.0,
2022-11-25,P011,P001,0.0,
2022-11-25,P011,P002,0.0,
2022-11-25,P011,P003,0.0,
2022-11-25,P011,P004,1.0,15.824780092592592
2022-11-25,P011,P005,0.0,
2022-11-25,P011,P006,0.0,
2022-11-25,P011,P007,0.0,
2022-11-25,P011,P008,0.0,
2022-11-25,P011,P009,0.0,
2022-12-02,P001,P002,3.0,66.92943287037038
2022-12-02,P001,P003,1.0,80.62894675925926
2022-12-02,P001,P004,23.0,43.8288549382716
2022-12-02,P001,P005,6.0,43.2951350308642
2022-12-02,P001,P006,2.0,69.91280092592592
2022-12-02,P001,P007,0.0,
2022-12-02,P001,P008,0.0,
2022-12-02,P001,P009,1.0,62.683055555555555
2022-12-02,P001,P011,0.0,
2022-12-02,P002,P001,4.0,51.22983217592592
2022-12-02,P002,P003,5.0,24.78787037037037
2022-12-02,P002,P004,20.0,37.5048530982906
2022-12-02,P002,P005,3.0,43.600960648148146
2022-12-02,P002,P006,6.0,35.813747685185184
2022-12-02,P002,P007,0.0,
2022-12-02,P002,P008,2.0,2.06375
2022-12-02,P002,P009,1.0,
2022-12-02,P002,P010,0.0,
2022-12-02,P002,P011,2.0,38.701087962962966
2022-12-02,P003,P001,1.0,
2022-12-02,P003,P002,9.0,4.927773919753086
2022-12-02,P003,P004,11.0,27.384677083333333
2022-12-02,P003,P005,0.0,
2022-12-02,P003,P006,1.0,26.77113425925926
2022-12-02,P003,P007,0.0,
2022-12-02,P003,P008,3.0,2.8979822530864197
2022-12-02,P003,P009,0.0,
2022-12-02,P003,P011,0.0,
2022-12-02,P004,P001,22.0,34.79299459876543
2022-12-02,P004,P002,22.0,48.684393084490736
2022-12-02,P004,P003,9.0,20.014234182098765
2022-12-02,P004,P005,9.0,66.04054398148148
2022-12-02,P004,P006,44.0,31.403415436921296
2022-12-02,P004,P007,0.0,
2022-12-02,P004,P008,3.0,26.420092592592592
2022-12-02,P004,P009,17.0,26.35856797138047
2022-12-02,P004,P011,3.0,60.71365740740741
2022-12-02,P005,P001,4.0,40.451280864197535
2022-12-02,P005,P002,0.0,
2022-12-02,P005,P003,0.0,
2022-12-02,P005,P004,13.0,66.78614969135803
2022-12-02,P005,P006,4.0,52.513576388888886
2022-12-02,P005,P007,1.0,64.90618055555555
2022-12-02,P005,P008,1.0,38.271203703703705
2022-12-02,P005,P009,2.0,
2022-12-02,P005,P011,0.0,
2022-12-02,P006,P001,3.0,48.56461805555555
2022-12-02,P006,P002,3.0,17.75800347222222
2022-12-02,P006,P003,4.0,40.668117283950615
2022-12-02,P006,P004,49.0,13.410720899470899
2022-12-02,P006,P005,2.0,55.50560763888889
2022-12-02,P006,P007,0.0,
2022-12-02,P006,P008,1.0,24.72303240740741
2022-12-02,P006,P009,2.0,3.2166435185185187
2022-12-02,P006,P011,0.0,
2022-12-02,P007,P002,0.0,
2022-12-02,P007,P003,0.0,
2022-12-02,P007,P004,1.0,
2022-12-02,P007,P005,0.0,
2022-12-02,P007,P009,0.0,
2022-12-02,P007,P011,0.0,
2022-12-02,P008,P001,0.0,
2022-12-02,P008,P002,2.0,11.292291666666667
2022-12-02,P008,P003,2.0,42.059832175925926
2022-12-02,P008,P004,0.0,
2022-12-02,P008,P005,0.0,
2022-12-02,P008,P006,0.0,
2022-12-02,P008,P007,0.0,
2022-12-02,P008,P009,0.0,
2022-12-02,P008,P010,0.0,
2022-12-02,P008,P011,1.0,
2022-12-02,P009,P001,0.0,
2022-12-02,P009,P002,3.0,21.89346064814815
2022-12-02,P009,P003,0.0,
2022-12-02,P009,P004,14.0,21.723556397306396
2022-12-02,P009,P005,1.0,
2022-12-02,P009,P006,2.0,15.806192129629627
2022-12-02,P009,P007,0.0,
2022-12-02,P009,P008,0.0,
2022-12-02,P009,P011,0.0,
2022-12-02,P010,P002,0.0,
2022-12-02,P010,P008,0.0,
2022-12-02,P011,P001,1.0,
2022-12-02,P011,P002,0.0,
2022-12-02,P011,P003,0.0,
2022-12-02,P011,P004,1.0,43.720983796296295
2022-12-02,P011,P005,0.0,
2022-12-02,P011,P006,0.0,
2022-12-02,P011,P007,0.0,
2022-12-02,P011,P008,0.0,
2022-12-02,P011,P009,0.0,
2022-12-09,P001,P002,4.0,54.63820601851852
2022-12-09,P001,P003,1.0,
2022-12-09,P001,P004,18.0,50.98382073045267
2022-12-09,P001,P005,0.0,
2022-12-09,P001,P006,2.0,25.66111111111111
2022-12-09,P001,P007,0.0,
2022-12-09,P001,P008,0.0,
2022-12-09,P001,P009,2.0,77.98524305555556
2022-12-09,P001,P011,0.0,
2022-12-09,P002,P001,5.0,56.64721450617284
2022-12-09,P002,P003,4.0,2.8757783564814816
2022-12-09,P002,P004,18.0,44.40337673611111
2022-12-09,P002,P005,3.0,44.28873842592593
2022-12-09,P002,P006,2.0,28.255306712962962
2022-12-09,P002,P007,0.0,
2022-12-09,P002,P008,2.0,1.820162037037037
2022-12-09,P002,P009,0.0,
2022-12-09,P002,P010,0.0,
2022-12-09,P002,P011,2.0,19.54023148148148
2022-12-09,P003,P001,0.0,
2022-12-09,P003,P002,7.0,11.94116898148148
2022-12-09,P003,P004,6.0,20.736953125
2022-12-09,P003,P005,0.0,
2022-12-09,P003,P006,1.0,35.074375
2022-12-09,P003,P007,0.0,
2022-12-09,P003,P008,0.0,
2022-12-09,P003,P009,0.0,
2022-12-09,P003,P011,0.0,
2022-12-09,P004,P001,24.0,39.10758528265107
2022-12-09,P004,P002,20.0,45.0608406986532
2022-12-09,P004,P003,10.0,16.60966579861111
2022-12-09,P004,P005,5.0,64.09032407407408
2022-12-09,P004,P006,53.0,28.299954268292684
2022-12-09,P004,P007,0.0,
2022-12-09,P004,P008,1.0,19.58972222222222
2022-12-09,P004,P009,16.0,38.15221064814815
2022-12-09,P004,P011,1.0,
2022-12-09,P005,P001,4.0,24.45113425925926
2022-12-09,P005,P002,1.0,57.57844907407407
2022-12-09,P005,P003,1.0,
2022-12-09,P005,P004,14.0,53.68066137566137
2022-12-09,P005,P006,2.0,39.01297453703704
2022-12-09,P005,P008,0.0,
2022-12-09,P005,P009,1.0,57.78567129629629
2022-12-09,P005,P011,0.0,
2022-12-09,P006,P001,2.0,37.22018518518519
2022-12-09,P006,P002,1.0,
2022-12-09,P006,P003,2.0,21.27068287037037
2022-12-09,P006,P004,49.0,14.224436085390948
2022-12-09,P006,P005,0.0,
2022-12-09,P006,P007,0.0,
2022-12-09,P006,P008,0.0,
2022-12-09,P006,P009,5.0,19.86006365740741
2022-12-09,P006,P011,0.0,
2022-12-09,P007,P002,0.0,
2022-12-09,P007,P003,0.0,
2022-12-09,P007,P004,0.0,
2022-12-09,P007,P005,0.0,
2022-12-09,P007,P009,1.0,30.123368055555556
2022-12-09,P007,P011,0.0,
2022-12-09,P008,P001,0.0,
2022-12-09,P008,P002,3.0,14.58807098765432
2022-12-09,P008,P003,2.0,11.981481481481483
2022-12-09,P008,P004,1.0,31.782847222222223
2022-12-09,P008,P005,0.0,
2022-12-09,P008,P006,0.0,
2022-12-09,P008,P007,0.0,
2022-12-09,P008,P009,1.0,52.98834490740741
2022-12-09,P008,P010,0.0,
2022-12-09,P008,P011,0.0,
2022-12-09,P009,P001,0.0,
2022-12-09,P009,P002,1.0,
2022-12-09,P009,P003,0.0,
2022-12-09,P009,P004,10.0,38.690281084656085
2022-12-09,P009,P005,2.0,40.45282407407407
2022-12-09,P009,P006,4.0,3.2524710648148147
2022-12-09,P009,P007,0.0,
2022-12-09,P009,P008,0.0,
2022-12-09,P009,P011,0.0,
2022-12-09,P010,P002,0.0,
2022-12-09,P010,P008,0.0,
2022-12-09,P011,P001,0.0,
2022-12-09,P011,P002,0.0,
2022-12-09,P011,P003,1.0,11.308530092592592
2022-12-09,P011,P004,1.0,
2022-12-09,P011,P005,0.0,
2022-12-09,P011,P006,0.0,
2022-12-09,P011,P007,0.0,
2022-12-09,P011,P008,0.0,
2022-12-09,P011,P009,0.0,
2022-12-16,P001,P002,2.0,83.67199074074074
2022-12-16,P001,P003,0.0,
2022-12-16,P001,P004,21.0,40.53700231481481
2022-12-16,P001,P005,4.0,43.52595486111111
2022-12-16,P001,P006,4.0,41.64717592592592
2022-12-16,P001,P007,0.0,
2022-12-16,P001,P008,0.0,
2022-12-16,P001,P009,1.0,
2022-12-16,P001,P011,0.0,
2022-12-16,P002,P001,0.0,
2022-12-16,P002,P003,9.0,11.85375514403292
2022-12-16,P002,P004,12.0,52.460904706790124
2022-12-16,P002,P005,0.0,
2022-12-16,P002,P006,3.0,52.23070023148148
2022-12-16,P002,P007,0.0,
2022-12-16,P002,P008,3.0,1.996327160493827
2022-12-16,P002,P009,2.0,24.334664351851853
2022-12-16,P002,P010,0.0,
2022-12-16,P002,P011,1.0,8.747824074074074
2022-12-16,P003,P001,0.0,
2022-12-16,P003,P002,10.0,10.689461805555556
2022-12-16,P003,P004,13.0,25.784356481481478
2022-12-16,P003,P005,0.0,
2022-12-16,P003,P006,1.0,28.434872685185184
2022-12-16,P003,P007,0.0,
2022-12-16,P003,P008,0.0,
2022-12-16,P003,P009,1.0,22.332708333333333
2022-12-16,P003,P011,0.0,
2022-12-16,P004,P001,34.0,41.86552488425926
2022-12-16,P004,P002,21.0,48.024957264957266
2022-12-16,P004,P003,9.0,16.015028935185185
2022-12-16,P004,P005,10.0,68.03756558641976
2022-12-16,P004,P006,39.0,24.797927442528735
2022-12-16,P004,P007,0.0,
2022-12-16,P004,P008,1.0,58.3359837962963
2022-12-16,P004,P009,9.0,19.841664737654323
2022-12-16,P004,P011,0.0,
2022-12-16,P005,P001,5.0,42.878070987654326
2022-12-16,P005,P002,3.0,36.44071759259259
2022-12-16,P005,P003,1.0,
2022-12-16,P005,P004,8.0,58.06337962962964
2022-12-16,P005,P006,3.0,32.28515046296296
2022-12-16,P005,P008,0.0,
2022-12-16,P005,P009,1.0,75.11945601851852
2022-12-16,P005,P011,1.0,
2022-12-16,P006,P001,1.0,
2022-12-16,P006,P002,5.0,28.635949074074073
2022-12-16,P006,P003,0.0,
2022-12-16,P006,P004,53.0,18.521593196457328
2022-12-16,P006,P005,3.0,35.477407407407405
2022-12-16,P006,P007,0.0,
2022-12-16,P006,P008,0.0,
2022-12-16,P006,P009,2.0,14.618298611111111
2022-12-16,P006,P011,0.0,
2022-12-16,P007,P002,0.0,
2022-12-16,P007,P003,0.0,
2022-12-16,P007,P004,0.0,
2022-12-16,P007,P005,0.0,
2022-12-16,P007,P008,1.0,10.570763888888887
2022-12-16,P007,P011,0.0,
2022-12-16,P008,P001,0.0,
2022-12-16,P008,P002,4.0,15.877390046296295
2022-12-16,P008,P003,0.0,
2022-12-16,P008,P004,1.0,13.873136574074074
2022-12-16,P008,P005,0.0,
2022-12-16,P008,P006,0.0,
2022-12-16,P008,P007,0.0,
2022-12-16,P008,P009,0.0,
2022-12-16,P008,P010,0.0,
2022-12-16,P008,P011,0.0,
2022-12-16,P009,P001,1.0,
2022-12-16,P009,P002,0.0,
2022-12-16,P009,P003,0.0,
2022-12-16,P009,P004,18.0,19.830490244708994
2022-12-16,P009,P005,1.0,60.93087962962963
2022-12-16,P009,P006,1.0,
2022-12-16,P009,P007,0.0,
2022-12-16,P009,P008,0.0,
2022-12-16,P009,P011,0.0,
2022-12-16,P010,P002,0.0,
2022-12-16,P010,P008,0.0,
2022-12-16,P011,P001,1.0,
2022-12-16,P011,P002,1.0,
2022-12-16,P011,P003,0.0,
2022-12-16,P011,P004,3.0,59.38834876543209
2022-12-16,P011,P005,1.0,
2022-12-16,P011,P006,0.0,
2022-12-16,P011,P007,0.0,
2022-12-16,P011,P008,0.0,
2022-12-16,P011,P009,0.0,
