week_ending_friday,chokepoint,gfw_total_hours,gfw_total_vessels,gfw_cargo_hours,gfw_bunker_hours,gfw_other_hours,gfw_other_share,gfw_total_hours_mom_pct,gfw_mean_presence_hours_per_vessel,pw_n_tanker,pw_n_total,pw_capacity_tanker,pw_capacity,pw_tanker_share,pw_tanker_cap_share,pw_avg_tanker_size,pw_n_tanker_wow_pct,pw_capacity_tanker_4w_ma,sar_detections_total,sar_detections_dark,sar_dark_share
2019-01-04,hormuz,69217.0,2293.0,19799.0,536.0,45408.0,0.6560238,-29.621044,30.186218,,,,,,,,,,,,
2019-01-11,hormuz,69217.0,2293.0,19799.0,536.0,45408.0,0.6560238,-29.621044,30.186218,168.0,261.0,7920645.0,10446144.0,0.6436782,0.7582362,47146.695,,7920645.0,,,
2019-01-18,hormuz,69217.0,2293.0,19799.0,536.0,45408.0,0.6560238,-29.621044,30.186218,261.0,437.0,9883514.0,14901179.0,0.597254,0.6632706,37867.87,55.357143,8902080.0,,,
2019-01-25,hormuz,69217.0,2293.0,19799.0,536.0,45408.0,0.6560238,-29.621044,30.186218,243.0,408.0,12647587.0,17046464.0,0.5955882,0.74194777,52047.684,-6.8965516,10150582.0,,,
2019-02-01,hormuz,57062.0,2347.0,16782.0,424.0,36513.0,0.6398829,-17.560715,24.31274,269.0,420.0,11233121.0,15269826.0,0.64047617,0.7356417,41758.812,10.699589,10421217.0,,,
2019-02-08,hormuz,57062.0,2347.0,16782.0,424.0,36513.0,0.6398829,-17.560715,24.31274,278.0,450.0,14515404.0,19588896.0,0.61777776,0.74100167,52213.684,3.3457248,12069906.0,,,
2019-02-15,hormuz,57062.0,2347.0,16782.0,424.0,36513.0,0.6398829,-17.560715,24.31274,246.0,413.0,9263260.0,13301189.0,0.5956417,0.6964235,37655.527,-11.510792,11914843.0,,,
2019-02-22,hormuz,57062.0,2347.0,16782.0,424.0,36513.0,0.6398829,-17.560715,24.31274,258.0,420.0,9548166.0,14484630.0,0.6142857,0.659193,37008.395,4.878049,11139988.0,,,
2019-03-01,hormuz,54582.0,2304.0,15626.0,326.0,35891.0,0.6575611,-4.34615,23.690104,296.0,501.0,10512293.0,15694994.0,0.59081835,0.6697864,35514.504,14.7286825,10959781.0,1432.0,966.0,0.674581
2019-03-08,hormuz,54582.0,2304.0,15626.0,326.0,35891.0,0.6575611,-4.34615,23.690104,293.0,488.0,12770307.0,18042102.0,0.60040987,0.70780593,43584.664,-1.0135136,10523506.0,1432.0,966.0,0.674581
2019-03-15,hormuz,54582.0,2304.0,15626.0,326.0,35891.0,0.6575611,-4.34615,23.690104,310.0,491.0,10333776.0,15328604.0,0.6313646,0.6741499,33334.76,5.8020477,10791136.0,1432.0,966.0,0.674581
2019-03-22,hormuz,54582.0,2304.0,15626.0,326.0,35891.0,0.6575611,-4.34615,23.690104,261.0,426.0,12565512.0,17113890.0,0.6126761,0.73422885,48143.723,-15.806452,11545472.0,1432.0,966.0,0.674581
2019-03-29,hormuz,41588.0,2212.0,11143.0,279.0,28100.0,0.6756757,-23.806383,18.801085,298.0,476.0,11017538.0,15915164.0,0.6260504,0.6922667,36971.605,14.176245,11671783.0,1024.0,742.0,0.7246094
2019-04-05,hormuz,41588.0,2212.0,11143.0,279.0,28100.0,0.6756757,-23.806383,18.801085,269.0,461.0,10026011.0,15432407.0,0.5835141,0.6496725,37271.418,-9.731544,10985709.0,1024.0,742.0,0.7246094
2019-04-12,hormuz,41588.0,2212.0,11143.0,279.0,28100.0,0.6756757,-23.806383,18.801085,311.0,512.0,13022514.0,18316020.0,0.6074219,0.7109904,41873.035,15.613383,11657894.0,1024.0,742.0,0.7246094
2019-04-19,hormuz,41588.0,2212.0,11143.0,279.0,28100.0,0.6756757,-23.806383,18.801085,326.0,513.0,12652523.0,17908078.0,0.6354776,0.70652604,38811.42,4.823151,11679646.0,1024.0,742.0,0.7246094
2019-04-26,hormuz,41588.0,2212.0,11143.0,279.0,28100.0,0.6756757,-23.806383,18.801085,342.0,559.0,15908929.0,22062340.0,0.6118068,0.7210898,46517.336,4.9079757,12902494.0,1024.0,742.0,0.7246094
2019-05-03,hormuz,58904.0,2484.0,16101.0,488.0,39970.0,0.67856175,41.637012,23.713366,312.0,537.0,15119312.0,22180164.0,0.5810056,0.6816592,48459.332,-8.77193,14175820.0,1617.0,1088.0,0.67285097
2019-05-10,hormuz,58904.0,2484.0,16101.0,488.0,39970.0,0.67856175,41.637012,23.713366,367.0,626.0,18381582.0,25392772.0,0.586262,0.7238903,50086.055,17.628204,15515586.0,1617.0,1088.0,0.67285097
2019-05-17,hormuz,58904.0,2484.0,16101.0,488.0,39970.0,0.67856175,41.637012,23.713366,365.0,613.0,18856222.0,25872896.0,0.5954323,0.72880214,51660.883,-0.5449591,17066512.0,1617.0,1088.0,0.67285097
2019-05-24,hormuz,58904.0,2484.0,16101.0,488.0,39970.0,0.67856175,41.637012,23.713366,363.0,588.0,18986044.0,25021460.0,0.61734694,0.7587904,52303.152,-0.5479452,17835790.0,1617.0,1088.0,0.67285097
2019-05-31,hormuz,75234.0,2500.0,23518.0,380.0,47879.0,0.6364011,27.723074,30.0936,341.0,541.0,18378624.0,23613836.0,0.63031423,0.778299,53896.254,-6.060606,18650618.0,1370.0,816.0,0.59562045
2019-06-07,hormuz,75234.0,2500.0,23518.0,380.0,47879.0,0.6364011,27.723074,30.0936,374.0,613.0,17503826.0,25235228.0,0.6101142,0.69362664,46801.67,9.67742,18431178.0,1370.0,816.0,0.59562045
2019-06-14,hormuz,75234.0,2500.0,23518.0,380.0,47879.0,0.6364011,27.723074,30.0936,374.0,617.0,19113112.0,26639196.0,0.60615885,0.71748084,51104.58,0.0,18495402.0,1370.0,816.0,0.59562045
2019-06-21,hormuz,75234.0,2500.0,23518.0,380.0,47879.0,0.6364011,27.723074,30.0936,340.0,572.0,17723304.0,23154728.0,0.5944056,0.7654292,52127.367,-9.090909,18179716.0,1370.0,816.0,0.59562045
2019-06-28,hormuz,114836.0,2660.0,35844.0,564.0,72877.0,0.63461804,52.638435,43.17143,348.0,555.0,18672908.0,25824728.0,0.62702703,0.7230631,53657.78,2.3529413,18253288.0,1552.0,801.0,0.5161083
2019-07-05,hormuz,114836.0,2660.0,35844.0,564.0,72877.0,0.63461804,52.638435,43.17143,382.0,608.0,18472524.0,25557878.0,0.62828946,0.7227722,48357.39,9.770115,18495462.0,1552.0,801.0,0.5161083
2019-07-12,hormuz,114836.0,2660.0,35844.0,564.0,72877.0,0.63461804,52.638435,43.17143,385.0,644.0,19755936.0,27208296.0,0.59782606,0.7260998,51314.12,0.7853403,18656168.0,1552.0,801.0,0.5161083
2019-07-19,hormuz,114836.0,2660.0,35844.0,564.0,72877.0,0.63461804,52.638435,43.17143,358.0,622.0,16081919.0,22105148.0,0.5755627,0.72751915,44921.562,-7.012987,18245822.0,1552.0,801.0,0.5161083
2019-07-26,hormuz,114836.0,2660.0,35844.0,564.0,72877.0,0.63461804,52.638435,43.17143,335.0,571.0,15851015.0,22290880.0,0.58669,0.7110986,47316.46,-6.424581,17540348.0,1552.0,801.0,0.5161083
2019-08-02,hormuz,127206.0,2517.0,43172.0,582.0,75728.0,0.59531784,10.771883,50.53874,343.0,566.0,18801118.0,25034518.0,0.60600704,0.7510078,54813.754,2.3880596,17622498.0,1303.0,680.0,0.5218726
2019-08-09,hormuz,127206.0,2517.0,43172.0,582.0,75728.0,0.59531784,10.771883,50.53874,336.0,566.0,16014407.0,22585516.0,0.59363955,0.7090565,47661.926,-2.0408163,16687115.0,1303.0,680.0,0.5218726
2019-08-16,hormuz,127206.0,2517.0,43172.0,582.0,75728.0,0.59531784,10.771883,50.53874,378.0,620.0,17871428.0,24250106.0,0.60967743,0.73696285,47278.906,12.5,17134492.0,1303.0,680.0,0.5218726
2019-08-23,hormuz,127206.0,2517.0,43172.0,582.0,75728.0,0.59531784,10.771883,50.53874,335.0,541.0,18394776.0,24724480.0,0.61922365,0.74399036,54909.777,-11.375662,17770432.0,1303.0,680.0,0.5218726
2019-08-30,hormuz,103877.0,2501.0,35489.0,677.0,62366.0,0.60038316,-18.339544,41.534187,351.0,558.0,17886528.0,23962004.0,0.62903225,0.7464538,50958.77,4.776119,17541784.0,1202.0,618.0,0.5141431
2019-09-06,hormuz,103877.0,2501.0,35489.0,677.0,62366.0,0.60038316,-18.339544,41.534187,365.0,599.0,18580924.0,25263328.0,0.6093489,0.73548996,50906.637,3.988604,18183414.0,1202.0,618.0,0.5141431
2019-09-13,hormuz,103877.0,2501.0,35489.0,677.0,62366.0,0.60038316,-18.339544,41.534187,328.0,557.0,19498234.0,26307156.0,0.5888689,0.74117607,59445.836,-10.136987,18590116.0,1202.0,618.0,0.5141431
2019-09-20,hormuz,103877.0,2501.0,35489.0,677.0,62366.0,0.60038316,-18.339544,41.534187,328.0,547.0,16152429.0,22044592.0,0.59963435,0.7327162,49245.21,0.0,18029528.0,1202.0,618.0,0.5141431
2019-09-27,hormuz,103877.0,2501.0,35489.0,677.0,62366.0,0.60038316,-18.339544,41.534187,361.0,592.0,17091506.0,23253090.0,0.6097973,0.7350209,47344.89,10.060976,17830772.0,1202.0,618.0,0.5141431
2019-10-04,hormuz,85556.0,2391.0,27185.0,747.0,53087.0,0.6204942,-17.637205,35.782516,326.0,544.0,16428035.0,22022856.0,0.5992647,0.74595386,50392.746,-9.695291,17292552.0,1004.0,588.0,0.58565736
2019-10-11,hormuz,85556.0,2391.0,27185.0,747.0,53087.0,0.6204942,-17.637205,35.782516,341.0,543.0,16543026.0,22374256.0,0.62799263,0.7393777,48513.273,4.601227,16553749.0,1004.0,588.0,0.58565736
2019-10-18,hormuz,85556.0,2391.0,27185.0,747.0,53087.0,0.6204942,-17.637205,35.782516,317.0,505.0,15651271.0,20663316.0,0.6277228,0.75744236,49373.094,-7.038123,16428460.0,1004.0,588.0,0.58565736
2019-10-25,hormuz,85556.0,2391.0,27185.0,747.0,53087.0,0.6204942,-17.637205,35.782516,347.0,567.0,19085500.0,24598604.0,0.61199296,0.7758773,55001.438,9.463722,16926958.0,1004.0,588.0,0.58565736
2019-11-01,hormuz,113547.0,2434.0,38907.0,481.0,68122.0,0.5999454,32.716583,46.65037,336.0,563.0,16214549.0,21763672.0,0.59680283,0.7450282,48257.586,-3.170029,16873586.0,1116.0,523.0,0.468638
2019-11-08,hormuz,113547.0,2434.0,38907.0,481.0,68122.0,0.5999454,32.716583,46.65037,328.0,528.0,17562368.0,23449160.0,0.6212121,0.7489551,53543.8,-2.3809524,17128422.0,1116.0,523.0,0.468638
2019-11-15,hormuz,113547.0,2434.0,38907.0,481.0,68122.0,0.5999454,32.716583,46.65037,293.0,488.0,15449228.0,21335064.0,0.60040987,0.7241238,52727.742,-10.670732,17077910.0,1116.0,523.0,0.468638
2019-11-22,hormuz,113547.0,2434.0,38907.0,481.0,68122.0,0.5999454,32.716583,46.65037,278.0,435.0,10719037.0,15722368.0,0.63908046,0.6817699,38557.688,-5.119454,14986295.0,1116.0,523.0,0.468638
2019-11-29,hormuz,95785.0,2388.0,32783.0,540.0,56723.0,0.59219086,-15.642861,40.110973,231.0,392.0,7216350.0,11739823.0,0.58928573,0.6146898,31239.611,-16.906475,12736746.0,1655.0,942.0,0.5691843
2019-12-06,hormuz,95785.0,2388.0,32783.0,540.0,56723.0,0.59219086,-15.642861,40.110973,280.0,437.0,8474047.0,12496544.0,0.6407323,0.67811126,30264.453,21.212122,10464666.0,1655.0,942.0,0.5691843
2019-12-13,hormuz,95785.0,2388.0,32783.0,540.0,56723.0,0.59219086,-15.642861,40.110973,249.0,398.0,8857967.0,12739677.0,0.6256281,0.69530547,35574.164,-11.071428,8816850.0,1655.0,942.0,0.5691843
2019-12-20,hormuz,95785.0,2388.0,32783.0,540.0,56723.0,0.59219086,-15.642861,40.110973,270.0,415.0,10610211.0,15035389.0,0.6506024,0.7056825,39297.08,8.433735,8789644.0,1655.0,942.0,0.5691843
2019-12-27,hormuz,95785.0,2388.0,32783.0,540.0,56723.0,0.59219086,-15.642861,40.110973,281.0,443.0,10783005.0,14594450.0,0.6343115,0.73884284,38373.684,4.0740743,9681308.0,1655.0,942.0,0.5691843
2020-01-03,hormuz,39973.0,2224.0,12831.0,302.0,24509.0,0.61313885,-58.267998,17.97347,287.0,485.0,8587662.0,14378363.0,0.5917526,0.59726286,29922.168,2.1352313,9709711.0,1432.0,1111.0,0.775838
2020-01-10,hormuz,39973.0,2224.0,12831.0,302.0,24509.0,0.61313885,-58.267998,17.97347,305.0,494.0,14183766.0,19234832.0,0.61740893,0.73740005,46504.152,6.271777,11041161.0,1432.0,1111.0,0.775838
2020-01-17,hormuz,39973.0,2224.0,12831.0,302.0,24509.0,0.61313885,-58.267998,17.97347,268.0,448.0,8339521.0,13490292.0,0.59821427,0.61818683,31117.615,-12.131147,10473488.0,1432.0,1111.0,0.775838
2020-01-24,hormuz,39973.0,2224.0,12831.0,302.0,24509.0,0.61313885,-58.267998,17.97347,261.0,463.0,6092439.0,11410366.0,0.5637149,0.53393894,23342.678,-2.6119404,9300847.0,1432.0,1111.0,0.775838
2020-01-31,hormuz,42159.0,2305.0,10907.0,320.0,28217.0,0.66929954,5.4686913,18.29024,285.0,476.0,10375668.0,15766785.0,0.5987395,0.6580713,36405.85,9.195402,9747848.0,1391.0,1079.0,0.7757009
2020-02-07,hormuz,42159.0,2305.0,10907.0,320.0,28217.0,0.66929954,5.4686913,18.29024,281.0,470.0,10263379.0,15914899.0,0.5978723,0.64489126,36524.48,-1.4035088,8767752.0,1391.0,1079.0,0.7757009
2020-02-14,hormuz,42159.0,2305.0,10907.0,320.0,28217.0,0.66929954,5.4686913,18.29024,296.0,469.0,12605315.0,17841952.0,0.63113004,0.7064986,42585.523,5.3380785,9834200.0,1391.0,1079.0,0.7757009
2020-02-21,hormuz,42159.0,2305.0,10907.0,320.0,28217.0,0.66929954,5.4686913,18.29024,258.0,424.0,10208444.0,14885038.0,0.6084906,0.68581915,39567.613,-12.837838,10863202.0,1391.0,1079.0,0.7757009
2020-02-28,hormuz,45355.0,2286.0,12348.0,476.0,29674.0,0.6542608,7.580825,19.840332,299.0,516.0,14888177.0,20280332.0,0.57945734,0.73411894,49793.234,15.891473,11991329.0,1571.0,1142.0,0.72692555
2020-03-06,hormuz,45355.0,2286.0,12348.0,476.0,29674.0,0.6542608,7.580825,19.840332,280.0,456.0,14196840.0,18850972.0,0.61403507,0.75310916,50703.0,-6.354515,12974694.0,1571.0,1142.0,0.72692555
2020-03-13,hormuz,45355.0,2286.0,12348.0,476.0,29674.0,0.6542608,7.580825,19.840332,295.0,475.0,15628358.0,20103868.0,0.6210526,0.7773807,52977.484,5.357143,13730455.0,1571.0,1142.0,0.72692555
2020-03-20,hormuz,45355.0,2286.0,12348.0,476.0,29674.0,0.6542608,7.580825,19.840332,294.0,452.0,16500334.0,20840028.0,0.6504425,0.7917616,56123.586,-0.33898306,15303427.0,1571.0,1142.0,0.72692555
2020-03-27,hormuz,45355.0,2286.0,12348.0,476.0,29674.0,0.6542608,7.580825,19.840332,276.0,458.0,13004218.0,17912252.0,0.60262007,0.72599566,47116.73,-6.122449,14832438.0,1571.0,1142.0,0.72692555
2020-04-03,hormuz,66598.0,2401.0,20489.0,511.0,41902.0,0.62917805,46.837173,27.73761,270.0,441.0,10025228.0,15435529.0,0.6122449,0.6494904,37130.473,-2.173913,13789534.0,1378.0,874.0,0.63425255
2020-04-10,hormuz,66598.0,2401.0,20489.0,511.0,41902.0,0.62917805,46.837173,27.73761,303.0,494.0,16775703.0,22268866.0,0.61336035,0.7533254,55365.355,12.222222,14076371.0,1378.0,874.0,0.63425255
2020-04-17,hormuz,66598.0,2401.0,20489.0,511.0,41902.0,0.62917805,46.837173,27.73761,343.0,575.0,19377460.0,25625932.0,0.59652174,0.7561661,56494.055,13.20132,14795652.0,1378.0,874.0,0.63425255
2020-04-24,hormuz,66598.0,2401.0,20489.0,511.0,41902.0,0.62917805,46.837173,27.73761,313.0,496.0,17667060.0,23508530.0,0.6310484,0.75151694,56444.277,-8.746356,15961363.0,1378.0,874.0,0.63425255
2020-05-01,hormuz,77983.0,2433.0,25259.0,517.0,48762.0,0.62529016,17.095108,32.0522,336.0,521.0,18239754.0,23939096.0,0.6449136,0.7619233,54284.98,7.3482428,18014994.0,1473.0,838.0,0.56890696
2020-05-08,hormuz,77983.0,2433.0,25259.0,517.0,48762.0,0.62529016,17.095108,32.0522,320.0,526.0,18212184.0,22879788.0,0.608365,0.79599446,56913.08,-4.7619047,18374114.0,1473.0,838.0,0.56890696
2020-05-15,hormuz,77983.0,2433.0,25259.0,517.0,48762.0,0.62529016,17.095108,32.0522,353.0,570.0,20163734.0,26801072.0,0.6192982,0.75234807,57121.06,10.3125,18570684.0,1473.0,838.0,0.56890696
2020-05-22,hormuz,77983.0,2433.0,25259.0,517.0,48762.0,0.62529016,17.095108,32.0522,359.0,590.0,18024394.0,24520628.0,0.60847455,0.7350707,50207.227,1.6997167,18660016.0,1473.0,838.0,0.56890696
2020-05-29,hormuz,99277.0,2390.0,32343.0,669.0,61561.0,0.6200933,27.305952,41.538494,342.0,556.0,20010724.0,26346056.0,0.6151079,0.75953394,58510.89,-4.735376,19102760.0,1197.0,601.0,0.50208855
2020-06-05,hormuz,99277.0,2390.0,32343.0,669.0,61561.0,0.6200933,27.305952,41.538494,327.0,533.0,15040220.0,20919196.0,0.61350846,0.7189674,45994.555,-4.385965,18309768.0,1197.0,601.0,0.50208855
2020-06-12,hormuz,99277.0,2390.0,32343.0,669.0,61561.0,0.6200933,27.305952,41.538494,352.0,586.0,18879484.0,25520064.0,0.6006826,0.7397899,53634.902,7.64526,17988706.0,1197.0,601.0,0.50208855
2020-06-19,hormuz,99277.0,2390.0,32343.0,669.0,61561.0,0.6200933,27.305952,41.538494,344.0,557.0,17713068.0,23405836.0,0.61759424,0.75678,51491.477,-2.2727273,17910874.0,1197.0,601.0,0.50208855
2020-06-26,hormuz,99277.0,2390.0,32343.0,669.0,61561.0,0.6200933,27.305952,41.538494,354.0,596.0,17210700.0,23871976.0,0.59395975,0.7209584,48617.8,2.9069767,17210868.0,1197.0,601.0,0.50208855
2020-07-03,hormuz,124484.0,2423.0,42919.0,919.0,73502.0,0.5904534,25.390574,51.37598,398.0,612.0,18433494.0,24230232.0,0.6503268,0.7607642,46315.312,12.4293785,18059188.0,1440.0,647.0,0.44930556
2020-07-10,hormuz,124484.0,2423.0,42919.0,919.0,73502.0,0.5904534,25.390574,51.37598,341.0,572.0,13726060.0,20605988.0,0.59615386,0.66611993,40252.375,-14.321608,16770831.0,1440.0,647.0,0.44930556
2020-07-17,hormuz,124484.0,2423.0,42919.0,919.0,73502.0,0.5904534,25.390574,51.37598,348.0,568.0,17982912.0,24262204.0,0.6126761,0.7411904,51675.035,2.0527859,16838292.0,1440.0,647.0,0.44930556
2020-07-24,hormuz,124484.0,2423.0,42919.0,919.0,73502.0,0.5904534,25.390574,51.37598,368.0,568.0,19287484.0,24759398.0,0.64788735,0.77899647,52411.64,5.7471266,17357488.0,1440.0,647.0,0.44930556
2020-07-31,hormuz,126435.0,2446.0,42769.0,1104.0,72601.0,0.574216,1.5672697,51.690514,354.0,563.0,15748888.0,21240764.0,0.6287744,0.74144644,44488.383,-3.8043478,16686336.0,1415.0,695.0,0.49116609
2020-08-07,hormuz,126435.0,2446.0,42769.0,1104.0,72601.0,0.574216,1.5672697,51.690514,398.0,622.0,17790002.0,23918252.0,0.63987136,0.7437836,44698.496,12.4293785,17702322.0,1415.0,695.0,0.49116609
2020-08-14,hormuz,126435.0,2446.0,42769.0,1104.0,72601.0,0.574216,1.5672697,51.690514,395.0,628.0,20495454.0,27232996.0,0.6289809,0.7525963,51887.227,-0.75376886,18330456.0,1415.0,695.0,0.49116609
2020-08-21,hormuz,126435.0,2446.0,42769.0,1104.0,72601.0,0.574216,1.5672697,51.690514,388.0,604.0,16655718.0,23141456.0,0.6423841,0.71973515,42927.11,-1.772152,17672516.0,1415.0,695.0,0.49116609
2020-08-28,hormuz,92120.0,2452.0,26996.0,892.0,59201.0,0.6426509,-27.140429,37.569332,377.0,617.0,18061888.0,24771928.0,0.61102104,0.7291272,47909.516,-2.8350515,18250766.0,1182.0,646.0,0.5465313
2020-09-04,hormuz,92120.0,2452.0,26996.0,892.0,59201.0,0.6426509,-27.140429,37.569332,331.0,530.0,15306488.0,21779862.0,0.6245283,0.7027817,46243.168,-12.2015915,17629886.0,1182.0,646.0,0.5465313
2020-09-11,hormuz,92120.0,2452.0,26996.0,892.0,59201.0,0.6426509,-27.140429,37.569332,346.0,587.0,17147192.0,24358812.0,0.58943784,0.70394206,49558.355,4.531722,16792820.0,1182.0,646.0,0.5465313
2020-09-18,hormuz,92120.0,2452.0,26996.0,892.0,59201.0,0.6426509,-27.140429,37.569332,366.0,619.0,15543214.0,22951628.0,0.5912762,0.6772162,42467.797,5.780347,16514695.0,1182.0,646.0,0.5465313
2020-09-25,hormuz,92120.0,2452.0,26996.0,892.0,59201.0,0.6426509,-27.140429,37.569332,366.0,607.0,17878896.0,23749390.0,0.6029654,0.7528149,48849.44,0.0,16468947.0,1182.0,646.0,0.5465313
2020-10-02,hormuz,93943.0,2367.0,28145.0,876.0,60359.0,0.6425066,1.9789405,39.688637,381.0,667.0,16709798.0,24521624.0,0.5712144,0.6814312,43857.74,4.0983605,16819774.0,1324.0,720.0,0.5438067
2020-10-09,hormuz,93943.0,2367.0,28145.0,876.0,60359.0,0.6425066,1.9789405,39.688637,355.0,629.0,15779794.0,23594144.0,0.5643879,0.66880125,44450.125,-6.8241467,16477925.0,1324.0,720.0,0.5438067
2020-10-16,hormuz,93943.0,2367.0,28145.0,876.0,60359.0,0.6425066,1.9789405,39.688637,412.0,666.0,19312860.0,26269628.0,0.6186186,0.7351783,46875.875,16.056337,17420336.0,1324.0,720.0,0.5438067
2020-10-23,hormuz,93943.0,2367.0,28145.0,876.0,60359.0,0.6425066,1.9789405,39.688637,332.0,549.0,14220288.0,20482848.0,0.6047359,0.69425344,42832.19,-19.417477,16505685.0,1324.0,720.0,0.5438067
2020-10-30,hormuz,113918.0,2430.0,34013.0,707.0,73503.0,0.64522725,21.262894,46.879837,371.0,615.0,17330790.0,24653668.0,0.60325205,0.70297,46713.72,11.746988,16660933.0,1165.0,514.0,0.44120172
2020-11-06,hormuz,113918.0,2430.0,34013.0,707.0,73503.0,0.64522725,21.262894,46.879837,379.0,622.0,14796040.0,21336080.0,0.60932475,0.6934751,39039.684,2.1563342,16414995.0,1165.0,514.0,0.44120172
2020-11-13,hormuz,113918.0,2430.0,34013.0,707.0,73503.0,0.64522725,21.262894,46.879837,349.0,592.0,18407204.0,25062500.0,0.589527,0.734452,52742.703,-7.9155674,16188580.0,1165.0,514.0,0.44120172
2020-11-20,hormuz,113918.0,2430.0,34013.0,707.0,73503.0,0.64522725,21.262894,46.879837,349.0,545.0,16118786.0,21970854.0,0.640367,0.733644,46185.633,0.0,16663205.0,1165.0,514.0,0.44120172
2020-11-27,hormuz,113918.0,2430.0,34013.0,707.0,73503.0,0.64522725,21.262894,46.879837,266.0,447.0,7680632.0,13050277.0,0.5950783,0.5885417,28874.557,-23.782234,14250666.0,1165.0,514.0,0.44120172
2020-12-04,hormuz,130631.0,2598.0,36710.0,828.0,88238.0,0.6754752,14.67108,50.281372,284.0,466.0,8540018.0,14541409.0,0.60944206,0.5872896,30070.486,6.766917,12686660.0,1715.0,898.0,0.5236152
2020-12-11,hormuz,130631.0,2598.0,36710.0,828.0,88238.0,0.6754752,14.67108,50.281372,335.0,527.0,12670896.0,18437688.0,0.63567364,0.687228,37823.57,17.957747,11252583.0,1715.0,898.0,0.5236152
2020-12-18,hormuz,130631.0,2598.0,36710.0,828.0,88238.0,0.6754752,14.67108,50.281372,285.0,444.0,12063474.0,16931204.0,0.6418919,0.71249944,42327.98,-14.925373,10238755.0,1715.0,898.0,0.5236152
2020-12-25,hormuz,130631.0,2598.0,36710.0,828.0,88238.0,0.6754752,14.67108,50.281372,270.0,447.0,8452309.0,13539912.0,0.60402685,0.6242514,31304.848,-5.263158,10431674.0,1715.0,898.0,0.5236152
2021-01-01,hormuz,82994.0,2447.0,23067.0,509.0,56290.0,0.6782418,-36.466843,33.916634,283.0,464.0,11083060.0,15669673.0,0.60991377,0.7072936,39162.758,4.814815,11067435.0,1632.0,990.0,0.6066176
2021-01-08,hormuz,82994.0,2447.0,23067.0,509.0,56290.0,0.6782418,-36.466843,33.916634,308.0,486.0,8720835.0,13442285.0,0.63374484,0.64876133,28314.398,8.833922,10079920.0,1632.0,990.0,0.6066176
2021-01-15,hormuz,82994.0,2447.0,23067.0,509.0,56290.0,0.6782418,-36.466843,33.916634,311.0,495.0,10971571.0,15396083.0,0.62828285,0.7126209,35278.363,0.97402596,9806944.0,1632.0,990.0,0.6066176
2021-01-22,hormuz,82994.0,2447.0,23067.0,509.0,56290.0,0.6782418,-36.466843,33.916634,294.0,475.0,9125337.0,13742329.0,0.6189474,0.6640313,31038.56,-5.466238,9975201.0,1632.0,990.0,0.6066176
2021-01-29,hormuz,70238.0,2371.0,18436.0,633.0,48370.0,0.68865854,-15.369785,29.623787,347.0,586.0,17765172.0,24288678.0,0.59215015,0.7314178,51196.457,18.02721,11645728.0,1323.0,872.0,0.6591081
2021-02-05,hormuz,70238.0,2371.0,18436.0,633.0,48370.0,0.68865854,-15.369785,29.623787,332.0,513.0,15053517.0,19634736.0,0.64717346,0.7666778,45341.918,-4.322767,13228899.0,1323.0,872.0,0.6591081
2021-02-12,hormuz,70238.0,2371.0,18436.0,633.0,48370.0,0.68865854,-15.369785,29.623787,326.0,530.0,15961910.0,21737882.0,0.61509436,0.73429,48962.914,-1.8072289,14476484.0,1323.0,872.0,0.6591081
2021-02-19,hormuz,70238.0,2371.0,18436.0,633.0,48370.0,0.68865854,-15.369785,29.623787,328.0,512.0,16054856.0,21126264.0,0.640625,0.7599477,48947.73,0.61349696,16208864.0,1323.0,872.0,0.6591081
2021-02-26,hormuz,70238.0,2371.0,18436.0,633.0,48370.0,0.68865854,-15.369785,29.623787,345.0,569.0,16692814.0,23158178.0,0.6063269,0.72081727,48384.97,5.1829267,15940774.0,1323.0,872.0,0.6591081
2021-03-05,hormuz,87043.0,2428.0,23455.0,940.0,59774.0,0.68671805,23.925795,35.84967,297.0,482.0,12761350.0,18242064.0,0.61618257,0.6995563,42967.508,-13.913043,15367732.0,1486.0,862.0,0.58008075
2021-03-12,hormuz,87043.0,2428.0,23455.0,940.0,59774.0,0.68671805,23.925795,35.84967,297.0,498.0,11909736.0,18153504.0,0.59638554,0.6560571,40100.12,0.0,14354689.0,1486.0,862.0,0.58008075
2021-03-19,hormuz,87043.0,2428.0,23455.0,940.0,59774.0,0.68671805,23.925795,35.84967,316.0,511.0,15703369.0,21294548.0,0.6183953,0.7374361,49694.207,6.3973064,14266817.0,1486.0,862.0,0.58008075
2021-03-26,hormuz,87043.0,2428.0,23455.0,940.0,59774.0,0.68671805,23.925795,35.84967,326.0,531.0,15834760.0,21851276.0,0.61393595,0.72466063,48572.883,3.164557,14052304.0,1486.0,862.0,0.58008075
2021-04-02,hormuz,102334.0,2368.0,27329.0,734.0,70929.0,0.69311273,17.567179,43.21537,325.0,540.0,15402428.0,21146668.0,0.6018519,0.7283619,47392.086,-0.30674848,14712573.0,1352.0,717.0,0.5303255
2021-04-09,hormuz,102334.0,2368.0,27329.0,734.0,70929.0,0.69311273,17.567179,43.21537,368.0,609.0,14949929.0,22023588.0,0.60426927,0.6788144,40624.81,13.230769,15472622.0,1352.0,717.0,0.5303255
