week_ending_friday,region_type,region_id,region_short,detections_total,detections_dark,detections_matched,dark_share
2022-09-16,aoi,P004,P004,334.0,19.0,315.0,0.0568862275449101
2022-09-23,aoi,P004,P004,334.0,19.0,315.0,0.0568862275449101
2022-09-30,aoi,P004,P004,638.0,34.0,604.0,0.0532915360501567
2022-10-07,aoi,P004,P004,638.0,34.0,604.0,0.0532915360501567
2022-10-14,aoi,P004,P004,638.0,34.0,604.0,0.0532915360501567
2022-10-21,aoi,P004,P004,638.0,34.0,604.0,0.0532915360501567
2022-10-28,aoi,P004,P004,995.0,76.0,919.0,0.0763819095477387
2022-11-04,aoi,P004,P004,995.0,76.0,919.0,0.0763819095477387
2022-11-11,aoi,P004,P004,995.0,76.0,919.0,0.0763819095477387
2022-11-18,aoi,P004,P004,995.0,76.0,919.0,0.0763819095477387
2022-11-25,aoi,P004,P004,995.0,76.0,919.0,0.0763819095477387
2022-12-02,aoi,P004,P004,590.0,36.0,554.0,0.0610169491525423
2022-12-09,aoi,P004,P004,590.0,36.0,554.0,0.0610169491525423
2022-12-16,aoi,P004,P004,590.0,36.0,554.0,0.0610169491525423
2022-12-23,aoi,P004,P004,590.0,36.0,554.0,0.0610169491525423
2022-12-30,aoi,P004,P004,982.0,69.0,913.0,0.070264765784114
2023-01-06,aoi,P004,P004,982.0,69.0,913.0,0.070264765784114
2023-01-13,aoi,P004,P004,982.0,69.0,913.0,0.070264765784114
2023-01-20,aoi,P004,P004,982.0,69.0,913.0,0.070264765784114
2023-01-27,aoi,P004,P004,982.0,69.0,913.0,0.070264765784114
2023-02-03,aoi,P004,P004,618.0,46.0,572.0,0.0744336569579288
2023-02-10,aoi,P004,P004,618.0,46.0,572.0,0.0744336569579288
2023-02-17,aoi,P004,P004,618.0,46.0,572.0,0.0744336569579288
2023-02-24,aoi,P004,P004,618.0,46.0,572.0,0.0744336569579288
2023-03-03,aoi,P004,P004,993.0,73.0,920.0,0.0735146022155085
2023-03-10,aoi,P004,P004,993.0,73.0,920.0,0.0735146022155085
2023-03-17,aoi,P004,P004,993.0,73.0,920.0,0.0735146022155085
2023-03-24,aoi,P004,P004,993.0,73.0,920.0,0.0735146022155085
2023-03-31,aoi,P004,P004,634.0,46.0,588.0,0.0725552050473186
2023-04-07,aoi,P004,P004,634.0,46.0,588.0,0.0725552050473186
2023-04-14,aoi,P004,P004,634.0,46.0,588.0,0.0725552050473186
2023-04-21,aoi,P004,P004,634.0,46.0,588.0,0.0725552050473186
2023-04-28,aoi,P004,P004,936.0,53.0,883.0,0.0566239316239316
2023-05-05,aoi,P004,P004,936.0,53.0,883.0,0.0566239316239316
2023-05-12,aoi,P004,P004,936.0,53.0,883.0,0.0566239316239316
2023-05-19,aoi,P004,P004,936.0,53.0,883.0,0.0566239316239316
2023-05-26,aoi,P004,P004,936.0,53.0,883.0,0.0566239316239316
2023-06-02,aoi,P004,P004,340.0,21.0,319.0,0.0617647058823529
2023-06-09,aoi,P004,P004,340.0,21.0,319.0,0.0617647058823529
2023-06-16,aoi,P004,P004,340.0,21.0,319.0,0.0617647058823529
2023-06-23,aoi,P004,P004,340.0,21.0,319.0,0.0617647058823529
2023-06-30,aoi,P004,P004,653.0,41.0,612.0,0.0627871362940275
2023-07-07,aoi,P004,P004,653.0,41.0,612.0,0.0627871362940275
2023-07-14,aoi,P004,P004,653.0,41.0,612.0,0.0627871362940275
2023-07-21,aoi,P004,P004,653.0,41.0,612.0,0.0627871362940275
2023-07-28,aoi,P004,P004,500.0,25.0,475.0,0.05
2023-08-04,aoi,P004,P004,500.0,25.0,475.0,0.05
2023-08-11,aoi,P004,P004,500.0,25.0,475.0,0.05
2023-08-18,aoi,P004,P004,500.0,25.0,475.0,0.05
2023-08-25,aoi,P004,P004,500.0,25.0,475.0,0.05
2023-09-01,aoi,P004,P004,490.0,31.0,459.0,0.0632653061224489
2023-09-08,aoi,P004,P004,490.0,31.0,459.0,0.0632653061224489
2023-09-15,aoi,P004,P004,490.0,31.0,459.0,0.0632653061224489
2023-09-22,aoi,P004,P004,490.0,31.0,459.0,0.0632653061224489
2023-09-29,aoi,P004,P004,606.0,42.0,564.0,0.0693069306930693
2023-10-06,aoi,P004,P004,606.0,42.0,564.0,0.0693069306930693
2023-10-13,aoi,P004,P004,606.0,42.0,564.0,0.0693069306930693
2023-10-20,aoi,P004,P004,606.0,42.0,564.0,0.0693069306930693
2023-10-27,aoi,P004,P004,606.0,42.0,564.0,0.0693069306930693
2023-11-03,aoi,P004,P004,780.0,42.0,738.0,0.0538461538461538
2023-11-10,aoi,P004,P004,780.0,42.0,738.0,0.0538461538461538
2023-11-17,aoi,P004,P004,780.0,42.0,738.0,0.0538461538461538
2023-11-24,aoi,P004,P004,780.0,42.0,738.0,0.0538461538461538
2023-12-01,aoi,P004,P004,905.0,59.0,846.0,0.0651933701657458
2023-12-08,aoi,P004,P004,905.0,59.0,846.0,0.0651933701657458
2023-12-15,aoi,P004,P004,905.0,59.0,846.0,0.0651933701657458
2023-12-22,aoi,P004,P004,905.0,59.0,846.0,0.0651933701657458
2023-12-29,aoi,P004,P004,624.0,31.0,593.0,0.0496794871794871
2024-01-05,aoi,P004,P004,624.0,31.0,593.0,0.0496794871794871
2024-01-12,aoi,P004,P004,624.0,31.0,593.0,0.0496794871794871
2024-01-19,aoi,P004,P004,624.0,31.0,593.0,0.0496794871794871
2024-01-26,aoi,P004,P004,624.0,31.0,593.0,0.0496794871794871
2024-02-02,aoi,P004,P004,919.0,42.0,877.0,0.0457018498367791
2024-02-09,aoi,P004,P004,919.0,42.0,877.0,0.0457018498367791
2024-02-16,aoi,P004,P004,919.0,42.0,877.0,0.0457018498367791
2024-02-23,aoi,P004,P004,919.0,42.0,877.0,0.0457018498367791
2024-03-01,aoi,P004,P004,662.0,46.0,616.0,0.0694864048338368
2024-03-08,aoi,P004,P004,662.0,46.0,616.0,0.0694864048338368
2024-03-15,aoi,P004,P004,662.0,46.0,616.0,0.0694864048338368
2024-03-22,aoi,P004,P004,662.0,46.0,616.0,0.0694864048338368
2024-03-29,aoi,P004,P004,754.0,37.0,717.0,0.0490716180371352
2024-04-05,aoi,P004,P004,754.0,37.0,717.0,0.0490716180371352
2024-04-12,aoi,P004,P004,754.0,37.0,717.0,0.0490716180371352
2024-04-19,aoi,P004,P004,754.0,37.0,717.0,0.0490716180371352
2024-04-26,aoi,P004,P004,754.0,37.0,717.0,0.0490716180371352
2024-05-03,aoi,P004,P004,577.0,30.0,547.0,0.0519930675909878
2024-05-10,aoi,P004,P004,577.0,30.0,547.0,0.0519930675909878
2024-05-17,aoi,P004,P004,577.0,30.0,547.0,0.0519930675909878
2024-05-24,aoi,P004,P004,577.0,30.0,547.0,0.0519930675909878
2024-05-31,aoi,P004,P004,926.0,44.0,882.0,0.0475161987041036
2024-06-07,aoi,P004,P004,926.0,44.0,882.0,0.0475161987041036
2024-06-14,aoi,P004,P004,926.0,44.0,882.0,0.0475161987041036
2024-06-21,aoi,P004,P004,926.0,44.0,882.0,0.0475161987041036
2024-06-28,aoi,P004,P004,322.0,25.0,297.0,0.077639751552795
2024-07-05,aoi,P004,P004,322.0,25.0,297.0,0.077639751552795
2024-07-12,aoi,P004,P004,322.0,25.0,297.0,0.077639751552795
2024-07-19,aoi,P004,P004,322.0,25.0,297.0,0.077639751552795
2024-07-26,aoi,P004,P004,322.0,25.0,297.0,0.077639751552795
2024-08-02,aoi,P004,P004,480.0,18.0,462.0,0.0375
2024-08-09,aoi,P004,P004,480.0,18.0,462.0,0.0375
2024-08-16,aoi,P004,P004,480.0,18.0,462.0,0.0375
2024-08-23,aoi,P004,P004,480.0,18.0,462.0,0.0375
2024-08-30,aoi,P004,P004,315.0,13.0,302.0,0.0412698412698412
2024-09-06,aoi,P004,P004,315.0,13.0,302.0,0.0412698412698412
2024-09-13,aoi,P004,P004,315.0,13.0,302.0,0.0412698412698412
2024-09-20,aoi,P004,P004,315.0,13.0,302.0,0.0412698412698412
2024-09-27,aoi,P004,P004,315.0,13.0,302.0,0.0412698412698412
2024-10-04,aoi,P004,P004,785.0,31.0,754.0,0.0394904458598726
2024-10-11,aoi,P004,P004,785.0,31.0,754.0,0.0394904458598726
2024-10-18,aoi,P004,P004,785.0,31.0,754.0,0.0394904458598726
2024-10-25,aoi,P004,P004,785.0,31.0,754.0,0.0394904458598726
2024-11-01,aoi,P004,P004,660.0,42.0,618.0,0.0636363636363636
2024-11-08,aoi,P004,P004,660.0,42.0,618.0,0.0636363636363636
2024-11-15,aoi,P004,P004,660.0,42.0,618.0,0.0636363636363636
2024-11-22,aoi,P004,P004,660.0,42.0,618.0,0.0636363636363636
2024-11-29,aoi,P004,P004,807.0,41.0,766.0,0.0508054522924411
2024-12-06,aoi,P004,P004,807.0,41.0,766.0,0.0508054522924411
2024-12-13,aoi,P004,P004,807.0,41.0,766.0,0.0508054522924411
2024-12-20,aoi,P004,P004,807.0,41.0,766.0,0.0508054522924411
2024-12-27,aoi,P004,P004,807.0,41.0,766.0,0.0508054522924411
2025-01-03,aoi,P004,P004,838.0,44.0,794.0,0.0525059665871121
2025-01-10,aoi,P004,P004,838.0,44.0,794.0,0.0525059665871121
2025-01-17,aoi,P004,P004,838.0,44.0,794.0,0.0525059665871121
2025-01-24,aoi,P004,P004,838.0,44.0,794.0,0.0525059665871121
2025-01-31,aoi,P004,P004,653.0,40.0,613.0,0.0612557427258805
2025-02-07,aoi,P004,P004,653.0,40.0,613.0,0.0612557427258805
2025-02-14,aoi,P004,P004,653.0,40.0,613.0,0.0612557427258805
2025-02-21,aoi,P004,P004,653.0,40.0,613.0,0.0612557427258805
2025-02-28,aoi,P004,P004,949.0,49.0,900.0,0.0516332982086406
2025-03-07,aoi,P004,P004,949.0,49.0,900.0,0.0516332982086406
2025-03-14,aoi,P004,P004,949.0,49.0,900.0,0.0516332982086406
2025-03-21,aoi,P004,P004,949.0,49.0,900.0,0.0516332982086406
2025-03-28,aoi,P004,P004,601.0,36.0,565.0,0.059900166389351
2025-04-04,aoi,P004,P004,601.0,36.0,565.0,0.059900166389351
2025-04-11,aoi,P004,P004,601.0,36.0,565.0,0.059900166389351
2025-04-18,aoi,P004,P004,601.0,36.0,565.0,0.059900166389351
2025-04-25,aoi,P004,P004,601.0,36.0,565.0,0.059900166389351
2025-05-02,aoi,P004,P004,972.0,59.0,913.0,0.0606995884773662
2025-05-09,aoi,P004,P004,972.0,59.0,913.0,0.0606995884773662
2025-05-16,aoi,P004,P004,972.0,59.0,913.0,0.0606995884773662
2025-05-23,aoi,P004,P004,972.0,59.0,913.0,0.0606995884773662
2025-05-30,aoi,P004,P004,630.0,32.0,598.0,0.0507936507936507
2025-06-06,aoi,P004,P004,630.0,32.0,598.0,0.0507936507936507
2025-06-13,aoi,P004,P004,630.0,32.0,598.0,0.0507936507936507
2025-06-20,aoi,P004,P004,630.0,32.0,598.0,0.0507936507936507
2025-06-27,aoi,P004,P004,630.0,32.0,598.0,0.0507936507936507
2025-07-04,aoi,P004,P004,685.0,38.0,647.0,0.0554744525547445
2025-07-11,aoi,P004,P004,685.0,38.0,647.0,0.0554744525547445
2025-07-18,aoi,P004,P004,685.0,38.0,647.0,0.0554744525547445
2025-07-25,aoi,P004,P004,685.0,38.0,647.0,0.0554744525547445
2025-08-01,aoi,P004,P004,335.0,24.0,311.0,0.0716417910447761
2025-08-08,aoi,P004,P004,335.0,24.0,311.0,0.0716417910447761
2025-08-15,aoi,P004,P004,335.0,24.0,311.0,0.0716417910447761
2025-08-22,aoi,P004,P004,335.0,24.0,311.0,0.0716417910447761
2025-08-29,aoi,P004,P004,498.0,22.0,476.0,0.0441767068273092
2025-09-05,aoi,P004,P004,498.0,22.0,476.0,0.0441767068273092
2025-09-12,aoi,P004,P004,498.0,22.0,476.0,0.0441767068273092
2025-09-19,aoi,P004,P004,498.0,22.0,476.0,0.0441767068273092
2025-09-26,aoi,P004,P004,498.0,22.0,476.0,0.0441767068273092
2025-10-03,aoi,P004,P004,630.0,164.0,466.0,0.2603174603174603
2025-10-10,aoi,P004,P004,630.0,164.0,466.0,0.2603174603174603
2025-10-17,aoi,P004,P004,630.0,164.0,466.0,0.2603174603174603
2025-10-24,aoi,P004,P004,630.0,164.0,466.0,0.2603174603174603
2025-10-31,aoi,P004,P004,1022.0,67.0,955.0,0.0655577299412915
2025-11-07,aoi,P004,P004,1022.0,67.0,955.0,0.0655577299412915
2025-11-14,aoi,P004,P004,1022.0,67.0,955.0,0.0655577299412915
2025-11-21,aoi,P004,P004,1022.0,67.0,955.0,0.0655577299412915
2025-11-28,aoi,P004,P004,800.0,61.0,739.0,0.07625
2025-12-05,aoi,P004,P004,800.0,61.0,739.0,0.07625
2025-12-12,aoi,P004,P004,800.0,61.0,739.0,0.07625
2025-12-19,aoi,P004,P004,800.0,61.0,739.0,0.07625
2025-12-26,aoi,P004,P004,800.0,61.0,739.0,0.07625
2026-01-02,aoi,P004,P004,867.0,40.0,827.0,0.0461361014994233
2026-01-09,aoi,P004,P004,867.0,40.0,827.0,0.0461361014994233
2026-01-16,aoi,P004,P004,867.0,40.0,827.0,0.0461361014994233
2026-01-23,aoi,P004,P004,867.0,40.0,827.0,0.0461361014994233
2026-01-30,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-02-06,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-02-13,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-02-20,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-02-27,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-03-06,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-03-13,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-03-20,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-03-27,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-04-03,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-04-10,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-04-17,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-04-24,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-05-01,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-05-08,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-05-15,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-05-22,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-05-29,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-06-05,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-06-12,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-06-19,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2026-06-26,aoi,P004,P004,1055.0,56.0,999.0,0.0530805687203791
2019-01-04,aoi,P005,P005,,,,
2019-01-11,aoi,P005,P005,,,,
2019-01-18,aoi,P005,P005,,,,
2019-01-25,aoi,P005,P005,,,,
2019-02-01,aoi,P005,P005,,,,
2019-02-08,aoi,P005,P005,,,,
2019-02-15,aoi,P005,P005,,,,
2019-02-22,aoi,P005,P005,,,,
2019-03-01,aoi,P005,P005,18.0,3.0,15.0,0.1666666666666666
2019-03-08,aoi,P005,P005,18.0,3.0,15.0,0.1666666666666666
2019-03-15,aoi,P005,P005,18.0,3.0,15.0,0.1666666666666666
2019-03-22,aoi,P005,P005,18.0,3.0,15.0,0.1666666666666666
2019-03-29,aoi,P005,P005,22.0,8.0,14.0,0.3636363636363636
2019-04-05,aoi,P005,P005,22.0,8.0,14.0,0.3636363636363636
2019-04-12,aoi,P005,P005,22.0,8.0,14.0,0.3636363636363636
2019-04-19,aoi,P005,P005,22.0,8.0,14.0,0.3636363636363636
2019-04-26,aoi,P005,P005,22.0,8.0,14.0,0.3636363636363636
2019-05-03,aoi,P005,P005,29.0,11.0,18.0,0.3793103448275862
2019-05-10,aoi,P005,P005,29.0,11.0,18.0,0.3793103448275862
2019-05-17,aoi,P005,P005,29.0,11.0,18.0,0.3793103448275862
2019-05-24,aoi,P005,P005,29.0,11.0,18.0,0.3793103448275862
2019-05-31,aoi,P005,P005,25.0,6.0,19.0,0.24
2019-06-07,aoi,P005,P005,25.0,6.0,19.0,0.24
2019-06-14,aoi,P005,P005,25.0,6.0,19.0,0.24
2019-06-21,aoi,P005,P005,25.0,6.0,19.0,0.24
2019-06-28,aoi,P005,P005,28.0,8.0,20.0,0.2857142857142857
2019-07-05,aoi,P005,P005,28.0,8.0,20.0,0.2857142857142857
2019-07-12,aoi,P005,P005,28.0,8.0,20.0,0.2857142857142857
2019-07-19,aoi,P005,P005,28.0,8.0,20.0,0.2857142857142857
2019-07-26,aoi,P005,P005,28.0,8.0,20.0,0.2857142857142857
2019-08-02,aoi,P005,P005,30.0,8.0,22.0,0.2666666666666666
2019-08-09,aoi,P005,P005,30.0,8.0,22.0,0.2666666666666666
2019-08-16,aoi,P005,P005,30.0,8.0,22.0,0.2666666666666666
2019-08-23,aoi,P005,P005,30.0,8.0,22.0,0.2666666666666666
2019-08-30,aoi,P005,P005,31.0,8.0,23.0,0.2580645161290322
2019-09-06,aoi,P005,P005,31.0,8.0,23.0,0.2580645161290322
2019-09-13,aoi,P005,P005,31.0,8.0,23.0,0.2580645161290322
2019-09-20,aoi,P005,P005,31.0,8.0,23.0,0.2580645161290322
2019-09-27,aoi,P005,P005,31.0,8.0,23.0,0.2580645161290322
2019-10-04,aoi,P005,P005,41.0,18.0,23.0,0.4390243902439024
2019-10-11,aoi,P005,P005,41.0,18.0,23.0,0.4390243902439024
2019-10-18,aoi,P005,P005,41.0,18.0,23.0,0.4390243902439024
2019-10-25,aoi,P005,P005,41.0,18.0,23.0,0.4390243902439024
2019-11-01,aoi,P005,P005,26.0,5.0,21.0,0.1923076923076923
2019-11-08,aoi,P005,P005,26.0,5.0,21.0,0.1923076923076923
2019-11-15,aoi,P005,P005,26.0,5.0,21.0,0.1923076923076923
2019-11-22,aoi,P005,P005,26.0,5.0,21.0,0.1923076923076923
2019-11-29,aoi,P005,P005,32.0,10.0,22.0,0.3125
2019-12-06,aoi,P005,P005,32.0,10.0,22.0,0.3125
2019-12-13,aoi,P005,P005,32.0,10.0,22.0,0.3125
2019-12-20,aoi,P005,P005,32.0,10.0,22.0,0.3125
2019-12-27,aoi,P005,P005,32.0,10.0,22.0,0.3125
2020-01-03,aoi,P005,P005,20.0,5.0,15.0,0.25
2020-01-10,aoi,P005,P005,20.0,5.0,15.0,0.25
2020-01-17,aoi,P005,P005,20.0,5.0,15.0,0.25
2020-01-24,aoi,P005,P005,20.0,5.0,15.0,0.25
2020-01-31,aoi,P005,P005,20.0,5.0,15.0,0.25
2020-02-07,aoi,P005,P005,20.0,5.0,15.0,0.25
2020-02-14,aoi,P005,P005,20.0,5.0,15.0,0.25
2020-02-21,aoi,P005,P005,20.0,5.0,15.0,0.25
2020-02-28,aoi,P005,P005,25.0,2.0,23.0,0.08
2020-03-06,aoi,P005,P005,25.0,2.0,23.0,0.08
2020-03-13,aoi,P005,P005,25.0,2.0,23.0,0.08
2020-03-20,aoi,P005,P005,25.0,2.0,23.0,0.08
2020-03-27,aoi,P005,P005,25.0,2.0,23.0,0.08
2020-04-03,aoi,P005,P005,19.0,3.0,16.0,0.1578947368421052
2020-04-10,aoi,P005,P005,19.0,3.0,16.0,0.1578947368421052
2020-04-17,aoi,P005,P005,19.0,3.0,16.0,0.1578947368421052
2020-04-24,aoi,P005,P005,19.0,3.0,16.0,0.1578947368421052
2020-05-01,aoi,P005,P005,15.0,6.0,9.0,0.4
2020-05-08,aoi,P005,P005,15.0,6.0,9.0,0.4
2020-05-15,aoi,P005,P005,15.0,6.0,9.0,0.4
2020-05-22,aoi,P005,P005,15.0,6.0,9.0,0.4
2020-05-29,aoi,P005,P005,30.0,13.0,17.0,0.4333333333333333
2020-06-05,aoi,P005,P005,30.0,13.0,17.0,0.4333333333333333
2020-06-12,aoi,P005,P005,30.0,13.0,17.0,0.4333333333333333
2020-06-19,aoi,P005,P005,30.0,13.0,17.0,0.4333333333333333
2020-06-26,aoi,P005,P005,30.0,13.0,17.0,0.4333333333333333
2020-07-03,aoi,P005,P005,21.0,8.0,13.0,0.3809523809523809
2020-07-10,aoi,P005,P005,21.0,8.0,13.0,0.3809523809523809
2020-07-17,aoi,P005,P005,21.0,8.0,13.0,0.3809523809523809
2020-07-24,aoi,P005,P005,21.0,8.0,13.0,0.3809523809523809
2020-07-31,aoi,P005,P005,26.0,9.0,17.0,0.3461538461538461
2020-08-07,aoi,P005,P005,26.0,9.0,17.0,0.3461538461538461
2020-08-14,aoi,P005,P005,26.0,9.0,17.0,0.3461538461538461
2020-08-21,aoi,P005,P005,26.0,9.0,17.0,0.3461538461538461
2020-08-28,aoi,P005,P005,31.0,8.0,23.0,0.2580645161290322
2020-09-04,aoi,P005,P005,31.0,8.0,23.0,0.2580645161290322
2020-09-11,aoi,P005,P005,31.0,8.0,23.0,0.2580645161290322
2020-09-18,aoi,P005,P005,31.0,8.0,23.0,0.2580645161290322
2020-09-25,aoi,P005,P005,31.0,8.0,23.0,0.2580645161290322
2020-10-02,aoi,P005,P005,12.0,5.0,7.0,0.4166666666666667
2020-10-09,aoi,P005,P005,12.0,5.0,7.0,0.4166666666666667
2020-10-16,aoi,P005,P005,12.0,5.0,7.0,0.4166666666666667
2020-10-23,aoi,P005,P005,12.0,5.0,7.0,0.4166666666666667
2020-10-30,aoi,P005,P005,60.0,15.0,45.0,0.25
2020-11-06,aoi,P005,P005,60.0,15.0,45.0,0.25
2020-11-13,aoi,P005,P005,60.0,15.0,45.0,0.25
2020-11-20,aoi,P005,P005,60.0,15.0,45.0,0.25
2020-11-27,aoi,P005,P005,60.0,15.0,45.0,0.25
2020-12-04,aoi,P005,P005,24.0,5.0,19.0,0.2083333333333333
2020-12-11,aoi,P005,P005,24.0,5.0,19.0,0.2083333333333333
2020-12-18,aoi,P005,P005,24.0,5.0,19.0,0.2083333333333333
2020-12-25,aoi,P005,P005,24.0,5.0,19.0,0.2083333333333333
2021-01-01,aoi,P005,P005,40.0,21.0,19.0,0.525
2021-01-08,aoi,P005,P005,40.0,21.0,19.0,0.525
2021-01-15,aoi,P005,P005,40.0,21.0,19.0,0.525
2021-01-22,aoi,P005,P005,40.0,21.0,19.0,0.525
2021-01-29,aoi,P005,P005,27.0,10.0,17.0,0.3703703703703703
2021-02-05,aoi,P005,P005,27.0,10.0,17.0,0.3703703703703703
2021-02-12,aoi,P005,P005,27.0,10.0,17.0,0.3703703703703703
2021-02-19,aoi,P005,P005,27.0,10.0,17.0,0.3703703703703703
2021-02-26,aoi,P005,P005,27.0,10.0,17.0,0.3703703703703703
2021-03-05,aoi,P005,P005,19.0,2.0,17.0,0.1052631578947368
2021-03-12,aoi,P005,P005,19.0,2.0,17.0,0.1052631578947368
2021-03-19,aoi,P005,P005,19.0,2.0,17.0,0.1052631578947368
2021-03-26,aoi,P005,P005,19.0,2.0,17.0,0.1052631578947368
2021-04-02,aoi,P005,P005,12.0,3.0,9.0,0.25
2021-04-09,aoi,P005,P005,12.0,3.0,9.0,0.25
2021-04-16,aoi,P005,P005,12.0,3.0,9.0,0.25
2021-04-23,aoi,P005,P005,12.0,3.0,9.0,0.25
2021-04-30,aoi,P005,P005,21.0,3.0,18.0,0.1428571428571428
2021-05-07,aoi,P005,P005,21.0,3.0,18.0,0.1428571428571428
2021-05-14,aoi,P005,P005,21.0,3.0,18.0,0.1428571428571428
2021-05-21,aoi,P005,P005,21.0,3.0,18.0,0.1428571428571428
2021-05-28,aoi,P005,P005,21.0,5.0,16.0,0.238095238095238
2021-06-04,aoi,P005,P005,21.0,5.0,16.0,0.238095238095238
2021-06-11,aoi,P005,P005,21.0,5.0,16.0,0.238095238095238
2021-06-18,aoi,P005,P005,21.0,5.0,16.0,0.238095238095238
2021-06-25,aoi,P005,P005,21.0,5.0,16.0,0.238095238095238
2021-07-02,aoi,P005,P005,20.0,6.0,14.0,0.3
2021-07-09,aoi,P005,P005,20.0,6.0,14.0,0.3
2021-07-16,aoi,P005,P005,20.0,6.0,14.0,0.3
2021-07-23,aoi,P005,P005,20.0,6.0,14.0,0.3
2021-07-30,aoi,P005,P005,20.0,3.0,17.0,0.15
2021-08-06,aoi,P005,P005,20.0,3.0,17.0,0.15
2021-08-13,aoi,P005,P005,20.0,3.0,17.0,0.15
2021-08-20,aoi,P005,P005,20.0,3.0,17.0,0.15
2021-08-27,aoi,P005,P005,20.0,3.0,17.0,0.15
2021-09-03,aoi,P005,P005,35.0,9.0,26.0,0.2571428571428571
2021-09-10,aoi,P005,P005,35.0,9.0,26.0,0.2571428571428571
2021-09-17,aoi,P005,P005,35.0,9.0,26.0,0.2571428571428571
2021-09-24,aoi,P005,P005,35.0,9.0,26.0,0.2571428571428571
2021-10-01,aoi,P005,P005,20.0,5.0,15.0,0.25
2021-10-08,aoi,P005,P005,20.0,5.0,15.0,0.25
2021-10-15,aoi,P005,P005,20.0,5.0,15.0,0.25
2021-10-22,aoi,P005,P005,20.0,5.0,15.0,0.25
2021-10-29,aoi,P005,P005,28.0,9.0,19.0,0.3214285714285714
2021-11-05,aoi,P005,P005,28.0,9.0,19.0,0.3214285714285714
2021-11-12,aoi,P005,P005,28.0,9.0,19.0,0.3214285714285714
2021-11-19,aoi,P005,P005,28.0,9.0,19.0,0.3214285714285714
2021-11-26,aoi,P005,P005,28.0,9.0,19.0,0.3214285714285714
2021-12-03,aoi,P005,P005,22.0,6.0,16.0,0.2727272727272727
2021-12-10,aoi,P005,P005,22.0,6.0,16.0,0.2727272727272727
2021-12-17,aoi,P005,P005,22.0,6.0,16.0,0.2727272727272727
2021-12-24,aoi,P005,P005,22.0,6.0,16.0,0.2727272727272727
2021-12-31,aoi,P005,P005,23.0,7.0,16.0,0.3043478260869565
2022-01-07,aoi,P005,P005,23.0,7.0,16.0,0.3043478260869565
2022-01-14,aoi,P005,P005,23.0,7.0,16.0,0.3043478260869565
2022-01-21,aoi,P005,P005,23.0,7.0,16.0,0.3043478260869565
2022-01-28,aoi,P005,P005,34.0,10.0,24.0,0.2941176470588235
2022-02-04,aoi,P005,P005,34.0,10.0,24.0,0.2941176470588235
2022-02-11,aoi,P005,P005,34.0,10.0,24.0,0.2941176470588235
2022-02-18,aoi,P005,P005,34.0,10.0,24.0,0.2941176470588235
2022-02-25,aoi,P005,P005,34.0,10.0,24.0,0.2941176470588235
2022-03-04,aoi,P005,P005,32.0,5.0,27.0,0.15625
2022-03-11,aoi,P005,P005,32.0,5.0,27.0,0.15625
2022-03-18,aoi,P005,P005,32.0,5.0,27.0,0.15625
2022-03-25,aoi,P005,P005,32.0,5.0,27.0,0.15625
2022-04-01,aoi,P005,P005,20.0,2.0,18.0,0.1
2022-04-08,aoi,P005,P005,20.0,2.0,18.0,0.1
2022-04-15,aoi,P005,P005,20.0,2.0,18.0,0.1
2022-04-22,aoi,P005,P005,20.0,2.0,18.0,0.1
2022-04-29,aoi,P005,P005,15.0,1.0,14.0,0.0666666666666666
2022-05-06,aoi,P005,P005,15.0,1.0,14.0,0.0666666666666666
2022-05-13,aoi,P005,P005,15.0,1.0,14.0,0.0666666666666666
2022-05-20,aoi,P005,P005,15.0,1.0,14.0,0.0666666666666666
2022-05-27,aoi,P005,P005,15.0,1.0,14.0,0.0666666666666666
2022-06-03,aoi,P005,P005,24.0,2.0,22.0,0.0833333333333333
2022-06-10,aoi,P005,P005,24.0,2.0,22.0,0.0833333333333333
2022-06-17,aoi,P005,P005,24.0,2.0,22.0,0.0833333333333333
2022-06-24,aoi,P005,P005,24.0,2.0,22.0,0.0833333333333333
