week_ending_friday,region_type,region_id,region_short,detections_total,detections_dark,detections_matched,dark_share
2025-07-25,chokepoint,Cape of Good Hope,cape,433.0,37.0,396.0,0.0854503464203233
2025-08-01,chokepoint,Cape of Good Hope,cape,326.0,26.0,300.0,0.0797546012269938
2025-08-08,chokepoint,Cape of Good Hope,cape,326.0,26.0,300.0,0.0797546012269938
2025-08-15,chokepoint,Cape of Good Hope,cape,326.0,26.0,300.0,0.0797546012269938
2025-08-22,chokepoint,Cape of Good Hope,cape,326.0,26.0,300.0,0.0797546012269938
2025-08-29,chokepoint,Cape of Good Hope,cape,308.0,16.0,292.0,0.0519480519480519
2025-09-05,chokepoint,Cape of Good Hope,cape,308.0,16.0,292.0,0.0519480519480519
2025-09-12,chokepoint,Cape of Good Hope,cape,308.0,16.0,292.0,0.0519480519480519
2025-09-19,chokepoint,Cape of Good Hope,cape,308.0,16.0,292.0,0.0519480519480519
2025-09-26,chokepoint,Cape of Good Hope,cape,308.0,16.0,292.0,0.0519480519480519
2025-10-03,chokepoint,Cape of Good Hope,cape,192.0,10.0,182.0,0.0520833333333333
2025-10-10,chokepoint,Cape of Good Hope,cape,192.0,10.0,182.0,0.0520833333333333
2025-10-17,chokepoint,Cape of Good Hope,cape,192.0,10.0,182.0,0.0520833333333333
2025-10-24,chokepoint,Cape of Good Hope,cape,192.0,10.0,182.0,0.0520833333333333
2025-10-31,chokepoint,Cape of Good Hope,cape,351.0,35.0,316.0,0.0997150997150997
2025-11-07,chokepoint,Cape of Good Hope,cape,351.0,35.0,316.0,0.0997150997150997
2025-11-14,chokepoint,Cape of Good Hope,cape,351.0,35.0,316.0,0.0997150997150997
2025-11-21,chokepoint,Cape of Good Hope,cape,351.0,35.0,316.0,0.0997150997150997
2025-11-28,chokepoint,Cape of Good Hope,cape,277.0,126.0,151.0,0.4548736462093863
2025-12-05,chokepoint,Cape of Good Hope,cape,277.0,126.0,151.0,0.4548736462093863
2025-12-12,chokepoint,Cape of Good Hope,cape,277.0,126.0,151.0,0.4548736462093863
2025-12-19,chokepoint,Cape of Good Hope,cape,277.0,126.0,151.0,0.4548736462093863
2025-12-26,chokepoint,Cape of Good Hope,cape,277.0,126.0,151.0,0.4548736462093863
2026-01-02,chokepoint,Cape of Good Hope,cape,376.0,167.0,209.0,0.4441489361702128
2026-01-09,chokepoint,Cape of Good Hope,cape,376.0,167.0,209.0,0.4441489361702128
2026-01-16,chokepoint,Cape of Good Hope,cape,376.0,167.0,209.0,0.4441489361702128
2026-01-23,chokepoint,Cape of Good Hope,cape,376.0,167.0,209.0,0.4441489361702128
2026-01-30,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-02-06,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-02-13,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-02-20,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-02-27,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-03-06,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-03-13,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-03-20,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-03-27,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-04-03,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-04-10,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-04-17,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-04-24,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-05-01,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-05-08,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-05-15,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-05-22,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-05-29,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-06-05,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-06-12,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-06-19,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2026-06-26,chokepoint,Cape of Good Hope,cape,298.0,112.0,186.0,0.3758389261744966
2019-01-04,chokepoint,Malacca Strait,malacca,,,,
2019-01-11,chokepoint,Malacca Strait,malacca,,,,
2019-01-18,chokepoint,Malacca Strait,malacca,,,,
2019-01-25,chokepoint,Malacca Strait,malacca,,,,
2019-02-01,chokepoint,Malacca Strait,malacca,,,,
2019-02-08,chokepoint,Malacca Strait,malacca,,,,
2019-02-15,chokepoint,Malacca Strait,malacca,,,,
2019-02-22,chokepoint,Malacca Strait,malacca,,,,
2019-03-01,chokepoint,Malacca Strait,malacca,6317.0,3304.0,3013.0,0.5230330853253127
2019-03-08,chokepoint,Malacca Strait,malacca,6317.0,3304.0,3013.0,0.5230330853253127
2019-03-15,chokepoint,Malacca Strait,malacca,6317.0,3304.0,3013.0,0.5230330853253127
2019-03-22,chokepoint,Malacca Strait,malacca,6317.0,3304.0,3013.0,0.5230330853253127
2019-03-29,chokepoint,Malacca Strait,malacca,4758.0,2516.0,2242.0,0.5287936107608239
2019-04-05,chokepoint,Malacca Strait,malacca,4758.0,2516.0,2242.0,0.5287936107608239
2019-04-12,chokepoint,Malacca Strait,malacca,4758.0,2516.0,2242.0,0.5287936107608239
2019-04-19,chokepoint,Malacca Strait,malacca,4758.0,2516.0,2242.0,0.5287936107608239
2019-04-26,chokepoint,Malacca Strait,malacca,4758.0,2516.0,2242.0,0.5287936107608239
2019-05-03,chokepoint,Malacca Strait,malacca,6175.0,3178.0,2997.0,0.5146558704453441
2019-05-10,chokepoint,Malacca Strait,malacca,6175.0,3178.0,2997.0,0.5146558704453441
2019-05-17,chokepoint,Malacca Strait,malacca,6175.0,3178.0,2997.0,0.5146558704453441
2019-05-24,chokepoint,Malacca Strait,malacca,6175.0,3178.0,2997.0,0.5146558704453441
2019-05-31,chokepoint,Malacca Strait,malacca,4981.0,2835.0,2146.0,0.5691628187111022
2019-06-07,chokepoint,Malacca Strait,malacca,4981.0,2835.0,2146.0,0.5691628187111022
2019-06-14,chokepoint,Malacca Strait,malacca,4981.0,2835.0,2146.0,0.5691628187111022
2019-06-21,chokepoint,Malacca Strait,malacca,4981.0,2835.0,2146.0,0.5691628187111022
2019-06-28,chokepoint,Malacca Strait,malacca,6339.0,3455.0,2884.0,0.5450386496292791
2019-07-05,chokepoint,Malacca Strait,malacca,6339.0,3455.0,2884.0,0.5450386496292791
2019-07-12,chokepoint,Malacca Strait,malacca,6339.0,3455.0,2884.0,0.5450386496292791
2019-07-19,chokepoint,Malacca Strait,malacca,6339.0,3455.0,2884.0,0.5450386496292791
2019-07-26,chokepoint,Malacca Strait,malacca,6339.0,3455.0,2884.0,0.5450386496292791
2019-08-02,chokepoint,Malacca Strait,malacca,5451.0,2804.0,2647.0,0.514401027334434
2019-08-09,chokepoint,Malacca Strait,malacca,5451.0,2804.0,2647.0,0.514401027334434
2019-08-16,chokepoint,Malacca Strait,malacca,5451.0,2804.0,2647.0,0.514401027334434
2019-08-23,chokepoint,Malacca Strait,malacca,5451.0,2804.0,2647.0,0.514401027334434
2019-08-30,chokepoint,Malacca Strait,malacca,4236.0,2306.0,1930.0,0.54438149197356
2019-09-06,chokepoint,Malacca Strait,malacca,4236.0,2306.0,1930.0,0.54438149197356
2019-09-13,chokepoint,Malacca Strait,malacca,4236.0,2306.0,1930.0,0.54438149197356
2019-09-20,chokepoint,Malacca Strait,malacca,4236.0,2306.0,1930.0,0.54438149197356
2019-09-27,chokepoint,Malacca Strait,malacca,4236.0,2306.0,1930.0,0.54438149197356
2019-10-04,chokepoint,Malacca Strait,malacca,6095.0,3278.0,2817.0,0.5378178835110746
2019-10-11,chokepoint,Malacca Strait,malacca,6095.0,3278.0,2817.0,0.5378178835110746
2019-10-18,chokepoint,Malacca Strait,malacca,6095.0,3278.0,2817.0,0.5378178835110746
2019-10-25,chokepoint,Malacca Strait,malacca,6095.0,3278.0,2817.0,0.5378178835110746
2019-11-01,chokepoint,Malacca Strait,malacca,6279.0,3528.0,2751.0,0.5618729096989966
2019-11-08,chokepoint,Malacca Strait,malacca,6279.0,3528.0,2751.0,0.5618729096989966
2019-11-15,chokepoint,Malacca Strait,malacca,6279.0,3528.0,2751.0,0.5618729096989966
2019-11-22,chokepoint,Malacca Strait,malacca,6279.0,3528.0,2751.0,0.5618729096989966
2019-11-29,chokepoint,Malacca Strait,malacca,6670.0,3558.0,3112.0,0.5334332833583209
2019-12-06,chokepoint,Malacca Strait,malacca,6670.0,3558.0,3112.0,0.5334332833583209
2019-12-13,chokepoint,Malacca Strait,malacca,6670.0,3558.0,3112.0,0.5334332833583209
2019-12-20,chokepoint,Malacca Strait,malacca,6670.0,3558.0,3112.0,0.5334332833583209
2019-12-27,chokepoint,Malacca Strait,malacca,6670.0,3558.0,3112.0,0.5334332833583209
2020-01-03,chokepoint,Malacca Strait,malacca,5807.0,3018.0,2789.0,0.5197175822283451
2020-01-10,chokepoint,Malacca Strait,malacca,5807.0,3018.0,2789.0,0.5197175822283451
2020-01-17,chokepoint,Malacca Strait,malacca,5807.0,3018.0,2789.0,0.5197175822283451
2020-01-24,chokepoint,Malacca Strait,malacca,5807.0,3018.0,2789.0,0.5197175822283451
2020-01-31,chokepoint,Malacca Strait,malacca,6492.0,3108.0,3384.0,0.4787430683918669
2020-02-07,chokepoint,Malacca Strait,malacca,6492.0,3108.0,3384.0,0.4787430683918669
2020-02-14,chokepoint,Malacca Strait,malacca,6492.0,3108.0,3384.0,0.4787430683918669
2020-02-21,chokepoint,Malacca Strait,malacca,6492.0,3108.0,3384.0,0.4787430683918669
2020-02-28,chokepoint,Malacca Strait,malacca,5813.0,2646.0,3167.0,0.4551866506107001
2020-03-06,chokepoint,Malacca Strait,malacca,5813.0,2646.0,3167.0,0.4551866506107001
2020-03-13,chokepoint,Malacca Strait,malacca,5813.0,2646.0,3167.0,0.4551866506107001
2020-03-20,chokepoint,Malacca Strait,malacca,5813.0,2646.0,3167.0,0.4551866506107001
2020-03-27,chokepoint,Malacca Strait,malacca,5813.0,2646.0,3167.0,0.4551866506107001
2020-04-03,chokepoint,Malacca Strait,malacca,4907.0,2311.0,2596.0,0.4709598532708375
2020-04-10,chokepoint,Malacca Strait,malacca,4907.0,2311.0,2596.0,0.4709598532708375
2020-04-17,chokepoint,Malacca Strait,malacca,4907.0,2311.0,2596.0,0.4709598532708375
2020-04-24,chokepoint,Malacca Strait,malacca,4907.0,2311.0,2596.0,0.4709598532708375
2020-05-01,chokepoint,Malacca Strait,malacca,6381.0,3209.0,3172.0,0.5028992320952829
2020-05-08,chokepoint,Malacca Strait,malacca,6381.0,3209.0,3172.0,0.5028992320952829
2020-05-15,chokepoint,Malacca Strait,malacca,6381.0,3209.0,3172.0,0.5028992320952829
2020-05-22,chokepoint,Malacca Strait,malacca,6381.0,3209.0,3172.0,0.5028992320952829
2020-05-29,chokepoint,Malacca Strait,malacca,6347.0,3378.0,2969.0,0.5322199464313849
2020-06-05,chokepoint,Malacca Strait,malacca,6347.0,3378.0,2969.0,0.5322199464313849
2020-06-12,chokepoint,Malacca Strait,malacca,6347.0,3378.0,2969.0,0.5322199464313849
2020-06-19,chokepoint,Malacca Strait,malacca,6347.0,3378.0,2969.0,0.5322199464313849
2020-06-26,chokepoint,Malacca Strait,malacca,6347.0,3378.0,2969.0,0.5322199464313849
2020-07-03,chokepoint,Malacca Strait,malacca,5926.0,2871.0,3055.0,0.4844751940600743
2020-07-10,chokepoint,Malacca Strait,malacca,5926.0,2871.0,3055.0,0.4844751940600743
2020-07-17,chokepoint,Malacca Strait,malacca,5926.0,2871.0,3055.0,0.4844751940600743
2020-07-24,chokepoint,Malacca Strait,malacca,5926.0,2871.0,3055.0,0.4844751940600743
2020-07-31,chokepoint,Malacca Strait,malacca,5986.0,3005.0,2981.0,0.5020046775810224
2020-08-07,chokepoint,Malacca Strait,malacca,5986.0,3005.0,2981.0,0.5020046775810224
2020-08-14,chokepoint,Malacca Strait,malacca,5986.0,3005.0,2981.0,0.5020046775810224
2020-08-21,chokepoint,Malacca Strait,malacca,5986.0,3005.0,2981.0,0.5020046775810224
2020-08-28,chokepoint,Malacca Strait,malacca,5791.0,2768.0,3023.0,0.4779830771887411
2020-09-04,chokepoint,Malacca Strait,malacca,5791.0,2768.0,3023.0,0.4779830771887411
2020-09-11,chokepoint,Malacca Strait,malacca,5791.0,2768.0,3023.0,0.4779830771887411
2020-09-18,chokepoint,Malacca Strait,malacca,5791.0,2768.0,3023.0,0.4779830771887411
2020-09-25,chokepoint,Malacca Strait,malacca,5791.0,2768.0,3023.0,0.4779830771887411
2020-10-02,chokepoint,Malacca Strait,malacca,5443.0,2727.0,2716.0,0.5010104721660849
2020-10-09,chokepoint,Malacca Strait,malacca,5443.0,2727.0,2716.0,0.5010104721660849
2020-10-16,chokepoint,Malacca Strait,malacca,5443.0,2727.0,2716.0,0.5010104721660849
2020-10-23,chokepoint,Malacca Strait,malacca,5443.0,2727.0,2716.0,0.5010104721660849
2020-10-30,chokepoint,Malacca Strait,malacca,5656.0,2575.0,3081.0,0.4552687411598303
2020-11-06,chokepoint,Malacca Strait,malacca,5656.0,2575.0,3081.0,0.4552687411598303
2020-11-13,chokepoint,Malacca Strait,malacca,5656.0,2575.0,3081.0,0.4552687411598303
2020-11-20,chokepoint,Malacca Strait,malacca,5656.0,2575.0,3081.0,0.4552687411598303
2020-11-27,chokepoint,Malacca Strait,malacca,5656.0,2575.0,3081.0,0.4552687411598303
2020-12-04,chokepoint,Malacca Strait,malacca,5534.0,2683.0,2851.0,0.4848211058908565
2020-12-11,chokepoint,Malacca Strait,malacca,5534.0,2683.0,2851.0,0.4848211058908565
2020-12-18,chokepoint,Malacca Strait,malacca,5534.0,2683.0,2851.0,0.4848211058908565
2020-12-25,chokepoint,Malacca Strait,malacca,5534.0,2683.0,2851.0,0.4848211058908565
2021-01-01,chokepoint,Malacca Strait,malacca,5332.0,2618.0,2714.0,0.4909977494373593
2021-01-08,chokepoint,Malacca Strait,malacca,5332.0,2618.0,2714.0,0.4909977494373593
2021-01-15,chokepoint,Malacca Strait,malacca,5332.0,2618.0,2714.0,0.4909977494373593
2021-01-22,chokepoint,Malacca Strait,malacca,5332.0,2618.0,2714.0,0.4909977494373593
2021-01-29,chokepoint,Malacca Strait,malacca,5371.0,2448.0,2923.0,0.4557810463600819
2021-02-05,chokepoint,Malacca Strait,malacca,5371.0,2448.0,2923.0,0.4557810463600819
2021-02-12,chokepoint,Malacca Strait,malacca,5371.0,2448.0,2923.0,0.4557810463600819
2021-02-19,chokepoint,Malacca Strait,malacca,5371.0,2448.0,2923.0,0.4557810463600819
2021-02-26,chokepoint,Malacca Strait,malacca,5371.0,2448.0,2923.0,0.4557810463600819
2021-03-05,chokepoint,Malacca Strait,malacca,6004.0,2483.0,3521.0,0.4135576282478347
2021-03-12,chokepoint,Malacca Strait,malacca,6004.0,2483.0,3521.0,0.4135576282478347
2021-03-19,chokepoint,Malacca Strait,malacca,6004.0,2483.0,3521.0,0.4135576282478347
2021-03-26,chokepoint,Malacca Strait,malacca,6004.0,2483.0,3521.0,0.4135576282478347
2021-04-02,chokepoint,Malacca Strait,malacca,4318.0,1855.0,2463.0,0.4295970356646595
2021-04-09,chokepoint,Malacca Strait,malacca,4318.0,1855.0,2463.0,0.4295970356646595
2021-04-16,chokepoint,Malacca Strait,malacca,4318.0,1855.0,2463.0,0.4295970356646595
2021-04-23,chokepoint,Malacca Strait,malacca,4318.0,1855.0,2463.0,0.4295970356646595
2021-04-30,chokepoint,Malacca Strait,malacca,5060.0,2250.0,2810.0,0.4446640316205533
2021-05-07,chokepoint,Malacca Strait,malacca,5060.0,2250.0,2810.0,0.4446640316205533
2021-05-14,chokepoint,Malacca Strait,malacca,5060.0,2250.0,2810.0,0.4446640316205533
2021-05-21,chokepoint,Malacca Strait,malacca,5060.0,2250.0,2810.0,0.4446640316205533
2021-05-28,chokepoint,Malacca Strait,malacca,4867.0,2133.0,2734.0,0.4382576535853709
2021-06-04,chokepoint,Malacca Strait,malacca,4867.0,2133.0,2734.0,0.4382576535853709
2021-06-11,chokepoint,Malacca Strait,malacca,4867.0,2133.0,2734.0,0.4382576535853709
2021-06-18,chokepoint,Malacca Strait,malacca,4867.0,2133.0,2734.0,0.4382576535853709
2021-06-25,chokepoint,Malacca Strait,malacca,4867.0,2133.0,2734.0,0.4382576535853709
2021-07-02,chokepoint,Malacca Strait,malacca,6403.0,2972.0,3431.0,0.4641574262064657
2021-07-09,chokepoint,Malacca Strait,malacca,6403.0,2972.0,3431.0,0.4641574262064657
2021-07-16,chokepoint,Malacca Strait,malacca,6403.0,2972.0,3431.0,0.4641574262064657
2021-07-23,chokepoint,Malacca Strait,malacca,6403.0,2972.0,3431.0,0.4641574262064657
2021-07-30,chokepoint,Malacca Strait,malacca,5082.0,2210.0,2872.0,0.4348681621408894
2021-08-06,chokepoint,Malacca Strait,malacca,5082.0,2210.0,2872.0,0.4348681621408894
2021-08-13,chokepoint,Malacca Strait,malacca,5082.0,2210.0,2872.0,0.4348681621408894
2021-08-20,chokepoint,Malacca Strait,malacca,5082.0,2210.0,2872.0,0.4348681621408894
2021-08-27,chokepoint,Malacca Strait,malacca,5082.0,2210.0,2872.0,0.4348681621408894
2021-09-03,chokepoint,Malacca Strait,malacca,5688.0,2676.0,3012.0,0.4704641350210971
2021-09-10,chokepoint,Malacca Strait,malacca,5688.0,2676.0,3012.0,0.4704641350210971
2021-09-17,chokepoint,Malacca Strait,malacca,5688.0,2676.0,3012.0,0.4704641350210971
2021-09-24,chokepoint,Malacca Strait,malacca,5688.0,2676.0,3012.0,0.4704641350210971
2021-10-01,chokepoint,Malacca Strait,malacca,6308.0,2949.0,3359.0,0.4675015852885225
2021-10-08,chokepoint,Malacca Strait,malacca,6308.0,2949.0,3359.0,0.4675015852885225
2021-10-15,chokepoint,Malacca Strait,malacca,6308.0,2949.0,3359.0,0.4675015852885225
2021-10-22,chokepoint,Malacca Strait,malacca,6308.0,2949.0,3359.0,0.4675015852885225
2021-10-29,chokepoint,Malacca Strait,malacca,5280.0,2617.0,2663.0,0.4956439393939394
2021-11-05,chokepoint,Malacca Strait,malacca,5280.0,2617.0,2663.0,0.4956439393939394
2021-11-12,chokepoint,Malacca Strait,malacca,5280.0,2617.0,2663.0,0.4956439393939394
2021-11-19,chokepoint,Malacca Strait,malacca,5280.0,2617.0,2663.0,0.4956439393939394
2021-11-26,chokepoint,Malacca Strait,malacca,5280.0,2617.0,2663.0,0.4956439393939394
2021-12-03,chokepoint,Malacca Strait,malacca,6329.0,2970.0,3359.0,0.469268446832043
2021-12-10,chokepoint,Malacca Strait,malacca,6329.0,2970.0,3359.0,0.469268446832043
2021-12-17,chokepoint,Malacca Strait,malacca,6329.0,2970.0,3359.0,0.469268446832043
2021-12-24,chokepoint,Malacca Strait,malacca,6329.0,2970.0,3359.0,0.469268446832043
2021-12-31,chokepoint,Malacca Strait,malacca,5531.0,2652.0,2879.0,0.4794792984993672
2022-01-07,chokepoint,Malacca Strait,malacca,5531.0,2652.0,2879.0,0.4794792984993672
2022-01-14,chokepoint,Malacca Strait,malacca,5531.0,2652.0,2879.0,0.4794792984993672
2022-01-21,chokepoint,Malacca Strait,malacca,5531.0,2652.0,2879.0,0.4794792984993672
2022-01-28,chokepoint,Malacca Strait,malacca,5007.0,1565.0,3442.0,0.3125624126223287
2022-02-04,chokepoint,Malacca Strait,malacca,5007.0,1565.0,3442.0,0.3125624126223287
2022-02-11,chokepoint,Malacca Strait,malacca,5007.0,1565.0,3442.0,0.3125624126223287
2022-02-18,chokepoint,Malacca Strait,malacca,5007.0,1565.0,3442.0,0.3125624126223287
2022-02-25,chokepoint,Malacca Strait,malacca,5007.0,1565.0,3442.0,0.3125624126223287
2022-03-04,chokepoint,Malacca Strait,malacca,5364.0,1797.0,3567.0,0.3350111856823266
2022-03-11,chokepoint,Malacca Strait,malacca,5364.0,1797.0,3567.0,0.3350111856823266
2022-03-18,chokepoint,Malacca Strait,malacca,5364.0,1797.0,3567.0,0.3350111856823266
2022-03-25,chokepoint,Malacca Strait,malacca,5364.0,1797.0,3567.0,0.3350111856823266
2022-04-01,chokepoint,Malacca Strait,malacca,5776.0,1827.0,3949.0,0.3163088642659279
2022-04-08,chokepoint,Malacca Strait,malacca,5776.0,1827.0,3949.0,0.3163088642659279
2022-04-15,chokepoint,Malacca Strait,malacca,5776.0,1827.0,3949.0,0.3163088642659279
2022-04-22,chokepoint,Malacca Strait,malacca,5776.0,1827.0,3949.0,0.3163088642659279
2022-04-29,chokepoint,Malacca Strait,malacca,5379.0,1838.0,3541.0,0.3416992005949061
2022-05-06,chokepoint,Malacca Strait,malacca,5379.0,1838.0,3541.0,0.3416992005949061
2022-05-13,chokepoint,Malacca Strait,malacca,5379.0,1838.0,3541.0,0.3416992005949061
2022-05-20,chokepoint,Malacca Strait,malacca,5379.0,1838.0,3541.0,0.3416992005949061
2022-05-27,chokepoint,Malacca Strait,malacca,5379.0,1838.0,3541.0,0.3416992005949061
2022-06-03,chokepoint,Malacca Strait,malacca,5601.0,1883.0,3718.0,0.3361899660774862
2022-06-10,chokepoint,Malacca Strait,malacca,5601.0,1883.0,3718.0,0.3361899660774862
2022-06-17,chokepoint,Malacca Strait,malacca,5601.0,1883.0,3718.0,0.3361899660774862
2022-06-24,chokepoint,Malacca Strait,malacca,5601.0,1883.0,3718.0,0.3361899660774862
2022-07-01,chokepoint,Malacca Strait,malacca,4872.0,1552.0,3320.0,0.3185550082101806
2022-07-08,chokepoint,Malacca Strait,malacca,4872.0,1552.0,3320.0,0.3185550082101806
2022-07-15,chokepoint,Malacca Strait,malacca,4872.0,1552.0,3320.0,0.3185550082101806
2022-07-22,chokepoint,Malacca Strait,malacca,4872.0,1552.0,3320.0,0.3185550082101806
2022-07-29,chokepoint,Malacca Strait,malacca,6042.0,2103.0,3939.0,0.3480635551142006
2022-08-05,chokepoint,Malacca Strait,malacca,6042.0,2103.0,3939.0,0.3480635551142006
2022-08-12,chokepoint,Malacca Strait,malacca,6042.0,2103.0,3939.0,0.3480635551142006
2022-08-19,chokepoint,Malacca Strait,malacca,6042.0,2103.0,3939.0,0.3480635551142006
2022-08-26,chokepoint,Malacca Strait,malacca,6042.0,2103.0,3939.0,0.3480635551142006
2022-09-02,chokepoint,Malacca Strait,malacca,4180.0,1484.0,2696.0,0.3550239234449761
2022-09-09,chokepoint,Malacca Strait,malacca,4180.0,1484.0,2696.0,0.3550239234449761
2022-09-16,chokepoint,Malacca Strait,malacca,4180.0,1484.0,2696.0,0.3550239234449761
2022-09-23,chokepoint,Malacca Strait,malacca,4180.0,1484.0,2696.0,0.3550239234449761
2022-09-30,chokepoint,Malacca Strait,malacca,5469.0,1855.0,3614.0,0.3391844944231121
2022-10-07,chokepoint,Malacca Strait,malacca,5469.0,1855.0,3614.0,0.3391844944231121
2022-10-14,chokepoint,Malacca Strait,malacca,5469.0,1855.0,3614.0,0.3391844944231121
2022-10-21,chokepoint,Malacca Strait,malacca,5469.0,1855.0,3614.0,0.3391844944231121
2022-10-28,chokepoint,Malacca Strait,malacca,5920.0,2090.0,3830.0,0.3530405405405405
2022-11-04,chokepoint,Malacca Strait,malacca,5920.0,2090.0,3830.0,0.3530405405405405
2022-11-11,chokepoint,Malacca Strait,malacca,5920.0,2090.0,3830.0,0.3530405405405405
2022-11-18,chokepoint,Malacca Strait,malacca,5920.0,2090.0,3830.0,0.3530405405405405
2022-11-25,chokepoint,Malacca Strait,malacca,5920.0,2090.0,3830.0,0.3530405405405405
2022-12-02,chokepoint,Malacca Strait,malacca,5009.0,1717.0,3292.0,0.3427829906168896
2022-12-09,chokepoint,Malacca Strait,malacca,5009.0,1717.0,3292.0,0.3427829906168896
2022-12-16,chokepoint,Malacca Strait,malacca,5009.0,1717.0,3292.0,0.3427829906168896
2022-12-23,chokepoint,Malacca Strait,malacca,5009.0,1717.0,3292.0,0.3427829906168896
2022-12-30,chokepoint,Malacca Strait,malacca,5523.0,1704.0,3819.0,0.3085279739272135
2023-01-06,chokepoint,Malacca Strait,malacca,5523.0,1704.0,3819.0,0.3085279739272135
2023-01-13,chokepoint,Malacca Strait,malacca,5523.0,1704.0,3819.0,0.3085279739272135
2023-01-20,chokepoint,Malacca Strait,malacca,5523.0,1704.0,3819.0,0.3085279739272135
2023-01-27,chokepoint,Malacca Strait,malacca,5523.0,1704.0,3819.0,0.3085279739272135
2023-02-03,chokepoint,Malacca Strait,malacca,4864.0,1521.0,3343.0,0.3127055921052631
2023-02-10,chokepoint,Malacca Strait,malacca,4864.0,1521.0,3343.0,0.3127055921052631
2023-02-17,chokepoint,Malacca Strait,malacca,4864.0,1521.0,3343.0,0.3127055921052631
2023-02-24,chokepoint,Malacca Strait,malacca,4864.0,1521.0,3343.0,0.3127055921052631
2023-03-03,chokepoint,Malacca Strait,malacca,4775.0,1208.0,3567.0,0.2529842931937173
2023-03-10,chokepoint,Malacca Strait,malacca,4775.0,1208.0,3567.0,0.2529842931937173
2023-03-17,chokepoint,Malacca Strait,malacca,4775.0,1208.0,3567.0,0.2529842931937173
2023-03-24,chokepoint,Malacca Strait,malacca,4775.0,1208.0,3567.0,0.2529842931937173
2023-03-31,chokepoint,Malacca Strait,malacca,4808.0,1412.0,3396.0,0.2936772046589018
2023-04-07,chokepoint,Malacca Strait,malacca,4808.0,1412.0,3396.0,0.2936772046589018
2023-04-14,chokepoint,Malacca Strait,malacca,4808.0,1412.0,3396.0,0.2936772046589018
2023-04-21,chokepoint,Malacca Strait,malacca,4808.0,1412.0,3396.0,0.2936772046589018
2023-04-28,chokepoint,Malacca Strait,malacca,5635.0,1673.0,3962.0,0.2968944099378882
2023-05-05,chokepoint,Malacca Strait,malacca,5635.0,1673.0,3962.0,0.2968944099378882
2023-05-12,chokepoint,Malacca Strait,malacca,5635.0,1673.0,3962.0,0.2968944099378882
2023-05-19,chokepoint,Malacca Strait,malacca,5635.0,1673.0,3962.0,0.2968944099378882
2023-05-26,chokepoint,Malacca Strait,malacca,5635.0,1673.0,3962.0,0.2968944099378882
2023-06-02,chokepoint,Malacca Strait,malacca,4252.0,1362.0,2890.0,0.3203198494825964
2023-06-09,chokepoint,Malacca Strait,malacca,4252.0,1362.0,2890.0,0.3203198494825964
2023-06-16,chokepoint,Malacca Strait,malacca,4252.0,1362.0,2890.0,0.3203198494825964
2023-06-23,chokepoint,Malacca Strait,malacca,4252.0,1362.0,2890.0,0.3203198494825964
2023-06-30,chokepoint,Malacca Strait,malacca,4461.0,1405.0,3056.0,0.3149518045281327
2023-07-07,chokepoint,Malacca Strait,malacca,4461.0,1405.0,3056.0,0.3149518045281327
2023-07-14,chokepoint,Malacca Strait,malacca,4461.0,1405.0,3056.0,0.3149518045281327
2023-07-21,chokepoint,Malacca Strait,malacca,4461.0,1405.0,3056.0,0.3149518045281327
2023-07-28,chokepoint,Malacca Strait,malacca,3737.0,1327.0,2410.0,0.3550976719293551
2023-08-04,chokepoint,Malacca Strait,malacca,3737.0,1327.0,2410.0,0.3550976719293551
2023-08-11,chokepoint,Malacca Strait,malacca,3737.0,1327.0,2410.0,0.3550976719293551
