model,RMSE,MAE,DirAcc,RMSE_skill_vs_M0,DM_stat,DM_p_better_than_M0,DM_p_vs_M1,CW_stat_vs_M1,CW_p_vs_M1
M0_RW,4.1517846708743695,3.01136186770428,,0.0,,,,,
M1_Flat_Ridge,4.256348943170461,3.090131492098012,0.4980544747081712,-0.02518537944167276,1.5850618259454587,0.9429066209831216,,,
M1_Flat_XGB,4.368428737773503,3.2651414540476664,0.5525291828793775,-0.052180949657369524,2.120562374879635,0.9825397846770563,,,
M4_Flat_Ridge,4.533653131798245,3.330505200887077,0.490272373540856,-0.09197694273567758,2.0351725309450703,0.9785681685165518,0.9378147936206136,0.383883393382178,0.3505324376353278
M4_Flat_XGB,4.480506995767201,3.346661794036164,0.49416342412451364,-0.07917614976491594,2.4869725739284125,0.993239366086257,0.8131632228936958,2.4006840005052514,0.008182230621792463
Naive_DirPersist,,,0.5097276264591439,,,,,,
