week_ending_friday,site_id,pw_portcalls_tanker,pw_portcalls_cargo,pw_import_tanker,pw_export_tanker,gfw_n_visits,gfw_dwell_hrs_mean,gfw_dwell_hrs_median,gfw_self_loops,sar_detections_total,sar_detections_dark,sar_dark_share,avail_node
2020-12-04,P009,200.0,76.0,1888229.0,1131733.0,84.0,36.27137235449735,19.053055555555556,66.0,310.0,54.0,0.1741935483870967,1
2020-12-04,P010,0.0,0.0,0.0,0.0,0.0,,,0.0,60.0,50.0,0.8333333333333334,1
2020-12-04,P011,20.0,1.0,132835.0,866939.0,4.0,172.94159722222224,88.60138888888889,2.0,9.0,4.0,0.4444444444444444,1
2020-12-11,P001,345.0,310.0,3097740.0,780125.0,297.0,42.638065913371,30.849166666666665,253.0,225.0,11.0,0.0488888888888888,1
2020-12-11,P002,48.0,7.0,803157.0,613148.0,84.0,31.622420634920633,15.611527777777775,51.0,804.0,31.0,0.0385572139303482,1
2020-12-11,P003,7.0,0.0,25225.0,657967.0,29.0,77.42783524904215,29.848333333333333,7.0,220.0,37.0,0.1681818181818181,1
2020-12-11,P004,518.0,313.0,3222852.0,2724160.0,539.0,46.688853779429984,29.19638888888889,397.0,634.0,28.0,0.0441640378548895,1
2020-12-11,P005,94.0,33.0,361372.0,1942019.0,39.0,73.3155056980057,45.5125,28.0,24.0,5.0,0.2083333333333333,1
2020-12-11,P006,38.0,119.0,457988.0,77579.0,376.0,77.33449137148048,42.45305555555556,316.0,669.0,47.0,0.070254110612855,1
2020-12-11,P007,14.0,1.0,17573.0,421941.0,1.0,26.100555555555555,26.100555555555555,0.0,29.0,9.0,0.3103448275862069,1
2020-12-11,P008,14.0,0.0,152870.0,1919242.0,15.0,48.28711111111111,30.818055555555556,8.0,618.0,427.0,0.6909385113268608,1
2020-12-11,P009,203.0,71.0,1517900.0,1023981.0,100.0,53.11253928170595,22.606666666666666,70.0,310.0,54.0,0.1741935483870967,1
2020-12-11,P010,0.0,0.0,0.0,0.0,0.0,,,0.0,60.0,50.0,0.8333333333333334,1
2020-12-11,P011,20.0,1.0,412772.0,554230.0,3.0,111.31416666666667,130.595,0.0,9.0,4.0,0.4444444444444444,1
2020-12-18,P001,363.0,319.0,2139073.0,1086517.0,291.0,42.50594597174494,31.03388888888889,252.0,225.0,11.0,0.0488888888888888,1
2020-12-18,P002,51.0,8.0,544504.0,708639.0,84.0,29.791851851851852,15.940555555555555,42.0,804.0,31.0,0.0385572139303482,1
2020-12-18,P003,6.0,0.0,34010.0,650286.0,17.0,114.25382352941176,34.444722222222225,5.0,220.0,37.0,0.1681818181818181,1
2020-12-18,P004,505.0,320.0,3477125.0,2271056.0,519.0,43.007084405834405,27.79888888888889,369.0,634.0,28.0,0.0441640378548895,1
2020-12-18,P005,80.0,52.0,551215.0,1838637.0,33.0,68.79415824915826,36.5075,20.0,24.0,5.0,0.2083333333333333,1
2020-12-18,P006,44.0,110.0,800131.0,52789.0,426.0,69.28274801587301,35.538333333333334,348.0,669.0,47.0,0.070254110612855,1
2020-12-18,P007,10.0,0.0,169236.0,219435.0,0.0,,,0.0,29.0,9.0,0.3103448275862069,1
2020-12-18,P008,12.0,0.0,10348.0,2097423.0,14.0,23.96672619047619,10.297638888888889,8.0,618.0,427.0,0.6909385113268608,1
2020-12-18,P009,214.0,68.0,2054907.0,1136077.0,87.0,27.916583652618137,16.7275,71.0,310.0,54.0,0.1741935483870967,1
2020-12-18,P010,0.0,0.0,0.0,0.0,2.0,44.24638888888889,44.24638888888889,0.0,60.0,50.0,0.8333333333333334,1
2020-12-18,P011,26.0,2.0,558707.0,755855.0,2.0,38.22208333333333,38.22208333333333,1.0,9.0,4.0,0.4444444444444444,1
2020-12-25,P001,367.0,298.0,3157441.0,756903.0,292.0,43.00881634211531,31.69472222222222,242.0,225.0,11.0,0.0488888888888888,1
2020-12-25,P002,61.0,10.0,783037.0,794114.0,93.0,40.06596774193549,18.17194444444445,53.0,804.0,31.0,0.0385572139303482,1
2020-12-25,P003,6.0,0.0,23202.0,480011.0,20.0,91.70448374708333,56.08486111111111,3.0,220.0,37.0,0.1681818181818181,1
2020-12-25,P004,483.0,334.0,3896812.0,2122461.0,535.0,41.068385773624094,29.319166666666668,389.0,634.0,28.0,0.0441640378548895,1
2020-12-25,P005,88.0,39.0,487134.0,2211107.0,52.0,69.48287393162393,42.530972222222225,31.0,24.0,5.0,0.2083333333333333,1
2020-12-25,P006,34.0,124.0,388475.0,208017.0,445.0,60.45456704980843,30.983888888888888,378.0,669.0,47.0,0.070254110612855,1
2020-12-25,P007,10.0,0.0,5622.0,299197.0,0.0,,,0.0,29.0,9.0,0.3103448275862069,1
2020-12-25,P008,9.0,0.0,4068.0,1305853.0,9.0,15.501018518518517,7.501388888888889,5.0,618.0,427.0,0.6909385113268608,1
2020-12-25,P009,220.0,71.0,2347128.0,1394543.0,93.0,33.522347670250895,17.34611111111111,68.0,310.0,54.0,0.1741935483870967,1
2020-12-25,P010,1.0,0.0,0.0,72839.0,1.0,356.01222222222225,356.01222222222225,0.0,60.0,50.0,0.8333333333333334,1
2020-12-25,P011,19.0,0.0,260346.0,534658.0,6.0,106.56041666666668,68.70472222222222,2.0,9.0,4.0,0.4444444444444444,1
2021-01-01,P001,334.0,255.0,2544826.0,1055660.0,288.0,48.69487231968811,27.60972222222222,247.0,112.0,13.0,0.1160714285714285,1
2021-01-01,P002,55.0,8.0,348444.0,820825.0,103.0,27.03811488673139,18.206666666666667,52.0,852.0,44.0,0.0516431924882629,1
2021-01-01,P003,10.0,0.0,52244.0,964671.0,19.0,108.55840643274855,35.90027777777778,5.0,166.0,35.0,0.2108433734939759,1
2021-01-01,P004,493.0,312.0,3386239.0,2326549.0,566.0,38.07350316894435,26.773611111111112,414.0,822.0,56.0,0.0681265206812652,1
2021-01-01,P005,90.0,46.0,68916.0,2186026.0,38.0,61.97857456140351,44.85263888888889,27.0,40.0,21.0,0.525,1
2021-01-01,P006,36.0,140.0,501564.0,85524.0,372.0,64.4524916968599,33.40097222222222,309.0,532.0,122.0,0.2293233082706766,1
2021-01-01,P007,7.0,2.0,1874.0,230687.0,0.0,,,0.0,50.0,19.0,0.38,1
2021-01-01,P008,12.0,0.0,2587.0,2736487.0,14.0,46.42684523809523,20.11875,10.0,595.0,339.0,0.5697478991596638,1
2021-01-01,P009,221.0,74.0,1966081.0,1188157.0,84.0,40.93534722222222,15.501805555555556,62.0,293.0,55.0,0.1877133105802047,1
2021-01-01,P010,1.0,0.0,0.0,72839.0,0.0,,,0.0,59.0,54.0,0.9152542372881356,1
2021-01-01,P011,24.0,2.0,177970.0,906493.0,3.0,56.73148148148149,59.57555555555555,1.0,9.0,6.0,0.6666666666666666,1
2021-01-08,P001,326.0,214.0,2976236.0,1171411.0,250.0,66.8623288888889,39.97263888888889,211.0,112.0,13.0,0.1160714285714285,1
2021-01-08,P002,48.0,7.0,622538.0,555811.0,100.0,38.22681537598204,19.016111111111112,53.0,852.0,44.0,0.0516431924882629,1
2021-01-08,P003,5.0,0.0,12821.0,738891.0,24.0,40.52739583333333,26.22958333333333,3.0,166.0,35.0,0.2108433734939759,1
2021-01-08,P004,503.0,322.0,4221451.0,2046727.0,513.0,40.59038486627528,27.308611111111112,370.0,822.0,56.0,0.0681265206812652,1
2021-01-08,P005,104.0,38.0,251496.0,2267593.0,49.0,80.0252947845805,49.396388888888886,33.0,40.0,21.0,0.525,1
2021-01-08,P006,35.0,105.0,204926.0,112350.0,401.0,81.39051248923342,35.943333333333335,318.0,532.0,122.0,0.2293233082706766,1
2021-01-08,P007,14.0,0.0,71886.0,349145.0,4.0,56.63259259259258,36.948055555555555,2.0,50.0,19.0,0.38,1
2021-01-08,P008,8.0,0.0,0.0,1754167.0,12.0,34.30777777777778,11.898055555555555,8.0,595.0,339.0,0.5697478991596638,1
2021-01-08,P009,191.0,69.0,1239479.0,1041007.0,86.0,48.59166989664083,24.95916666666667,66.0,293.0,55.0,0.1877133105802047,1
2021-01-08,P010,0.0,0.0,0.0,0.0,3.0,257.1363888888889,257.1363888888889,1.0,59.0,54.0,0.9152542372881356,1
2021-01-08,P011,19.0,4.0,50648.0,1077481.0,6.0,83.97453703703702,77.7472222222222,1.0,9.0,6.0,0.6666666666666666,1
2021-01-15,P001,343.0,289.0,3251203.0,1155977.0,182.0,65.6624386126458,48.282222222222224,153.0,112.0,13.0,0.1160714285714285,1
2021-01-15,P002,54.0,4.0,473859.0,1016068.0,78.0,29.793279914529915,18.264722222222225,36.0,852.0,44.0,0.0516431924882629,1
2021-01-15,P003,17.0,0.0,282218.0,1740623.0,23.0,97.93772946859903,52.99861111111111,3.0,166.0,35.0,0.2108433734939759,1
2021-01-15,P004,495.0,305.0,3069848.0,2316103.0,547.0,39.44681216931217,27.749722222222225,396.0,822.0,56.0,0.0681265206812652,1
2021-01-15,P005,88.0,40.0,656936.0,1692912.0,34.0,69.20065656565656,37.214166666666664,20.0,40.0,21.0,0.525,1
2021-01-15,P006,39.0,114.0,301906.0,91675.0,311.0,94.22798013245033,52.58138888888889,258.0,532.0,122.0,0.2293233082706766,1
2021-01-15,P007,5.0,3.0,3748.0,65287.0,1.0,30.567777777777778,30.567777777777778,0.0,50.0,19.0,0.38,1
2021-01-15,P008,12.0,0.0,2587.0,2114201.0,13.0,36.4168376068376,13.750277777777775,8.0,595.0,339.0,0.5697478991596638,1
2021-01-15,P009,199.0,80.0,1743292.0,1109521.0,83.0,48.57011044176707,22.75722222222222,62.0,293.0,55.0,0.1877133105802047,1
2021-01-15,P010,1.0,0.0,0.0,95226.0,4.0,6.835972222222223,6.7908333333333335,4.0,59.0,54.0,0.9152542372881356,1
2021-01-15,P011,20.0,0.0,73399.0,555140.0,4.0,33.94138888888889,34.084583333333335,0.0,9.0,6.0,0.6666666666666666,1
2021-01-22,P001,343.0,292.0,3140543.0,1072672.0,258.0,55.02654500430663,37.97902777777778,217.0,112.0,13.0,0.1160714285714285,1
2021-01-22,P002,58.0,6.0,635565.0,686572.0,77.0,47.998826754385966,22.834583333333335,42.0,852.0,44.0,0.0516431924882629,1
2021-01-22,P003,10.0,0.0,113117.0,742957.0,28.0,98.06213293650794,51.547916666666666,6.0,166.0,35.0,0.2108433734939759,1
2021-01-22,P004,484.0,312.0,3739010.0,2432353.0,557.0,40.73265886280975,26.92930555555556,449.0,822.0,56.0,0.0681265206812652,1
2021-01-22,P005,91.0,41.0,381866.0,1674569.0,43.0,67.08578811369509,44.25972222222222,29.0,40.0,21.0,0.525,1
2021-01-22,P006,56.0,151.0,689578.0,189359.0,408.0,90.72098922902495,46.73972222222223,329.0,532.0,122.0,0.2293233082706766,1
2021-01-22,P007,13.0,1.0,116034.0,409207.0,3.0,123.95342592592594,36.10805555555555,1.0,50.0,19.0,0.38,1
2021-01-22,P008,8.0,0.0,144674.0,1287079.0,12.0,13.701226851851851,9.434027777777779,9.0,595.0,339.0,0.5697478991596638,1
2021-01-22,P009,246.0,78.0,2155640.0,1135991.0,90.0,58.725160493827154,27.63236111111111,64.0,293.0,55.0,0.1877133105802047,1
2021-01-22,P010,0.0,0.0,0.0,0.0,0.0,,,0.0,59.0,54.0,0.9152542372881356,1
2021-01-22,P011,18.0,3.0,94917.0,573960.0,0.0,,,0.0,9.0,6.0,0.6666666666666666,1
2021-01-29,P001,332.0,284.0,2541190.0,833720.0,285.0,50.57872791519435,35.93888888888889,234.0,131.0,15.0,0.1145038167938931,1
2021-01-29,P002,55.0,8.0,627677.0,872603.0,92.0,37.88207125603865,20.484583333333333,54.0,727.0,29.0,0.0398899587345254,1
2021-01-29,P003,13.0,0.0,17570.0,1179093.0,22.0,40.99979797979798,21.740277777777777,6.0,271.0,88.0,0.3247232472324723,1
2021-01-29,P004,515.0,332.0,3567158.0,2060395.0,527.0,39.15093862433862,28.494722222222222,392.0,677.0,50.0,0.0738552437223042,1
2021-01-29,P005,56.0,25.0,320283.0,1007370.0,41.0,84.95829945799457,43.47944444444445,23.0,27.0,10.0,0.3703703703703703,1
2021-01-29,P006,23.0,126.0,665175.0,92481.0,449.0,66.5413767281106,33.21625,374.0,651.0,164.0,0.2519201228878648,1
2021-01-29,P007,14.0,1.0,39646.0,488603.0,1.0,36.80138888888889,36.80138888888889,1.0,35.0,15.0,0.4285714285714285,1
2021-01-29,P008,5.0,0.0,7761.0,883984.0,11.0,20.074848484848484,7.8355555555555565,10.0,458.0,260.0,0.5676855895196506,1
2021-01-29,P009,220.0,65.0,1575245.0,1025688.0,97.0,50.65751431844215,20.41111111111111,70.0,231.0,35.0,0.1515151515151515,1
2021-01-29,P010,2.0,0.0,0.0,145678.0,1.0,218.62055555555557,218.62055555555557,1.0,62.0,51.0,0.8225806451612904,1
2021-01-29,P011,16.0,1.0,125463.0,541194.0,0.0,,,0.0,9.0,5.0,0.5555555555555556,1
2021-02-05,P001,313.0,305.0,2180098.0,819420.0,261.0,48.560790598290595,32.820277777777775,225.0,131.0,15.0,0.1145038167938931,1
2021-02-05,P002,56.0,6.0,795994.0,589085.0,94.0,26.743330478351066,17.84611111111111,50.0,727.0,29.0,0.0398899587345254,1
2021-02-05,P003,11.0,0.0,64120.0,685579.0,19.0,133.9640643274854,81.67944444444444,2.0,271.0,88.0,0.3247232472324723,1
2021-02-05,P004,502.0,317.0,3604132.0,2698573.0,549.0,43.745521149564865,27.54305555555555,410.0,677.0,50.0,0.0738552437223042,1
2021-02-05,P005,101.0,62.0,742945.0,2618486.0,26.0,67.37747863247863,46.71222222222222,18.0,27.0,10.0,0.3703703703703703,1
2021-02-05,P006,59.0,176.0,769139.0,105621.0,382.0,80.43805555555555,39.83,322.0,651.0,164.0,0.2519201228878648,1
2021-02-05,P007,12.0,1.0,18342.0,436407.0,0.0,,,0.0,35.0,15.0,0.4285714285714285,1
2021-02-05,P008,4.0,0.0,0.0,704871.0,11.0,70.40823232323233,51.228611111111114,6.0,458.0,260.0,0.5676855895196506,1
2021-02-05,P009,213.0,75.0,1752459.0,1164355.0,79.0,46.379458509142054,23.361666666666668,53.0,231.0,35.0,0.1515151515151515,1
2021-02-05,P010,1.0,1.0,0.0,72839.0,0.0,,,0.0,62.0,51.0,0.8225806451612904,1
2021-02-05,P011,21.0,0.0,65395.0,762682.0,0.0,,,0.0,9.0,5.0,0.5555555555555556,1
2021-02-12,P001,356.0,291.0,2699296.0,1384309.0,283.0,44.77699665090623,31.604444444444447,242.0,131.0,15.0,0.1145038167938931,1
2021-02-12,P002,59.0,5.0,546596.0,1059572.0,89.0,33.61777153558052,17.59,46.0,727.0,29.0,0.0398899587345254,1
2021-02-12,P003,11.0,0.0,34839.0,1134822.0,22.0,66.4005303030303,33.96944444444445,5.0,271.0,88.0,0.3247232472324723,1
2021-02-12,P004,502.0,323.0,3286924.0,2762306.0,610.0,41.40055675813473,27.719722222222224,457.0,677.0,50.0,0.0738552437223042,1
2021-02-12,P005,113.0,43.0,500295.0,1905937.0,56.0,66.7419191919192,44.6675,33.0,27.0,10.0,0.3703703703703703,1
2021-02-12,P006,57.0,169.0,758979.0,168966.0,351.0,84.53567472835611,36.79277777777778,302.0,651.0,164.0,0.2519201228878648,1
2021-02-12,P007,9.0,0.0,4334.0,329155.0,2.0,62.477222222222224,62.477222222222224,1.0,35.0,15.0,0.4285714285714285,1
2021-02-12,P008,4.0,0.0,2587.0,544505.0,10.0,14.118333333333334,13.714444444444444,8.0,458.0,260.0,0.5676855895196506,1
2021-02-12,P009,257.0,70.0,2531643.0,1331510.0,93.0,57.6644384057971,26.056666666666665,64.0,231.0,35.0,0.1515151515151515,1
2021-02-12,P010,0.0,1.0,0.0,0.0,6.0,17.29699074074074,15.428333333333333,6.0,62.0,51.0,0.8225806451612904,1
2021-02-12,P011,20.0,2.0,340909.0,713935.0,0.0,,,0.0,9.0,5.0,0.5555555555555556,1
2021-02-19,P001,313.0,242.0,3079862.0,1054257.0,274.0,50.982683495539334,33.92541666666666,238.0,131.0,15.0,0.1145038167938931,1
2021-02-19,P002,64.0,5.0,561061.0,907305.0,98.0,36.00789682539683,18.77652777777778,54.0,727.0,29.0,0.0398899587345254,1
2021-02-19,P003,12.0,0.0,96273.0,1619348.0,24.0,52.96484953703703,35.12347222222222,3.0,271.0,88.0,0.3247232472324723,1
2021-02-19,P004,529.0,326.0,4165573.0,3125725.0,580.0,39.326188137877914,28.161666666666665,433.0,677.0,50.0,0.0738552437223042,1
2021-02-19,P005,79.0,30.0,460752.0,1503493.0,44.0,71.57010732323232,47.77055555555556,25.0,27.0,10.0,0.3703703703703703,1
2021-02-19,P006,72.0,198.0,1767097.0,234114.0,321.0,135.75554620276841,49.776666666666664,249.0,651.0,164.0,0.2519201228878648,1
2021-02-19,P007,12.0,3.0,41220.0,251499.0,0.0,,,0.0,35.0,15.0,0.4285714285714285,1
2021-02-19,P008,9.0,0.0,279127.0,1396791.0,10.0,39.521388888888886,18.331111111111113,7.0,458.0,260.0,0.5676855895196506,1
2021-02-19,P009,236.0,55.0,1787919.0,1011807.0,85.0,48.00328758169935,22.539444444444445,64.0,231.0,35.0,0.1515151515151515,1
2021-02-19,P010,2.0,1.0,0.0,138805.0,3.0,7.402685185185185,7.124444444444444,3.0,62.0,51.0,0.8225806451612904,1
2021-02-19,P011,17.0,1.0,168451.0,494958.0,0.0,,,0.0,9.0,5.0,0.5555555555555556,1
2021-02-26,P001,349.0,319.0,2365373.0,1139741.0,246.0,50.637988934056004,35.852222222222224,201.0,131.0,15.0,0.1145038167938931,1
2021-02-26,P002,56.0,5.0,629428.0,681140.0,81.0,24.724502743484226,16.056944444444444,39.0,727.0,29.0,0.0398899587345254,1
2021-02-26,P003,14.0,0.0,181839.0,1457357.0,26.0,54.80727564102564,34.480694444444445,7.0,271.0,88.0,0.3247232472324723,1
2021-02-26,P004,535.0,348.0,3913371.0,2308273.0,608.0,40.600199004975124,27.584444444444443,454.0,677.0,50.0,0.0738552437223042,1
2021-02-26,P005,31.0,36.0,175981.0,658274.0,28.0,65.27000992063492,45.2,17.0,27.0,10.0,0.3703703703703703,1
2021-02-26,P006,106.0,261.0,1360257.0,243890.0,258.0,138.09593846834883,62.27361111111111,203.0,651.0,164.0,0.2519201228878648,1
2021-02-26,P007,15.0,1.0,98576.0,292841.0,1.0,32.14055555555556,32.14055555555556,1.0,35.0,15.0,0.4285714285714285,1
2021-02-26,P008,8.0,0.0,0.0,1246931.0,17.0,47.759869281045745,22.701944444444443,11.0,458.0,260.0,0.5676855895196506,1
2021-02-26,P009,193.0,68.0,1733035.0,991738.0,67.0,53.9151368159204,24.669444444444444,46.0,231.0,35.0,0.1515151515151515,1
2021-02-26,P010,2.0,0.0,0.0,168065.0,2.0,6.342777777777778,6.342777777777778,2.0,62.0,51.0,0.8225806451612904,1
2021-02-26,P011,18.0,1.0,73292.0,804846.0,0.0,,,0.0,9.0,5.0,0.5555555555555556,1
2021-03-05,P001,355.0,307.0,3361658.0,1336674.0,292.0,49.46373002283105,32.958194444444445,247.0,118.0,14.0,0.1186440677966101,1
2021-03-05,P002,52.0,4.0,509198.0,897316.0,78.0,34.31965455840456,19.169444444444444,34.0,743.0,25.0,0.0336473755047106,1
2021-03-05,P003,7.0,0.0,25225.0,1060444.0,22.0,84.75742424242425,39.586666666666666,3.0,236.0,51.0,0.2161016949152542,1
2021-03-05,P004,489.0,338.0,2983956.0,2348686.0,608.0,46.85555050505051,29.05611111111111,457.0,959.0,65.0,0.067778936392075,1
2021-03-05,P005,51.0,44.0,226487.0,1398867.0,34.0,126.7616503267974,91.3723611111111,23.0,19.0,2.0,0.1052631578947368,1
2021-03-05,P006,92.0,237.0,1694625.0,298023.0,239.0,81.37134716261326,37.00277777777778,186.0,592.0,127.0,0.214527027027027,1
2021-03-05,P007,16.0,0.0,22429.0,663953.0,1.0,55.48972222222222,55.48972222222222,1.0,49.0,16.0,0.3265306122448979,1
2021-03-05,P008,16.0,0.0,5549.0,2985814.0,12.0,59.696550925925926,45.653194444444445,9.0,563.0,381.0,0.6767317939609236,1
2021-03-05,P009,208.0,77.0,1685457.0,1063390.0,74.0,40.06572072072072,20.19125,59.0,234.0,30.0,0.1282051282051282,1
2021-03-05,P010,1.0,1.0,0.0,72839.0,4.0,5.731805555555556,5.657500000000001,4.0,54.0,44.0,0.8148148148148148,1
2021-03-05,P011,20.0,0.0,50667.0,659548.0,0.0,,,0.0,6.0,2.0,0.3333333333333333,1
2021-03-12,P001,350.0,314.0,2891499.0,991737.0,282.0,45.52812647754137,34.064166666666665,239.0,118.0,14.0,0.1186440677966101,1
2021-03-12,P002,59.0,6.0,574046.0,727083.0,76.0,32.665617690058475,16.675555555555555,38.0,743.0,25.0,0.0336473755047106,1
2021-03-12,P003,16.0,0.0,55522.0,1652920.0,20.0,43.18070833333333,29.58416666666667,5.0,236.0,51.0,0.2161016949152542,1
2021-03-12,P004,515.0,344.0,3086620.0,2993328.0,589.0,43.217538733426395,29.43625,447.0,959.0,65.0,0.067778936392075,1
2021-03-12,P005,105.0,41.0,763117.0,1903581.0,40.0,84.71838194444445,53.53875,23.0,19.0,2.0,0.1052631578947368,1
2021-03-12,P006,98.0,197.0,1029083.0,389730.0,381.0,78.03919532627866,34.403055555555554,318.0,592.0,127.0,0.214527027027027,1
2021-03-12,P007,17.0,0.0,131208.0,424820.0,2.0,31.702222222222225,31.702222222222225,0.0,49.0,16.0,0.3265306122448979,1
2021-03-12,P008,13.0,0.0,7761.0,2375471.0,9.0,32.61768518518519,11.545833333333333,5.0,563.0,381.0,0.6767317939609236,1
2021-03-12,P009,251.0,67.0,2029465.0,1239353.0,102.0,55.8340114379085,23.449166666666667,76.0,234.0,30.0,0.1282051282051282,1
2021-03-12,P010,3.0,0.0,0.0,138805.0,3.0,54.13305555555556,60.068333333333335,1.0,54.0,44.0,0.8148148148148148,1
2021-03-12,P011,18.0,1.0,39147.0,921297.0,0.0,,,0.0,6.0,2.0,0.3333333333333333,1
2021-03-19,P001,339.0,307.0,3058353.0,1000569.0,293.0,50.66553849070914,35.93888888888889,240.0,118.0,14.0,0.1186440677966101,1
2021-03-19,P002,63.0,4.0,815138.0,678747.0,101.0,30.66672717271727,15.953333333333331,44.0,743.0,25.0,0.0336473755047106,1
2021-03-19,P003,16.0,0.0,99280.0,1621772.0,15.0,58.05709259259259,30.504722222222224,7.0,236.0,51.0,0.2161016949152542,1
2021-03-19,P004,517.0,337.0,4197852.0,2499909.0,556.0,43.78722962688127,28.042916666666667,435.0,959.0,65.0,0.067778936392075,1
2021-03-19,P005,78.0,48.0,336577.0,1465637.0,45.0,81.50383333333333,47.365,27.0,19.0,2.0,0.1052631578947368,1
2021-03-19,P006,100.0,280.0,1487392.0,421921.0,538.0,77.67049084595959,35.356944444444444,456.0,592.0,127.0,0.214527027027027,1
2021-03-19,P007,15.0,0.0,72426.0,561637.0,3.0,39.84509259259259,40.69111111111111,2.0,49.0,16.0,0.3265306122448979,1
2021-03-19,P008,15.0,0.0,193892.0,2268239.0,12.0,58.00835648148148,27.930555555555557,6.0,563.0,381.0,0.6767317939609236,1
2021-03-19,P009,245.0,74.0,2380448.0,1573727.0,76.0,43.98794590643275,22.7175,56.0,234.0,30.0,0.1282051282051282,1
2021-03-19,P010,2.0,1.0,0.0,145678.0,9.0,49.12623456790123,7.322222222222222,9.0,54.0,44.0,0.8148148148148148,1
2021-03-19,P011,16.0,0.0,22870.0,408296.0,0.0,,,0.0,6.0,2.0,0.3333333333333333,1
2021-03-26,P001,311.0,300.0,3369575.0,881914.0,276.0,54.44362922705314,33.65555555555555,231.0,118.0,14.0,0.1186440677966101,1
2021-03-26,P002,55.0,3.0,489471.0,944786.0,95.0,32.366795321637426,20.2725,51.0,743.0,25.0,0.0336473755047106,1
2021-03-26,P003,15.0,0.0,170700.0,1258077.0,32.0,119.74894097222223,75.07916666666667,8.0,236.0,51.0,0.2161016949152542,1
2021-03-26,P004,496.0,340.0,3252019.0,2615480.0,556.0,42.001476415296466,27.207500000000003,407.0,959.0,65.0,0.067778936392075,1
2021-03-26,P005,91.0,37.0,374282.0,1650189.0,45.0,73.22390782828283,47.967083333333335,27.0,19.0,2.0,0.1052631578947368,1
2021-03-26,P006,102.0,282.0,1801419.0,169482.0,525.0,75.63356490436277,34.75055555555556,448.0,592.0,127.0,0.214527027027027,1
2021-03-26,P007,19.0,0.0,17380.0,557000.0,1.0,16.16722222222222,16.16722222222222,0.0,49.0,16.0,0.3265306122448979,1
2021-03-26,P008,13.0,0.0,0.0,2400383.0,15.0,39.2087962962963,26.91722222222222,9.0,563.0,381.0,0.6767317939609236,1
2021-03-26,P009,226.0,84.0,1777129.0,1357650.0,91.0,46.35756105006105,20.535833333333333,68.0,234.0,30.0,0.1282051282051282,1
2021-03-26,P010,2.0,0.0,0.0,168065.0,6.0,14.299814814814816,13.671944444444446,6.0,54.0,44.0,0.8148148148148148,1
2021-03-26,P011,25.0,2.0,496625.0,1385993.0,0.0,,,0.0,6.0,2.0,0.3333333333333333,1
2021-04-02,P001,330.0,286.0,2954679.0,907231.0,281.0,51.42960359826018,35.58277777777778,235.0,150.0,26.0,0.1733333333333333,1
2021-04-02,P002,52.0,4.0,508877.0,632801.0,85.0,42.531692810457514,21.731666666666666,51.0,734.0,30.0,0.0408719346049046,1
2021-04-02,P003,15.0,0.0,165083.0,1240741.0,26.0,67.17596666666667,36.31944444444444,7.0,188.0,44.0,0.2340425531914893,1
2021-04-02,P004,494.0,334.0,4059148.0,2654006.0,579.0,39.20171670324846,26.734444444444442,422.0,646.0,38.0,0.0588235294117647,1
2021-04-02,P005,82.0,46.0,362398.0,1691746.0,39.0,70.44372807017544,43.36625,19.0,12.0,3.0,0.25,1
2021-04-02,P006,102.0,257.0,1566871.0,264963.0,530.0,60.525685328185325,32.32,452.0,330.0,53.0,0.1606060606060606,1
2021-04-02,P007,13.0,0.0,23448.0,522430.0,1.0,37.33055555555555,37.33055555555555,1.0,29.0,6.0,0.2068965517241379,1
2021-04-02,P008,11.0,0.0,2587.0,1920464.0,10.0,16.253444444444444,7.74388888888889,6.0,519.0,357.0,0.6878612716763006,1
2021-04-02,P009,240.0,75.0,2003960.0,1286703.0,98.0,54.75713718820862,27.031527777777775,74.0,303.0,25.0,0.0825082508250825,1
2021-04-02,P010,1.0,1.0,0.0,43579.0,6.0,22.958240740740738,6.673333333333334,5.0,54.0,39.0,0.7222222222222222,1
2021-04-02,P011,21.0,2.0,451769.0,695086.0,0.0,,,0.0,9.0,5.0,0.5555555555555556,1
2021-04-09,P001,326.0,316.0,2820317.0,983572.0,282.0,45.113220640569395,34.9675,238.0,150.0,26.0,0.1733333333333333,1
2021-04-09,P002,68.0,7.0,874608.0,681060.0,95.0,41.14689420803783,19.07152777777778,43.0,734.0,30.0,0.0408719346049046,1
2021-04-09,P003,11.0,0.0,42082.0,900763.0,27.0,124.16551440329219,47.58305555555555,3.0,188.0,44.0,0.2340425531914893,1
2021-04-09,P004,490.0,334.0,3404178.0,2603264.0,565.0,37.703727782321536,26.2325,435.0,646.0,38.0,0.0588235294117647,1
2021-04-09,P005,88.0,41.0,448181.0,1987250.0,42.0,76.47585317460317,54.05222222222222,25.0,12.0,3.0,0.25,1
2021-04-09,P006,84.0,210.0,980135.0,181143.0,520.0,83.80748517786562,35.702638888888885,432.0,330.0,53.0,0.1606060606060606,1
2021-04-09,P007,21.0,0.0,112064.0,738481.0,0.0,,,0.0,29.0,6.0,0.2068965517241379,1
2021-04-09,P008,14.0,0.0,2587.0,2463415.0,13.0,23.88988425925926,13.39361111111111,7.0,519.0,357.0,0.6878612716763006,1
2021-04-09,P009,216.0,88.0,1825759.0,1316396.0,77.0,43.23000365497076,23.786944444444444,47.0,303.0,25.0,0.0825082508250825,1
