week_ending_friday,region_type,region_id,region_short,emodnet_density_mean,emodnet_density_max,emodnet_density_sum,emodnet_n_valid_px
2020-11-27,aoi,P001,Rotterdam,11.717439316010532,2234.81396484375,12092.39737412287,1032.0
2020-12-04,aoi,P001,Rotterdam,11.717439316010532,2234.81396484375,12092.39737412287,1032.0
2020-12-11,aoi,P001,Rotterdam,11.717439316010532,2234.81396484375,12092.39737412287,1032.0
2020-12-18,aoi,P001,Rotterdam,11.717439316010532,2234.81396484375,12092.39737412287,1032.0
2020-12-25,aoi,P001,Rotterdam,11.717439316010532,2234.81396484375,12092.39737412287,1032.0
2021-01-01,aoi,P001,Rotterdam,13.408503272364898,2588.63916015625,13837.575377080575,1032.0
2021-01-08,aoi,P001,Rotterdam,13.408503272364898,2588.63916015625,13837.575377080575,1032.0
2021-01-15,aoi,P001,Rotterdam,13.408503272364898,2588.63916015625,13837.575377080575,1032.0
2021-01-22,aoi,P001,Rotterdam,13.408503272364898,2588.63916015625,13837.575377080575,1032.0
2021-01-29,aoi,P001,Rotterdam,12.372845660505845,2193.7890625,12768.776721642032,1032.0
2021-02-05,aoi,P001,Rotterdam,12.372845660505845,2193.7890625,12768.776721642032,1032.0
2021-02-12,aoi,P001,Rotterdam,12.372845660505845,2193.7890625,12768.776721642032,1032.0
2021-02-19,aoi,P001,Rotterdam,12.372845660505845,2193.7890625,12768.776721642032,1032.0
2021-02-26,aoi,P001,Rotterdam,13.67115039180531,2558.74169921875,14108.62720434308,1032.0
2021-03-05,aoi,P001,Rotterdam,13.67115039180531,2558.74169921875,14108.62720434308,1032.0
2021-03-12,aoi,P001,Rotterdam,13.67115039180531,2558.74169921875,14108.62720434308,1032.0
2021-03-19,aoi,P001,Rotterdam,13.67115039180531,2558.74169921875,14108.62720434308,1032.0
2021-03-26,aoi,P001,Rotterdam,13.67115039180531,2558.74169921875,14108.62720434308,1032.0
2021-04-02,aoi,P001,Rotterdam,12.189290531567238,2185.570068359375,12579.347828577389,1032.0
2021-04-09,aoi,P001,Rotterdam,12.189290531567238,2185.570068359375,12579.347828577389,1032.0
2021-04-16,aoi,P001,Rotterdam,12.189290531567238,2185.570068359375,12579.347828577389,1032.0
2021-04-23,aoi,P001,Rotterdam,12.189290531567238,2185.570068359375,12579.347828577389,1032.0
2021-04-30,aoi,P001,Rotterdam,13.087286852604178,2067.8369140625,13506.080031887512,1032.0
2021-05-07,aoi,P001,Rotterdam,13.087286852604178,2067.8369140625,13506.080031887512,1032.0
2021-05-14,aoi,P001,Rotterdam,13.087286852604178,2067.8369140625,13506.080031887512,1032.0
2021-05-21,aoi,P001,Rotterdam,13.087286852604178,2067.8369140625,13506.080031887512,1032.0
2021-05-28,aoi,P001,Rotterdam,12.781290726335842,1919.665771484375,13190.292029578588,1032.0
2021-06-04,aoi,P001,Rotterdam,12.781290726335842,1919.665771484375,13190.292029578588,1032.0
2021-06-11,aoi,P001,Rotterdam,12.781290726335842,1919.665771484375,13190.292029578588,1032.0
2021-06-18,aoi,P001,Rotterdam,12.781290726335842,1919.665771484375,13190.292029578588,1032.0
2021-06-25,aoi,P001,Rotterdam,14.2614381666158,2341.18896484375,14717.804187947506,1032.0
2021-07-02,aoi,P001,Rotterdam,14.2614381666158,2341.18896484375,14717.804187947506,1032.0
2021-07-09,aoi,P001,Rotterdam,14.2614381666158,2341.18896484375,14717.804187947506,1032.0
2021-07-16,aoi,P001,Rotterdam,14.2614381666158,2341.18896484375,14717.804187947506,1032.0
2021-07-23,aoi,P001,Rotterdam,14.2614381666158,2341.18896484375,14717.804187947506,1032.0
2021-07-30,aoi,P001,Rotterdam,13.169879135308758,2469.058837890625,13591.315267638638,1032.0
2021-08-06,aoi,P001,Rotterdam,13.169879135308758,2469.058837890625,13591.315267638638,1032.0
2021-08-13,aoi,P001,Rotterdam,13.169879135308758,2469.058837890625,13591.315267638638,1032.0
2021-08-20,aoi,P001,Rotterdam,13.169879135308758,2469.058837890625,13591.315267638638,1032.0
2021-08-27,aoi,P001,Rotterdam,13.175627103071832,2895.826416015625,13597.24717037013,1032.0
2021-09-03,aoi,P001,Rotterdam,13.175627103071832,2895.826416015625,13597.24717037013,1032.0
2021-09-10,aoi,P001,Rotterdam,13.175627103071832,2895.826416015625,13597.24717037013,1032.0
2021-09-17,aoi,P001,Rotterdam,13.175627103071832,2895.826416015625,13597.24717037013,1032.0
2021-09-24,aoi,P001,Rotterdam,13.175627103071832,2895.826416015625,13597.24717037013,1032.0
2021-10-01,aoi,P001,Rotterdam,16.75084909303856,3302.893310546875,17286.876264015795,1032.0
2021-10-08,aoi,P001,Rotterdam,16.75084909303856,3302.893310546875,17286.876264015795,1032.0
2021-10-15,aoi,P001,Rotterdam,16.75084909303856,3302.893310546875,17286.876264015795,1032.0
2021-10-22,aoi,P001,Rotterdam,16.75084909303856,3302.893310546875,17286.876264015795,1032.0
2021-10-29,aoi,P001,Rotterdam,15.088142180280641,2534.431396484375,15570.962730049621,1032.0
2021-11-05,aoi,P001,Rotterdam,15.088142180280641,2534.431396484375,15570.962730049621,1032.0
2021-11-12,aoi,P001,Rotterdam,15.088142180280641,2534.431396484375,15570.962730049621,1032.0
2021-11-19,aoi,P001,Rotterdam,15.088142180280641,2534.431396484375,15570.962730049621,1032.0
2021-11-26,aoi,P001,Rotterdam,13.509762040473593,3058.39794921875,13942.074425768747,1032.0
2021-12-03,aoi,P001,Rotterdam,13.509762040473593,3058.39794921875,13942.074425768747,1032.0
2021-12-10,aoi,P001,Rotterdam,13.509762040473593,3058.39794921875,13942.074425768747,1032.0
2021-12-17,aoi,P001,Rotterdam,13.509762040473593,3058.39794921875,13942.074425768747,1032.0
2021-12-24,aoi,P001,Rotterdam,13.509762040473593,3058.39794921875,13942.074425768747,1032.0
2021-12-31,aoi,P001,Rotterdam,12.318371947590341,2874.08056640625,12712.559849913232,1032.0
2022-01-07,aoi,P001,Rotterdam,12.318371947590341,2874.08056640625,12712.559849913232,1032.0
2022-01-14,aoi,P001,Rotterdam,12.318371947590341,2874.08056640625,12712.559849913232,1032.0
2022-01-21,aoi,P001,Rotterdam,12.318371947590341,2874.08056640625,12712.559849913232,1032.0
2022-01-28,aoi,P001,Rotterdam,12.352607483477948,2701.769287109375,12747.890922949242,1032.0
2022-02-04,aoi,P001,Rotterdam,12.352607483477948,2701.769287109375,12747.890922949242,1032.0
2022-02-11,aoi,P001,Rotterdam,12.352607483477948,2701.769287109375,12747.890922949242,1032.0
2022-02-18,aoi,P001,Rotterdam,12.352607483477948,2701.769287109375,12747.890922949242,1032.0
2022-02-25,aoi,P001,Rotterdam,13.225392425468222,3258.5947265625,13648.604983083205,1032.0
2022-03-04,aoi,P001,Rotterdam,13.225392425468222,3258.5947265625,13648.604983083205,1032.0
2022-03-11,aoi,P001,Rotterdam,13.225392425468222,3258.5947265625,13648.604983083205,1032.0
2022-03-18,aoi,P001,Rotterdam,13.225392425468222,3258.5947265625,13648.604983083205,1032.0
2022-03-25,aoi,P001,Rotterdam,13.225392425468222,3258.5947265625,13648.604983083205,1032.0
2022-04-01,aoi,P001,Rotterdam,14.55824235716153,3067.197021484375,15024.1061125907,1032.0
2022-04-08,aoi,P001,Rotterdam,14.55824235716153,3067.197021484375,15024.1061125907,1032.0
2022-04-15,aoi,P001,Rotterdam,14.55824235716153,3067.197021484375,15024.1061125907,1032.0
2022-04-22,aoi,P001,Rotterdam,14.55824235716153,3067.197021484375,15024.1061125907,1032.0
2022-04-29,aoi,P001,Rotterdam,11.574370701802863,2744.297119140625,11944.750564260554,1032.0
2022-05-06,aoi,P001,Rotterdam,11.574370701802863,2744.297119140625,11944.750564260554,1032.0
2022-05-13,aoi,P001,Rotterdam,11.574370701802863,2744.297119140625,11944.750564260554,1032.0
2022-05-20,aoi,P001,Rotterdam,11.574370701802863,2744.297119140625,11944.750564260554,1032.0
2022-05-27,aoi,P001,Rotterdam,12.992623314137802,2596.13720703125,13408.387260190211,1032.0
2022-06-03,aoi,P001,Rotterdam,12.992623314137802,2596.13720703125,13408.387260190211,1032.0
2022-06-10,aoi,P001,Rotterdam,12.992623314137802,2596.13720703125,13408.387260190211,1032.0
2022-06-17,aoi,P001,Rotterdam,12.992623314137802,2596.13720703125,13408.387260190211,1032.0
2022-06-24,aoi,P001,Rotterdam,12.992623314137802,2596.13720703125,13408.387260190211,1032.0
2022-07-01,aoi,P001,Rotterdam,14.153725459332568,2877.334228515625,14606.64467403121,1032.0
2022-07-08,aoi,P001,Rotterdam,14.153725459332568,2877.334228515625,14606.64467403121,1032.0
2022-07-15,aoi,P001,Rotterdam,14.153725459332568,2877.334228515625,14606.64467403121,1032.0
2022-07-22,aoi,P001,Rotterdam,14.153725459332568,2877.334228515625,14606.64467403121,1032.0
2022-07-29,aoi,P001,Rotterdam,13.2573896638328,2754.203857421875,13681.62613307545,1032.0
2022-08-05,aoi,P001,Rotterdam,13.2573896638328,2754.203857421875,13681.62613307545,1032.0
2022-08-12,aoi,P001,Rotterdam,13.2573896638328,2754.203857421875,13681.62613307545,1032.0
2022-08-19,aoi,P001,Rotterdam,13.2573896638328,2754.203857421875,13681.62613307545,1032.0
2022-08-26,aoi,P001,Rotterdam,13.965078816953588,2510.6884765625,14411.961339096102,1032.0
2022-09-02,aoi,P001,Rotterdam,13.965078816953588,2510.6884765625,14411.961339096102,1032.0
2022-09-09,aoi,P001,Rotterdam,13.965078816953588,2510.6884765625,14411.961339096102,1032.0
2022-09-16,aoi,P001,Rotterdam,13.965078816953588,2510.6884765625,14411.961339096102,1032.0
2022-09-23,aoi,P001,Rotterdam,13.965078816953588,2510.6884765625,14411.961339096102,1032.0
2022-09-30,aoi,P001,Rotterdam,14.902412469830123,2076.278076171875,15379.289668864687,1032.0
2022-10-07,aoi,P001,Rotterdam,14.902412469830123,2076.278076171875,15379.289668864687,1032.0
2022-10-14,aoi,P001,Rotterdam,14.902412469830123,2076.278076171875,15379.289668864687,1032.0
2022-10-21,aoi,P001,Rotterdam,14.902412469830123,2076.278076171875,15379.289668864687,1032.0
2022-10-28,aoi,P001,Rotterdam,13.712889465463913,2505.285400390625,14151.701928358758,1032.0
2022-11-04,aoi,P001,Rotterdam,13.712889465463913,2505.285400390625,14151.701928358758,1032.0
2022-11-11,aoi,P001,Rotterdam,13.712889465463913,2505.285400390625,14151.701928358758,1032.0
2022-11-18,aoi,P001,Rotterdam,13.712889465463913,2505.285400390625,14151.701928358758,1032.0
2022-11-25,aoi,P001,Rotterdam,16.258360413852348,2990.29638671875,16778.62794709562,1032.0
2022-12-02,aoi,P001,Rotterdam,16.258360413852348,2990.29638671875,16778.62794709562,1032.0
2022-12-09,aoi,P001,Rotterdam,16.258360413852348,2990.29638671875,16778.62794709562,1032.0
2022-12-16,aoi,P001,Rotterdam,16.258360413852348,2990.29638671875,16778.62794709562,1032.0
2022-12-23,aoi,P001,Rotterdam,16.258360413852348,2990.29638671875,16778.62794709562,1032.0
2022-12-30,aoi,P001,Rotterdam,14.114630130492218,1850.9078369140625,14566.29829466797,1032.0
2023-01-06,aoi,P001,Rotterdam,14.114630130492218,1850.9078369140625,14566.29829466797,1032.0
2023-01-13,aoi,P001,Rotterdam,14.114630130492218,1850.9078369140625,14566.29829466797,1032.0
2023-01-20,aoi,P001,Rotterdam,14.114630130492218,1850.9078369140625,14566.29829466797,1032.0
2023-01-27,aoi,P001,Rotterdam,12.399904683744557,1794.8402099609375,12796.701633624383,1032.0
2023-02-03,aoi,P001,Rotterdam,12.399904683744557,1794.8402099609375,12796.701633624383,1032.0
2023-02-10,aoi,P001,Rotterdam,12.399904683744557,1794.8402099609375,12796.701633624383,1032.0
2023-02-17,aoi,P001,Rotterdam,12.399904683744557,1794.8402099609375,12796.701633624383,1032.0
2023-02-24,aoi,P001,Rotterdam,12.399904683744557,1794.8402099609375,12796.701633624383,1032.0
2023-03-03,aoi,P001,Rotterdam,13.962402712433038,2430.5703125,14409.199599230895,1032.0
2023-03-10,aoi,P001,Rotterdam,13.962402712433038,2430.5703125,14409.199599230895,1032.0
2023-03-17,aoi,P001,Rotterdam,13.962402712433038,2430.5703125,14409.199599230895,1032.0
2023-03-24,aoi,P001,Rotterdam,13.962402712433038,2430.5703125,14409.199599230895,1032.0
2023-03-31,aoi,P001,Rotterdam,13.839754476582147,1979.4876708984375,14282.626619832776,1032.0
2023-04-07,aoi,P001,Rotterdam,13.839754476582147,1979.4876708984375,14282.626619832776,1032.0
2023-04-14,aoi,P001,Rotterdam,13.839754476582147,1979.4876708984375,14282.626619832776,1032.0
2023-04-21,aoi,P001,Rotterdam,13.839754476582147,1979.4876708984375,14282.626619832776,1032.0
2023-04-28,aoi,P001,Rotterdam,12.992140628219119,2526.92138671875,13407.889128322131,1032.0
2023-05-05,aoi,P001,Rotterdam,12.992140628219119,2526.92138671875,13407.889128322131,1032.0
2023-05-12,aoi,P001,Rotterdam,12.992140628219119,2526.92138671875,13407.889128322131,1032.0
2023-05-19,aoi,P001,Rotterdam,12.992140628219119,2526.92138671875,13407.889128322131,1032.0
2023-05-26,aoi,P001,Rotterdam,14.225043129377669,2796.0703125,14680.244509517754,1032.0
2023-06-02,aoi,P001,Rotterdam,14.225043129377669,2796.0703125,14680.244509517754,1032.0
2023-06-09,aoi,P001,Rotterdam,14.225043129377669,2796.0703125,14680.244509517754,1032.0
2023-06-16,aoi,P001,Rotterdam,14.225043129377669,2796.0703125,14680.244509517754,1032.0
2023-06-23,aoi,P001,Rotterdam,14.225043129377669,2796.0703125,14680.244509517754,1032.0
2023-06-30,aoi,P001,Rotterdam,14.108780241783949,2790.2158203125,14560.261209521035,1032.0
2023-07-07,aoi,P001,Rotterdam,14.108780241783949,2790.2158203125,14560.261209521035,1032.0
2023-07-14,aoi,P001,Rotterdam,14.108780241783949,2790.2158203125,14560.261209521035,1032.0
2023-07-21,aoi,P001,Rotterdam,14.108780241783949,2790.2158203125,14560.261209521035,1032.0
2023-07-28,aoi,P001,Rotterdam,15.424283383730343,2673.6826171875,15917.860452009714,1032.0
2023-08-04,aoi,P001,Rotterdam,15.424283383730343,2673.6826171875,15917.860452009714,1032.0
2023-08-11,aoi,P001,Rotterdam,15.424283383730343,2673.6826171875,15917.860452009714,1032.0
2023-08-18,aoi,P001,Rotterdam,15.424283383730343,2673.6826171875,15917.860452009714,1032.0
2023-08-25,aoi,P001,Rotterdam,13.827047901914689,2085.72216796875,14269.51343477596,1032.0
2023-09-01,aoi,P001,Rotterdam,13.827047901914689,2085.72216796875,14269.51343477596,1032.0
2023-09-08,aoi,P001,Rotterdam,13.827047901914689,2085.72216796875,14269.51343477596,1032.0
2023-09-15,aoi,P001,Rotterdam,13.827047901914689,2085.72216796875,14269.51343477596,1032.0
2023-09-22,aoi,P001,Rotterdam,13.827047901914689,2085.72216796875,14269.51343477596,1032.0
2023-09-29,aoi,P001,Rotterdam,14.918633977451812,2583.73388671875,15396.03026473027,1032.0
2023-10-06,aoi,P001,Rotterdam,14.918633977451812,2583.73388671875,15396.03026473027,1032.0
2023-10-13,aoi,P001,Rotterdam,14.918633977451812,2583.73388671875,15396.03026473027,1032.0
2023-10-20,aoi,P001,Rotterdam,14.918633977451812,2583.73388671875,15396.03026473027,1032.0
2023-10-27,aoi,P001,Rotterdam,15.75907495926886,2280.4716796875,16263.365357965464,1032.0
2023-11-03,aoi,P001,Rotterdam,15.75907495926886,2280.4716796875,16263.365357965464,1032.0
2023-11-10,aoi,P001,Rotterdam,15.75907495926886,2280.4716796875,16263.365357965464,1032.0
2023-11-17,aoi,P001,Rotterdam,15.75907495926886,2280.4716796875,16263.365357965464,1032.0
2023-11-24,aoi,P001,Rotterdam,15.75907495926886,2280.4716796875,16263.365357965464,1032.0
2023-12-01,aoi,P001,Rotterdam,14.149498844255067,2592.637451171875,14602.28280727123,1032.0
2023-12-08,aoi,P001,Rotterdam,14.149498844255067,2592.637451171875,14602.28280727123,1032.0
2023-12-15,aoi,P001,Rotterdam,14.149498844255067,2592.637451171875,14602.28280727123,1032.0
2023-12-22,aoi,P001,Rotterdam,14.149498844255067,2592.637451171875,14602.28280727123,1032.0
2023-12-29,aoi,P001,Rotterdam,13.495871716297062,2228.9833984375,13927.739611218567,1032.0
2024-01-05,aoi,P001,Rotterdam,13.495871716297062,2228.9833984375,13927.739611218567,1032.0
2024-01-12,aoi,P001,Rotterdam,13.495871716297062,2228.9833984375,13927.739611218567,1032.0
2024-01-19,aoi,P001,Rotterdam,13.495871716297062,2228.9833984375,13927.739611218567,1032.0
2024-01-26,aoi,P001,Rotterdam,13.449560305258034,2355.24365234375,13879.946235026291,1032.0
2024-02-02,aoi,P001,Rotterdam,13.449560305258034,2355.24365234375,13879.946235026291,1032.0
2024-02-09,aoi,P001,Rotterdam,13.449560305258034,2355.24365234375,13879.946235026291,1032.0
2024-02-16,aoi,P001,Rotterdam,13.449560305258034,2355.24365234375,13879.946235026291,1032.0
2024-02-23,aoi,P001,Rotterdam,13.449560305258034,2355.24365234375,13879.946235026291,1032.0
2024-03-01,aoi,P001,Rotterdam,15.308965709438441,2518.492919921875,15798.852612140472,1032.0
2024-03-08,aoi,P001,Rotterdam,15.308965709438441,2518.492919921875,15798.852612140472,1032.0
2024-03-15,aoi,P001,Rotterdam,15.308965709438441,2518.492919921875,15798.852612140472,1032.0
2024-03-22,aoi,P001,Rotterdam,15.308965709438441,2518.492919921875,15798.852612140472,1032.0
2024-03-29,aoi,P001,Rotterdam,15.116838112721886,2792.3056640625,15600.576932328986,1032.0
2024-04-05,aoi,P001,Rotterdam,15.116838112721886,2792.3056640625,15600.576932328986,1032.0
2024-04-12,aoi,P001,Rotterdam,15.116838112721886,2792.3056640625,15600.576932328986,1032.0
2024-04-19,aoi,P001,Rotterdam,15.116838112721886,2792.3056640625,15600.576932328986,1032.0
2024-04-26,aoi,P001,Rotterdam,15.691572973785803,3167.905517578125,16193.703308946948,1032.0
2024-05-03,aoi,P001,Rotterdam,15.691572973785803,3167.905517578125,16193.703308946948,1032.0
2024-05-10,aoi,P001,Rotterdam,15.691572973785803,3167.905517578125,16193.703308946948,1032.0
2024-05-17,aoi,P001,Rotterdam,15.691572973785803,3167.905517578125,16193.703308946948,1032.0
2024-05-24,aoi,P001,Rotterdam,15.691572973785803,3167.905517578125,16193.703308946948,1032.0
2024-05-31,aoi,P001,Rotterdam,15.004591472108022,2769.247802734375,15484.73839921548,1032.0
2024-06-07,aoi,P001,Rotterdam,15.004591472108022,2769.247802734375,15484.73839921548,1032.0
2024-06-14,aoi,P001,Rotterdam,15.004591472108022,2769.247802734375,15484.73839921548,1032.0
2024-06-21,aoi,P001,Rotterdam,15.004591472108022,2769.247802734375,15484.73839921548,1032.0
2024-06-28,aoi,P001,Rotterdam,14.118454930876156,2385.556396484375,14570.245488664194,1032.0
2024-07-05,aoi,P001,Rotterdam,14.118454930876156,2385.556396484375,14570.245488664194,1032.0
2024-07-12,aoi,P001,Rotterdam,14.118454930876156,2385.556396484375,14570.245488664194,1032.0
2024-07-19,aoi,P001,Rotterdam,14.118454930876156,2385.556396484375,14570.245488664194,1032.0
2024-07-26,aoi,P001,Rotterdam,15.361839251585648,3060.991455078125,15853.41810763639,1032.0
2024-08-02,aoi,P001,Rotterdam,15.361839251585648,3060.991455078125,15853.41810763639,1032.0
2024-08-09,aoi,P001,Rotterdam,15.361839251585648,3060.991455078125,15853.41810763639,1032.0
2024-08-16,aoi,P001,Rotterdam,15.361839251585648,3060.991455078125,15853.41810763639,1032.0
2024-08-23,aoi,P001,Rotterdam,15.361839251585648,3060.991455078125,15853.41810763639,1032.0
2024-08-30,aoi,P001,Rotterdam,15.290735094464605,3166.243896484375,15780.038617487473,1032.0
2024-09-06,aoi,P001,Rotterdam,15.290735094464605,3166.243896484375,15780.038617487473,1032.0
2024-09-13,aoi,P001,Rotterdam,15.290735094464605,3166.243896484375,15780.038617487473,1032.0
2024-09-20,aoi,P001,Rotterdam,15.290735094464605,3166.243896484375,15780.038617487473,1032.0
2024-09-27,aoi,P001,Rotterdam,15.592172452364908,2524.7109375,16091.121970840584,1032.0
2024-10-04,aoi,P001,Rotterdam,15.592172452364908,2524.7109375,16091.121970840584,1032.0
2024-10-11,aoi,P001,Rotterdam,15.592172452364908,2524.7109375,16091.121970840584,1032.0
2024-10-18,aoi,P001,Rotterdam,15.592172452364908,2524.7109375,16091.121970840584,1032.0
2024-10-25,aoi,P001,Rotterdam,15.592172452364908,2524.7109375,16091.121970840584,1032.0
2024-11-01,aoi,P001,Rotterdam,14.459344386083977,2148.1123046875,14922.043406438665,1032.0
2024-11-08,aoi,P001,Rotterdam,14.459344386083977,2148.1123046875,14922.043406438665,1032.0
2024-11-15,aoi,P001,Rotterdam,14.459344386083977,2148.1123046875,14922.043406438665,1032.0
2024-11-22,aoi,P001,Rotterdam,14.459344386083977,2148.1123046875,14922.043406438665,1032.0
2024-11-29,aoi,P001,Rotterdam,14.454755803869679,2537.02392578125,14917.307989593508,1032.0
2024-12-06,aoi,P001,Rotterdam,14.454755803869679,2537.02392578125,14917.307989593508,1032.0
2024-12-13,aoi,P001,Rotterdam,14.454755803869679,2537.02392578125,14917.307989593508,1032.0
2024-12-20,aoi,P001,Rotterdam,14.454755803869679,2537.02392578125,14917.307989593508,1032.0
2024-12-27,aoi,P001,Rotterdam,14.560502051600967,2221.35888671875,15026.438117252197,1032.0
2025-01-03,aoi,P001,Rotterdam,14.560502051600967,2221.35888671875,15026.438117252197,1032.0
2025-01-10,aoi,P001,Rotterdam,14.560502051600967,2221.35888671875,15026.438117252197,1032.0
2025-01-17,aoi,P001,Rotterdam,14.560502051600967,2221.35888671875,15026.438117252197,1032.0
2025-01-24,aoi,P001,Rotterdam,14.560502051600967,2221.35888671875,15026.438117252197,1032.0
2025-01-31,aoi,P001,Rotterdam,13.81557049634273,2237.25,14257.668752225698,1032.0
2025-02-07,aoi,P001,Rotterdam,13.81557049634273,2237.25,14257.668752225698,1032.0
2025-02-14,aoi,P001,Rotterdam,13.81557049634273,2237.25,14257.668752225698,1032.0
2025-02-21,aoi,P001,Rotterdam,13.81557049634273,2237.25,14257.668752225698,1032.0
2025-02-28,aoi,P001,Rotterdam,13.30819110240013,2205.81689453125,13734.053217676934,1032.0
2025-03-07,aoi,P001,Rotterdam,13.30819110240013,2205.81689453125,13734.053217676934,1032.0
2019-01-04,aoi,P002,Fujairah,,,,0.0
2019-01-11,aoi,P002,Fujairah,,,,0.0
2019-01-18,aoi,P002,Fujairah,,,,0.0
2019-01-25,aoi,P002,Fujairah,,,,0.0
2019-02-01,aoi,P002,Fujairah,,,,0.0
2019-02-08,aoi,P002,Fujairah,,,,0.0
2019-02-15,aoi,P002,Fujairah,,,,0.0
2019-02-22,aoi,P002,Fujairah,,,,0.0
2019-03-01,aoi,P002,Fujairah,,,,0.0
2019-03-08,aoi,P002,Fujairah,,,,0.0
2019-03-15,aoi,P002,Fujairah,,,,0.0
2019-03-22,aoi,P002,Fujairah,,,,0.0
2019-03-29,aoi,P002,Fujairah,,,,0.0
2019-04-05,aoi,P002,Fujairah,,,,0.0
2019-04-12,aoi,P002,Fujairah,,,,0.0
2019-04-19,aoi,P002,Fujairah,,,,0.0
2019-04-26,aoi,P002,Fujairah,,,,0.0
2019-05-03,aoi,P002,Fujairah,,,,0.0
2019-05-10,aoi,P002,Fujairah,,,,0.0
2019-05-17,aoi,P002,Fujairah,,,,0.0
2019-05-24,aoi,P002,Fujairah,,,,0.0
2019-05-31,aoi,P002,Fujairah,,,,0.0
2019-06-07,aoi,P002,Fujairah,,,,0.0
2019-06-14,aoi,P002,Fujairah,,,,0.0
2019-06-21,aoi,P002,Fujairah,,,,0.0
2019-06-28,aoi,P002,Fujairah,,,,0.0
2019-07-05,aoi,P002,Fujairah,,,,0.0
2019-07-12,aoi,P002,Fujairah,,,,0.0
2019-07-19,aoi,P002,Fujairah,,,,0.0
2019-07-26,aoi,P002,Fujairah,,,,0.0
2019-08-02,aoi,P002,Fujairah,,,,0.0
2019-08-09,aoi,P002,Fujairah,,,,0.0
2019-08-16,aoi,P002,Fujairah,,,,0.0
2019-08-23,aoi,P002,Fujairah,,,,0.0
2019-08-30,aoi,P002,Fujairah,,,,0.0
2019-09-06,aoi,P002,Fujairah,,,,0.0
2019-09-13,aoi,P002,Fujairah,,,,0.0
2019-09-20,aoi,P002,Fujairah,,,,0.0
2019-09-27,aoi,P002,Fujairah,,,,0.0
2019-10-04,aoi,P002,Fujairah,,,,0.0
2019-10-11,aoi,P002,Fujairah,,,,0.0
2019-10-18,aoi,P002,Fujairah,,,,0.0
2019-10-25,aoi,P002,Fujairah,,,,0.0
2019-11-01,aoi,P002,Fujairah,,,,0.0
2019-11-08,aoi,P002,Fujairah,,,,0.0
2019-11-15,aoi,P002,Fujairah,,,,0.0
2019-11-22,aoi,P002,Fujairah,,,,0.0
2019-11-29,aoi,P002,Fujairah,,,,0.0
2019-12-06,aoi,P002,Fujairah,,,,0.0
2019-12-13,aoi,P002,Fujairah,,,,0.0
2019-12-20,aoi,P002,Fujairah,,,,0.0
2019-12-27,aoi,P002,Fujairah,,,,0.0
2020-01-03,aoi,P002,Fujairah,,,,0.0
2020-01-10,aoi,P002,Fujairah,,,,0.0
2020-01-17,aoi,P002,Fujairah,,,,0.0
2020-01-24,aoi,P002,Fujairah,,,,0.0
2020-01-31,aoi,P002,Fujairah,,,,0.0
2020-02-07,aoi,P002,Fujairah,,,,0.0
2020-02-14,aoi,P002,Fujairah,,,,0.0
2020-02-21,aoi,P002,Fujairah,,,,0.0
2020-02-28,aoi,P002,Fujairah,,,,0.0
2020-03-06,aoi,P002,Fujairah,,,,0.0
2020-03-13,aoi,P002,Fujairah,,,,0.0
2020-03-20,aoi,P002,Fujairah,,,,0.0
2020-03-27,aoi,P002,Fujairah,,,,0.0
2020-04-03,aoi,P002,Fujairah,,,,0.0
2020-04-10,aoi,P002,Fujairah,,,,0.0
2020-04-17,aoi,P002,Fujairah,,,,0.0
2020-04-24,aoi,P002,Fujairah,,,,0.0
2020-05-01,aoi,P002,Fujairah,,,,0.0
2020-05-08,aoi,P002,Fujairah,,,,0.0
2020-05-15,aoi,P002,Fujairah,,,,0.0
2020-05-22,aoi,P002,Fujairah,,,,0.0
2020-05-29,aoi,P002,Fujairah,,,,0.0
2020-06-05,aoi,P002,Fujairah,,,,0.0
2020-06-12,aoi,P002,Fujairah,,,,0.0
2020-06-19,aoi,P002,Fujairah,,,,0.0
2020-06-26,aoi,P002,Fujairah,,,,0.0
2020-07-03,aoi,P002,Fujairah,,,,0.0
2020-07-10,aoi,P002,Fujairah,,,,0.0
2020-07-17,aoi,P002,Fujairah,,,,0.0
2020-07-24,aoi,P002,Fujairah,,,,0.0
2020-07-31,aoi,P002,Fujairah,,,,0.0
2020-08-07,aoi,P002,Fujairah,,,,0.0
2020-08-14,aoi,P002,Fujairah,,,,0.0
2020-08-21,aoi,P002,Fujairah,,,,0.0
2020-08-28,aoi,P002,Fujairah,,,,0.0
2020-09-04,aoi,P002,Fujairah,,,,0.0
2020-09-11,aoi,P002,Fujairah,,,,0.0
2020-09-18,aoi,P002,Fujairah,,,,0.0
2020-09-25,aoi,P002,Fujairah,,,,0.0
2020-10-02,aoi,P002,Fujairah,,,,0.0
2020-10-09,aoi,P002,Fujairah,,,,0.0
2020-10-16,aoi,P002,Fujairah,,,,0.0
2020-10-23,aoi,P002,Fujairah,,,,0.0
2020-10-30,aoi,P002,Fujairah,,,,0.0
2020-11-06,aoi,P002,Fujairah,,,,0.0
2020-11-13,aoi,P002,Fujairah,,,,0.0
2020-11-20,aoi,P002,Fujairah,,,,0.0
2020-11-27,aoi,P002,Fujairah,,,,0.0
2020-12-04,aoi,P002,Fujairah,,,,0.0
2020-12-11,aoi,P002,Fujairah,,,,0.0
