week_ending_friday,gfw_cape_total_hours,gfw_cape_total_vessels,gfw_cape_cargo_hours,gfw_cape_bunker_hours,gfw_cape_other_hours,gfw_cape_nontanker_hours,gfw_cape_other_share,gfw_cape_total_hours_mom_pct,gfw_cape_dwell_hours_per_vessel,gfw_hormuz_total_hours,gfw_hormuz_total_vessels,gfw_hormuz_cargo_hours,gfw_hormuz_bunker_hours,gfw_hormuz_other_hours,gfw_hormuz_nontanker_hours,gfw_hormuz_other_share,gfw_hormuz_total_hours_mom_pct,gfw_hormuz_dwell_hours_per_vessel,gfw_malacca_total_hours,gfw_malacca_total_vessels,gfw_malacca_cargo_hours,gfw_malacca_bunker_hours,gfw_malacca_other_hours,gfw_malacca_nontanker_hours,gfw_malacca_other_share,gfw_malacca_total_hours_mom_pct,gfw_malacca_dwell_hours_per_vessel,gfw_mandeb_total_hours,gfw_mandeb_total_vessels,gfw_mandeb_cargo_hours,gfw_mandeb_bunker_hours,gfw_mandeb_other_hours,gfw_mandeb_nontanker_hours,gfw_mandeb_other_share,gfw_mandeb_total_hours_mom_pct,gfw_mandeb_dwell_hours_per_vessel,gfw_panama_total_hours,gfw_panama_total_vessels,gfw_panama_cargo_hours,gfw_panama_bunker_hours,gfw_panama_other_hours,gfw_panama_nontanker_hours,gfw_panama_other_share,gfw_panama_total_hours_mom_pct,gfw_panama_dwell_hours_per_vessel,gfw_suez_total_hours,gfw_suez_total_vessels,gfw_suez_cargo_hours,gfw_suez_bunker_hours,gfw_suez_other_hours,gfw_suez_nontanker_hours,gfw_suez_other_share,gfw_suez_total_hours_mom_pct,gfw_suez_dwell_hours_per_vessel,gfw_all_total_hours_sum,pw_cape_n_tanker,pw_cape_n_total,pw_cape_capacity_tanker,pw_cape_capacity,pw_cape_tanker_share,pw_cape_tanker_cap_share,pw_cape_avg_tanker_size,pw_cape_n_tanker_wow_pct,pw_cape_capacity_tanker_4w_ma,pw_hormuz_n_tanker,pw_hormuz_n_total,pw_hormuz_capacity_tanker,pw_hormuz_capacity,pw_hormuz_tanker_share,pw_hormuz_tanker_cap_share,pw_hormuz_avg_tanker_size,pw_hormuz_n_tanker_wow_pct,pw_hormuz_capacity_tanker_4w_ma,pw_malacca_n_tanker,pw_malacca_n_total,pw_malacca_capacity_tanker,pw_malacca_capacity,pw_malacca_tanker_share,pw_malacca_tanker_cap_share,pw_malacca_avg_tanker_size,pw_malacca_n_tanker_wow_pct,pw_malacca_capacity_tanker_4w_ma,pw_mandeb_n_tanker,pw_mandeb_n_total,pw_mandeb_capacity_tanker,pw_mandeb_capacity,pw_mandeb_tanker_share,pw_mandeb_tanker_cap_share,pw_mandeb_avg_tanker_size,pw_mandeb_n_tanker_wow_pct,pw_mandeb_capacity_tanker_4w_ma,pw_panama_n_tanker,pw_panama_n_total,pw_panama_capacity_tanker,pw_panama_capacity,pw_panama_tanker_share,pw_panama_tanker_cap_share,pw_panama_avg_tanker_size,pw_panama_n_tanker_wow_pct,pw_panama_capacity_tanker_4w_ma,pw_suez_n_tanker,pw_suez_n_total,pw_suez_capacity_tanker,pw_suez_capacity,pw_suez_tanker_share,pw_suez_tanker_cap_share,pw_suez_avg_tanker_size,pw_suez_n_tanker_wow_pct,pw_suez_capacity_tanker_4w_ma,pw_all_n_tanker_sum,pw_all_n_total_sum,pw_all_tanker_share,pw_exp_hubs_export_vol,pw_imp_hubs_import_vol,pw_tanker_exp_imp_net,pw_tanker_exp_imp_asym,pw_tanker_exp_imp_log_ratio,pw_tanker_exp_imp_asym_4w_ma,pw_exp_hubs_export_vol_wow_pct,avail_gfw,avail_pw_chokepoints,avail_pw_ports,avail_shipping
2018-07-20,112624.0,1965.0,29446.0,277.0,28510.0,29723.0,0.2531432021593976,4.18597766861859,57.31501272264631,127612.0,2607.0,33793.0,618.0,86252.0,34411.0,0.6758925492900354,5.785315792527745,48.94975067126966,1797695.0,10586.0,236373.0,65081.0,1215821.0,301454.0,0.676322179235076,6.982857224472405,169.8181560551672,11501.0,1478.0,7133.0,11.0,4237.0,7144.0,0.36840274758716635,-5.005368794912036,7.7814614343707715,218025.0,1636.0,46018.0,2902.0,132230.0,48920.0,0.606490081412682,1.058208415607531,133.26711491442543,102557.0,1708.0,44346.0,213.0,56214.0,44559.0,0.5481244576186901,13.945891894894725,60.045081967213115,2370014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-07-27,112624.0,1965.0,29446.0,277.0,28510.0,29723.0,0.2531432021593976,4.18597766861859,57.31501272264631,127612.0,2607.0,33793.0,618.0,86252.0,34411.0,0.6758925492900354,5.785315792527745,48.94975067126966,1797695.0,10586.0,236373.0,65081.0,1215821.0,301454.0,0.676322179235076,6.982857224472405,169.8181560551672,11501.0,1478.0,7133.0,11.0,4237.0,7144.0,0.36840274758716635,-5.005368794912036,7.7814614343707715,218025.0,1636.0,46018.0,2902.0,132230.0,48920.0,0.606490081412682,1.058208415607531,133.26711491442543,102557.0,1708.0,44346.0,213.0,56214.0,44559.0,0.5481244576186901,13.945891894894725,60.045081967213115,2370014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-08-03,101311.0,1782.0,26866.0,279.0,28930.0,27145.0,0.2855563561706034,-10.044928256854668,56.852413019079684,134663.0,2452.0,37411.0,909.0,87655.0,38320.0,0.6509211884482003,5.5253424442842425,54.91965742251224,1725564.0,10163.0,218074.0,63173.0,1174640.0,281247.0,0.6807281561275038,-4.012415899248756,169.7888418773984,9442.0,1343.0,5628.0,12.0,3722.0,5640.0,0.39419614488455834,-17.902791061646816,7.030528667163067,198718.0,1418.0,37378.0,2708.0,131642.0,40086.0,0.6624563451725561,-8.855406490081407,140.13963328631877,97822.0,1614.0,37711.0,221.0,59323.0,37932.0,0.6064382245302693,-4.616944723422101,60.608426270136306,2267520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-08-10,101311.0,1782.0,26866.0,279.0,28930.0,27145.0,0.2855563561706034,-10.044928256854668,56.852413019079684,134663.0,2452.0,37411.0,909.0,87655.0,38320.0,0.6509211884482003,5.5253424442842425,54.91965742251224,1725564.0,10163.0,218074.0,63173.0,1174640.0,281247.0,0.6807281561275038,-4.012415899248756,169.7888418773984,9442.0,1343.0,5628.0,12.0,3722.0,5640.0,0.39419614488455834,-17.902791061646816,7.030528667163067,198718.0,1418.0,37378.0,2708.0,131642.0,40086.0,0.6624563451725561,-8.855406490081407,140.13963328631877,97822.0,1614.0,37711.0,221.0,59323.0,37932.0,0.6064382245302693,-4.616944723422101,60.608426270136306,2267520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-08-17,101311.0,1782.0,26866.0,279.0,28930.0,27145.0,0.2855563561706034,-10.044928256854668,56.852413019079684,134663.0,2452.0,37411.0,909.0,87655.0,38320.0,0.6509211884482003,5.5253424442842425,54.91965742251224,1725564.0,10163.0,218074.0,63173.0,1174640.0,281247.0,0.6807281561275038,-4.012415899248756,169.7888418773984,9442.0,1343.0,5628.0,12.0,3722.0,5640.0,0.39419614488455834,-17.902791061646816,7.030528667163067,198718.0,1418.0,37378.0,2708.0,131642.0,40086.0,0.6624563451725561,-8.855406490081407,140.13963328631877,97822.0,1614.0,37711.0,221.0,59323.0,37932.0,0.6064382245302693,-4.616944723422101,60.608426270136306,2267520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-08-24,101311.0,1782.0,26866.0,279.0,28930.0,27145.0,0.2855563561706034,-10.044928256854668,56.852413019079684,134663.0,2452.0,37411.0,909.0,87655.0,38320.0,0.6509211884482003,5.5253424442842425,54.91965742251224,1725564.0,10163.0,218074.0,63173.0,1174640.0,281247.0,0.6807281561275038,-4.012415899248756,169.7888418773984,9442.0,1343.0,5628.0,12.0,3722.0,5640.0,0.39419614488455834,-17.902791061646816,7.030528667163067,198718.0,1418.0,37378.0,2708.0,131642.0,40086.0,0.6624563451725561,-8.855406490081407,140.13963328631877,97822.0,1614.0,37711.0,221.0,59323.0,37932.0,0.6064382245302693,-4.616944723422101,60.608426270136306,2267520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-08-31,108980.0,1924.0,27371.0,143.0,26893.0,27514.0,0.2467700495503762,7.56976044062343,56.642411642411645,133119.0,2369.0,34426.0,1126.0,87223.0,35552.0,0.6552257754340102,-1.1465658718430416,56.19206416209371,1791754.0,10040.0,225760.0,67265.0,1217472.0,293025.0,0.679486134815382,3.8358472939862054,178.46155378486057,9284.0,1321.0,5358.0,0.0,3854.0,5358.0,0.4151227919000431,-1.673374285109086,7.028009084027252,204013.0,1439.0,46640.0,2588.0,132878.0,49228.0,0.6513212393327876,2.6645799575277573,141.77414871438498,98446.0,1566.0,38734.0,200.0,58065.0,38934.0,0.5898157365459237,0.6378933164318923,62.864623243933586,2345596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-09-07,108980.0,1924.0,27371.0,143.0,26893.0,27514.0,0.2467700495503762,7.56976044062343,56.642411642411645,133119.0,2369.0,34426.0,1126.0,87223.0,35552.0,0.6552257754340102,-1.1465658718430416,56.19206416209371,1791754.0,10040.0,225760.0,67265.0,1217472.0,293025.0,0.679486134815382,3.8358472939862054,178.46155378486057,9284.0,1321.0,5358.0,0.0,3854.0,5358.0,0.4151227919000431,-1.673374285109086,7.028009084027252,204013.0,1439.0,46640.0,2588.0,132878.0,49228.0,0.6513212393327876,2.6645799575277573,141.77414871438498,98446.0,1566.0,38734.0,200.0,58065.0,38934.0,0.5898157365459237,0.6378933164318923,62.864623243933586,2345596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-09-14,108980.0,1924.0,27371.0,143.0,26893.0,27514.0,0.2467700495503762,7.56976044062343,56.642411642411645,133119.0,2369.0,34426.0,1126.0,87223.0,35552.0,0.6552257754340102,-1.1465658718430416,56.19206416209371,1791754.0,10040.0,225760.0,67265.0,1217472.0,293025.0,0.679486134815382,3.8358472939862054,178.46155378486057,9284.0,1321.0,5358.0,0.0,3854.0,5358.0,0.4151227919000431,-1.673374285109086,7.028009084027252,204013.0,1439.0,46640.0,2588.0,132878.0,49228.0,0.6513212393327876,2.6645799575277573,141.77414871438498,98446.0,1566.0,38734.0,200.0,58065.0,38934.0,0.5898157365459237,0.6378933164318923,62.864623243933586,2345596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-09-21,108980.0,1924.0,27371.0,143.0,26893.0,27514.0,0.2467700495503762,7.56976044062343,56.642411642411645,133119.0,2369.0,34426.0,1126.0,87223.0,35552.0,0.6552257754340102,-1.1465658718430416,56.19206416209371,1791754.0,10040.0,225760.0,67265.0,1217472.0,293025.0,0.679486134815382,3.8358472939862054,178.46155378486057,9284.0,1321.0,5358.0,0.0,3854.0,5358.0,0.4151227919000431,-1.673374285109086,7.028009084027252,204013.0,1439.0,46640.0,2588.0,132878.0,49228.0,0.6513212393327876,2.6645799575277573,141.77414871438498,98446.0,1566.0,38734.0,200.0,58065.0,38934.0,0.5898157365459237,0.6378933164318923,62.864623243933586,2345596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-09-28,106227.0,1889.0,28722.0,188.0,26557.0,28910.0,0.2500023534506293,-2.526151587447234,56.23451561672843,127439.0,2462.0,33679.0,1492.0,86637.0,35171.0,0.679831134895911,-4.266858975803601,51.76238830219334,1786199.0,10233.0,225280.0,65661.0,1217577.0,290941.0,0.6816580907278529,-0.3100313993996906,174.55281931007525,9860.0,1334.0,6188.0,25.0,3603.0,6213.0,0.3654158215010142,6.204222317966401,7.391304347826087,206504.0,1436.0,45732.0,2942.0,134762.0,48674.0,0.6525878433347538,1.2210006225093606,143.8050139275766,100216.0,1607.0,39626.0,272.0,59272.0,39898.0,0.5914424842340544,1.7979399874042512,62.362165525824516,2336445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-10-05,106227.0,1889.0,28722.0,188.0,26557.0,28910.0,0.2500023534506293,-2.526151587447234,56.23451561672843,127439.0,2462.0,33679.0,1492.0,86637.0,35171.0,0.679831134895911,-4.266858975803601,51.76238830219334,1786199.0,10233.0,225280.0,65661.0,1217577.0,290941.0,0.6816580907278529,-0.3100313993996906,174.55281931007525,9860.0,1334.0,6188.0,25.0,3603.0,6213.0,0.3654158215010142,6.204222317966401,7.391304347826087,206504.0,1436.0,45732.0,2942.0,134762.0,48674.0,0.6525878433347538,1.2210006225093606,143.8050139275766,100216.0,1607.0,39626.0,272.0,59272.0,39898.0,0.5914424842340544,1.7979399874042512,62.362165525824516,2336445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-10-12,106227.0,1889.0,28722.0,188.0,26557.0,28910.0,0.2500023534506293,-2.526151587447234,56.23451561672843,127439.0,2462.0,33679.0,1492.0,86637.0,35171.0,0.679831134895911,-4.266858975803601,51.76238830219334,1786199.0,10233.0,225280.0,65661.0,1217577.0,290941.0,0.6816580907278529,-0.3100313993996906,174.55281931007525,9860.0,1334.0,6188.0,25.0,3603.0,6213.0,0.3654158215010142,6.204222317966401,7.391304347826087,206504.0,1436.0,45732.0,2942.0,134762.0,48674.0,0.6525878433347538,1.2210006225093606,143.8050139275766,100216.0,1607.0,39626.0,272.0,59272.0,39898.0,0.5914424842340544,1.7979399874042512,62.362165525824516,2336445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-10-19,106227.0,1889.0,28722.0,188.0,26557.0,28910.0,0.2500023534506293,-2.526151587447234,56.23451561672843,127439.0,2462.0,33679.0,1492.0,86637.0,35171.0,0.679831134895911,-4.266858975803601,51.76238830219334,1786199.0,10233.0,225280.0,65661.0,1217577.0,290941.0,0.6816580907278529,-0.3100313993996906,174.55281931007525,9860.0,1334.0,6188.0,25.0,3603.0,6213.0,0.3654158215010142,6.204222317966401,7.391304347826087,206504.0,1436.0,45732.0,2942.0,134762.0,48674.0,0.6525878433347538,1.2210006225093606,143.8050139275766,100216.0,1607.0,39626.0,272.0,59272.0,39898.0,0.5914424842340544,1.7979399874042512,62.362165525824516,2336445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-10-26,106227.0,1889.0,28722.0,188.0,26557.0,28910.0,0.2500023534506293,-2.526151587447234,56.23451561672843,127439.0,2462.0,33679.0,1492.0,86637.0,35171.0,0.679831134895911,-4.266858975803601,51.76238830219334,1786199.0,10233.0,225280.0,65661.0,1217577.0,290941.0,0.6816580907278529,-0.3100313993996906,174.55281931007525,9860.0,1334.0,6188.0,25.0,3603.0,6213.0,0.3654158215010142,6.204222317966401,7.391304347826087,206504.0,1436.0,45732.0,2942.0,134762.0,48674.0,0.6525878433347538,1.2210006225093606,143.8050139275766,100216.0,1607.0,39626.0,272.0,59272.0,39898.0,0.5914424842340544,1.7979399874042512,62.362165525824516,2336445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-11-02,106653.0,1791.0,25400.0,127.0,26666.0,25527.0,0.25002578455364594,0.4010279872348921,59.549413735343386,122188.0,2408.0,33416.0,1501.0,83238.0,34917.0,0.6812289259174387,-4.120402702469416,50.74252491694352,1778189.0,10708.0,234383.0,63439.0,1213599.0,297822.0,0.6824915686690223,-0.4484382759143868,166.0617295480015,10630.0,1368.0,6330.0,0.0,4112.0,6330.0,0.38682972718720604,7.809330628803246,7.77046783625731,201135.0,1435.0,46572.0,2359.0,128271.0,48931.0,0.6377358490566037,-2.5999496377794085,140.16376306620208,93586.0,1588.0,39596.0,216.0,52033.0,39812.0,0.5559912807471203,-6.615710066256886,58.933249370277075,2312381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-11-09,106653.0,1791.0,25400.0,127.0,26666.0,25527.0,0.25002578455364594,0.4010279872348921,59.549413735343386,122188.0,2408.0,33416.0,1501.0,83238.0,34917.0,0.6812289259174387,-4.120402702469416,50.74252491694352,1778189.0,10708.0,234383.0,63439.0,1213599.0,297822.0,0.6824915686690223,-0.4484382759143868,166.0617295480015,10630.0,1368.0,6330.0,0.0,4112.0,6330.0,0.38682972718720604,7.809330628803246,7.77046783625731,201135.0,1435.0,46572.0,2359.0,128271.0,48931.0,0.6377358490566037,-2.5999496377794085,140.16376306620208,93586.0,1588.0,39596.0,216.0,52033.0,39812.0,0.5559912807471203,-6.615710066256886,58.933249370277075,2312381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-11-16,106653.0,1791.0,25400.0,127.0,26666.0,25527.0,0.25002578455364594,0.4010279872348921,59.549413735343386,122188.0,2408.0,33416.0,1501.0,83238.0,34917.0,0.6812289259174387,-4.120402702469416,50.74252491694352,1778189.0,10708.0,234383.0,63439.0,1213599.0,297822.0,0.6824915686690223,-0.4484382759143868,166.0617295480015,10630.0,1368.0,6330.0,0.0,4112.0,6330.0,0.38682972718720604,7.809330628803246,7.77046783625731,201135.0,1435.0,46572.0,2359.0,128271.0,48931.0,0.6377358490566037,-2.5999496377794085,140.16376306620208,93586.0,1588.0,39596.0,216.0,52033.0,39812.0,0.5559912807471203,-6.615710066256886,58.933249370277075,2312381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-11-23,106653.0,1791.0,25400.0,127.0,26666.0,25527.0,0.25002578455364594,0.4010279872348921,59.549413735343386,122188.0,2408.0,33416.0,1501.0,83238.0,34917.0,0.6812289259174387,-4.120402702469416,50.74252491694352,1778189.0,10708.0,234383.0,63439.0,1213599.0,297822.0,0.6824915686690223,-0.4484382759143868,166.0617295480015,10630.0,1368.0,6330.0,0.0,4112.0,6330.0,0.38682972718720604,7.809330628803246,7.77046783625731,201135.0,1435.0,46572.0,2359.0,128271.0,48931.0,0.6377358490566037,-2.5999496377794085,140.16376306620208,93586.0,1588.0,39596.0,216.0,52033.0,39812.0,0.5559912807471203,-6.615710066256886,58.933249370277075,2312381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-11-30,109237.0,1836.0,25234.0,153.0,27109.0,25387.0,0.24816682992026512,2.4228104225853864,59.49727668845316,98349.0,2440.0,26796.0,963.0,65201.0,27759.0,0.6629553935474687,-19.510099191409957,40.30696721311475,1685456.0,10140.0,236283.0,63502.0,1135123.0,299785.0,0.6734812418716359,-5.215024949541358,166.21854043392506,13055.0,1550.0,7701.0,9.0,5130.0,7710.0,0.39295289161240904,22.812793979303848,8.42258064516129,203346.0,1461.0,44251.0,1261.0,131638.0,45512.0,0.6473596726761284,1.0992616899097696,139.18275154004107,95228.0,1704.0,41590.0,358.0,51248.0,41948.0,0.5381610450707776,1.754535934862056,55.8849765258216,2204671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-12-07,109237.0,1836.0,25234.0,153.0,27109.0,25387.0,0.24816682992026512,2.4228104225853864,59.49727668845316,98349.0,2440.0,26796.0,963.0,65201.0,27759.0,0.6629553935474687,-19.510099191409957,40.30696721311475,1685456.0,10140.0,236283.0,63502.0,1135123.0,299785.0,0.6734812418716359,-5.215024949541358,166.21854043392506,13055.0,1550.0,7701.0,9.0,5130.0,7710.0,0.39295289161240904,22.812793979303848,8.42258064516129,203346.0,1461.0,44251.0,1261.0,131638.0,45512.0,0.6473596726761284,1.0992616899097696,139.18275154004107,95228.0,1704.0,41590.0,358.0,51248.0,41948.0,0.5381610450707776,1.754535934862056,55.8849765258216,2204671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-12-14,109237.0,1836.0,25234.0,153.0,27109.0,25387.0,0.24816682992026512,2.4228104225853864,59.49727668845316,98349.0,2440.0,26796.0,963.0,65201.0,27759.0,0.6629553935474687,-19.510099191409957,40.30696721311475,1685456.0,10140.0,236283.0,63502.0,1135123.0,299785.0,0.6734812418716359,-5.215024949541358,166.21854043392506,13055.0,1550.0,7701.0,9.0,5130.0,7710.0,0.39295289161240904,22.812793979303848,8.42258064516129,203346.0,1461.0,44251.0,1261.0,131638.0,45512.0,0.6473596726761284,1.0992616899097696,139.18275154004107,95228.0,1704.0,41590.0,358.0,51248.0,41948.0,0.5381610450707776,1.754535934862056,55.8849765258216,2204671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-12-21,109237.0,1836.0,25234.0,153.0,27109.0,25387.0,0.24816682992026512,2.4228104225853864,59.49727668845316,98349.0,2440.0,26796.0,963.0,65201.0,27759.0,0.6629553935474687,-19.510099191409957,40.30696721311475,1685456.0,10140.0,236283.0,63502.0,1135123.0,299785.0,0.6734812418716359,-5.215024949541358,166.21854043392506,13055.0,1550.0,7701.0,9.0,5130.0,7710.0,0.39295289161240904,22.812793979303848,8.42258064516129,203346.0,1461.0,44251.0,1261.0,131638.0,45512.0,0.6473596726761284,1.0992616899097696,139.18275154004107,95228.0,1704.0,41590.0,358.0,51248.0,41948.0,0.5381610450707776,1.754535934862056,55.8849765258216,2204671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2018-12-28,103175.0,1834.0,25513.0,400.0,24270.0,25913.0,0.23523140295614248,-5.549401759477101,56.25681570338059,69217.0,2293.0,19799.0,536.0,45408.0,20335.0,0.6560238091798257,-29.621043426979433,30.186218927169648,1528529.0,9983.0,228912.0,59232.0,1021069.0,288144.0,0.66800760731396,-9.310655395335154,153.1131924271261,12989.0,1486.0,7590.0,0.0,5002.0,7590.0,0.38509508045269075,-0.5055534278054385,8.740915208613728,187337.0,1411.0,39635.0,1836.0,121596.0,41471.0,0.6490762636318507,-7.87278825253509,132.7689581856839,95377.0,1640.0,39370.0,344.0,52376.0,39714.0,0.5491470689998637,0.15646658545804826,58.15670731707317,1996624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2019-01-04,103175.0,1834.0,25513.0,400.0,24270.0,25913.0,0.23523140295614248,-5.549401759477101,56.25681570338059,69217.0,2293.0,19799.0,536.0,45408.0,20335.0,0.6560238091798257,-29.621043426979433,30.186218927169648,1528529.0,9983.0,228912.0,59232.0,1021069.0,288144.0,0.66800760731396,-9.310655395335154,153.1131924271261,12989.0,1486.0,7590.0,0.0,5002.0,7590.0,0.38509508045269075,-0.5055534278054385,8.740915208613728,187337.0,1411.0,39635.0,1836.0,121596.0,41471.0,0.6490762636318507,-7.87278825253509,132.7689581856839,95377.0,1640.0,39370.0,344.0,52376.0,39714.0,0.5491470689998637,0.15646658545804826,58.15670731707317,1996624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2019-01-11,103175.0,1834.0,25513.0,400.0,24270.0,25913.0,0.23523140295614248,-5.549401759477101,56.25681570338059,69217.0,2293.0,19799.0,536.0,45408.0,20335.0,0.6560238091798257,-29.621043426979433,30.186218927169648,1528529.0,9983.0,228912.0,59232.0,1021069.0,288144.0,0.66800760731396,-9.310655395335154,153.1131924271261,12989.0,1486.0,7590.0,0.0,5002.0,7590.0,0.38509508045269075,-0.5055534278054385,8.740915208613728,187337.0,1411.0,39635.0,1836.0,121596.0,41471.0,0.6490762636318507,-7.87278825253509,132.7689581856839,95377.0,1640.0,39370.0,344.0,52376.0,39714.0,0.5491470689998637,0.15646658545804826,58.15670731707317,1996624.0,42.0,176.0,2626205.0,8455128.0,0.23863636363636365,0.31060499616327514,62528.69047619047,,2626205.0,168.0,261.0,7920645.0,10446144.0,0.6436781609195402,0.7582362448765784,47146.69642857143,,7920645.0,271.0,661.0,14198331.0,30038077.0,0.40998487140695916,0.4726777616290151,52392.365313653136,,14198331.0,75.0,214.0,4381631.0,10869827.0,0.35046728971962615,0.4031003437313216,58421.746666666666,,4381631.0,46.0,122.0,1002263.0,3042066.0,0.3770491803278688,0.32946786821850677,21788.32608695652,,1002263.0,65.0,216.0,3361722.0,10005443.0,0.30092592592592593,0.33598932101257284,51718.8,,3361722.0,667.0,1650.0,0.40424242424242424,2895883.0,6104973.0,-3209090.0,-0.356531645434612,-0.7458134302767223,-0.356531645434612,,1,1,1,1
2019-01-18,103175.0,1834.0,25513.0,400.0,24270.0,25913.0,0.23523140295614248,-5.549401759477101,56.25681570338059,69217.0,2293.0,19799.0,536.0,45408.0,20335.0,0.6560238091798257,-29.621043426979433,30.186218927169648,1528529.0,9983.0,228912.0,59232.0,1021069.0,288144.0,0.66800760731396,-9.310655395335154,153.1131924271261,12989.0,1486.0,7590.0,0.0,5002.0,7590.0,0.38509508045269075,-0.5055534278054385,8.740915208613728,187337.0,1411.0,39635.0,1836.0,121596.0,41471.0,0.6490762636318507,-7.87278825253509,132.7689581856839,95377.0,1640.0,39370.0,344.0,52376.0,39714.0,0.5491470689998637,0.15646658545804826,58.15670731707317,1996624.0,95.0,364.0,6772773.0,18658225.0,0.260989010989011,0.3629912813249921,71292.34736842105,126.19047619047619,4699489.0,261.0,437.0,9883514.0,14901179.0,0.597254004576659,0.6632706042924523,37867.86973180077,55.35714285714286,8902079.5,467.0,1176.0,20038968.0,44832425.0,0.397108843537415,0.4469748848071457,42909.995717344755,72.32472324723247,17118649.5,121.0,380.0,6374180.0,18292852.0,0.31842105263157894,0.3484519527080851,52679.17355371901,61.33333333333333,5377905.5,80.0,207.0,1971085.0,5641702.0,0.3864734299516908,0.3493777232473463,24638.5625,73.91304347826086,1486674.0,113.0,349.0,5422193.0,16582121.0,0.3237822349570201,0.3269903168599481,47984.008849557526,73.84615384615385,4391957.5,1137.0,2913.0,0.3903192584963955,7464620.0,11580451.0,-4115831.0,-0.21611003707993529,-0.4391438447572059,-0.28632084125727364,157.7666293838529,1,1,1,1
